custom_regions,date,population,estimated_daily_excess_deaths_per_100k,estimated_daily_excess_deaths_ci_95_top_per_100k,estimated_daily_excess_deaths_ci_90_top_per_100k,estimated_daily_excess_deaths_ci_50_top_per_100k,estimated_daily_excess_deaths_ci_50_bot_per_100k,estimated_daily_excess_deaths_ci_90_bot_per_100k,estimated_daily_excess_deaths_ci_95_bot_per_100k,estimated_daily_excess_deaths_raw_estimate_per_100k,daily_excess_deaths_per_100k,daily_covid_deaths_per_100k
Asia,2021-08-09,4678110154,0.5606252199399363,0.6936936684561086,0.5715543623315554,0.5715543623315554,0.5606252199399363,0.5606252199399363,0.4460395874827893,4.151085906393644,0.08302171812787289,0.09970757093036163
Oceania,2021-08-09,43202462,-0.0018859972149629807,0.028002227372141412,0.008952816593326945,0.008952816593326945,-0.0018859972149629807,-0.0018859972149629807,-0.024590058495678076,-1.1923899417419739,-0.05678047341628446,0.031081561972093164
European Union,2021-08-09,447045744,0.22861289757141282,0.22861289757141282,0.22861289757141282,0.22861289757141282,0.22861289757141282,0.22861289757141282,0.22861289757141282,6.172548234428144,0.22861289757141282,0.051896702544158436
North America,2021-08-09,370982987,0.5257015003291478,0.5257015003291478,0.5257015003291478,0.5257015003291478,0.5257015003291478,0.5257015003291478,0.5257015003291478,1.0514030006582955,0.5257015003291478,0.14324888704397648
Latin America and Caribbean,2021-08-16,655805524,0.6207099329948961,0.6229906426388307,0.6207099329948961,0.6207099329948961,0.6089091902154518,0.6089091902154518,0.6034444165101418,23.46403284465708,0.5100876705360234,0.32492224020973637
Asia,2021-08-16,4678110154,0.5742414025144614,0.6597355995857006,0.5747799702777714,0.5747799702777714,0.5742414025144614,0.5742414025144614,0.42271610665517134,4.489842969603844,0.08979685939207688,0.10335378691042255
Oceania,2021-08-16,43202462,-0.0017721107005725194,0.03374428235602506,0.018389815734080984,0.018389815734080984,-0.0017721107005725194,-0.0017721107005725194,-0.032477090292348874,-1.1382263618978352,-0.05420125532846833,0.048279655914054156
European Union,2021-08-16,447045744,0.22521279809523714,0.22521279809523714,0.22521279809523714,0.22521279809523714,0.22521279809523714,0.22521279809523714,0.22521279809523714,6.080745548571404,0.22521279809523714,0.05908612341022533
North America,2021-08-16,370982987,0.6607404229014728,0.6607404229014728,0.6607404229014728,0.6607404229014728,0.6607404229014728,0.6607404229014728,0.6607404229014728,1.3214808458029457,0.6607404229014728,0.201087388409
Latin America and Caribbean,2021-08-23,655805524,0.6071434683023398,0.619032680501173,0.6071434683023398,0.6071434683023398,0.5861348846214998,0.5861348846214998,0.5854994563859427,22.602679929307133,0.4913626071588508,0.3345505519102641
Asia,2021-08-23,4678110154,0.5627748101433471,0.6644057515364709,0.5894772351691047,0.5894772351691047,0.5627748101433471,0.5627748101433471,0.4203912608424835,5.074065455369859,0.1014813091073972,0.09714243252939016
Oceania,2021-08-23,43202462,-0.04759480195308175,0.024848517926272372,0.024848517926272372,0.024848517926272372,-0.04759480195308175,-0.04759480195308175,-0.0818706159441524,-2.0212315943311414,-0.09624912353957818,0.055223704612019565
European Union,2021-08-23,447045744,0.1939600040379318,0.1939600040379318,0.1939600040379318,0.1939600040379318,0.1939600040379318,0.1939600040379318,0.1939600040379318,5.236920109024157,0.1939600040379318,0.08823056818990765
North America,2021-08-23,370982987,0.7406747777194355,0.7406747777194355,0.7406747777194355,0.7406747777194355,0.7406747777194355,0.7406747777194355,0.7406747777194355,1.481349555438871,0.7406747777194355,0.29520032949651137
Latin America and Caribbean,2021-08-30,655805524,0.5850664296159886,0.5850664296159886,0.5850664296159886,0.5850664296159886,0.5712730108723381,0.5712730108723381,0.5602144297075801,22.072267167722007,0.4798318949504784,0.3045759645049894
Asia,2021-08-30,4678110154,0.5303892922790181,0.5800152358153694,0.5630151815822141,0.5630151815822141,0.5303892922790181,0.5303892922790181,0.3824613584774918,4.7042732712441016,0.09408546542488203,0.08903471408082624
Oceania,2021-08-30,43202462,-0.0465700921243535,0.007132926256775137,-0.001066004546728663,-0.001066004546728663,-0.0465700921243535,-0.0465700921243535,-0.061055210857792475,-1.5118161818483735,-0.07199124675468445,0.05919107110145713
European Union,2021-08-30,447045744,0.20631668134475808,0.20631668134475808,0.20631668134475808,0.20631668134475808,0.20631668134475808,0.20631668134475808,0.20631668134475808,5.570550396308469,0.20631668134475808,0.10027721011029243
North America,2021-08-30,370982987,0.7809461662292273,0.7809461662292273,0.7809461662292273,0.7809461662292273,0.7809461662292273,0.7809461662292273,0.7809461662292273,1.5618923324584546,0.7809461662292273,0.3702517495768613
Latin America and Caribbean,2021-09-06,655805524,0.5158593800398177,0.5158593800398177,0.5158593800398177,0.5158593800398177,0.4947105122283069,0.4947105122283069,0.48922748637899793,17.706769890624443,0.38492978023096613,0.2953184944504981
Asia,2021-09-06,4678110154,0.5140397508811758,0.5267090043637476,0.5140397508811758,0.5140397508811758,0.49571655079821525,0.49571655079821525,0.3904330692340234,4.459652589180443,0.08919305178360887,0.08196844182305674
Oceania,2021-09-06,43202462,-0.08013656670621909,-0.03697984168300743,-0.03697984168300743,-0.03697984168300743,-0.08013656670621909,-0.08013656670621909,-0.10505667658819683,-2.2297830302162125,-0.10618014429601011,0.05555238958372326
European Union,2021-09-06,447045744,0.3857097740274396,0.3857097740274396,0.3857097740274396,0.3857097740274396,0.3857097740274396,0.3857097740274396,0.3857097740274396,10.41416389874087,0.3857097740274396,0.10670026644969022
North America,2021-09-06,370982987,0.7844195638612634,0.7844195638612634,0.7844195638612634,0.7844195638612634,0.7844195638612634,0.7844195638612634,0.7844195638612634,1.5688391277225269,0.7844195638612634,0.3902758484178144
Latin America and Caribbean,2021-09-13,655805524,0.45713272768029034,0.45713272768029034,0.45713272768029034,0.45713272768029034,0.4430863076448766,0.4430863076448766,0.44189962973159674,15.634352371398297,0.3398772254651804,0.25656554243968216
Asia,2021-09-13,4678110154,0.4646225969970351,0.5145202069021171,0.4720702093949923,0.4720702093949923,0.4646225969970351,0.4635785860058919,0.37160521284904585,4.214052802232191,0.08428105604464381,0.07100551057267815
Oceania,2021-09-13,43202462,-0.05516770990972121,-0.006186410724199989,-0.024284825774914337,-0.024284825774914337,-0.05516770990972121,-0.05516770990972121,-0.05738065920381822,-1.6671762047070395,-0.07938934308128759,0.044638659713420965
European Union,2021-09-13,447045744,0.32413921326876677,0.32413921326876677,0.32413921326876677,0.32413921326876677,0.32413921326876677,0.32413921326876677,0.32413921326876677,8.751758758256702,0.32413921326876677,0.11107856559752866
North America,2021-09-13,370982987,0.7621620934475516,0.7621620934475516,0.7621620934475516,0.7621620934475516,0.7621620934475516,0.7621620934475516,0.7621620934475516,1.5243241868951032,0.7621620934475516,0.5225498386533828
Latin America and Caribbean,2021-09-20,655805524,0.4174439375861564,0.42066311163447,0.4174439375861564,0.4174439375861564,0.39299991235582454,0.39299991235582454,0.39299991235582454,13.90059070794749,0.30218675452059757,0.24643616756116254
Asia,2021-09-20,4678110154,0.4301041914845349,0.45718939454875335,0.43687321692208825,0.43687321692208825,0.4301041914845349,0.42641768171611283,0.35283269294110325,3.9773663733355433,0.07954732746671088,0.060350994462709695
Oceania,2021-09-20,43202462,-0.04846126227008006,-0.006627728818280082,-0.006627728818280082,-0.006627728818280082,-0.04846126227008006,-0.04846126227008006,-0.06518735937121173,-2.1099287496893306,-0.10047279760425383,0.055554704266622575
European Union,2021-09-20,447045744,0.2791773715114752,0.2791773715114752,0.2791773715114752,0.2791773715114752,0.2791773715114752,0.2791773715114752,0.2791773715114752,7.537789030809831,0.2791773715114752,0.12152827921788693
North America,2021-09-20,370982987,0.6997410561800318,0.6997410561800318,0.6997410561800318,0.6997410561800318,0.6997410561800318,0.6997410561800318,0.6997410561800318,1.3994821123600636,0.6997410561800318,0.5542804042385912
Latin America and Caribbean,2021-09-27,655805524,0.3538538841336534,0.3538538841336534,0.3538538841336534,0.3538538841336534,0.33031282515589844,0.33031282515589844,0.32819868560008564,10.446135361096225,0.2270898991542658,0.2291618391430323
Asia,2021-09-27,4678110154,0.39652644950242566,0.41871003870609214,0.39933677606797785,0.39933677606797785,0.39652644950242566,0.37872456116922676,0.31542322628880726,3.728880805686199,0.07457761611372397,0.04687181207405147
Oceania,2021-09-27,43202462,0.03876673823149824,0.07413065172161037,0.06233721781115625,0.06233721781115625,0.03876673823149824,0.03876673823149824,0.03127037398676334,-0.36988902695316417,-0.017613763188245913,0.06745680373493529
European Union,2021-09-27,447045744,0.312576957700452,0.312576957700452,0.312576957700452,0.312576957700452,0.312576957700452,0.312576957700452,0.312576957700452,8.439577857912205,0.312576957700452,0.12855865595714072
North America,2021-09-27,370982987,0.6716745351936458,0.6733636351593343,0.6716745351936458,0.6716745351936458,0.6704849248508512,0.6675461831028808,0.6660038934916207,1.3008920367535268,0.6504460183767634,0.5722248928897647
Latin America and Caribbean,2021-10-04,655805524,0.24532011978262538,0.2592858746388259,0.24532011978262538,0.24532011978262538,0.239047818827727,0.239047818827727,0.21732259528163506,6.095669683258792,0.13251455833171286,0.20933919428223663
Asia,2021-10-04,4678110154,0.3424992138924355,0.36565665308173584,0.3424992138924355,0.3424992138924355,0.3291682531552393,0.3291682531552393,0.2569979390352607,1.6055753606930914,0.03211150721386183,0.04148495730355135
Oceania,2021-10-04,43202462,-0.041188874032027735,0.12673596552812255,0.03130416908814415,0.03130416908814415,-0.041188874032027735,-0.041188874032027735,-0.041188874032027735,-1.7221771327478144,-0.08200843489275307,0.07307916849738796
European Union,2021-10-04,447045744,0.3406313519331857,0.3406313519331857,0.3406313519331857,0.3406313519331857,0.3406313519331857,0.3406313519331857,0.3406313519331857,9.197046502196015,0.3406313519331857,0.13562057309285108
North America,2021-10-04,370982987,0.5629604054999003,0.5636298137600926,0.5636298137600926,0.5636298137600926,0.5629604054999003,0.5615153739132643,0.5596007271245024,1.0856492052232802,0.5428246026116401,0.5260928582689965
Latin America and Caribbean,2021-10-11,655805524,0.2126158683596728,0.22030238143913403,0.21952577389131825,0.21952577389131825,0.2126158683596728,0.2126158683596728,0.18654648702254395,5.214225881504976,0.11335273655445599,0.18746822876716118
Asia,2021-10-11,4678110154,0.3444917077025454,0.34461549856208934,0.3444917077025454,0.3444917077025454,0.2969733972745348,0.2969733972745348,0.25216796087820503,1.8244763321178992,0.03648952664235798,0.03434846438205525
Oceania,2021-10-11,43202462,-0.036583162239028896,0.054641299250593627,0.054641299250593627,0.054641299250593627,-0.036583162239028896,-0.036583162239028896,-0.0562570875246887,-1.798561668425434,-0.08564579373454446,0.06117243966327659
European Union,2021-10-11,447045744,0.44349586518340695,0.44349586518340695,0.44349586518340695,0.44349586518340695,0.44349586518340695,0.44349586518340695,0.44349586518340695,11.974388359951988,0.44349586518340695,0.1615689243649303
North America,2021-10-11,370982987,0.5029459004166581,0.5058015882272696,0.5058015882272696,0.5058015882272696,0.5029459004166581,0.5029459004166581,0.49968645627176783,0.9664446629868,0.4832223314934,0.4257416257204269
Latin America and Caribbean,2021-10-18,655805524,0.1685374899489017,0.17402573375891084,0.16982010529774674,0.16982010529774674,0.1685374899489017,0.15998995588515863,0.13839973721608942,3.4673876062052513,0.07537799143924459,0.14560109133816931
Asia,2021-10-18,4678110154,0.3413850604979725,0.3413850604979725,0.3413850604979725,0.3413850604979725,0.28859424247038773,0.28859424247038773,0.2396580578307124,1.6654438587300504,0.033308877174601015,0.031199992132549516
Oceania,2021-10-18,43202462,0.04368140070004092,0.09999888681537869,0.09999888681537869,0.09999888681537869,0.04368140070004092,0.04368140070004092,0.031236419671294955,-0.9023627434660262,-0.042969654450763145,0.0720861695335789
European Union,2021-10-18,447045744,0.5618218834200168,0.5618218834200168,0.5618218834200168,0.5618218834200168,0.5618218834200168,0.5618218834200168,0.5618218834200168,15.169190852340455,0.5618218834200168,0.18492894991077244
North America,2021-10-18,370982987,0.45551764793970584,0.45861883820623195,0.45861883820623195,0.45861883820623195,0.45551764793970584,0.4534565649771379,0.44968131051063,0.8686196148224524,0.4343098074112262,0.4860446605870905
Latin America and Caribbean,2021-10-25,655805524,0.14722914200659984,0.15106598202062022,0.15106598202062022,0.15106598202062022,0.14722914200659984,0.13929209507257076,0.1171439479007811,2.9072309803763274,0.06320067348644191,0.13727941699984827
Asia,2021-10-25,4678110154,0.36676623511022716,0.3873538858675035,0.36676623511022716,0.36676623511022716,0.30778099120274016,0.28493184117853265,0.24309226589125515,1.5958614258675075,0.03191722851735015,0.032390985892120576
Oceania,2021-10-25,43202462,-0.055939023751727594,0.015913187017786764,0.015913187017786764,0.015913187017786764,-0.055939023751727594,-0.055939023751727594,-0.06212492495164684,-2.1681239401311596,-0.10324399714910286,0.04959902516666759
European Union,2021-10-25,447045744,0.6104714270527851,0.6104714270527851,0.6104714270527851,0.6104714270527851,0.6104714270527851,0.6104714270527851,0.6104714270527851,16.4827285304252,0.6104714270527851,0.21618100898417233
North America,2021-10-25,370982987,0.42355210839826707,0.4251187098990356,0.4251187098990356,0.4251187098990356,0.42355210839826707,0.42355210839826707,0.42034359063106685,0.8164031271390736,0.4082015635695368,0.44907719717076944
Latin America and Caribbean,2021-11-01,655805524,0.17983711074324318,0.18278219338146218,0.18278219338146218,0.18278219338146218,0.17983711074324318,0.1755184735142814,0.156269337336865,4.278971942044568,0.0930211291748819,0.12270619422229813
Asia,2021-11-01,4678110154,0.3487945312132971,0.3582401041113156,0.3487945312132971,0.3487945312132971,0.31867346682156034,0.30060619609144806,0.24316190356216788,1.0493707541028672,0.020987415082057342,0.03573789297309479
Oceania,2021-11-01,43202462,0.06361562418123433,0.15358791654264134,0.15358791654264134,0.15358791654264134,0.06361562418123433,0.06361562418123433,0.04968804996209677,-0.17755698451622526,-0.0084550945007726315,0.04794634157655181
European Union,2021-11-01,447045744,0.6310438349726191,0.6408495385760449,0.6382161157614226,0.6382161157614226,0.6310438349726191,0.6310438349726191,0.6228742979700538,16.374041521832083,0.6064459822900771,0.26066370514423237
North America,2021-11-01,370982987,0.37934388867198443,0.3858404777361035,0.3858404777361035,0.3858404777361035,0.37934388867198443,0.37934388867198443,0.3745848342356399,0.7372466285535614,0.3686233142767807,0.35950813022053757
Latin America and Caribbean,2021-11-08,655805524,0.17663842271672528,0.19039594410010155,0.17663842271672528,0.17663842271672528,0.17612524463809764,0.17457776223089322,0.14519915792927704,4.258830953679582,0.09258328160173004,0.10425575494237527
Asia,2021-11-08,4678110154,0.33191649949449137,0.33191649949449137,0.33191649949449137,0.33191649949449137,0.2718193696239192,0.2718193696239192,0.21366601015406858,0.938730838143822,0.01877461676287644,0.030629035076799947
Oceania,2021-11-08,43202462,0.09986456998982152,0.13237587021671304,0.13237587021671304,0.13237587021671304,0.09986456998982152,0.07698537713584001,0.0512862130436193,-0.005344576806682494,-2.5450365746107115e-4,0.04298829080620452
European Union,2021-11-08,447045744,0.6899500824571364,0.6959073105203136,0.6899500824571364,0.6899500824571364,0.6853940013937647,0.6853940013937647,0.680351873164604,17.662920170200806,0.6541822285259558,0.3035483545504909
North America,2021-11-08,370982987,0.3966652298581494,0.40539011454926077,0.40539011454926077,0.40539011454926077,0.3966652298581494,0.3966652298581494,0.39367709765338504,0.7736749451822321,0.38683747259111606,0.33182114628884585
Latin America and Caribbean,2021-11-15,655805524,0.16770594461278826,0.1805951384123475,0.16770594461278826,0.16770594461278826,0.16379191207532742,0.16379191207532742,0.15304881294115627,3.925986925392701,0.08534754185636306,0.10621654964894746
Asia,2021-11-15,4678110154,0.29588321530215483,0.2992947583686439,0.29588321530215483,0.29588321530215483,0.2721105976368629,0.27100816998527955,0.20742243792502518,0.8328516969075327,0.016657033938150653,0.030125092261775756
Oceania,2021-11-15,43202462,0.10340303122075055,0.1398306867940129,0.1398306867940129,0.1398306867940129,0.10340303122075055,0.09960049136798801,0.07442460060025455,0.18492235751756902,0.008805826548455667,0.03670624141744514
European Union,2021-11-15,447045744,0.7546584391699737,0.7654589221874047,0.7546584391699737,0.7546584391699737,0.7524837003436676,0.7524837003436676,0.7425505697431986,19.21245306694474,0.7115723358127681,0.33694158153086007
North America,2021-11-15,370982987,0.342050420568164,0.35119165249185597,0.35119165249185597,0.35119165249185597,0.342050420568164,0.342050420568164,0.3400276366058369,0.6651447468881061,0.33257237344405305,0.336134012528181
Latin America and Caribbean,2021-11-22,655805524,0.15053173948340992,0.1591529220861442,0.15053173948340992,0.15053173948340992,0.1501669073963137,0.14864777424481082,0.1264970194416857,3.2954537448622743,0.07164029880135378,0.09447480652816215
Asia,2021-11-22,4678110154,0.30981670818607066,0.30981670818607066,0.30981670818607066,0.30981670818607066,0.2870308425336978,0.242004183250444,0.2004189310948534,0.876434619834515,0.017528692396690297,0.030564842488315636
Oceania,2021-11-22,43202462,0.07725841383538307,0.20148759135359154,0.17735933253994454,0.17735933253994454,0.07725841383538307,0.07725841383538307,0.0688048714552001,-0.18727865269337685,-0.008918031080636993,0.05720507317383903
European Union,2021-11-22,447045744,0.7893344002316572,0.797024653184638,0.789529904287419,0.789529904287419,0.7893344002316572,0.7893344002316572,0.7840618900164763,20.122369537851327,0.7452729458463454,0.3785167452572818
North America,2021-11-22,370982987,0.3770202938926435,0.3848440793551438,0.3848440793551438,0.3848440793551438,0.3770202938926435,0.3770202938926435,0.3753784761353017,0.7334882736878566,0.3667441368439283,0.3151858820954504
Latin America and Caribbean,2021-11-29,655805524,0.1569221857946191,0.1585851259947539,0.15760202021281852,0.15760202021281852,0.1569221857946191,0.15049411189255668,0.13704536095652334,3.393018963791128,0.07376128182154627,0.10342807054488916
Asia,2021-11-29,4678110154,0.2831487674703165,0.3163661078087227,0.3163661078087227,0.3163661078087227,0.2831487674703165,0.23726001726162174,0.19581851033130548,0.7444800026858859,0.014889600053717719,0.031096232284230217
Oceania,2021-11-29,43202462,0.04947553548838156,0.10008024091540849,0.06453944752909598,0.06452218276695336,0.04947553548838156,0.04947553548838156,0.04096070683289256,-0.08311792222389641,-0.003957996296376019,0.019510462158383472
European Union,2021-11-29,447045744,0.8738051591427973,0.8867553966413634,0.8765345883874099,0.8738051591427973,0.8492870508771017,0.8492870508771017,0.8492870508771017,19.17470476731337,0.7101742506412358,0.4018125715564356
North America,2021-11-29,370982987,0.4392682981560025,0.4431177492073882,0.44297587077212264,0.44297587077212264,0.4392682981560025,0.4392682981560025,0.43658989053620656,0.8574831780687406,0.4287415890343703,0.25245659041502083
Latin America and Caribbean,2021-12-06,655805524,0.19015586834329243,0.27171661368863825,0.27171661368863825,0.27171661368863825,0.19015586834329243,0.17054049459135204,0.15039510914448861,3.3867799845477387,0.07362565183799431,0.09739396461686407
Asia,2021-12-06,4678110154,0.29320290404150146,0.35266703205311223,0.35266703205311223,0.35266703205311223,0.29320290404150146,0.21119671119219824,0.17220733397431265,0.2672862164060568,0.005345724328121137,0.03630282195360208
Oceania,2021-12-06,43202462,0.0870699944173986,0.1395179106976097,0.1395179106976097,0.1395179106976097,0.0870699944173986,0.0870699944173986,0.0655650601938454,0.16270140168408043,0.007747685794480021,0.02248714436691131
European Union,2021-12-06,447045744,0.8282943824289021,0.8434405393148472,0.8343253291774467,0.8282943824289021,0.8080386834601291,0.8080386834601291,0.8080386834601291,16.748086725664038,0.6202995083579274,0.41798228147319083
North America,2021-12-06,370982987,0.4553626724302183,0.4607096996629618,0.4607096996629618,0.4607096996629618,0.4553626724302183,0.4553626724302183,0.44879012593123646,0.8883355747736985,0.44416778738684926,0.448807643030811
Latin America and Caribbean,2021-12-13,655805524,0.19623045998565106,0.2872075399933407,0.2872075399933407,0.2872075399933407,0.19623045998565106,0.17207953634575518,0.15121151500110966,3.2465445954095045,0.07057705642194574,0.08796159515118693
Asia,2021-12-13,4678110154,0.2631974638584165,0.263428236969621,0.2631974638584165,0.2631974638584165,0.2546242236779958,0.20964173282647042,0.1568651653571122,0.23025966508251014,0.004605193301650203,0.027618032869432943
Oceania,2021-12-13,43202462,-0.014546057523148918,0.1128173112198804,0.06799401021898652,0.06799401021898652,-0.014546057523148918,-0.014546057523148918,-0.014546057523148918,-0.45254131295565536,-0.021549586331221685,0.0291001934102737
European Union,2021-12-13,447045744,0.7405880277374074,0.7485527732647536,0.7405880277374074,0.7405880277374074,0.7191694644652997,0.7191694644652997,0.715763802499328,13.430449959461637,0.49742407257265325,0.4546355775170963
North America,2021-12-13,370982987,0.37909202431063915,0.38348909555149563,0.38348909555149563,0.38348909555149563,0.37909202431063915,0.37909202431063915,0.3787401850373938,0.7359065594006268,0.3679532797003134,0.35923857608057913
Latin America and Caribbean,2021-12-20,655805524,0.2083742833010555,0.3050914514088906,0.3050914514088906,0.3050914514088906,0.2083742833010555,0.2083742833010555,0.16374718488617895,3.4039148552463003,0.07399814902709347,0.0866326950914796
Asia,2021-12-20,4678110154,0.2642073051759286,0.2642073051759286,0.2642073051759286,0.2642073051759286,0.2521897083652332,0.20896095721911,0.1677126016569486,0.23689848756311963,0.004737969751262393,0.02537969310074523
Oceania,2021-12-20,43202462,0.07042097833073628,0.13366541501649093,0.1178742794964924,0.1178742794964924,0.07042097833073628,0.07042097833073628,0.07042097833073628,0.2710285613723401,0.012906121970111432,0.015212096014342886
European Union,2021-12-20,447045744,0.6285044047366602,0.6373889732235599,0.6285044047366602,0.6285044047366602,0.6222036812941059,0.6222036812941059,0.6133404285698529,10.170241834240795,0.3766756234903998,0.44968216943812356
North America,2021-12-20,370982987,0.3511181220363468,0.35905255726989055,0.35905255726989055,0.35905255726989055,0.3511181220363468,0.3511181220363468,0.3455358800829415,0.6746022464272203,0.33730112321361017,0.3662087070316246
Latin America and Caribbean,2021-12-27,655805524,0.24174849442147897,0.3240262119157975,0.3240262119157975,0.3240262119157975,0.24174849442147897,0.23213638554928356,0.2112595595816951,3.668369706622258,0.07974716753526648,0.06537288636806297
Asia,2021-12-27,4678110154,0.2644000912532066,0.27490320441512756,0.27490320441512756,0.27490320441512756,0.2644000912532066,0.19077103135155668,0.1720881508125174,0.1552591538321175,0.00310518307664235,0.025480417535290043
Oceania,2021-12-27,43202462,0.025043369370952778,0.17871373294190293,0.16967976101543536,0.16967976101543536,0.025043369370952778,0.025043369370952778,0.025043369370952778,-0.3344924850902441,-0.015928213575725908,0.016533779949855637
European Union,2021-12-27,447045744,0.5391520830316743,0.5529079379986385,0.5400414274114538,0.5400414274114538,0.5391520830316743,0.5388419783442782,0.5226649742247292,8.115256122594241,0.30056504157756453,0.37963519903233883
North America,2021-12-27,370982987,0.3344649505902906,0.3434511386979773,0.3434511386979773,0.3434511386979773,0.3344649505902906,0.33102382725933827,0.32758594734017626,0.6325055913125672,0.3162527956562836,0.41037703974279555
Latin America and Caribbean,2022-01-03,655805524,0.37825891294466213,0.4809074240407671,0.37825891294466213,0.37825891294466213,0.3258515326883552,0.3258515326883552,0.3109187392087095,1.2815634479761644,0.02786007495600357,0.06306320774449592
Asia,2022-01-03,4678110154,0.16096343396037188,0.2735631308994439,0.20445766446042124,0.20445766446042124,0.16096343396037188,0.16096343396037188,0.13768868078310537,-0.06569564215547527,-0.0013139128431095054,0.02169983105532491
Oceania,2022-01-03,43202462,0.2850879313548583,0.29788294727862824,0.2850879313548583,0.2850879313548583,0.05532437049957,0.05532437049957,-0.02532859056450516,0,0,0.024799512583333794
European Union,2022-01-03,447045744,0.37091866815077235,0.4072699338347561,0.37091866815077235,0.37091866815077235,0.21293474445007382,0.21293474445007382,0.18972512866315389,2.9998963660643625,0.11110727281719861,0.3799866172084618
North America,2022-01-03,370982987,0.8471115681296325,1.0494859002108619,0.8471115681296325,0.8471115681296325,0.7913068665083823,0.7094535523514316,0.46389197642509983,0,0,0.3705213037168198
Latin America and Caribbean,2022-01-10,655805524,0.36317676821223527,0.6217749267257633,0.5594883756218246,0.3843387921918025,0.36317676821223527,0.36317676821223527,0.27183617665442766,1.7005995500165159,0.03696955543514165,0.07219030378280254
Asia,2022-01-10,4678110154,0.31362596456996555,0.39538140187841075,0.31362596456996555,0.31362596456996555,0.2566136418678504,0.2566136418678504,0.20840777565487117,0.045653758511913334,9.130751702382668e-4,0.02283283131088067
Oceania,2022-01-10,43202462,0.5790343666258237,0.5790343666258237,0.5790343666258237,0.5790343666258237,0.13716017360726762,0.13716017360726762,0.04470246760330215,0,0,0.052244707720592407
European Union,2022-01-10,447045744,0.3533187430246145,0.41441751494608786,0.3533187430246145,0.3533187430246145,0.18246893436930828,0.18246893436930828,0.16623892150764713,0.9614751792338563,0.035610191823476155,0.3514499402101455
North America,2022-01-10,370982987,0.9480967471588228,0.9688710445129862,0.9480967471588228,0.9480967471588228,0.6909676689672617,0.6909676689672617,0.49295487232922797,0,0,0.47145019078732037
Latin America and Caribbean,2022-01-17,655805524,0.5652894971264463,0.8544492832328828,0.6377721780499314,0.6377721780499314,0.5652894971264463,0.5652894971264463,0.4885773462048933,0,0,0.12440532599112417
Asia,2022-01-17,4678110154,0.49400668177068563,0.6088074352702076,0.49400668177068563,0.49400668177068563,0.38374688283804304,0.38374688283804304,0.3149010262880639,0,0,0.021944117735710762
Oceania,2022-01-17,43202462,0.6223705208829469,0.6511358026183377,0.6223705208829469,0.6223705208829469,0.10662046086184064,0.10662046086184064,0.10662046086184064,0,0,0.13127492595213672
European Union,2022-01-17,447045744,0.790098717061459,0.8777631707610851,0.790098717061459,0.790098717061459,0.41231986991237674,0.41231986991237674,0.13709657098476694,0,0,0.40826761567380004
North America,2022-01-17,370982987,0.9033865533066128,0.9416184803706038,0.9033865533066128,0.9033865533066128,0.8378824867117802,0.819379628975647,0.4519175700628861,0,0,0.5032961255444309
Latin America and Caribbean,2022-01-24,655805524,0.6568195081823237,0.9694158464571339,0.7186424504244832,0.7186424504244832,0.6568195081823237,0.6568195081823237,0.6372375094854424,0,0,0.1935680553980817
Asia,2022-01-24,4678110154,0.6086696833854082,0.6434506254320298,0.6086696833854082,0.6086696833854082,0.39985173149965464,0.39985173149965464,0.3387585144421327,0,0,0.027043912142988843
Oceania,2022-01-24,43202462,0.4240783369510033,0.6572116743809071,0.4240783369510033,0.4240783369510033,0.14926789529531878,0.14926789529531878,0.14926789529531878,0,0,0.1623588026071292
European Union,2022-01-24,447045744,0.7959467027030793,1.0156959693550613,0.7959467027030793,0.7959467027030793,0.5025828341119363,0.5025828341119363,0.10955698140815497,0,0,0.38196829360710793
North America,2022-01-24,370982987,0.9455811368091893,1.369250372871791,0.9455811368091893,0.9455811368091893,0.9339599747956914,0.9339599747956914,0.456379030792182,0,0,0.6353391078820549
Latin America and Caribbean,2022-01-30,655805524,0.667600634052201,0.9724372717915784,0.7365292077395503,0.7176127396042217,0.667600634052201,0.667600634052201,0.6506517635656333,0,0,0.2753863659129532
Asia,2022-01-30,4678110154,0.6084189969908197,0.6437124267656664,0.6084189969908197,0.6084189969908197,0.4026910915885911,0.4026910915885911,0.3608680981019986,0,0,0.032168032612769466
Oceania,2022-01-30,43202462,0.4258704211151669,0.6566280014753942,0.4258704211151669,0.4258704211151669,0.1491918696761889,0.1491918696761889,0.1491918696761889,0,0,0.21493682466522393
European Union,2022-01-30,447045744,0.7945847983103544,1.015842014055125,0.7945847983103544,0.7945847983103544,0.49149735727245586,0.49149735727245586,0.104801593718546,0,0,0.32626929560926543
North America,2022-01-30,370982987,0.9452138895159898,1.39422220087179,1.1586047270304127,1.1586047270304127,0.9452138895159898,0.9452138895159898,0.45574947489744505,0,0,0.6853605391882835
