continent_alt,date,population,estimated_daily_excess_deaths,estimated_daily_excess_deaths_ci_95_top,estimated_daily_excess_deaths_ci_90_top,estimated_daily_excess_deaths_ci_50_top,estimated_daily_excess_deaths_ci_50_bot,estimated_daily_excess_deaths_ci_90_bot,estimated_daily_excess_deaths_ci_95_bot,estimated_daily_excess_deaths_raw_estimate,daily_excess_deaths,daily_covid_deaths
Latin America and Caribbean,2020-11-09,655799753,2580.051200760296,2636.2775108299275,2633.1789251464393,2580.3976908575164,2516.905798725718,2462.526373633274,2450.6699664136195,107364.74740402214,2385.8832756449365,1551.003
Asia,2020-11-09,4679006159,12047.015304997582,16610.81222672773,16406.647266900458,12740.409233524033,9737.424598355148,6763.509389383567,5631.469902655131,73002.33170250875,1431.4182686766421,1573.43
Africa,2020-11-09,1371693397,2020.151785644907,2782.075672349299,2689.449740054732,2069.0072252147625,977.343127361986,-388.744000657644,-735.716471237626,25948.059286566953,471.78289611939914,317.144
"Europe, United States, Canada, and Oceania",2020-11-09,1162303742,11701.015453756498,11722.178361870332,11717.733464306002,11710.656876567515,11699.456034496161,11691.985269480107,11688.049806645675,842360.1959687826,11699.447166233093,4889.003
Latin America and Caribbean,2020-11-16,655799753,2602.340057082252,2678.1771656599103,2657.2062418148075,2621.417967093434,2554.9633121973593,2510.9940738587748,2496.06097236652,108913.71168973642,2420.304704216365,1695.145
Asia,2020-11-16,4679006159,10736.715598807452,15381.779004004382,14887.665218671094,11971.236630180058,9086.870613374793,6255.990580040994,4933.63361374614,66176.63741679446,1297.5811258194992,1556.429
Africa,2020-11-16,1371693397,2018.5785567456182,2873.198330637971,2787.1965015962573,2153.0580913044764,1058.0524532453057,-153.08372704271625,-517.8248610846401,26735.345000852667,486.0971818336849,290.289
"Europe, United States, Canada, and Oceania",2020-11-16,1162303742,11971.109127184835,11990.851933743017,11987.807920951243,11980.14271862111,11970.269645274306,11962.508531395904,11958.998204553567,861846.8245402109,11970.094785280708,5547.141
Latin America and Caribbean,2020-11-23,655799753,2643.9691398534674,2713.7522012222084,2698.3400126062024,2661.922565469773,2600.8006162969828,2555.9046163281996,2546.209586431153,110857.49740402222,2463.4999423116046,1557.428
Asia,2020-11-23,4679006159,11422.257886728676,16165.66713787126,15541.096737484188,12732.319856589897,9030.747749417103,5789.159752209854,4669.787983479013,57661.53170250874,1130.618268676642,1732.143
Africa,2020-11-23,1371693397,1857.1040903129594,2649.094940515445,2596.4343287230045,1857.1040903129594,851.5702203531185,-388.042225745525,-643.6435387875713,19841.487857995526,360.75432469082773,335.145
"Europe, United States, Canada, and Oceania",2020-11-23,1162303742,12062.730126646693,12085.860432472855,12080.070098472459,12073.085496058324,12062.064559261436,12053.789326699574,12050.143868597863,868429.3388259267,12061.518594804536,6419.715
Latin America and Caribbean,2020-11-30,655799753,2751.265214068317,2816.899786975312,2805.898710677512,2772.1191197560897,2707.680108987479,2666.2793760221866,2656.6412555466472,115149.42597545072,2558.8761327877937,1762.715
Asia,2020-11-30,4679006159,10872.721399248781,15381.586215797972,15131.320001003869,11836.277676123955,8408.996867778264,5144.884691203655,4029.1642538243054,47425.83170250874,929.9182686766419,1708.8609999999999
Africa,2020-11-30,1371693397,2243.287953867622,2914.416293779221,2837.606978758612,2243.287953867622,1163.1338646585082,176.53028212645032,-408.01823340940683,30040.059286566953,546.1828961193992,286.431
"Europe, United States, Canada, and Oceania",2020-11-30,1162303742,12285.776054445227,12311.176446437375,12305.213040209665,12298.878508339621,12285.776054445227,12278.18901947836,12274.273445311424,884529.9102544966,12285.137642423564,6623.716
Latin America and Caribbean,2020-12-07,655799753,3286.3270585427676,3338.431328753278,3335.4445569848826,3297.0312494708355,3223.414370331419,3185.0971915812297,3157.2337794822797,137527.56277030217,3056.168061562271,1807.999
Asia,2020-12-07,4679006159,10923.110255417036,15057.619000405477,14421.899143322116,11771.764829099093,8699.972990194643,5324.168711412109,4983.756646413452,51282.80110343042,1005.5451196751063,1622.859
Africa,2020-12-07,1371693397,3024.672492577136,3961.772349879349,3552.864097259959,3024.672492577136,1921.9797565703254,680.4598869049461,302.5661161413485,55335.44131421676,1006.0989329857593,303.714
"Europe, United States, Canada, and Oceania",2020-12-07,1162303742,12449.148181549202,12474.11040657722,12471.426997389595,12461.899156707199,12448.994633492444,12440.279871110599,12436.15747930318,896193.8664572627,12447.137034128647,7270.141
Latin America and Caribbean,2020-12-14,655799753,3491.3247059780524,3571.3619358623328,3566.1062699466142,3512.2033304802335,3446.28622674928,3396.0649552085433,3382.4109348645916,147062.74134173064,3268.060918705125,1853.145
Asia,2020-12-14,4679006159,10271.488936502745,14267.440290049819,14050.259274756201,11048.934606347546,8664.215271766714,4610.9067328390865,3874.5560687072893,45493.42681771614,892.0279768179636,1515.1399999999999
Africa,2020-12-14,1371693397,4124.286265214859,4740.604027280315,4349.576490740311,4124.286265214859,2331.5195024404734,938.1865145508164,806.8206307700032,61792.44131421677,1123.4989329857594,361
"Europe, United States, Canada, and Oceania",2020-12-14,1162303742,11856.707258224122,11882.44342482858,11878.766916276825,11870.514189098774,11856.707258224122,11848.175787535376,11844.527563812839,853593.1807429763,11855.460843652449,7446.003
Latin America and Caribbean,2020-12-21,655799753,3896.512444848749,3964.643043161152,3962.673692886532,3912.166486112734,3846.9507718355353,3803.714486320511,3796.0335087003477,164873.20562744493,3663.8490139432206,2043.5729999999999
Asia,2020-12-21,4679006159,8987.748498967252,12521.28465977333,12005.596797643479,10143.628530475973,7248.29263642233,3917.1623747839535,3164.296348862794,34336.857742823646,673.2717204475225,1451.572
Africa,2020-12-21,1371693397,5336.375937350673,5428.170045366005,5336.375937350673,5336.375937350673,3119.9829119281926,1920.7123764784062,1276.4244859511339,87747.72702850247,1595.413218700045,411.85699999999997
"Europe, United States, Canada, and Oceania",2020-12-21,1162303742,11753.319875020392,11780.15752674011,11776.945983435258,11767.317486831093,11753.319875020392,11742.90088430414,11740.696273834476,846147.6950286934,11752.051319842963,7872
Latin America and Caribbean,2020-12-28,655799753,4504.5395929558845,4686.7544627548505,4633.7480752424435,4557.099393399115,4460.619429898434,4397.95551576875,4395.499021994483,191485.88961620867,4255.241991471304,1879
Asia,2020-12-28,4679006159,7043.354398021081,12156.94133273289,11619.278279771945,9238.560380262743,6573.551691028122,2725.5374372496804,1919.9425043202125,32321.849480497876,633.7617545195662,1359.858
Africa,2020-12-28,1371693397,5933.035833139076,6645.193343528459,6098.790030425157,5933.035833139076,3574.827021588327,2510.9928413685984,1830.5521462339213,106476.63199218277,1935.938763494232,546.145
"Europe, United States, Canada, and Oceania",2020-12-28,1162303742,12168.599815326046,12195.869284002882,12190.25577184479,12183.017379836394,12168.599815326046,12159.391553968226,12157.275262683745,876144.4774684999,12168.67329817361,6688.856
Latin America and Caribbean,2021-01-04,655799753,5322.817161500883,5713.085289746798,5616.580435950442,5441.641804862911,5317.286333786937,5242.15988886438,5220.917026024537,217031.10337868123,4822.913408415138,2136.572
Asia,2021-01-04,4679006159,6357.985175429038,10713.506523405587,10252.906880272834,7822.504673336082,5907.786864609621,776.2249935816353,631.5260688898345,15357.254892243127,301.12264494594365,1219.426
Africa,2021-01-04,1371693397,6594.074752529349,7396.684500500721,7357.231637922363,6594.074752529349,4388.663198758954,3494.066152036645,3232.0142961919737,130741.08629515758,2377.110659911956,654.145
"Europe, United States, Canada, and Oceania",2021-01-04,1162303742,9532.221084878218,9552.43290988524,9550.437200510187,9544.088767718164,9531.310822520029,9524.188082269493,9519.906335563357,686262.1818432298,9531.41919226708,7387.14
Latin America and Caribbean,2021-01-11,655799753,6649.6513818329395,6937.893878366219,6858.821602867131,6772.632928650512,6649.6513818329395,6562.256221041545,6537.570023617563,274676.2105214795,6103.91578936621,2879.287
Asia,2021-01-11,4679006159,5984.418554571177,10568.97865272841,10283.847356593777,7848.644253097105,5360.054158180189,885.8281613116563,-92.89604808821312,15936.82154534508,312.4866969675506,1088.569
Africa,2021-01-11,1371693397,6631.933432528875,9459.565457956443,8465.617501464087,6631.933432528875,4617.386004556952,3689.641525636217,3322.037312373174,149149.06248563356,2711.8011361024282,780.285
"Europe, United States, Canada, and Oceania",2021-01-11,1162303742,8920.571702094967,8948.995902162365,8942.84763397373,8931.748655505842,8920.000359100577,8914.714171384596,8911.83379968051,642233.8389860579,8919.914430361916,8492.572
Latin America and Caribbean,2021-01-18,655799753,7047.064631941446,7235.4023758241865,7224.10857551546,7156.4572494968525,7047.064631941446,6978.39361241836,6965.073968972072,292681.67480719375,6504.037217937639,3046.142
Asia,2021-01-18,4679006159,6443.577995569683,9930.090883613375,9793.306398488612,7060.961176646916,5146.294336924934,614.9251495661238,-904.7339520983196,14649.19297391652,287.2390779199318,1189.714
Africa,2021-01-18,1371693397,5904.257184465595,7986.186542094656,7736.819349045277,6125.26618427931,4381.420388411007,3215.8840245202296,2308.663636817846,125783.22915230076,2286.9678027691048,891.43
"Europe, United States, Canada, and Oceania",2021-01-18,1162303742,9259.670095962107,9279.56254178302,9274.189265449022,9267.364345571283,9258.115752799325,9251.636271184965,9248.433912261573,666512.4104146285,9257.116811314285,8745
Latin America and Caribbean,2021-01-25,655799753,5976.184600180232,6120.1396858933285,6116.4430759555125,6047.805039510694,5955.049725650347,5864.596581698467,5823.518226830951,244095.28195005114,5424.339598890026,3663.716
Asia,2021-01-25,4679006159,6461.828801671788,9577.75929935327,9491.361495765756,6881.406505901472,4973.10857804582,-428.1324941714555,-633.8834187694345,15247.835831059387,298.9771731580272,1130.43
Africa,2021-01-25,1371693397,4872.107831404735,6740.075177059161,6203.580362711404,4996.999766537222,3531.0311844733615,2395.353289412968,1389.041542693674,80315.25296182443,1460.277326578626,903.288
"Europe, United States, Canada, and Oceania",2021-01-25,1162303742,8090.115718584548,8109.00951019053,8106.723437733429,8100.069053259798,8089.227401514314,8082.785341064109,8080.229964228961,582369.2675574812,8088.462049409461,8875.289
