continent_alt,date,population,estimated_daily_excess_deaths,estimated_daily_excess_deaths_ci_95_top,estimated_daily_excess_deaths_ci_90_top,estimated_daily_excess_deaths_ci_50_top,estimated_daily_excess_deaths_ci_50_bot,estimated_daily_excess_deaths_ci_90_bot,estimated_daily_excess_deaths_ci_95_bot,estimated_daily_excess_deaths_raw_estimate,daily_excess_deaths,daily_covid_deaths
"W. Europe, NA, and Aus/NZ",2021-06-21,1062311981,1210.4799782383398,1210.621903111703,1210.54616693849,1210.54616693849,1210.4799782383398,1210.4799782383398,1210.4749256892324,55682.656865273355,1210.4925405494207,873.573
"W. Europe, NA, and Aus/NZ",2021-06-28,1062311981,1273.8450175273586,1273.9899125360253,1273.8450175273586,1273.8450175273586,1273.8304038072822,1273.8304038072822,1273.6434559338122,58593.79972241631,1273.7782548351372,858.143
"W. Europe, NA, and Aus/NZ",2021-07-05,1062311981,1072.6682615690079,1072.8890282401696,1072.7608142571455,1072.6682615690079,1072.6249029198386,1072.6249029198386,1072.5636099183266,49338.80181151087,1072.5826480763233,686.998
"W. Europe, NA, and Aus/NZ",2021-07-12,1062311981,1619.7388328462857,1620.1198116222747,1619.9405879261576,1619.8477961642388,1619.7388328462857,1619.7388328462857,1619.6265743381257,74502.904668653,1619.628362362022,648.144
"W. Europe, NA, and Aus/NZ",2021-07-19,1062311981,2088.4966000538143,2089.0020912371187,2088.6442397256383,2088.514902750091,2088.4966000538143,2088.4966000538143,2088.3207539705513,96057.84752579694,2088.2140766477596,626.145
"W. Europe, NA, and Aus/NZ",2021-07-26,1062311981,2768.9794567733074,2769.380652438273,2769.030204589123,2769.030204589123,2768.9794567733074,2768.9794567733074,2768.824121253829,127360.19038293904,2768.6997909334573,788.574
"W. Europe, NA, and Aus/NZ",2021-08-02,1062311981,3743.813072362968,3744.389644802202,3744.172431132618,3744.172431132618,3743.813072362968,3743.813072362968,3743.734688093279,172178.58817095723,3743.012786325157,1049.572
"W. Europe, NA, and Aus/NZ",2021-08-09,1062311981,4892.620951234018,4893.032042799108,4893.032042799108,4893.032042799108,4892.620951234018,4892.620951234018,4892.496331716278,225022.5995995295,4891.795643468033,1343.7169999999999
"W. Europe, NA, and Aus/NZ",2021-08-16,1062311981,5547.2521372861265,5547.674321611031,5547.516384331878,5547.516384331878,5547.2521372861265,5547.2521372861265,5547.067025047396,255148.6567423862,5546.709929182309,1672.4279999999999
"W. Europe, NA, and Aus/NZ",2021-08-23,1062311981,5581.6307354123355,5582.042733224612,5581.891160660348,5581.891160660348,5581.6307354123355,5581.6307354123355,5581.412739124651,256736.57674238688,5581.229929182324,2293.004
"W. Europe, NA, and Aus/NZ",2021-08-30,1062311981,5704.731503500404,5705.033351790703,5704.934131900645,5704.934131900645,5704.731503500404,5704.731503500404,5704.530511199218,262401.4110281003,5704.3785006108765,2657.7149999999997
"W. Europe, NA, and Aus/NZ",2021-09-06,1062311981,6467.754557026594,6468.189690117325,6467.905784403881,6467.886842046854,6467.754557026594,6467.754557026594,6467.717994878792,297511.1844843219,6467.634445311346,2761.7129999999997
"W. Europe, NA, and Aus/NZ",2021-09-13,1062311981,5874.652073215367,5875.101148720596,5874.7784240606325,5874.740766607331,5874.652073215367,5874.652073215367,5874.604093847289,270228.4530557497,5874.531588168472,3232.143
"W. Europe, NA, and Aus/NZ",2021-09-20,1062311981,5100.116462925483,5100.599307965452,5100.427522851564,5100.427522851564,5100.116462925483,5100.116462925483,5100.0453236934945,234552.43019860765,5098.965873882775,3303.287
