custom_regions,date,population,cumulative_estimated_daily_excess_deaths,cumulative_estimated_daily_excess_deaths_ci_95_top,cumulative_estimated_daily_excess_deaths_ci_90_top,cumulative_estimated_daily_excess_deaths_ci_50_top,cumulative_estimated_daily_excess_deaths_ci_50_bot,cumulative_estimated_daily_excess_deaths_ci_90_bot,cumulative_estimated_daily_excess_deaths_ci_95_bot,cumulative_estimated_daily_excess_deaths_raw_estimate,cumulative_daily_excess_deaths,cumulative_daily_covid_deaths
Latin America and Caribbean,2020-02-17,655805524,-634.3041253050511,-344.2397425624086,-344.2397425624086,-548.279885013233,-989.5568249056253,-1137.7818202092005,-1137.7818202092005,-35686.359442834284,-775.7904226703104,0
Asia,2020-02-17,4678110154,-30497.85166470222,-5705.2486792194995,-5705.2486792194995,-24099.42234154873,-72687.9190108572,-89967.4923109946,-89967.4923109946,-2659418.9763341704,-53188.379526683406,1783.999
Oceania,2020-02-17,43202462,-526.7549136178642,211.55061054702793,211.55061054702793,-148.36769229253918,-581.6959630906263,-1248.378884027993,-1248.378884027993,-4133.233091202639,-196.82062339060187,0
European Union,2020-02-17,447045744,-21152.69793655348,-21152.69793655348,-21152.69793655348,-21152.69793655348,-21152.69793655348,-21152.69793655348,-21152.69793655348,-571122.8442869439,-21152.69793655348,1.001
North America,2020-02-17,370982987,-2386.811283827583,-2386.811283827583,-2386.811283827583,-2386.811283827583,-2386.811283827583,-2386.811283827583,-2386.811283827583,-4773.622567655166,-2386.811283827583,0
Latin America and Caribbean,2020-02-24,655805524,-1520.291444333972,-1127.417340295635,-1127.417340295635,-1431.8625764153544,-1845.2639759116769,-1996.5041861676546,-1996.5041861676546,-74293.19414805836,-1615.0694380012685,0
Asia,2020-02-24,4678110154,-36765.73078758822,-3757.4360861515847,-3757.4360861515847,-32605.613215669455,-88795.5423280272,-107231.83147952653,-107231.83147952653,-3173573.7622048347,-63471.47524409669,2536.002
Oceania,2020-02-24,43202462,-559.6774172272619,290.22638440757527,290.22638440757527,-132.1403257880941,-629.3949530561129,-1365.6183755112686,-1365.6183755112686,-3767.686267235694,-179.4136317731283,0
European Union,2020-02-24,447045744,-28382.826434233662,-28382.826434233662,-28382.826434233662,-28382.826434233662,-28382.826434233662,-28382.826434233662,-28382.826434233662,-766336.3137243089,-28382.826434233662,8.001
North America,2020-02-24,370982987,-1494.3240298780831,-1494.3240298780831,-1494.3240298780831,-1494.3240298780831,-1494.3240298780831,-1494.3240298780831,-1494.3240298780831,-2988.6480597561663,-1494.3240298780831,0
Latin America and Caribbean,2020-03-02,655805524,-1091.5877155993205,-446.0407571152394,-446.0407571152394,-781.7975446366974,-1202.7596181016943,-1531.2475969880288,-1531.2475969880288,-47351.07990802188,-1029.3713023483017,0
Asia,2020-03-02,4678110154,-62240.64274523904,-33912.36298507863,-33912.36298507863,-55331.570816423795,-124191.04522616441,-140168.16901176536,-140168.16901176536,-4042660.687042532,-80853.21374085064,2933.994
Oceania,2020-03-02,43202462,-711.3057951351476,235.27165053081472,235.27165053081472,-252.15141367524467,-795.9739846706032,-1597.810953512009,-1597.810953512009,-5872.556261338188,-279.64553625419944,1.001
European Union,2020-03-02,447045744,-32483.906329660353,-32483.906329660353,-32483.906329660353,-32483.906329660353,-32483.906329660353,-32483.906329660353,-32483.906329660353,-877065.4709008295,-32483.906329660353,55.00599999999999
North America,2020-03-02,370982987,-318.01284109164516,-318.01284109164516,-318.01284109164516,-318.01284109164516,-318.01284109164516,-318.01284109164516,-318.01284109164516,-636.0256821832903,-318.01284109164516,5.999
Latin America and Caribbean,2020-03-09,655805524,-586.2679118143511,312.1262012848727,312.1262012848727,-10.14187773674455,-586.2679118143511,-1076.2609948426834,-1076.2609948426834,-19421.499001318938,-422.2065000286724,1.001
Asia,2020-03-09,4678110154,-73944.72984302208,-51824.717126956864,-51824.717126956864,-64744.58723199162,-146363.08015788466,-163866.8651776333,-163866.8651776333,-4262130.675383494,-85242.6135076699,3348.989
Oceania,2020-03-09,43202462,-852.6721450973749,182.2368337292541,182.2368337292541,-360.7545323165805,-956.2958678865684,-1814.9389137736887,-1814.9389137736887,-7672.086255440689,-365.33744073527095,3.0029999999999997
European Union,2020-03-09,447045744,-27898.18622508706,-27898.18622508706,-27898.18622508706,-27898.18622508706,-27898.18622508706,-27898.18622508706,-27898.18622508706,-753251.0280773506,-27898.18622508706,521.01
North America,2020-03-09,370982987,593.6316810279616,593.6316810279616,593.6316810279616,593.6316810279616,593.6316810279616,593.6316810279616,593.6316810279616,1187.2633620559232,593.6316810279616,23.002
Latin America and Caribbean,2020-03-16,655805524,-783.6833523855595,229.5081329360145,229.5081329360145,-5.477534071736945,-796.4127789946581,-1375.4503614650775,-1375.4503614650775,-20135.35142794734,-437.7250310423333,8.008
Asia,2020-03-16,4678110154,-81599.0101103785,-67832.62876750996,-67832.62876750996,-81599.0101103785,-161218.92685072593,-183510.22893881632,-183510.22893881632,-4581198.562268835,-91623.97124537668,4127.991
Oceania,2020-03-16,43202462,-889.7883355143622,245.20336872489338,245.20336872489338,-340.1953014173332,-1010.8462677688509,-1929.148837448562,-1929.148837448562,-7280.476249543204,-346.6893452163431,3.0029999999999997
European Union,2020-03-16,447045744,-10777.66612051367,-10777.66612051367,-10777.66612051367,-10777.66612051367,-10777.66612051367,-10777.66612051367,-10777.66612051367,-290996.98525386903,-10777.66612051367,2724.015
North America,2020-03-16,370982987,2602.942869814846,2602.942869814846,2602.942869814846,2602.942869814846,2602.942869814846,2602.942869814846,2602.942869814846,5205.885739629692,2602.942869814846,101.003
Latin America and Caribbean,2020-03-23,655805524,1622.5982413326344,3031.863115200475,3031.863115200475,2566.2821399237296,1622.5982413326344,898.9825947753558,898.9825947753558,103318.59614542226,2246.056437943962,118.02
Asia,2020-03-23,4678110154,-88347.71464013755,-69927.58961127364,-69927.58961127364,-88347.71464013755,-170343.61473527682,-193950.607792559,-193950.607792559,-4346940.861711731,-86938.81723423464,5349.008
Oceania,2020-03-23,43202462,-858.0767961126841,355.41452721322634,355.41452721322634,-242.50701289117282,-996.4832436322095,-1979.8913470566279,-1979.8913470566279,-5530.586243645722,-263.36124969741536,7
European Union,2020-03-23,447045744,19635.493984059656,19635.493984059656,19635.493984059656,19635.493984059656,19635.493984059656,19635.493984059656,19635.493984059656,530158.3375696108,19635.493984059656,9885.015
North America,2020-03-23,370982987,9406.254058601522,9406.254058601522,9406.254058601522,9406.254058601522,9406.254058601522,9406.254058601522,9406.254058601522,18812.508117203044,9406.254058601522,819
Latin America and Caribbean,2020-03-30,655805524,7319.208109610869,9137.83873919255,9137.83873919255,8497.542647124525,7319.208109610869,6252.868363400488,6252.868363400488,378158.54371879296,8220.837906930281,497.02099999999996
Asia,2020-03-30,4678110154,-110366.35146272015,-92213.99067213293,-92213.99067213293,-110366.35146272015,-205698.218499361,-233373.13459490644,-233373.13459490644,-4446222.394691448,-88924.44789382895,6813.044
Oceania,2020-03-30,43202462,-722.0768269937141,505.86254101837847,505.86254101837847,-59.091795799234006,-879.7695027188739,-1911.5677572356683,-1911.5677572356683,-1590.8162377482186,-75.75315417848662,18.004
European Union,2020-03-30,447045744,55771.41408863299,55771.41408863299,55771.41408863299,55771.41408863299,55771.41408863299,55771.41408863299,55771.41408863299,1505828.1803930907,55771.41408863299,25310.005
North America,2020-03-30,370982987,25983.56524738788,25983.56524738788,25983.56524738788,25983.56524738788,25983.56524738788,25983.56524738788,25983.56524738788,51967.13049477576,25983.56524738788,4404.995000000001
Latin America and Caribbean,2020-04-06,655805524,13405.184547488303,15659.138636002457,15659.138636002457,14789.437453933533,13312.798743819267,11912.547050816378,11912.547050816378,672830.713657755,14626.754644733806,1605.023
Asia,2020-04-06,4678110154,-130626.9927521565,-112898.63310363921,-112898.63310363921,-130626.9927521565,-236665.67151724815,-274047.39151062025,-274047.39151062025,-4562530.0862733135,-91250.60172546627,8859.067000000001
Oceania,2020-04-06,43202462,-701.8611759031577,554.4144919418945,554.4144919418945,-15.354001379984357,-859.5634262814856,-1992.431032168973,-1992.431032168973,80.77763911701385,3.846554243667299,41.006
European Union,2020-04-06,447045744,87268.01118245369,87268.01118245369,87268.01118245369,87268.01118245369,87268.01118245369,87268.01118245369,87268.01118245369,2356236.301926249,87268.01118245369,46117.008
North America,2020-04-06,370982987,50225.543102841046,50225.543102841046,50225.543102841046,50225.543102841046,50225.543102841046,50225.543102841046,50225.543102841046,100451.08620568209,50225.543102841046,15043.000000000002
Latin America and Caribbean,2020-04-13,655805524,19552.680214099553,21769.831831277465,21769.831831277465,21124.505561979724,19432.92952292644,17663.422874485397,17663.422874485397,970301.2169300503,21093.50471587066,3674.0550000000003
Asia,2020-04-13,4678110154,-150795.92180157913,-134787.14212206693,-134787.14212206693,-150795.92180157913,-264299.1992893229,-319276.6200479856,-319276.6200479856,-4702301.77785518,-94046.0355571036,11275.082
Oceania,2020-04-13,43202462,-838.0252128584592,446.34696945421496,446.34696945421496,-124.28085233978209,-1012.3806949870052,-2211.5444312407294,-2211.5444312407294,-1489.6084840177557,-70.93373733417889,66.003
European Union,2020-04-13,447045744,108615.40827627433,108615.40827627433,108615.40827627433,108615.40827627433,108615.40827627433,108615.40827627433,108615.40827627433,2932616.0234594066,108615.40827627433,66822.01400000001
North America,2020-04-13,370982987,73565.5209582941,73565.5209582941,73565.5209582941,73565.5209582941,73565.5209582941,73565.5209582941,73565.5209582941,147131.0419165882,73565.5209582941,30881.998
Latin America and Caribbean,2020-04-20,655805524,27573.903675032456,29876.47967990151,29876.47967990151,29277.419967273614,27369.108071386803,25263.843588370328,25263.843588370328,1352063.6535356785,29392.688120340837,6834.072
Asia,2020-04-20,4678110154,-167782.7196390283,-154197.88606327912,-154197.88606327912,-167782.7196390283,-294533.7331996533,-365879.48758353764,-365879.48758353764,-4896172.469437046,-97923.44938874092,15074.101
Oceania,2020-04-20,43202462,-978.098917069338,417.53939109652276,417.53939109652276,-207.3954538403277,-1140.050912425851,-2426.101426117755,-2426.101426117755,-2422.854607152513,-115.37402891202446,79.002
European Union,2020-04-20,447045744,120317.00537009492,120317.00537009492,120317.00537009492,120317.00537009492,120317.00537009492,120317.00537009492,120317.00537009492,3248559.144992563,120317.00537009492,85300.012
North America,2020-04-20,370982987,94668.83214708065,94668.83214708065,94668.83214708065,94668.83214708065,94668.83214708065,94668.83214708065,94668.83214708065,189337.6642941613,94668.83214708065,47470.003000000004
Latin America and Caribbean,2020-04-27,655805524,37394.0176545536,40089.710152088424,40089.710152088424,39329.6940628927,37151.38224222922,35005.8112391039,35005.8112391039,1819452.7901413077,39553.321524811035,11886.083999999999
Asia,2020-04-27,4678110154,-183168.52339904913,-168347.43199536577,-168347.43199536577,-183168.52339904913,-313618.35622260685,-413222.50334957597,-413222.50334957597,-5071420.161018912,-101428.40322037823,17540.117
Oceania,2020-04-27,43202462,-1296.2062820214771,202.1398809163513,202.1398809163513,-452.216188005766,-1445.2432526370537,-2872.063997597339,-2872.063997597339,-7052.520730287295,-335.83432048987123,102.004
European Union,2020-04-27,447045744,126565.94246391562,126565.94246391562,126565.94246391562,126565.94246391562,126565.94246391562,126565.94246391562,126565.94246391562,3417280.446525722,126565.94246391562,99363.012
North America,2020-04-27,370982987,111193.14333586722,111193.14333586722,111193.14333586722,111193.14333586722,111193.14333586722,111193.14333586722,111193.14333586722,222386.28667173444,111193.14333586722,62889.001000000004
Latin America and Caribbean,2020-05-04,655805524,56257.29503852032,59088.45788388757,59088.45788388757,57914.257271739145,55681.68718627357,53724.96063131126,53724.96063131126,2683592.8022308066,58338.973961539275,19464.095
Asia,2020-05-04,4678110154,-178912.29496699598,-157900.3453830899,-157900.3453830899,-178912.29496699598,-318776.4893622113,-425517.9131419443,-425517.9131419443,-5123782.242385724,-102475.64484771447,20048.133
Oceania,2020-05-04,43202462,-1536.318358752514,71.79727059863748,71.79727059863748,-611.2504248864486,-1674.3493973773466,-3193.597530200704,-3193.597530200704,-9962.083627615635,-474.3849346483636,116.004
European Union,2020-05-04,447045744,130367.47095558578,130367.47095558578,130367.47095558578,130367.47095558578,130367.47095558578,130367.47095558578,130367.47095558578,3519921.715800816,130367.47095558578,108971.03
North America,2020-05-04,370982987,125816.45452465388,125816.45452465388,125816.45452465388,125816.45452465388,125816.45452465388,125816.45452465388,125816.45452465388,251632.90904930775,125816.45452465388,77276.003
Latin America and Caribbean,2020-05-11,655805524,76899.07440261083,79913.6179128571,79913.6179128571,78707.46119380902,75996.29645367526,74285.38225038385,74285.38225038385,3629532.314320306,78902.87639826752,29391.089
Asia,2020-05-11,4678110154,-173551.12756681023,-146069.95609463076,-146069.95609463076,-173551.12756681023,-321402.76858996734,-424085.92606362764,-424085.92606362764,-5185691.3237525355,-103713.82647505071,22481.144
Oceania,2020-05-11,43202462,-1895.5473109181737,-208.8024515994129,-208.8024515994129,-917.333897554653,-2023.2693041737182,-3635.223335088851,-3635.223335088851,-15539.486524943986,-739.9755488068565,118.006
European Union,2020-05-11,447045744,133054.79944725597,133054.79944725597,133054.79944725597,133054.79944725597,133054.79944725597,133054.79944725597,133054.79944725597,3592479.5850759107,133054.79944725597,116455.031
North America,2020-05-11,370982987,138199.09904677354,138199.09904677354,138199.09904677354,138199.09904677354,138199.09904677354,138199.09904677354,138199.09904677354,276398.1980935471,138199.09904677354,90049.008
Latin America and Caribbean,2020-05-18,655805524,99007.06219782999,102298.58461339981,102298.58461339981,100731.62661990397,97874.91144230934,96426.94466424893,96426.94466424893,4645196.326409804,100982.52883499574,41124.111
Asia,2020-05-18,4678110154,-161256.04387723212,-132511.92235768132,-132511.92235768132,-161256.04387723212,-316817.9266199301,-425350.164171573,-425350.164171573,-5228653.405119347,-104573.06810238695,25091.143
Oceania,2020-05-18,43202462,-2244.444603968644,-494.2831220635965,-494.2831220635965,-1193.680093547906,-2362.6790632627403,-4074.8392267420472,-4074.8392267420472,-20854.80942227229,-993.0861629653472,120.008
European Union,2020-05-18,447045744,134933.92793892606,134933.92793892606,134933.92793892606,134933.92793892606,134933.92793892606,134933.92793892606,134933.92793892606,3643216.0543510034,134933.92793892606,122278.051
North America,2020-05-18,370982987,147923.0769022268,147923.0769022268,147923.0769022268,147923.0769022268,147923.0769022268,147923.0769022268,147923.0769022268,295846.1538044536,147923.0769022268,100863.007
Latin America and Caribbean,2020-05-25,655805524,122164.70981913159,125766.0099574945,125766.0099574945,123858.40962973273,120920.6052034987,119413.45936686933,119413.45936686933,5709394.938499303,124117.28127172397,55169.121
Asia,2020-05-25,4678110154,-111841.30743120438,-43127.60892573498,-43127.60892573498,-111841.30743120438,-286458.99477026006,-419724.113789735,-419724.113789735,-5300142.48648616,-106002.8497297232,27763.148
Oceania,2020-05-25,43202462,-2656.7318653817442,-849.6943388973033,-849.6943388973033,-1519.425481559308,-2774.3239740884815,-4582.171671770807,-4582.171671770807,-27598.972319600594,-1314.2367771238378,123.011
European Union,2020-05-25,447045744,135154.37643059614,135154.37643059614,135154.37643059614,135154.37643059614,135154.37643059614,135154.37643059614,135154.37643059614,3649168.1636260953,135154.37643059614,123941.069
North America,2020-05-25,370982987,155917.38809101356,155917.38809101356,155917.38809101356,155917.38809101356,155917.38809101356,155917.38809101356,155917.38809101356,311834.7761820271,155917.38809101356,109182.01000000001
Latin America and Caribbean,2020-06-01,655805524,145962.41339590494,149926.5099260063,149926.5099260063,147679.3251766236,144429.12684546705,143314.23704796517,143314.23704796517,6787419.048438263,147552.58800952748,69402.123
Asia,2020-06-01,4678110154,-58342.82059858273,35018.179827447995,35018.179827447995,-58342.82059858273,-251931.05231899704,-391175.40467962646,-391175.40467962646,-5172055.094734693,-103441.10189469386,31262.154
Oceania,2020-06-01,43202462,-3166.126927237557,-1298.9254123380517,-1298.9254123380517,-1942.3003751292251,-3279.6829809382693,-5181.269675595745,-5181.269675595745,-36541.198442735345,-1740.0570687016832,124.012
European Union,2020-06-01,447045744,136672.76019108342,136672.76019108342,136672.76019108342,136672.76019108342,136672.76019108342,136672.76019108342,136672.76019108342,3690164.525159252,136672.76019108342,126536.088
North America,2020-06-01,370982987,162332.69927980003,162332.69927980003,162332.69927980003,162332.69927980003,162332.69927980003,162332.69927980003,162332.69927980003,324665.39855960006,162332.69927980003,116397.008
Latin America and Caribbean,2020-06-08,655805524,171022.89578376318,175269.86449398703,175269.86449398703,172784.79163859153,169252.78568252086,168236.72904219734,168236.72904219734,7922800.558377225,172234.79474733098,87065.125
Asia,2020-06-08,4678110154,15176.445460963758,103731.16241966025,103731.16241966025,15176.445460963758,-225360.10183717904,-367856.2827897345,-367856.2827897345,-5024262.702983226,-100485.25405966453,35654.178
Oceania,2020-06-08,43202462,-3606.536973803412,-1633.071926419572,-1633.071926419572,-2298.0556932946874,-3715.5785452721625,-5707.4419708986625,-5707.4419708986625,-44069.7045658701,-2098.557360279529,124.012
European Union,2020-06-08,447045744,137497.5439515707,137497.5439515707,137497.5439515707,137497.5439515707,137497.5439515707,137497.5439515707,137497.5439515707,3712433.6866924088,137497.5439515707,128353.092
North America,2020-06-08,370982987,168099.34380191978,168099.34380191978,168099.34380191978,168099.34380191978,168099.34380191978,168099.34380191978,168099.34380191978,336198.68760383956,168099.34380191978,122239.005
Latin America and Caribbean,2020-06-15,655805524,196224.02491552266,200671.5306046623,200671.5306046623,197662.36794581957,194607.7272282373,193440.70786561354,193440.70786561354,9058661.234982852,196927.41815180116,104076.126
Asia,2020-06-15,4678110154,85221.85285855613,175507.42858354244,175507.42858354244,85221.85285855613,-192072.7981582695,-336137.47884045495,-336137.47884045495,-4911242.311231759,-98224.84622463518,41163.171
Oceania,2020-06-15,43202462,-4157.388685066668,-2072.695883450881,-2072.695883450881,-2762.813378167629,-4258.767830298329,-6356.231472857403,-6356.231472857403,-53969.95068900481,-2569.9976518573717,124.012
European Union,2020-06-15,447045744,136670.92771205792,136670.92771205792,136670.92771205792,136670.92771205792,136670.92771205792,136670.92771205792,136670.92771205792,3690115.048225564,136670.92771205792,129687.103
North America,2020-06-15,370982987,174075.65499070648,174075.65499070648,174075.65499070648,174075.65499070648,174075.65499070648,174075.65499070648,174075.65499070648,348151.30998141295,174075.65499070648,127322.00600000001
Latin America and Caribbean,2020-06-22,655805524,221338.8024406138,226125.09552964655,226125.09552964655,223315.81551147046,220103.52318676104,218000.16593584168,218000.16593584168,10187564.41158848,221468.79155627132,123255.14600000001
Asia,2020-06-22,4678110154,169858.29808446998,242657.6227836117,242657.6227836117,169858.29808446998,-136219.10962043182,-273809.6531888759,-273809.6531888759,-4723042.906938487,-94460.85813876972,49058.17
Oceania,2020-06-22,43202462,-4773.143187800207,-2583.6909495355853,-2583.6909495355853,-3292.307960195249,-4874.058419565216,-7072.939137592519,-7072.939137592519,-65219.65681213956,-3105.6979434352174,124.012
European Union,2020-06-22,447045744,140145.17147254522,140145.17147254522,140145.17147254522,140145.17147254522,140145.17147254522,140145.17147254522,140145.17147254522,3783919.6297587208,140145.17147254522,132000.092
North America,2020-06-22,370982987,180826.29951282614,180826.29951282614,180826.29951282614,180826.29951282614,180826.29951282614,180826.29951282614,180826.29951282614,361652.5990256523,180826.29951282614,131598.005
Latin America and Caribbean,2020-06-29,655805524,247486.51515570495,252449.88200731328,252449.88200731328,249484.2599195944,246359.41301895637,243243.5585093132,243243.5585093132,11350787.421527442,246756.24829407482,141893.164
Asia,2020-06-29,4678110154,267536.7270225816,319079.66410665883,319079.66410665883,267536.7270225816,-95023.51149713596,-214093.83943118708,-214093.83943118708,-4558224.502645213,-91164.49005290426,55770.169
Oceania,2020-06-29,43202462,-5365.601629900219,-3085.99948532226,-3085.99948532226,-3834.3982046383235,-5468.243783957483,-7788.2395768171955,-7788.2395768171955,-76153.1029352743,-3626.3382350130623,126.014
European Union,2020-06-29,447045744,141731.27523303253,141731.27523303253,141731.27523303253,141731.27523303253,141731.27523303253,141731.27523303253,141731.27523303253,3826744.431291878,141731.27523303253,132924.106
North America,2020-06-29,370982987,188295.61070161266,188295.61070161266,188295.61070161266,188295.61070161266,188295.61070161266,188295.61070161266,188295.61070161266,376591.2214032253,188295.61070161266,135574.005
Latin America and Caribbean,2020-07-06,655805524,279917.63037872093,285212.85560252314,285212.85560252314,282015.289905159,278815.3295105128,274674.40818990656,274674.40818990656,12798675.421788981,278232.074386717,160384.17500000002
Asia,2020-07-06,4678110154,347994.5851517828,439850.28901571437,439850.28901571437,347994.5851517828,-57912.537690122255,-162614.64612272382,-162614.64612272382,-4219929.458566994,-84398.58917133989,63266.168
Oceania,2020-07-06,43202462,-5955.439530227687,-3601.0705588944993,-3601.0705588944993,-4404.546705176429,-6057.717740727355,-8488.605387201804,-8488.605387201804,-86883.40454228001,-4137.30497820381,128.016
European Union,2020-07-06,447045744,141958.9295311542,141958.9295311542,141958.9295311542,141958.9295311542,141958.9295311542,141958.9295311542,141958.9295311542,3832891.097341163,141958.9295311542,133765.107
North America,2020-07-06,370982987,198782.5885570659,198782.5885570659,198782.5885570659,198782.5885570659,198782.5885570659,198782.5885570659,198782.5885570659,397565.1771141318,198782.5885570659,139310.003
Latin America and Caribbean,2020-07-13,655805524,313255.20941530453,318923.94522350095,318923.94522350095,315367.994980343,311627.91681423684,306749.45762977033,306749.45762977033,14268569.822050523,310186.30047935917,179670.162
Asia,2020-07-13,4678110154,430708.27723891556,564696.0072792657,564696.0072792657,430708.27723891556,8715.09451935924,-113167.38678445948,-113167.38678445948,-3848731.4144887747,-76974.62828977549,71427.167
Oceania,2020-07-13,43202462,-6581.016810410916,-4168.723588141279,-4168.723588141279,-5020.6421937559635,-6689.452522921738,-9228.3819468897509,-9228.3819468897509,-98334.00614928581,-4682.571721394563,130.018
European Union,2020-07-13,447045744,141683.383829276,141683.383829276,141683.383829276,141683.383829276,141683.383829276,141683.383829276,141683.383829276,3825451.3633904518,141683.383829276,134450.113
North America,2020-07-13,370982987,210707.89974585257,210707.89974585257,210707.89974585257,210707.89974585257,210707.89974585257,210707.89974585257,210707.89974585257,421415.79949170514,210707.89974585257,144861.003
Latin America and Caribbean,2020-07-20,655805524,346387.1967772528,352401.4252528564,352401.4252528564,348507.07497568714,344016.9490439337,338524.78816775366,338524.78816775366,15726795.555645395,341886.8599053347,200321.163
Asia,2020-07-20,4678110154,514740.8255294333,681351.6083160497,681351.6083160497,514740.8255294333,72593.18079064072,-64412.30033038605,-64412.30033038605,-3473804.3704105555,-69476.08740821111,81286.177
Oceania,2020-07-20,43202462,-7121.640995316199,-4644.573483948866,-4644.573483948866,-5541.1059596652785,-7237.773512381167,-9875.741468180617,-9875.741468180617,-107842.10775629153,-5135.338464585311,148.015
European Union,2020-07-20,447045744,141387.4381273977,141387.4381273977,141387.4381273977,141387.4381273977,141387.4381273977,141387.4381273977,141387.4381273977,3817460.8294397383,141387.4381273977,135113.125
North America,2020-07-20,370982987,224014.54426797252,224014.54426797252,224014.54426797252,224014.54426797252,224014.54426797252,224014.54426797252,224014.54426797252,448029.08853594505,224014.54426797252,150537.009
Latin America and Caribbean,2020-07-27,655805524,378823.6368789905,385036.6687858304,385036.6687858304,381038.4014543606,376178.8454716881,369620.8341863216,369620.8341863216,17148792.455906935,372799.8359979769,221087.174
Asia,2020-07-27,4678110154,600443.1393266306,788066.651824073,788066.651824073,600443.1393266306,141110.2239742256,-5205.798288908731,-5205.798288908731,-3052790.3263323368,-61055.80652664673,91071.176
Oceania,2020-07-27,43202462,-7580.8952678574415,-5039.906326676563,-5039.906326676563,-5978.930195031722,-7711.3311963738925,-10443.557580861489,-10443.557580861489,-115638.28936329726,-5506.585207776059,189.014
European Union,2020-07-27,447045744,147071.59242551937,147071.59242551937,147071.59242551937,147071.59242551937,147071.59242551937,147071.59242551937,147071.59242551937,3970932.995489023,147071.59242551937,135684.12900000002
North America,2020-07-27,370982987,236982.5221234258,236982.5221234258,236982.5221234258,236982.5221234258,236982.5221234258,236982.5221234258,236982.5221234258,473965.0442468516,236982.5221234258,157685.01
Latin America and Caribbean,2020-08-03,655805524,409658.46129355195,416099.9498062324,416099.9498062324,412147.6526684604,406369.67558793473,399280.81863121607,399280.81863121607,18503234.176598586,402244.22123040404,241670.184
Asia,2020-08-03,4678110154,677282.490431811,891538.4885279075,891538.4885279075,677282.490431811,205357.71269756916,48507.1292104573,48507.1292104573,-2647419.169350891,-52948.38338701782,100935.198
Oceania,2020-08-03,43202462,-8099.846772393609,-5494.632319468378,-5494.632319468378,-6403.550710184097,-8243.073559487282,-11069.13045978087,-11069.13045978087,-124606.6503251417,-5933.650015482938,257.019
European Union,2020-08-03,447045744,151435.98349783468,151435.98349783468,151435.98349783468,151435.98349783468,151435.98349783468,151435.98349783468,151435.98349783468,4088771.5544415363,151435.98349783468,136380.132
North America,2020-08-03,370982987,249170.83331221234,249170.83331221234,249170.83331221234,249170.83331221234,249170.83331221234,249170.83331221234,249170.83331221234,498341.6666244247,249170.83331221234,164998.015
Latin America and Caribbean,2020-08-10,655805524,438558.4254745989,445072.64947439596,445072.64947439596,440967.2223484931,435105.94323669636,427455.6785205693,427455.6785205693,19767860.130623568,429736.08979616454,263400.2
Asia,2020-08-10,4678110154,761601.2992587154,1002354.7558522731,1002354.7558522731,761601.2992587154,278388.0580197546,102913.64252040359,102913.64252040359,-2259311.012369446,-45186.22024738891,111242.201
Oceania,2020-08-10,43202462,-8532.326688675355,-5811.545242059283,-5811.545242059283,-6722.584670328915,-8685.223075273278,-11611.230546044779,-11611.230546044779,-131691.3112869861,-6271.014823189815,357.021
European Union,2020-08-10,447045744,162369.9745701499,162369.9745701499,162369.9745701499,162369.9745701499,162369.9745701499,162369.9745701499,162369.9745701499,4383989.313394047,162369.9745701499,137185.125
North America,2020-08-10,370982987,261973.8111676657,261973.8111676657,261973.8111676657,261973.8111676657,261973.8111676657,261973.8111676657,261973.8111676657,523947.6223353314,261973.8111676657,172348.015
Latin America and Caribbean,2020-08-17,655805524,465530.95420167426,472598.067460094,472598.067460094,467722.38280444825,461664.1503462166,453734.2645052639,453734.2645052639,20943678.48464855,455297.358361925,283457.188
Asia,2020-08-17,4678110154,855074.4814245716,1119813.733293983,1119813.733293983,855074.4814245716,352205.7938301138,155668.63231063396,155668.63231063396,-1860943.855388,-37218.877107759996,121754.206
Oceania,2020-08-17,43202462,-9131.264358958173,-6314.591289853664,-6314.591289853664,-7200.373732259161,-9262.55218799077,-12293.723082892226,-12293.723082892226,-142229.6322488306,-6772.839630896696,464.023
European Union,2020-08-17,447045744,168585.96564246525,168585.96564246525,168585.96564246525,168585.96564246525,168585.96564246525,168585.96564246525,168585.96564246525,4551821.072346562,168585.96564246525,138170.13700000002
North America,2020-08-17,370982987,273849.78902311885,273849.78902311885,273849.78902311885,273849.78902311885,273849.78902311885,273849.78902311885,273849.78902311885,547699.5780462377,273849.78902311885,179463.011
Latin America and Caribbean,2020-08-24,655805524,490546.6091927078,497931.3246655723,497931.3246655723,492465.32104833605,486075.5120338558,477627.5898025331,477627.5898025331,22026883.5053402,478845.29359435214,303526.188
Asia,2020-08-24,4678110154,948231.8891703432,1247877.4233822052,1247877.4233822052,948231.8891703432,435283.2902312878,207472.9059724003,207472.9059724003,-1498161.6984065548,-29963.233968131095,131751.214
Oceania,2020-08-24,43202462,-9813.666637965105,-6902.353843253596,-6902.353843253596,-7769.930338717099,-9946.998387647374,-13074.367832885328,-13074.367832885328,-154518.09321067503,-7358.0044386035725,552.027
European Union,2020-08-24,447045744,172330.5367147805,172330.5367147805,172330.5367147805,172330.5367147805,172330.5367147805,172330.5367147805,172330.5367147805,4652924.491299073,172330.5367147805,139178.144
North America,2020-08-24,370982987,283516.76687857206,283516.76687857206,283516.76687857206,283516.76687857206,283516.76687857206,283516.76687857206,283516.76687857206,567033.5337571441,283516.76687857206,186143.006
