custom_regions,date,population,cumulative_estimated_daily_excess_deaths,cumulative_estimated_daily_excess_deaths_ci_95_top,cumulative_estimated_daily_excess_deaths_ci_90_top,cumulative_estimated_daily_excess_deaths_ci_50_top,cumulative_estimated_daily_excess_deaths_ci_50_bot,cumulative_estimated_daily_excess_deaths_ci_90_bot,cumulative_estimated_daily_excess_deaths_ci_95_bot,cumulative_estimated_daily_excess_deaths_raw_estimate,cumulative_daily_excess_deaths,cumulative_daily_covid_deaths
Asia,2021-03-01,4678110154,2747469.8493030365,3848719.924551173,3848719.924551173,2769158.4773416654,1898625.8397059676,1155614.0728557708,1155614.0728557708,5322142.908394484,106442.85816788967,399631.30199999997
Oceania,2021-03-01,43202462,-15752.23901285608,-10216.931280467219,-10216.931280467219,-10972.692054665124,-16166.079574391228,-21620.567624738756,-21620.567624738756,-245032.12335158765,-11668.196350075603,1090.054
European Union,2021-03-01,447045744,644439.2376291805,644439.2376291805,644439.2376291805,644439.2376291805,644439.2376291805,644439.2376291805,644439.2376291805,17399859.415987875,644439.2376291805,547670.186
North America,2021-03-01,370982987,688185.9729661228,688185.9729661228,688185.9729661228,688185.9729661228,688185.9729661228,688185.9729661228,688185.9729661228,1376371.9459322456,688185.9729661228,537531.015
Latin America and Caribbean,2021-03-08,655805524,1228394.0142993326,1251195.3747559933,1251195.3747559933,1231557.413684932,1214469.824335127,1195516.8792497367,1195516.8792497367,53326027.06239858,1159261.45787823,776621.342
Asia,2021-03-08,4678110154,2790275.3285132726,3921789.338695494,3921789.338695494,2815993.104767955,1927814.5374623088,1151875.9307899636,1151875.9307899636,5516423.501158272,110328.47002316544,405423.326
Oceania,2021-03-08,43202462,-15869.444601454321,-10222.776255916102,-10222.776255916102,-10990.629416369302,-16264.121875618142,-21833.835634828145,-21833.835634828145,-245872.0637738334,-11708.193513039685,1094.058
European Union,2021-03-08,447045744,648850.8962632351,648850.8962632351,648850.8962632351,648850.8962632351,648850.8962632351,648850.8962632351,648850.8962632351,17518974.19910735,648850.8962632351,562848.181
North America,2021-03-08,370982987,691077.6038410628,691077.6038410628,691077.6038410628,691077.6038410628,691077.6038410628,691077.6038410628,691077.6038410628,1382155.2076821255,691077.6038410628,548926.014
Latin America and Caribbean,2021-03-15,655805524,1264855.6236845707,1288763.102222888,1288763.102222888,1268412.3520420971,1251034.292786048,1231522.2115812479,1231522.2115812479,54863205.32387257,1192678.3766059254,801377.36
Asia,2021-03-15,4678110154,2840453.1266798205,4006726.0980710583,4006726.0980710583,2874124.605229581,1962431.7516938483,1154481.3971620214,1154481.3971620214,5748837.09392206,114976.7418784412,411223.323
Oceania,2021-03-15,43202462,-15916.44091125705,-10202.838380608515,-10202.838380608515,-10962.11968263333,-16286.466128486894,-22014.677718304294,-22014.677718304294,-246131.56419607915,-11720.55067600377,1104.061
European Union,2021-03-15,447045744,657818.3548972898,657818.3548972898,657818.3548972898,657818.3548972898,657818.3548972898,657818.3548972898,657818.3548972898,17761095.582226824,657818.3548972898,577782.184
North America,2021-03-15,370982987,693178.5680493359,693178.5680493359,693178.5680493359,693178.5680493359,693178.5680493359,693178.5680493359,693178.5680493359,1386357.1360986717,693178.5680493359,557735.017
Latin America and Caribbean,2021-03-22,655805524,1302027.7412676816,1326829.7169849512,1326829.7169849512,1306052.041512159,1288137.5514113095,1268157.377380178,1268157.377380178,56421466.15201323,1226553.6120002875,828827.384
Asia,2021-03-22,4678110154,2892140.06385499,4102239.8538724002,4102239.8538724002,2931407.016599784,1998471.9946321913,1152188.077163183,1152188.077163183,5879629.294591832,117592.58589183664,420090.321
Oceania,2021-03-22,43202462,-16033.431666304397,-10186.57466935802,-10186.57466935802,-10990.001319464785,-16339.673736642946,-22224.672058280874,-22224.672058280874,-247564.12461832492,-11788.767838967853,1115.065
European Union,2021-03-22,447045744,671482.6135313443,671482.6135313443,671482.6135313443,671482.6135313443,671482.6135313443,671482.6135313443,671482.6135313443,18130030.565346297,671482.6135313443,593418.203
North America,2021-03-22,370982987,696206.1989242763,696206.1989242763,696206.1989242763,696206.1989242763,696206.1989242763,696206.1989242763,696206.1989242763,1392412.3978485526,696206.1989242763,565224.0160000001
Latin America and Caribbean,2021-03-29,655805524,1339689.888042654,1365367.6831393528,1365367.6831393528,1344526.2881815473,1325417.2776290805,1305751.0804206762,1305751.0804206762,57993770.780153885,1260734.1473946497,860150.389
Asia,2021-03-29,4678110154,2971322.0427975324,4215832.076392493,4215832.076392493,3022268.594531657,2066936.682396406,1199911.2187897835,1199911.2187897835,6130272.495261604,122605.44990523208,427983.325
Oceania,2021-03-29,43202462,-16022.40719180193,-10039.662598039013,-10039.662598039013,-10929.870879180591,-16046.09999586153,-22268.53643185295,-22268.53643185295,-247942.9050405707,-11806.805001931938,1131.067
European Union,2021-03-29,447045744,689053.812165399,689053.812165399,689053.812165399,689053.812165399,689053.812165399,689053.812165399,689053.812165399,18604452.928465772,689053.812165399,610906.191
North America,2021-03-29,370982987,697992.8297992166,697992.8297992166,697992.8297992166,697992.8297992166,697992.8297992166,697992.8297992166,697992.8297992166,1395985.6595984332,697992.8297992166,572332.019
Latin America and Caribbean,2021-04-05,655805524,1377963.3252344322,1404827.8914821106,1404827.8914821106,1383602.1326665494,1363300.4814738506,1344136.2935121912,1344136.2935121912,59566445.42635906,1294922.7266599797,890963.402
Asia,2021-04-05,4678110154,3086116.332468957,4335558.7034383165,4335558.7034383165,3152771.0403861823,2161496.0885229544,1287673.697628018,1287673.697628018,6550162.921737828,131003.25843475656,438513.327
Oceania,2021-04-05,43202462,-16207.947985375122,-10120.62741467054,-10120.62741467054,-10986.117619373095,-16231.540067797496,-22561.72438000932,-22561.72438000932,-252033.15320475193,-12001.578724035806,1149.064
European Union,2021-04-05,447045744,706381.3794016041,706381.3794016041,706381.3794016041,706381.3794016041,706381.3794016041,706381.3794016041,706381.3794016041,19072297.24384331,706381.3794016041,627411.197
North America,2021-04-05,370982987,702391.4606741564,702391.4606741564,702391.4606741564,702391.4606741564,702391.4606741564,702391.4606741564,702391.4606741564,1404782.9213483129,702391.4606741564,578108.02
Latin America and Caribbean,2021-04-12,655805524,1418864.0697830569,1446844.968900558,1446844.968900558,1425814.4242466036,1404081.9339078497,1384619.83260508,1384619.83260508,61213367.1392309,1330725.372591976,929816.419
Asia,2021-04-12,4678110154,3222039.4218600662,4470245.151182508,4470245.151182508,3305528.751536267,2260942.2616983135,1376285.5681641698,1376285.5681641698,6960673.348214052,139213.46696428105,453598.341
Oceania,2021-04-12,43202462,-16203.96775668696,-9930.62108734461,-9930.62108734461,-10865.41437268565,-16203.96775668696,-22630.04168527044,-22630.04168527044,-250868.78136893318,-11946.132446139674,1153.068
European Union,2021-04-12,447045744,723184.4666378092,723184.4666378092,723184.4666378092,723184.4666378092,723184.4666378092,723184.4666378092,723184.4666378092,19525980.59922085,723184.4666378092,645945.188
North America,2021-04-12,370982987,705424.7582157631,705424.7582157631,705424.7582157631,705424.7582157631,705424.7582157631,705424.7582157631,705424.7582157631,1410849.5164315263,705424.7582157631,585241.02
Latin America and Caribbean,2021-04-19,655805524,1459241.2609906136,1488753.9550120723,1488753.9550120723,1465821.1540375385,1444398.8791094462,1425079.8540033964,1425079.8540033964,62828311.18543608,1365832.851857306,965568.408
Asia,2021-04-19,4678110154,3387469.71238688,4644646.463612009,4644646.463612009,3462296.4790152,2432871.544167271,1507562.9526475277,1507562.9526475277,7443924.774690276,148878.49549380553,473593.379
Oceania,2021-04-19,43202462,-16209.790023250727,-9780.290180040178,-9780.290180040178,-10768.894353081932,-16209.790023250727,-22606.635592455546,-22606.635592455546,-250987.08953311443,-11951.766168243545,1175.069
European Union,2021-04-19,447045744,739886.3538740143,739886.3538740143,739886.3538740143,739886.3538740143,739886.3538740143,739886.3538740143,739886.3538740143,19976931.554598387,739886.3538740143,663213.201
North America,2021-04-19,370982987,710913.0557573698,710913.0557573698,710913.0557573698,710913.0557573698,710913.0557573698,710913.0557573698,710913.0557573698,1421826.1115147397,710913.0557573698,590672.026
Latin America and Caribbean,2021-04-26,655805524,1499295.0775675462,1530201.9314530906,1530201.9314530906,1506827.9905401622,1484577.3101433627,1464402.6102827545,1464402.6102827545,64372343.164974585,1399398.7644559692,999965.407
Asia,2021-04-26,4678110154,3618341.601680399,4872788.515155762,4872788.515155762,3724136.9829499247,2739643.3084543627,1662765.7049554551,1662765.7049554551,7936542.2011665,158730.84402333002,502749.387
Oceania,2021-04-26,43202462,-16137.083439797969,-9530.392076330247,-9530.392076330247,-10625.952351995817,-16137.083439797969,-22494.87951542129,-22494.87951542129,-249214.55769729568,-11867.359890347412,1190.07
European Union,2021-04-26,447045744,754115.3411102195,754115.3411102195,754115.3411102195,754115.3411102195,754115.3411102195,754115.3411102195,754115.3411102195,20361114.209975924,754115.3411102195,679153.209
North America,2021-04-26,370982987,716527.6866323099,716527.6866323099,716527.6866323099,716527.6866323099,716527.6866323099,716527.6866323099,716527.6866323099,1433055.3732646198,716527.6866323099,596003.023
Latin America and Caribbean,2021-05-03,655805524,1534263.2640898202,1566837.0631627536,1566837.0631627536,1542875.5921985486,1519702.1205909685,1498466.0625162271,1498466.0625162271,65668631.59419051,1427578.9476997936,1033280.409
Asia,2021-05-03,4678110154,3917426.8456641342,5356385.511530803,5356385.511530803,4038616.4545239345,2942947.5669901236,1842281.538831599,1842281.538831599,8469398.014739498,169387.96029478995,538797.385
Oceania,2021-05-03,43202462,-16015.652179752764,-9216.682128653327,-9216.682128653327,-10418.083235461625,-16015.652179752764,-22345.639192024162,-22345.639192024162,-245994.1142485737,-11714.005440408271,1202.075
European Union,2021-05-03,447045744,766745.7436152418,766745.7436152418,766745.7436152418,766745.7436152418,766745.7436152418,766745.7436152418,766745.7436152418,20702135.07761153,766745.7436152418,692610.212
North America,2021-05-03,370982987,721288.31750725,721288.31750725,721288.31750725,721288.31750725,721288.31750725,721288.31750725,721288.31750725,1442576.6350145,721288.31750725,601232.023
Latin America and Caribbean,2021-05-10,655805524,1568112.7406418829,1602078.0074558053,1602078.0074558053,1578058.8285569814,1553932.1698119517,1531528.0937170044,1531528.0937170044,66911717.1900731,1454602.5476102848,1063444.41
Asia,2021-05-10,4678110154,4251490.867009059,5723939.280848852,5723939.280848852,4348608.093086788,3143425.176964663,2015680.5973021013,2015680.5973021013,9005021.828312496,180100.4365662499,577697.372
Oceania,2021-05-10,43202462,-16072.126419093127,-9126.08566512628,-9126.08566512628,-10409.023795411464,-16072.126419093127,-22415.546610519305,-22415.546610519305,-247225.25079985172,-11772.63099046913,1209.075
European Union,2021-05-10,447045744,775224.4461202642,775224.4461202642,775224.4461202642,775224.4461202642,775224.4461202642,775224.4461202642,775224.4461202642,20931060.045247134,775224.4461202642,704070.213
North America,2021-05-10,370982987,726460.9483821903,726460.9483821903,726460.9483821903,726460.9483821903,726460.9483821903,726460.9483821903,726460.9483821903,1452921.8967643806,726460.9483821903,606221.021
Latin America and Caribbean,2021-05-17,655805524,1600808.37076182,1636110.0688971162,1636110.0688971162,1612181.9984105106,1587646.6375951362,1564330.9851047844,1564330.9851047844,68096072.2859557,1480349.3975207761,1092731.416
Asia,2021-05-17,4678110154,4577464.9732174305,6127010.297163722,6127010.297163722,4680260.619802541,3594555.8654117244,2171196.6270161234,2171196.6270161234,9539043.641885493,190780.87283770985,616954.3589999999
Oceania,2021-05-17,43202462,-16048.53495968609,-8958.68119235511,-8958.68119235511,-10342.14433455534,-16048.53495968609,-22422.963567884,-22422.963567884,-247119.5273511298,-11767.59654052999,1225.077
European Union,2021-05-17,447045744,781158.9486252866,781158.9486252866,781158.9486252866,781158.9486252866,781158.9486252866,781158.9486252866,781158.9486252866,21091291.612882737,781158.9486252866,712953.185
North America,2021-05-17,370982987,732367.9125904635,732367.9125904635,732367.9125904635,732367.9125904635,732367.9125904635,732367.9125904635,732367.9125904635,1464735.825180927,732367.9125904635,610628.018
Latin America and Caribbean,2021-05-24,655805524,1633004.4987689864,1669463.4665880196,1669463.4665880196,1645942.3424547918,1620828.704244363,1596517.3698728685,1596517.3698728685,69257921.88183829,1505606.9974312673,1120613.417
Asia,2021-05-24,4678110154,4920703.971631494,6575762.047444381,6575762.047444381,5097935.581630305,3802676.6928128814,2331401.2114157933,2331401.2114157933,10044252.45545849,200885.0491091698,655593.372
Oceania,2021-05-24,43202462,-16010.351985954458,-8779.35114500907,-8779.35114500907,-10266.13980624864,-16010.351985954458,-22366.543614142545,-22366.543614142545,-246531.22390240783,-11739.582090590848,1245.076
European Union,2021-05-24,447045744,784846.251130309,784846.251130309,784846.251130309,784846.251130309,784846.251130309,784846.251130309,784846.251130309,21190848.78051834,784846.251130309,719706.1900000001
North America,2021-05-24,370982987,736787.2101320704,736787.2101320704,736787.2101320704,736787.2101320704,736787.2101320704,736787.2101320704,736787.2101320704,1473574.4202641407,736787.2101320704,614802.02
Latin America and Caribbean,2021-05-31,655805524,1665221.6259885363,1702760.609354269,1702760.609354269,1680091.4711566865,1654115.297753236,1628556.9911878179,1628556.9911878179,70412324.07772088,1530702.6973417583,1149370.404
Asia,2021-05-31,4678110154,5202073.510299023,7099779.345878151,7099779.345878151,5570912.911108509,3935187.574350359,2460098.0840069815,2460098.0840069815,10508384.269031487,210167.68538062973,689359.3979999999
Oceania,2021-05-31,43202462,-16184.54290054041,-8819.73849883291,-8819.73849883291,-10377.476296252302,-16184.54290054041,-22574.900027623982,-22574.900027623982,-249849.76045368583,-11897.607640651706,1252.076
European Union,2021-05-31,447045744,789762.4736353313,789762.4736353313,789762.4736353313,789762.4736353313,789762.4736353313,789762.4736353313,789762.4736353313,21323586.788153943,789762.4736353313,725250.183
North America,2021-05-31,370982987,741876.8410070107,741876.8410070107,741876.8410070107,741876.8410070107,741876.8410070107,741876.8410070107,741876.8410070107,1483753.6820140213,741876.8410070107,619269.021
Latin America and Caribbean,2021-06-07,655805524,1695758.7945482575,1734024.5985496507,1734024.5985496507,1711730.5912599124,1684532.7098661736,1658059.2660935505,1658059.2660935505,71470346.2772594,1553703.1799404216,1175973.4
Asia,2021-06-07,4678110154,5420877.443539523,7717909.101499623,7717909.101499623,5768093.568665644,4069022.8943711543,2585317.7881071935,2585317.7881071935,11043162.362174377,220863.24724348754,717742.389
Oceania,2021-06-07,43202462,-16217.498393731528,-8696.412474741162,-8696.412474741162,-10273.562779482474,-16217.498393731528,-22615.226980558844,-22615.226980558844,-249975.90861786707,-11903.614696088907,1254.078
European Union,2021-06-07,447045744,793908.5142048696,793908.5142048696,793908.5142048696,793908.5142048696,793908.5142048696,793908.5142048696,793908.5142048696,21435529.88353148,793908.5142048696,729374.205
North America,2021-06-07,370982987,745847.4718819507,745847.4718819507,745847.4718819507,745847.4718819507,745847.4718819507,745847.4718819507,745847.4718819507,1491694.9437639015,745847.4718819507,622903.015
Latin America and Caribbean,2021-06-14,655805524,1726249.6301676338,1765611.3821663167,1765611.3821663167,1743168.6997160406,1714543.6573588243,1687581.3297779309,1687581.3297779309,72538667.8767979,1576927.5625390848,1205205.379
Asia,2021-06-14,4678110154,5568480.276792402,8079412.19138555,8079412.19138555,5943219.348053742,4172148.9816497206,2705800.390436192,2705800.390436192,11527315.455317268,230546.30910634535,744528.393
Oceania,2021-06-14,43202462,-16186.129770723051,-8555.727779512796,-8555.727779512796,-9962.54928337722,-16186.129770723051,-22647.941615002623,-22647.941615002623,-249904.2367820483,-11900.201751526109,1255.079
European Union,2021-06-14,447045744,800457.9547744081,800457.9547744081,800457.9547744081,800457.9547744081,800457.9547744081,800457.9547744081,800457.9547744081,21612364.77890902,800457.9547744081,733153.225
North America,2021-06-14,370982987,750617.436090224,750617.436090224,750617.436090224,750617.436090224,750617.436090224,750617.436090224,750617.436090224,1501234.872180448,750617.436090224,625415.014
Latin America and Caribbean,2021-06-21,655805524,1755921.5720011992,1796918.0974277428,1796918.0974277428,1773476.646734495,1743751.6799111625,1716183.4717790887,1716183.4717790887,73583180.64300308,1599634.3618044145,1234031.393
Asia,2021-06-21,4678110154,5688803.804728278,8429968.723912003,8429968.723912003,6116632.862666439,4269524.580568642,2780300.788966536,2780300.788966536,12006094.203142432,240121.88406284864,765285.409
Oceania,2021-06-21,43202462,-16352.726217273424,-8584.268229399328,-8584.268229399328,-9872.51087535717,-16352.726217273424,-22833.353986427464,-22833.353986427464,-253735.2049462295,-12082.62880696331,1266.083
European Union,2021-06-21,447045744,805950.9953439465,805950.9953439465,805950.9953439465,805950.9953439465,805950.9953439465,805950.9953439465,805950.9953439465,21760676.874286555,805950.9953439465,735822.234
North America,2021-06-21,370982987,755093.0669651643,755093.0669651643,755093.0669651643,755093.0669651643,755093.0669651643,755093.0669651643,755093.0669651643,1510186.1339303285,755093.0669651643,627730.019
Latin America and Caribbean,2021-06-28,655805524,1785405.7890423958,1829190.6398192786,1829190.6398192786,1803268.6237351336,1773710.549717361,1745151.3456167816,1745151.3456167816,74626715.90920824,1622319.9110697445,1260149.394
Asia,2021-06-28,4678110154,5821034.036699797,8697468.165250434,8697468.165250434,6297142.323954928,4377649.399277203,2853415.11283008,2853415.11283008,12502476.950967597,250049.53901935194,782727.428
Oceania,2021-06-28,43202462,-16517.469108367924,-8615.027616044985,-8615.027616044985,-9778.07539738945,-16517.469108367924,-23014.98396185802,-23014.98396185802,-257687.13311041074,-12270.81586240051,1276.086
European Union,2021-06-28,447045744,809627.995913485,809627.995913485,809627.995913485,809627.995913485,809627.995913485,809627.995913485,809627.995913485,21859955.88966409,809627.995913485,738189.235
North America,2021-06-28,370982987,761338.0311734376,761338.0311734376,761338.0311734376,761338.0311734376,761338.0311734376,761338.0311734376,761338.0311734376,1522676.0623468752,761338.0311734376,629858.019
Latin America and Caribbean,2021-07-05,655805524,1810239.9863944906,1856815.0466712068,1856815.0466712068,1828255.523171636,1799638.923358193,1768536.2117337845,1768536.2117337845,75466341.64824083,1640572.6445269748,1284862.397
Asia,2021-07-05,4678110154,5954618.8165516425,8909738.460418683,8909738.460418683,6491620.980037747,4490149.213694836,2929219.6260801824,2929219.6260801824,13147711.904824154,262954.2380964831,799016.428
Oceania,2021-07-05,43202462,-16598.54310369254,-8530.384241718608,-8530.384241718608,-9531.028144198997,-16598.54310369254,-22948.400687045905,-22948.400687045905,-260121.13611330165,-12386.720767300078,1293.089
European Union,2021-07-05,447045744,811305.8674507653,811305.8674507653,811305.8674507653,811305.8674507653,811305.8674507653,811305.8674507653,811305.8674507653,21905258.421170663,811305.8674507653,740052.215
North America,2021-07-05,370982987,765987.6620483777,765987.6620483777,765987.6620483777,765987.6620483777,765987.6620483777,765987.6620483777,765987.6620483777,1531975.3240967554,765987.6620483777,631596.014
Latin America and Caribbean,2021-07-12,655805524,1834629.105816943,1884147.6401726922,1884147.6401726922,1852749.9275763435,1824453.1518668006,1791936.5253269717,1791936.5253269717,76296076.62060677,1658610.3613175384,1305790.388
Asia,2021-07-12,4678110154,6094339.813163723,9133035.1849382,9133035.1849382,6694058.338068942,4619164.765539707,3017212.296132941,3017212.296132941,13830420.858680714,276608.41717361426,820770.433
Oceania,2021-07-12,43202462,-16540.374255488092,-8287.138550672164,-8287.138550672164,-9311.788652783964,-16540.374255488092,-22833.76362050427,-22833.76362050427,-261510.1791161925,-12452.865672199643,1327.088
European Union,2021-07-12,447045744,815517.2989880457,815517.2989880457,815517.2989880457,815517.2989880457,815517.2989880457,815517.2989880457,815517.2989880457,22018967.072677232,815517.2989880457,741180.23
North America,2021-07-12,370982987,771201.9595899845,771201.9595899845,771201.9595899845,771201.9595899845,771201.9595899845,771201.9595899845,771201.9595899845,1542403.919179969,771201.9595899845,633429.013
Latin America and Caribbean,2021-07-19,655805524,1859413.9084267248,1911652.8301519614,1911652.8301519614,1877705.0958570275,1849795.2749751233,1816344.6800027767,1816344.6800027767,77172013.9929727,1677652.4781081022,1325377.396
Asia,2021-07-19,4678110154,6240690.754247173,9364597.303891674,9364597.303891674,6892751.6600097,4753353.1580106905,3103152.8718596688,3103152.8718596688,14511977.812537272,290239.55625074543,841837.437
Oceania,2021-07-19,43202462,-16495.077338876938,-8009.481467936751,-8009.481467936751,-9141.513539365913,-16495.077338876938,-22704.86831389864,-22704.86831389864,-263564.9221190835,-12550.710577099215,1393.0910000000001
European Union,2021-07-19,447045744,819339.5305253261,819339.5305253261,819339.5305253261,819339.5305253261,819339.5305253261,819339.5305253261,819339.5305253261,22122167.324183807,819339.5305253261,741971.237
North America,2021-07-19,370982987,777927.5904649247,777927.5904649247,777927.5904649247,777927.5904649247,777927.5904649247,777927.5904649247,777927.5904649247,1555855.1809298494,777927.5904649247,635309.017
Latin America and Caribbean,2021-07-26,655805524,1885392.9906910912,1940732.3328952782,1940732.3328952782,1903723.1205164373,1875105.5488425905,1842004.897613289,1842004.897613289,78119588.69867197,1698251.928231999,1342965.393
Asia,2021-07-26,4678110154,6401743.968966342,9592124.89042398,9592124.89042398,7099682.335269256,4897079.570990351,3191917.0017436882,3191917.0017436882,15302983.76639383,306059.6753278766,869947.456
Oceania,2021-07-26,43202462,-16451.844910422984,-7822.201834039784,-7822.201834039784,-9008.452150702331,-16451.844910422984,-22586.56529808408,-22586.56529808408,-265663.7651219744,-12650.655481998781,1489.089
European Union,2021-07-26,447045744,823137.8620626065,823137.8620626065,823137.8620626065,823137.8620626065,823137.8620626065,823137.8620626065,823137.8620626065,22224722.275690377,823137.8620626065,742884.261
North America,2021-07-26,370982987,787268.5546731983,787268.5546731983,787268.5546731983,787268.5546731983,787268.5546731983,787268.5546731983,787268.5546731983,1574537.1093463965,787268.5546731983,637325.017
Latin America and Caribbean,2021-08-02,655805524,1911048.3422194505,1969469.1390350943,1969469.1390350943,1929559.3109948663,1899838.0432405923,1867205.2207441656,1867205.2207441656,79046744.4742637,1718407.48857095,1360540.377
Asia,2021-08-02,4678110154,6583634.048772762,9830697.027743233,9830697.027743233,7319416.7243426675,5057546.007284225,3292165.086009219,3292165.086009219,16614751.720250387,332295.0344050077,899936.4569999999
Oceania,2021-08-02,43202462,-16406.07365498515,-7482.565139922752,-7482.565139922752,-8913.543641564762,-16406.07365498515,-22519.475493690723,-22519.475493690723,-268224.79780228465,-12772.609419156413,1558.095
European Union,2021-08-02,447045744,827687.4516644031,827687.4516644031,827687.4516644031,827687.4516644031,827687.4516644031,827687.4516644031,827687.4516644031,22347561.19493888,827687.4516644031,744148.258
North America,2021-08-02,370982987,799233.852214805,799233.852214805,799233.852214805,799233.852214805,799233.852214805,799233.852214805,799233.852214805,1598467.70442961,799233.852214805,640131.0160000001
Latin America and Caribbean,2021-08-09,655805524,1938539.328074442,1999103.1778045692,1999103.1778045692,1956785.2155473183,1926068.5258641713,1893613.455054822,1893613.455054822,80056938.68318877,1740368.232243234,1376812.374
Asia,2021-08-09,4678110154,6765506.0510186255,10056596.061444188,10056596.061444188,7523742.8523726165,5216186.351835264,3388373.6269409293,3388373.6269409293,17917917.674106944,358358.3534821389,932587.467
Oceania,2021-08-09,43202462,-16426.209550717445,-7316.441647188574,-7316.441647188574,-8855.670774804243,-16426.209550717445,-22521.288224093292,-22521.288224093292,-271830.790482595,-12944.323356314046,1652.0910000000001
European Union,2021-08-09,447045744,834841.4812661996,834841.4812661996,834841.4812661996,834841.4812661996,834841.4812661996,834841.4812661996,834841.4812661996,22540719.99418739,834841.4812661996,745762.269
North America,2021-08-09,370982987,814064.483089745,814064.483089745,814064.483089745,814064.483089745,814064.483089745,814064.483089745,814064.483089745,1628128.96617949,814064.483089745,643851.019
Latin America and Caribbean,2021-08-16,655805524,1966891.628351133,2029763.9337729132,2029763.9337729132,1984571.222955877,1954022.5681207734,1921174.7585525855,1921174.7585525855,81134315.12544717,1763789.4592488515,1391728.3800000001
Asia,2021-08-16,4678110154,6951888.253366302,10281381.41813439,10281381.41813439,7711526.505824811,5368296.81756067,3486839.2289602803,3486839.2289602803,19332015.627963502,386640.31255927007,966432.495
Oceania,2021-08-16,43202462,-16451.066375385974,-7119.396504120011,-7119.396504120011,-8786.296407036145,-16451.066375385974,-22470.662449800773,-22470.662449800773,-275272.9831629052,-13108.237293471677,1798.097
European Union,2021-08-16,447045744,841889.1108679961,841889.1108679961,841889.1108679961,841889.1108679961,841889.1108679961,841889.1108679961,841889.1108679961,22731005.993435893,841889.1108679961,747615.26
North America,2021-08-16,370982987,832689.780631352,832689.780631352,832689.780631352,832689.780631352,832689.780631352,832689.780631352,832689.780631352,1665379.561262704,832689.780631352,649073.019
Latin America and Caribbean,2021-08-23,655805524,1994730.7794830627,2060537.5421387095,2060537.5421387095,2012047.241412277,1981350.8626971345,1947983.662161875,1947983.662161875,82172149.96770556,1786351.086254469,1407086.387
Asia,2021-08-23,4678110154,7136452.286340551,10511268.46539381,10511268.46539381,7891155.020329009,5522910.385489368,3581865.381738663,3581865.381738663,20937427.58182006,418748.55163640116,998243.505
Oceania,2021-08-23,43202462,-16585.47115008935,-6937.048319250141,-6937.048319250141,-8853.267298182715,-16585.47115008935,-22529.636419153674,-22529.636419153674,-281385.5358432156,-13399.311230629313,1965.103
European Union,2021-08-23,447045744,847958.7404697927,847958.7404697927,847958.7404697927,847958.7404697927,847958.7404697927,847958.7404697927,847958.7404697927,22894885.9926844,847958.7404697927,750378.272
North America,2021-08-23,370982987,853392.0781729587,853392.0781729587,853392.0781729587,853392.0781729587,853392.0781729587,853392.0781729587,853392.0781729587,1706784.1563459174,853392.0781729587,656739.02
Latin America and Caribbean,2021-08-30,655805524,2021477.5283280397,2089664.0370006666,2089664.0370006666,2038642.7239432929,2007315.276568072,1974180.439330087,1974180.439330087,83185635.47663064,1808383.379926753,1421068.369
Asia,2021-08-30,4678110154,7312762.842762291,10726918.525906038,10726918.525906038,8059521.635075219,5655629.431748997,3664626.3409224907,3664626.3409224907,22325418.39747093,446508.36794941855,1027399.499
Oceania,2021-08-30,43202462,-16711.170775625447,-6718.330556463422,-6718.330556463422,-8887.893667792398,-16711.170775625447,-22602.347324861636,-22602.347324861636,-285957.5285235258,-13617.025167786944,2144.107
European Union,2021-08-30,447045744,854415.0500715892,854415.0500715892,854415.0500715892,854415.0500715892,854415.0500715892,854415.0500715892,854415.0500715892,23069206.351932906,854415.0500715892,753515.273
North America,2021-08-30,370982987,874994.3757145655,874994.3757145655,874994.3757145655,874994.3757145655,874994.3757145655,874994.3757145655,874994.3757145655,1749988.751429131,874994.3757145655,666407.021
Latin America and Caribbean,2021-09-06,655805524,2045250.957736401,2117146.39487221,2117146.39487221,2061839.637199424,2030453.0433947581,1996873.948302884,1996873.948302884,83998339.03541677,1826050.8485960166,1434625.374
Asia,2021-09-06,4678110154,7481510.680936199,10946559.557341676,10946559.557341676,8221913.713826506,5788676.613675621,3738989.339206492,3738989.339206492,23714678.95505728,474293.5791011456,1054241.517
Oceania,2021-09-06,43202462,-16945.799676076243,-6694.949114821066,-6694.949114821066,-9040.538017711175,-16945.799676076243,-22801.620630359972,-22801.620630359972,-292700.77668770705,-13938.132223224147,2312.107
European Union,2021-09-06,447045744,866485.143974461,866485.143974461,866485.143974461,866485.143974461,866485.143974461,866485.143974461,866485.143974461,23395098.887310445,866485.143974461,756857.269
North America,2021-09-06,370982987,896682.6732561722,896682.6732561722,896682.6732561722,896682.6732561722,896682.6732561722,896682.6732561722,896682.6732561722,1793365.3465123444,896682.6732561722,676537.022
Latin America and Caribbean,2021-09-13,655805524,2066275.5298530795,2142236.5585859674,2142236.5585859674,2082562.4765012357,2050785.2425905424,2017273.0735561568,2017273.0735561568,84715905.39420287,1841650.1172652799,1446403.371
Asia,2021-09-13,4678110154,7631057.842508694,11153461.076307472,11153461.076307472,8399063.101481277,5915312.418227252,3813026.5570455343,3813026.5570455343,25023513.51264363,500470.27025287267,1077493.529
