custom_regions,date,population,cumulative_estimated_daily_excess_deaths_per_100k,cumulative_estimated_daily_excess_deaths_ci_95_top_per_100k,cumulative_estimated_daily_excess_deaths_ci_90_top_per_100k,cumulative_estimated_daily_excess_deaths_ci_50_top_per_100k,cumulative_estimated_daily_excess_deaths_ci_50_bot_per_100k,cumulative_estimated_daily_excess_deaths_ci_90_bot_per_100k,cumulative_estimated_daily_excess_deaths_ci_95_bot_per_100k,cumulative_estimated_daily_excess_deaths_raw_estimate_per_100k,cumulative_daily_excess_deaths_per_100k,cumulative_daily_covid_deaths_per_100k
European Union,2020-02-24,447199451,-6.346017724684891,-6.345967873572269,-6.346004379862162,-6.346017724684891,-6.346299390018843,-6.346459491510381,-6.346501860827811,-171.34202738473022,-6.346001014249267,0.0017891345756593964
North America,2020-02-24,370982987,-0.40111550195678214,-0.40111550195678214,-0.40111550195678214,-0.40111550195678214,-0.40111550195678214,-0.40111550195678214,-0.40111550195678214,-0.8022310039135643,-0.40111550195678214,0
Latin America and Caribbean,2020-03-02,655799753,-0.11201400947934957,0.06306728466360237,0.04480586647063524,-0.06670567427417971,-0.19189098423213932,-0.2775753185958976,-0.28338437219663526,-7.54969513324457,-0.16777100296099046,0
Asia,2020-03-02,4678110154,-1.197852375323805,-0.30382738971025924,-0.577398970841005,-1.197852375323805,-2.185418910819392,-3.164684353074796,-3.3349850375797216,-87.03074943783776,-1.7406149887567548,0.06271750564683262
Oceania,2020-03-02,43198762,0.29542449438878904,2.0648953472657934,1.4578534273619295,0.8661578520091802,-0.055872810028363834,-0.396043397922584,-0.49598643183271784,11.607167908611817,0.5527222813624675,0.0023171960344604316
European Union,2020-03-02,447199451,-7.263773171580666,-7.263723320468044,-7.263759826757937,-7.263773171580666,-7.264054836914617,-7.264214938406157,-7.264257307723585,-196.1214244509161,-7.263756461145042,0.012300104545521901
North America,2020-03-02,370982987,-0.08536548133403374,-0.08536548133403374,-0.08536548133403374,-0.08536548133403374,-0.08536548133403374,-0.08536548133403374,-0.08536548133403374,-0.17073096266806748,-0.08536548133403374,0.0016170552856107118
Latin America and Caribbean,2020-03-09,655799753,-0.019921726054431047,0.1892341542277752,0.16036234529738005,0.036703848359787614,-0.11532133896026572,-0.21071904913140285,-0.2567459550600368,-3.5453163132018597,-0.07878480696004132,1.526380568795365e-4
Asia,2020-03-09,4678110154,-1.3855222246510153,-0.5438014139341675,-0.7622671895183358,-1.3855222246510153,-2.4966318191891235,-3.91068504740676,-4.223776366677976,-91.80494692221218,-1.8360989384442437,0.07158850240275894
Oceania,2020-03-09,43198762,0.252900273991251,2.3335415211986392,1.5877295020760127,0.8871081896008252,-0.07718999366049188,-0.5038903395978905,-0.5783515821681247,12.249350287258723,0.5833023946313677,0.006951588103381295
European Union,2020-03-09,447199451,-6.239039650617672,-6.238989799505049,-6.239026305794942,-6.239039650617672,-6.239321315951623,-6.239481417443162,-6.239523786760591,-168.45361938491527,-6.239022940182046,0.11650506252522211
North America,2020-03-09,370982987,0.1655118429386712,0.1655118429386712,0.1655118429386712,0.1655118429386712,0.1655118429386712,0.1655118429386712,0.1655118429386712,0.3310236858773424,0.1655118429386712,0.006200284327324153
Latin America and Caribbean,2020-03-16,655799753,-0.03368898319363357,0.18951775262731563,0.17479544891963011,0.026862440166196336,-0.1544945121344152,-0.27794203843588167,-0.33668278687954295,-3.8342831175205196,-0.08520629150045599,0.001221104455036292
Asia,2020-03-16,4678110154,-1.5193591094344268,-0.7523147768040481,-0.8687698489812936,-1.5193591094344268,-2.867899953503356,-4.931101807305132,-5.014676911558186,-98.7081643583553,-1.974163287167106,0.0882405686080388
Oceania,2020-03-16,43198762,0.4292784717045696,2.684427354450213,1.903747155534016,1.1115751187860305,0.09765677981190922,-0.4183028552297519,-0.4851191953549969,17.548610570128844,0.8356481223870877,0.006951588103381295
European Union,2020-03-16,447199451,-2.411350989175289,-2.4113011380626665,-2.41133764435256,-2.411350989175289,-2.4116326545092415,-2.4117927560007795,-2.411835125318208,-65.10602552597094,-2.4113342787396648,0.6091275366972666
North America,2020-03-16,370982987,0.7052613538670076,0.7052613538670076,0.7052613538670076,0.7052613538670076,0.7052613538670076,0.7052613538670076,0.7052613538670076,1.4105227077340152,0.7052613538670076,0.027225776798222825
Latin America and Caribbean,2020-03-23,655799753,0.34637436220573387,0.6502420312025752,0.6155239153975823,0.43901664575016675,0.21205219143043497,0.05074154197613833,-0.005872569210395826,14.433252950158408,0.32073895444796474,0.017843709068917565
Asia,2020-03-23,4678110154,-1.5309991787935744,-0.8833579590454622,-1.000141667582073,-1.5309991787935744,-3.105139618021728,-5.621370631134252,-5.7555678320873636,-93.78810372173018,-1.8757620744346033,0.11434121523253041
Oceania,2020-03-23,43198762,0.738636556786019,3.1570818505316667,2.4246007936990654,1.4681400015903003,0.37153723222828644,-0.18279069176853655,-0.2688633202983886,25.599338591819826,1.2190161234199919,0.016204168073149873
European Union,2020-03-23,447199451,4.388756348156731,4.388806199269354,4.38876969297946,4.388756348156731,4.388474682822779,4.388314581331241,4.3882722120138125,118.4968725819936,4.388773058592356,2.2106502988528938
North America,2020-03-23,370982987,2.5380620741759596,2.5380620741759596,2.5380620741759596,2.5380620741759596,2.5380620741759596,2.5380620741759596,2.5380620741759596,5.076124148351919,2.5380620741759596,0.2207648406259665
Latin America and Caribbean,2020-03-30,655799753,1.239177148886679,1.6140641489022394,1.488432768802242,1.3279687766044213,1.0760885589016485,0.841278718885525,0.8208162029330789,55.24883044718522,1.227751787715227,0.0756358930803074
Asia,2020-03-30,4678110154,-1.7247693941243536,-1.3593870664445975,-1.422256947435143,-1.7247693941243536,-3.8075724679682885,-6.474297771622633,-6.757752853516533,-95.99782888657077,-1.9199565777314156,0.14563667326590274
Oceania,2020-03-30,43198762,1.2734714380217562,3.7158932773247453,3.0034957426684263,2.040915101250466,0.8525387601012885,0.2675063815002545,0.15331450972029873,38.24880951267075,1.8213718815557498,0.04167712028414148
European Union,2020-03-30,447199451,12.468552197449831,12.468602048562452,12.46856554227256,12.468552197449831,12.468270532115879,12.46811043062434,12.46806806130691,336.6513605129072,12.468568907885453,5.65989201091394
North America,2020-03-30,370982987,7.011145595377799,7.011145595377799,7.011145595377799,7.011145595377799,7.011145595377799,7.011145595377799,7.011145595377799,14.022291190755597,7.011145595377799,1.1873846387462508
Latin America and Caribbean,2020-04-06,655799753,2.1956849475252027,2.604545543587573,2.4791860760097393,2.291607194637502,2.016082870164703,1.6948822946152053,1.684559256355825,99.12536296776037,2.2027858437280083,0.24413229689032834
Asia,2020-04-06,4678110154,-1.8598122167589648,-1.7296222236352836,-1.8598122167589648,-1.8598122167589648,-4.2699147457418025,-7.171792913104859,-7.684423265771032,-98.49615556633401,-1.9699231113266802,0.18937277465399335
Oceania,2020-04-06,43198762,1.583456658093129,4.053708134655961,3.4638155147415257,2.4107245562964805,1.1358319292499437,0.5151985718466048,0.3861781778588004,46.41968882704864,2.210461372716601,0.09492401657251197
European Union,2020-04-06,447199451,19.513093876061514,19.51314372717414,19.513107220884244,19.513093876061514,19.512812210727564,19.512652109236026,19.512609739918595,526.8539858354227,19.513110586497135,10.312626479498967
North America,2020-04-06,370982987,13.544072002762125,13.544072002762125,13.544072002762125,13.544072002762125,13.544072002762125,13.544072002762125,13.544072002762125,27.08814400552425,13.544072002762125,4.054902927394889
Latin America and Caribbean,2020-04-13,655799753,3.157964041871238,3.6021415545196103,3.469491125382949,3.2616813176007255,2.9346134626721936,2.5674698800390585,2.540012755540078,143.41246288908286,3.186943619757397,0.559171909294696
Asia,2020-04-13,4678110154,-2.0698967554832337,-2.0698967554832337,-2.0698967554832337,-2.0698967554832337,-4.727875448014131,-7.9938236526167925,-8.502468248754901,-101.49498350043345,-2.0298996700086693,0.2410178817691859
Oceania,2020-04-13,43198762,1.5621626443717538,4.064374671290362,3.6107753124784816,2.4443525103557966,1.0467902071024384,0.3997899492389747,0.28802222376182746,47.78481755070358,2.2754675024144557,0.15278910076173016
European Union,2020-04-13,447199451,24.288133662999353,24.288183514111974,24.288147007822083,24.288133662999353,24.287851997665403,24.28769189617386,24.287649526856438,655.7800600827443,24.288150373434977,14.94255300416279
North America,2020-04-13,370982987,19.839251658703073,19.839251658703073,19.839251658703073,19.839251658703073,19.839251658703073,19.839251658703073,19.839251658703073,39.67850331740615,19.839251658703073,8.32437041108842
Latin America and Caribbean,2020-04-20,655799753,4.396476488468828,4.913038998624789,4.750999690866695,4.499387586025299,4.123307537506086,3.7243170331992084,3.674486495284034,200.1911045691897,4.44869121264866,1.0405709927127709
Asia,2020-04-20,4678110154,-2.2868685821539,-2.2868685821539,-2.2868685821539,-2.2868685821539,-5.337051940553715,-9.03059140742055,-9.416054662547236,-105.65023995415088,-2.113004799083017,0.32222629446018813
Oceania,2020-04-20,43198762,1.5995318011695072,4.223305921917579,3.9205335805105697,2.5909098424100465,1.051508651602935,0.3385682785686581,0.2519402856676045,50.32636887646921,2.396493756022343,0.18288024087356947
European Union,2020-04-20,447199451,26.906238780533933,26.906288631646554,26.906252125356662,26.906238780533933,26.90595711519998,26.90579701370844,26.90575464439101,726.4688982561779,26.906255490969556,19.074937325895778
North America,2020-04-20,370982987,25.532606771496845,25.532606771496845,25.532606771496845,25.532606771496845,25.532606771496845,25.532606771496845,25.532606771496845,51.06521354299369,25.532606771496845,12.795735832489806
Latin America and Caribbean,2020-04-27,655799753,5.919872199812734,6.501828982050562,6.326921565637595,6.055093914108207,5.602198402648139,5.149974233136913,5.098175531917411,269.79763305699424,5.995502956822094,1.810624652675037
Asia,2020-04-27,4678110154,-2.502012886944677,-2.502012886944677,-2.502012886944677,-2.502012886944677,-5.862802516623604,-10.008840312641171,-10.431985404657372,-109.40740830419084,-2.188148166083817,0.37494023061860543
Oceania,2020-04-27,43198762,1.1759732706890678,3.889005017813692,3.7505045862477018,2.170256093147381,0.5943064166083795,-0.1310352549202016,-0.16754682169849877,44.88574700940116,2.1374165242571976,0.23612713716193998
European Union,2020-04-27,447199451,28.305053492454864,28.305103343567488,28.305066837277597,28.305053492454864,28.304771827120913,28.30461172562937,28.304569356311948,764.2368954780432,28.305070202890487,22.21961918285092
North America,2020-04-27,370982987,29.98628239462171,29.98628239462171,29.98628239462171,29.98628239462171,29.98628239462171,29.98628239462171,29.98628239462171,59.97256478924342,29.98628239462171,16.95199057740079
Latin America and Caribbean,2020-05-04,655799753,8.786084138259241,9.397294952029203,9.287830467051288,8.9169558132017,8.428049737175842,7.913271137765037,7.859373370134461,398.5453925379419,8.856564278620931,2.966009351333196
Asia,2020-05-04,4678110154,-2.2622293268074287,-2.2622293268074287,-2.2622293268074287,-2.2622293268074287,-5.910999209586729,-10.572261344608886,-10.820658134043455,-110.64716775590408,-2.2129433551180817,0.4285519652173629
Oceania,2020-05-04,43198762,0.953265407983992,3.808709988872617,3.6865803916476434,2.0558310696949897,0.37037034072912656,-0.38622502598707764,-0.4222004683364443,43.36765242634752,2.0651263060165483,0.26853547330823974
European Union,2020-05-04,447199451,29.154885332950766,29.15493518406339,29.1548986777735,29.154885332950766,29.154603667616815,29.154443566125273,29.15440119680785,787.1823551714325,29.15490204338639,24.368105273009384
North America,2020-05-04,370982987,33.93077024736512,33.93077024736512,33.93077024736512,33.93077024736512,33.93077024736512,33.93077024736512,33.93077024736512,67.86154049473024,33.93077024736512,20.83006652809122
Latin America and Caribbean,2020-05-11,655799753,11.93318014923979,12.528356611386236,12.51776968776611,12.053031294113593,11.553017838937686,10.976552715976656,10.932349107175673,539.4815143405204,11.988478096456012,4.479427426682791
Asia,2020-05-11,4678110154,-1.939240548314893,-1.939240548314893,-1.939240548314893,-1.939240548314893,-5.786591571688665,-10.98729542777917,-11.105134194789409,-112.09100534356793,-2.2418201068713586,0.48056038143474633
Oceania,2020-05-11,43198762,0.45837520134864296,3.517008536868551,3.4660209820458703,1.6689793156283377,-0.06030018410116642,-0.8991002937913384,-0.9774955202322865,36.375789868183844,1.7321804699135164,0.2731698653771606
European Union,2020-05-11,447199451,29.755566599243487,29.75561645035611,29.755579944066213,29.755566599243487,29.755284933909532,29.755124832417994,29.755082463100564,803.4007493613359,29.755583309679103,26.041855538861114
North America,2020-05-11,370982987,37.27127712384155,37.27127712384155,37.27127712384155,37.27127712384155,37.27127712384155,37.27127712384155,37.27127712384155,74.5425542476831,37.27127712384155,24.27308290555114
Latin America and Caribbean,2020-05-18,655799753,15.316038307772974,16.003104089517752,15.915846198422933,15.422049155264759,14.8903944484391,14.289716206621682,14.204462283370056,690.8322100564867,15.351826890144151,6.268391351467923
Asia,2020-05-18,4678110154,-1.4871828549062096,-1.4871828549062096,-1.4871828549062096,-1.4871828549062096,-5.736149785202433,-11.201974387669217,-11.4415070994131,-113.12982895387175,-2.2625965790774347,0.5363521202797227
Oceania,2020-05-18,43198762,-0.013503353132037144,3.2634213620744847,3.1950668217131235,1.3771456980239034,-0.5492461597125528,-1.5110238663648679,-1.530356397927229,29.840884849683043,1.4209945166515734,0.27780425744608145
European Union,2020-05-18,447199451,30.175523135621436,30.175572986734053,30.175536480444165,30.175523135621436,30.17524147028748,30.175081368795947,30.175038999478513,814.7395758435405,30.17553984605706,27.343963577450815
North America,2020-05-18,370982987,39.891625189729076,39.891625189729076,39.891625189729076,39.891625189729076,39.891625189729076,39.891625189729076,39.891625189729076,79.78325037945815,39.891625189729076,27.188041105507622
Latin America and Caribbean,2020-05-25,655799753,18.860250369611684,19.637886731448088,19.480940977289038,18.95456983930313,18.410743795793977,17.73813572912199,17.65985014409625,849.3336403961667,18.874080897692597,8.392211151076783
Asia,2020-05-25,4678110154,-0.7266386322431032,-0.2578558238738373,-0.7266386322431032,-0.7266386322431032,-5.501160405877779,-11.341233461059538,-11.627167116652492,-114.77845009054651,-2.29556900181093,0.5934693088887877
Oceania,2020-05-25,43198762,-0.6326093554975444,2.885717527866787,2.84206323104189,0.8712112914757969,-1.1784830955336616,-2.2055492896184643,-2.3091134229322483,20.22394706366917,0.96304509826996,0.28475584554946276
European Union,2020-05-25,447199451,30.22457581773682,30.22462566884944,30.22458916255955,30.22457581773682,30.224294152402866,30.224134050911328,30.224091681593897,816.0639982606559,30.224592528172447,27.715837468682402
North America,2020-05-25,370982987,42.0457344448685,42.0457344448685,42.0457344448685,42.0457344448685,42.0457344448685,42.0457344448685,42.0457344448685,84.091468889737,42.0457344448685,29.430462804484346
Latin America and Caribbean,2020-06-01,655799753,22.51774550408609,23.36810321723353,23.202033105022092,22.605399487520803,22.02902658772692,21.279437921767613,21.266311715801585,1009.7858115172033,22.439684700382298,10.554304676598438
Asia,2020-06-01,4678110154,0.9181026160488851,0.9276993987179092,0.9181026160488851,0.9181026160488851,-4.714023257561953,-10.551139814014741,-11.172390455885491,-112.10825090465453,-2.2421650180930905,0.6682645976873678
Oceania,2020-06-01,43198762,-1.4487520924316746,2.315790181916458,2.2496828306113588,0.12404231707891956,-1.950098724440313,-3.073926561364957,-3.152380663020097,6.167244948745963,0.2936783308926646,0.28707304158392316
European Union,2020-06-01,447199451,30.56473836537619,30.564788216488818,30.564751710198923,30.56473836537619,30.564456700042246,30.564296598550698,30.564254229233278,825.248387046919,30.564755075811817,28.2961197105763
North America,2020-06-01,370982987,43.774217713013485,43.774217713013485,43.774217713013485,43.774217713013485,43.774217713013485,43.774217713013485,43.774217713013485,87.54843542602697,43.774217713013485,31.375295385176248
Latin America and Caribbean,2020-06-08,655799753,26.389932414822965,27.22156839345075,27.172666884506054,26.472657993565843,25.8178023103703,25.081259162126422,24.99494245589967,1178.4715173038132,26.18825594008474,13.234239354768405
Asia,2020-06-08,4678110154,2.4031880044177565,2.6149155657959744,2.4304827712764876,2.4031880044177565,-3.227532718127368,-9.50774854190229,-10.646919555102171,-109.0157658095026,-2.180315316190052,0.7621491761906041
Oceania,2020-06-08,43198762,-2.1203544086282435,1.843930029372206,1.7634670629016378,-0.389150621117729,-2.609310021596597,-3.746912396991319,-3.856380076631698,-4.856036902883632,-0.23123985251826848,0.28707304158392316
European Union,2020-06-08,447199451,30.749802332628448,30.74985218374107,30.749815677451174,30.749802332628448,30.749520667294494,30.749360565802956,30.74931819648553,830.2451141627299,30.749819043064075,28.702427007228145
North America,2020-06-08,370982987,45.32758064156544,45.32758064156544,45.32758064156544,45.32758064156544,45.32758064156544,45.32758064156544,45.32758064156544,90.65516128313088,45.32758064156544,32.95002986215106
Latin America and Caribbean,2020-06-15,655799753,30.26101872077614,31.167025772043484,31.066944481740368,30.375917077047664,29.598278750692646,28.90267032075461,28.76382599896967,1347.0022596285814,29.933383547301812,15.832441156774879
Asia,2020-06-15,4678110154,3.6347272136821203,4.296684795885062,3.9534520637927373,3.6347272136821203,-2.224906275142008,-8.388185947561503,-10.120834275779185,-106.66657231833885,-2.133331446366777,0.879910255315463
Oceania,2020-06-15,43198762,-3.0276385843579607,1.2409414580609346,1.049278155054156,-1.1157294941399885,-3.5029870558572074,-4.704165134709503,-4.835022402596567,-20.82807168405309,-0.9918129373358616,0.28707304158392316
European Union,2020-06-15,447199451,30.565590354593358,30.565640205705982,30.565603699416084,30.565590354593358,30.565308689259403,30.565148587767865,30.565106218450435,825.2713907557824,30.565607065028985,29.000730369859063
North America,2020-06-15,370982987,46.937729642268735,46.937729642268735,46.937729642268735,46.937729642268735,46.937729642268735,46.937729642268735,46.937729642268735,93.87545928453747,46.937729642268735,34.32017382511398
Latin America and Caribbean,2020-06-22,655799753,34.105894783299384,35.160641663472354,35.01823910669609,34.235510040491135,33.40159969561573,32.653704724132545,32.5857238310983,1514.639245898519,33.65864990885598,18.765655741257955
Asia,2020-06-22,4678110154,5.237066590425886,6.273991745320268,6.189823010073779,5.237066590425886,-1.2348500661640789,-7.085590705637566,-9.396148216526619,-102.7116339306823,-2.054232678613646,1.0486749645698916
Oceania,2020-06-22,43198762,-4.075082925454337,0.43354740340470904,0.1466980210906741,-2.0132877347915574,-4.5785940360101085,-5.900051821560703,-5.953010642052197,-39.66824421417013,-1.8889640101985776,0.28707304158392316
European Union,2020-06-22,447199451,31.343110326448354,31.34316017756098,31.34312367127108,31.343110326448354,31.3428286611144,31.34266855962286,31.34262619030543,846.2644299958673,31.34312703688398,29.51794679193378
North America,2020-06-22,370982987,48.76037715663917,48.76037715663917,48.76037715663917,48.76037715663917,48.76037715663917,48.76037715663917,48.76037715663917,97.52075431327835,48.76037715663917,35.47278705802215
Latin America and Caribbean,2020-06-29,655799753,38.0803257163318,39.184532581546705,39.138467267748545,38.23096163192188,37.35510368301936,36.63520449736574,36.449119804676,1687.7388371536097,37.505307492302435,21.609666723982436
Asia,2020-06-29,4678110154,7.113368446777695,8.401883178098329,7.986250276255025,7.113368446777695,0.32873886940389657,-6.3129339453684095,-8.581299552969933,-99.25649138430168,-1.9851298276860334,1.1921516844214097
Oceania,2020-06-29,43198762,-5.0997784854862545,-0.16643143509172897,-0.6555571297673431,-2.8993615397402137,-5.575723799820219,-7.0467581984724985,-7.096325770786008,-57.857009187746584,-2.7550956756069804,0.291707433652844
European Union,2020-06-29,447199451,31.69841600537928,31.698465856491904,31.69842935020201,31.69841600537928,31.698134340045332,31.697974238553787,31.697931869236363,855.8576833270023,31.698432715814906,29.724569138614623
North America,2020-06-29,370982987,50.7721618258805,50.7721618258805,50.7721618258805,50.7721618258805,50.7721618258805,50.7721618258805,50.7721618258805,101.544323651761,50.7721618258805,36.54453431849693
Latin America and Caribbean,2020-07-06,655799753,43.02425064345243,44.308957268885855,44.05595406511844,43.27494473105919,42.29097116440413,41.593439088085084,41.37012526242929,1903.3577114596967,42.29683803243771,24.42836327204289
Asia,2020-07-06,4678110154,8.794692017239681,10.299953532260842,9.86981842730265,8.794692017239681,1.5698250379231553,-5.496792864828547,-7.602436825159866,-92.11719662151025,-1.8423439324302047,1.352387308492608
Oceania,2020-07-06,43198762,-6.123433521570602,-0.9344255157631158,-1.2774266639242116,-3.855464001412975,-6.6212506098926385,-8.129864996073964,-8.31996688702344,-75.81177552004473,-3.610084548573559,0.2963418257217649
European Union,2020-07-06,447199451,31.748423590854024,31.748473441966645,31.74843693567675,31.748423590854024,31.74814192552007,31.747981824028532,31.7479394547111,857.2078881348203,31.74844030128965,29.912628627086576
North America,2020-07-06,370982987,53.60249256679565,53.60249256679565,53.60249256679565,53.60249256679565,53.60249256679565,53.60249256679565,53.60249256679565,107.2049851335913,53.60249256679565,37.5515880462734
Latin America and Caribbean,2020-07-13,655799753,48.06345145321093,49.503390695492165,49.31699008618493,48.33889070415155,47.317769002485115,46.62317269145659,46.51253121605363,2122.231847742072,47.160707727601604,27.364471575212686
Asia,2020-07-13,4678110154,10.457447316953855,12.210010044307115,11.944520711506865,10.457447316953855,2.6622517253335944,-4.69481443579291,-6.302822494256035,-84.27456228532574,-1.6854912457065148,1.5268380745358567
Oceania,2020-07-13,43198762,-7.196344747237421,-1.7770081709204806,-1.9794115474832592,-4.78590569324188,-7.691091545997007,-9.382657950684617,-9.596706102433913,-94.89435195023428,-4.518778664296871,0.3009762177906858
European Union,2020-07-13,447199451,31.68590867683226,31.68595852794488,31.68592202165498,31.68590867683226,31.685627011498305,31.685466910006767,31.685424540689336,855.5199854562327,31.68592538726788,30.065805469872995
North America,2020-07-13,370982987,56.820801566491006,56.820801566491006,56.820801566491006,56.820801566491006,56.820801566491006,56.820801566491006,56.820801566491006,113.64160313298201,56.820801566491006,39.047883077182725
Latin America and Caribbean,2020-07-20,655799753,53.10164108837413,54.62310961022253,54.511331866109074,53.42479346489155,52.2965496725891,51.63741861388541,51.56400533406158,2339.20753866166,51.98238974803689,30.509029026730968
Asia,2020-07-20,4678110154,12.288029337595066,14.497465218534188,13.780399616904663,12.288029337595066,4.18190432117168,-3.8924555420054094,-5.236532783416202,-76.35221627333108,-1.5270443254666217,1.7375857840905384
Oceania,2020-07-20,43198762,-8.0907405681511,-2.471582358058118,-2.591803910917811,-5.549992148235208,-8.573684015220387,-10.475502248512239,-10.70554339286589,-110.00042553527274,-5.238115501679655,0.34263713390675404
European Union,2020-07-20,447199451,31.618832039857907,31.618881890970528,31.61884538468064,31.618832039857907,31.618550374523956,31.618390273032414,31.61834790371499,853.7089162579254,31.618848750293534,30.214064149197718
North America,2020-07-20,370982987,60.40741137274958,60.40741137274958,60.40741137274958,60.40741137274958,60.40741137274958,60.40741137274958,60.40741137274958,120.81482274549916,60.40741137274958,40.577873992911705
Latin America and Caribbean,2020-07-27,655799753,58.02450426190954,59.688426626945294,59.46448437764464,58.435372911942004,57.206192980191965,56.56951747414424,56.42010689084325,2550.9642202962596,56.68809378436132,33.68195047185387
Asia,2020-07-27,4678110154,14.086577251053777,16.452561341962635,15.687684256236949,14.086577251053777,5.69536253583763,-2.7810372637064384,-4.244157023600893,-67.44470748228997,-1.3488941496457993,1.9467514231602678
Oceania,2020-07-27,43198762,-8.826299355828331,-2.824947315441674,-3.2161188236516196,-6.153173869350393,-9.258740812183648,-11.362122126886083,-11.678770440352535,-121.73279132748134,-5.796799587022921,0.4375449463111929
European Union,2020-07-27,447199451,32.888988708207975,32.8890385593206,32.8890020530307,32.888988708207975,32.888707042874024,32.88854694138249,32.88850457206506,888.0031463033773,32.889005418643606,30.341748563550897
North America,2020-07-27,370982987,63.90192351452233,63.90192351452233,63.90192351452233,63.90192351452233,63.90192351452233,63.90192351452233,63.90192351452233,127.80384702904466,63.90192351452233,42.50464725488881
Latin America and Caribbean,2020-08-03,655799753,62.714400614444045,64.49900213736558,64.18743667635064,63.24222321550548,61.87238769384855,61.24040871758365,60.974204641114326,2752.7239564839483,61.171643477421064,36.828796426826344
Asia,2020-08-03,4678110154,15.843929260641584,18.01851069792005,17.493141484575563,15.843929260641584,7.292317031656081,-1.6111562617097461,-3.1984855489226747,-58.87526393545022,-1.1775052787090043,2.157606269995497
Oceania,2020-08-03,43198762,-9.672456531342032,-3.300398889365355,-3.709666352974872,-6.902493681946239,-10.250289553777295,-12.440399518809325,-12.675037333761065,-136.02499750316835,-6.477380833484207,0.5949684391418439
European Union,2020-08-03,447199451,33.86503788294797,33.865087734060594,33.86505122777071,33.86503788294797,33.86475621761402,33.864596116122485,33.86455374680506,914.3564740213571,33.8650545933836,30.497384488068167
North America,2020-08-03,370982987,67.19193391544658,67.19193391544658,67.19193391544658,67.19193391544658,67.19193391544658,67.19193391544658,67.19193391544658,134.38386783089317,67.19193391544658,44.47589802817562
Latin America and Caribbean,2020-08-10,655799753,67.09381439917496,69.03463724212182,68.63118204087395,67.63545640550232,66.2068169094571,65.60196013761883,65.20361347145918,2941.024058142009,65.35609018093355,40.1220297501393
Asia,2020-08-10,4678110154,17.654129301771608,19.70205087493461,19.21169317639192,17.654129301771608,8.886178442459368,-0.2954765755099428,-1.8435235086050556,-50.674836923743555,-1.013496738474871,2.3779303466140655
Oceania,2020-08-10,43198762,-10.335524706960998,-3.601937664710803,-4.122837168222752,-7.423759804629848,-11.025527194326385,-13.277715787171225,-13.537217545000072,-146.33097833286044,-6.968141825374308,0.826461184234863
European Union,2020-08-10,447199451,36.31014073950922,36.31019059062184,36.310154084331955,36.31014073950922,36.30985907417527,36.309698972683734,36.309656603366314,980.3742511485108,36.31015744994485,30.677392088301115
North America,2020-08-10,370982987,70.6478998152053,70.6478998152053,70.6478998152053,70.6478998152053,70.6478998152053,70.6478998152053,70.6478998152053,141.2957996304106,70.6478998152053,46.457120956870185
Latin America and Caribbean,2020-08-17,655799753,71.16026970092474,73.26928804112922,72.76360212614449,71.71296677008316,70.26332186322756,69.60412570211798,69.14950264423454,3116.1452893286146,69.24767309619143,43.18805545509256
Asia,2020-08-17,4678110154,19.567012275830876,21.789755685754102,21.069635003224768,19.567012275830876,10.631302919856,1.2509844883545622,-0.5913237434513295,-42.255111954907164,-0.8451022390981433,2.602636577419934
Oceania,2020-08-17,43198762,-11.341313683007803,-4.20633661590696,-4.857888479760761,-8.31042779495684,-12.05806497571607,-14.337070868928206,-14.849909751905102,-163.48159975665124,-7.784838083650058,1.074158097401032
European Union,2020-08-17,447199451,37.70023335635534,37.70028320746796,37.70024670117807,37.70023335635534,37.69995169102139,37.69979158952985,37.69974922021242,1017.906751803356,37.700250066790964,30.89787827132194
North America,2020-08-17,370982987,73.84671106544363,73.84671106544363,73.84671106544363,73.84671106544363,73.84671106544363,73.84671106544363,73.84671106544363,147.69342213088726,73.84671106544363,48.374997584457965
Latin America and Caribbean,2020-08-24,655799753,74.93193222974729,77.12747975624393,76.61190076701754,75.47995032322335,74.02317048215592,73.30347782712825,72.79245316100301,3277.5062225603647,72.83347161245256,46.24234083845408
Asia,2020-08-24,4678110154,21.444242184257035,24.37842451881555,23.25513026921067,21.444242184257035,12.210775422777886,2.599041108688243,0.33706961109860095,-34.59605740272554,-0.6919211480545108,2.8163341533834263
Oceania,2020-08-24,43198762,-12.526118454532659,-4.991218570072964,-5.788284922432995,-9.37977258954923,-13.158985494135266,-15.706908228190068,-16.355018084129917,-184.56983402221724,-8.789039715343678,1.2778768984166724
European Union,2020-08-24,447199451,38.537682182053295,38.53773203316592,38.537695526876036,38.537682182053295,38.53740051671935,38.53724041522781,38.53719804591039,1040.5178700972008,38.53769889248892,31.12395256495966
North America,2020-08-24,370982987,76.4511554370736,76.4511554370736,76.4511554370736,76.4511554370736,76.4511554370736,76.4511554370736,76.4511554370736,152.9023108741472,76.4511554370736,50.175617891609676
Latin America and Caribbean,2020-08-31,655799753,78.37833640403589,80.59507455296307,80.12776667555774,78.99095869330147,77.46055521273252,76.66821611655962,76.19978133659652,3424.5072464494842,76.10016103221075,49.02550794342857
Asia,2020-08-31,4678110154,23.337714873734665,26.58373698235304,25.98474172870256,23.337714873734665,13.907597969837603,3.4053673552819905,1.0672578540493076,-28.2008679168559,-0.5640173583371181,3.0487141667250275
