custom_regions,date,population,cumulative_estimated_daily_excess_deaths_per_100k,cumulative_estimated_daily_excess_deaths_ci_95_top_per_100k,cumulative_estimated_daily_excess_deaths_ci_90_top_per_100k,cumulative_estimated_daily_excess_deaths_ci_50_top_per_100k,cumulative_estimated_daily_excess_deaths_ci_50_bot_per_100k,cumulative_estimated_daily_excess_deaths_ci_90_bot_per_100k,cumulative_estimated_daily_excess_deaths_ci_95_bot_per_100k,cumulative_estimated_daily_excess_deaths_raw_estimate_per_100k,cumulative_daily_excess_deaths_per_100k,cumulative_daily_covid_deaths_per_100k
Oceania,2020-08-31,43198762,-13.382210457439264,-5.471685555514251,-6.3317759361854575,-10.108862386470864,-14.010668151815253,-16.68536307975259,-17.354311211719956,-198.99815520971876,-9.476102629034228,1.5880732878409802
European Union,2020-08-31,447199451,39.5697332144521,39.56978306556473,39.569746559274826,39.5697332144521,39.56945154911814,39.56929144762661,39.56924907830918,1068.3832479719686,39.569749924887724,31.31849707928197
North America,2020-08-31,370982987,78.82593968145898,78.82593968145898,78.82593968145898,78.82593968145898,78.82593968145898,78.82593968145898,78.82593968145898,157.65187936291795,78.82593968145898,51.90965967396235
Latin America and Caribbean,2020-09-07,655799753,81.2506480343951,83.50176179190312,83.08045632800172,81.90361452358333,80.3225880526217,79.42551527100758,79.08045342513016,3544.5256755877126,78.76723723528251,51.84023696940917
Asia,2020-09-07,4678110154,25.33045412859511,28.81895869333291,28.697001038877296,25.33045412859511,16.055451427775992,4.3234014577201805,1.9698152375145457,-23.162500573242347,-0.46325001146484707,3.2925523326614683
Oceania,2020-09-07,43198762,-14.277306806506353,-5.994920765266828,-6.9449092036334745,-10.739981011628245,-14.741615060512853,-17.536205485400693,-18.36006026721842,-214.82240797806116,-10.22963847514577,1.8542915651147596
European Union,2020-09-07,447199451,40.99534283106234,40.995392682174966,40.99535617588507,40.99534283106234,40.99506116572839,40.99490106423685,40.994858694919415,1106.8747076204447,40.99535954149796,31.588845801154623
North America,2020-09-07,370982987,80.89594804493127,80.89594804493127,80.89594804493127,80.89594804493127,80.89594804493127,80.89594804493127,80.89594804493127,161.79189608986255,80.89594804493127,53.45204738458801
Latin America and Caribbean,2020-09-14,655799753,83.86124331297451,86.16263939898997,85.7712143547076,84.62911312018879,82.91548363685621,81.95255245342587,81.63994846692641,3653.4153265179393,81.1870072559542,54.16792891045813
Asia,2020-09-14,4678110154,27.375646756712275,31.682760316090622,31.023036371666976,27.375646756712275,18.004614383647958,5.311507913465426,2.869232158841688,-18.428572405517418,-0.36857144811034837,3.5576380957531426
Oceania,2020-09-14,43198762,-15.310082388289294,-6.6700768515574165,-7.666460665160117,-11.566958214948235,-15.688607556715032,-18.564965717239286,-19.491847195230076,-233.63146850547778,-11.125308024070373,1.9630863495578879
European Union,2020-09-14,447199451,42.65038027852205,42.65043012963468,42.65039362334479,42.65038027852205,42.650098613188106,42.64993851169656,42.649896142379134,1151.5607187018572,42.65039698895768,31.866573333516904
North America,2020-09-14,370982987,82.99938112175843,82.99938112175843,82.99938112175843,82.99938112175843,82.99938112175843,82.99938112175843,82.99938112175843,165.99876224351686,82.99938112175843,54.87044261682006
Latin America and Caribbean,2020-09-21,655799753,86.46768561583377,88.83051187674347,88.46571569664921,87.30063756683148,85.50889323250321,84.47073995877366,84.15867460051022,3761.9690898559666,83.59931310791038,56.367687744463055
Asia,2020-09-21,4678110154,29.375225627199477,34.866055116986054,33.59533557263517,29.375225627199477,19.631743781067893,6.157988305625274,3.7989418479165247,-13.456723468811509,-0.2691344693762302,3.829841754512906
Oceania,2020-09-21,43198762,-15.789322272966658,-6.823408446227413,-7.864780944122653,-11.912539284229796,-16.190177372251014,-19.02525994681041,-19.991884419690482,-241.78466810799114,-11.513555624190055,2.0556931700959393
European Union,2020-09-21,447199451,43.64597595041485,43.646025801527465,43.64598929523758,43.64597595041485,43.64569428508089,43.645534183589355,43.64549181427193,1178.4418018429626,43.64599266085046,32.3294567282463
North America,2020-09-21,370982987,85.33508001584981,85.33508001584981,85.33508001584981,85.33508001584981,85.33508001584981,85.33508001584981,85.33508001584981,170.67016003169962,85.33508001584981,56.333583297176915
Latin America and Caribbean,2020-09-28,655799753,88.86452383451966,91.28239023819317,90.94181861115038,89.70604120914443,87.88461662963076,86.77447906295102,86.43915422224059,3861.0570445052854,85.801267655673,58.60266861064219
Asia,2020-09-28,4678110154,31.455462860959045,38.059544519148304,35.77520310574256,31.455462860959045,21.329445017027666,7.021658670293742,4.901695409470535,-7.7515442155745475,-0.155030884311491,4.08800115227043
Oceania,2020-09-28,43198762,-16.141894465251877,-6.897088831807204,-8.001350051820024,-12.130575226412093,-16.588106682105305,-19.475496696827655,-20.313424629072717,-248.2655975653554,-11.82217131263597,2.1205098423885387
European Union,2020-09-28,447199451,45.018343104524845,45.018392955637474,45.01835644934758,45.018343104524845,45.018061439190895,45.01790133769936,45.01785896838192,1215.4957150039327,45.01835981496047,32.86367071143833
North America,2020-09-28,370982987,87.23823436668793,87.23823436668793,87.23823436668793,87.23823436668793,87.23823436668793,87.23823436668793,87.23823436668793,174.47646873337587,87.23823436668793,57.79402762747177
Latin America and Caribbean,2020-10-05,655799753,91.49326172124432,93.97954172959017,93.63312577733122,92.34067360892892,90.47379920137108,89.31106022603679,88.94641963828693,3969.5340363731643,88.21186747495922,61.557991163195815
Asia,2020-10-05,4678110154,33.45396170190248,40.95498679124823,38.28151271306469,33.45396170190248,22.88944303434509,7.827304524274806,5.95976831992042,-2.2399883204953577,-0.04479976640990719,4.348063733088402
Oceania,2020-10-05,43198762,-16.861550267900704,-7.265792749185464,-8.434947859328199,-12.718442237401014,-17.290142131318735,-20.19316009022362,-21.196704358658902,-260.3768272614163,-12.39889653625792,2.1506009825003782
European Union,2020-10-05,447199451,46.40524568917843,46.40529554029106,46.40525903400117,46.40524568917843,46.404964023844485,46.40480392235294,46.40476155303552,1252.9420847895797,46.40526239961406,33.468100791563806
North America,2020-10-05,370982987,89.7321615409349,89.7321615409349,89.7321615409349,89.7321615409349,89.7321615409349,89.7321615409349,89.7321615409349,179.4643230818698,89.7321615409349,59.24072415752046
Latin America and Caribbean,2020-10-12,655799753,94.03765314370901,96.58704151540375,96.22580866882853,94.86548928052586,92.97419391913031,91.78987267723214,91.36446590944156,4074.6508943130884,90.54779765140195,63.51560412984785
Asia,2020-10-12,4678110154,35.13452050935603,43.652593323150946,39.89619333902358,35.13452050935603,24.352489668212538,8.614153861033124,6.834050735493195,4.325134044322841,0.0865026808864568,4.594616542242284
Oceania,2020-10-12,43198762,-17.356254214693475,-7.466258949860369,-8.721743980029174,-13.136534868202203,-17.79050398246004,-20.744305858975594,-21.695214217991396,-269.41574669080796,-12.829321270990857,2.159853562470147
European Union,2020-10-12,447199451,48.7095912605856,48.70964111169822,48.70960460540833,48.7095912605856,48.709309595251646,48.7091494937601,48.709107124442674,1315.159415217573,48.70960797102122,34.25745820068102
North America,2020-10-12,370982987,91.61482977713614,91.61482977713614,91.61482977713614,91.61482977713614,91.61482977713614,91.61482977713614,91.61482977713614,183.22965955427227,91.61482977713614,60.648066052689366
Latin America and Caribbean,2020-10-19,655799753,96.70988012703276,99.32809115877436,98.9457988738467,97.5372788413117,95.59595917324914,94.35611385203792,93.90725869040091,4186.044858917308,93.02321908705129,65.31325561508713
Asia,2020-10-19,4678110154,36.79882775588691,46.18972108252962,41.41121056016707,36.79882775588691,25.6178327918425,9.435951800973418,7.847083583339519,10.885746040786,0.21771492081571997,4.82665464401119
Oceania,2020-10-19,43198762,-17.636999658095238,-7.452270646090942,-8.778961189027843,-13.276442430858962,-18.118421426846005,-21.073008947612344,-21.943608320434613,-274.30315825985866,-13.062055155231365,2.1737405345088363
European Union,2020-10-19,447199451,53.1251648263223,53.12521467743492,53.12517817114503,53.1251648263223,53.12488316098835,53.12472305949681,53.12468069017938,1434.3799014924641,53.12518153675792,35.352272380137606
North America,2020-10-19,370982987,93.84737928700343,93.84737928700343,93.84737928700343,93.84737928700343,93.84737928700343,93.84737928700343,93.84737928700343,187.69475857400687,93.84737928700343,62.13277187290532
Latin America and Caribbean,2020-10-26,655799753,99.36497310518675,102.02146445783566,101.65749454143813,100.16936716630616,98.19692139494013,96.9141048629257,96.42866923924313,4296.21512681178,95.471447262484,67.14155959738521
Asia,2020-10-26,4678110154,38.484638257150166,48.60238849224507,43.10397865103458,38.484638257150166,27.137493336050955,10.32849709972348,8.833731943718078,19.10012414050882,0.3820024828101764,5.04744886774635
Oceania,2020-10-26,43198762,-18.011529673576714,-7.5420476197109565,-9.053897863646556,-13.532610634132892,-18.583752950702323,-21.690884671532853,-22.34429399669825,-281.2031275035945,-13.390625119218788,2.1737405345088363
European Union,2020-10-26,447199451,59.301174363613896,59.30122421472652,59.301187708436615,59.301174363613896,59.30089269827994,59.3007325967884,59.30069022747097,1601.132158999337,59.30119107404953,37.06269442625054
North America,2020-10-26,370982987,96.33852106847088,96.33852106847088,96.33852106847088,96.33852106847088,96.33852106847088,96.33852106847088,96.33852106847088,192.67704213694176,96.33852106847088,63.76761854041571
Latin America and Caribbean,2020-11-02,655799753,102.10244500008255,104.807318932048,104.43996790861851,102.90688129234427,100.8711182091518,99.58766394768158,99.0381894803913,4410.260112099866,98.00578026888591,68.85915829248566
Asia,2020-11-02,4678110154,40.2854919128322,50.92601975514643,45.12223632375725,40.2854919128322,28.36676262742041,11.449104019541595,9.625622377224254,28.73121208951039,0.5746242417902078,5.262557333958836
Oceania,2020-11-02,43198762,-18.06385348083304,-7.348145876518157,-8.940688745473746,-13.436868526302437,-18.638411969406825,-21.982333013502846,-22.321420880678716,-282.54636343168585,-13.454588734842185,2.178374926577757
European Union,2020-11-02,447199451,66.98433936647467,66.98438921758729,66.9843527112974,66.98433936647467,66.98405770114073,66.9838975996492,66.98385523033177,1808.5776140765784,66.9843560769103,39.77356202076375
North America,2020-11-02,370982987,99.96816968574288,99.96816968574288,99.96816968574288,99.96816968574288,99.96816968574288,99.96816968574288,99.96816968574288,199.93633937148576,99.96816968574288,65.4800951829093
Latin America and Caribbean,2020-11-09,655799753,104.85638906954944,107.60981485380884,107.23988950342827,105.64169800394872,103.56323632587416,102.25010090487314,101.65775805042628,4524.861136023727,100.55246968941616,70.5146973423761
Asia,2020-11-09,4678110154,42.08804881175008,53.3406678718558,47.694993572878175,42.08804881175008,29.90511310224935,12.623760210717935,10.433594928101046,39.43683651467891,0.788736730293578,5.497973103093374
Oceania,2020-11-09,43198762,-17.900554448833972,-6.932292185504095,-8.607237753661007,-13.140014804917067,-18.37709398320972,-22.021032581540517,-22.074222461467127,-279.29085646061725,-13.299564593362726,2.178374926577757
European Union,2020-11-09,447199451,75.14187883362791,75.14192868474053,75.14189217845065,75.14187883362791,75.14159716829396,75.14143706680242,75.141394697485,2028.8311796897156,75.14189554406353,44.053757346853274
North America,2020-11-09,370982987,103.71983647703597,103.71983647703597,103.71983647703597,103.71983647703597,103.71983647703597,103.71983647703597,103.71983647703597,207.43967295407194,103.71983647703597,67.60741726412375
Latin America and Caribbean,2020-11-16,655799753,107.63412424194678,110.43710796704498,110.02746408053407,108.39746741824132,106.29233013916419,104.99078328017573,104.32205103416666,4641.115522875892,103.13590050835313,72.3240934188031
Asia,2020-11-16,4678110154,43.69472964871812,55.64966138481412,50.04879400673057,43.69472964871812,31.365933474682684,13.80702868485919,11.171942772510201,49.1505432963451,0.9830108659269019,5.730588489259416
Oceania,2020-11-16,43198762,-18.07558533158264,-6.864809067373927,-8.700283682537076,-13.199314224464672,-18.489054053117798,-22.161462619101375,-22.42049506982184,-283.0258275963055,-13.477420361728834,2.178374926577757
European Union,2020-11-16,447199451,83.09794220370965,83.09799205482227,83.09795554853238,83.09794220370965,83.09766053837569,83.09750043688416,83.09745806756672,2243.644890681922,83.09795891414527,48.91601622292689
North America,2020-11-16,370982987,108.16785146322167,108.16785146322167,108.16785146322167,108.16785146322167,108.16785146322167,108.16785146322167,108.16785146322167,216.33570292644333,108.16785146322167,69.94930390163687
Latin America and Caribbean,2020-11-23,655799753,110.45629425562994,113.33793988356946,112.8570213752713,111.24940678286663,109.0688172072167,107.77884446733037,107.03987259836873,4759.44470465406,105.76543788120134,73.98649050726313
Asia,2020-11-23,4678110154,45.40375942271053,58.14696087441797,52.53519143117025,45.40375942271053,32.62846652921945,14.870890983573544,12.02941980692457,57.603548682393836,1.1520709736478767,5.989688929415491
Oceania,2020-11-23,43198762,-18.18722383834191,-6.708767385198091,-8.7032485618264,-13.154583538538324,-18.52962461875843,-22.296218116878553,-22.438196210191403,-285.49687362228804,-13.595089220108957,2.178374926577757
European Union,2020-11-23,447199451,90.88452862154888,90.88457847266149,90.8845419663716,90.88452862154888,90.88424695621492,90.88408685472339,90.88404448540595,2453.882723963581,90.88454533198451,54.22170341617883
North America,2020-11-23,370982987,113.07267086525702,113.07267086525702,113.07267086525702,113.07267086525702,113.07267086525702,113.07267086525702,113.07267086525702,226.14534173051405,113.07267086525702,73.1634663882848
Latin America and Caribbean,2020-11-30,655799753,113.39299199154358,116.34469589691415,115.78756350274686,114.15650664768884,111.96426621156675,110.62801421196701,109.85743056401917,4882.3550866938285,108.4967797043073,75.8680107340632
Asia,2020-11-30,4678110154,47.03050050991203,60.57548759934332,54.809108298001576,47.03050050991203,33.99554717217428,15.64055826027417,12.833899899210973,64.55199351550608,1.2910398703101216,6.2453056123568995
Oceania,2020-11-30,43198762,-17.84986774642686,-6.118471696526718,-8.256005154611621,-12.695206001032282,-18.286437463459592,-21.889022888282756,-22.323092708704053,-278.6440413389802,-13.26876387328477,2.1806921226122173
European Union,2020-11-30,447199451,98.3877515430407,98.3878013941533,98.38776488786341,98.3877515430407,98.38746987770675,98.3873097762152,98.38726740689779,2656.4697428438603,98.38776825347632,59.808696410944385
North America,2020-11-30,370982987,118.81185018184371,118.81185018184371,118.81185018184371,118.81185018184371,118.81185018184371,118.81185018184371,118.81185018184371,237.62370036368742,118.81185018184371,76.30161595523518
Latin America and Caribbean,2020-12-07,655799753,116.90081420473669,119.86181642701517,119.33135833001265,117.67525219649661,115.45121656948997,114.05899738411087,113.24336015323236,5029.151869551432,111.7589304344763,77.79786705714115
Asia,2020-12-07,4678110154,48.66447789514914,63.00672968827071,56.89664464726476,48.66447789514914,35.60574461401318,16.480027442079933,13.647297270194176,72.05107518703132,1.4410215037406264,6.487861123588241
Oceania,2020-12-07,43198762,-17.870920379469986,-5.885223011210058,-8.178332243704956,-12.537800284937436,-18.435089326361073,-21.882760703934256,-22.576322701499606,-279.53738683554894,-13.311304135026141,2.1806921226122173
European Union,2020-12-07,447199451,105.38474627656022,105.38479612767284,105.38475962138295,105.38474627656022,105.38446461122626,105.38430450973473,105.3842621404173,2845.388600648888,105.38476298699585,65.15462895771758
North America,2020-12-07,370982987,125.54631323453698,125.54631323453698,125.54631323453698,125.54631323453698,125.54631323453698,125.54631323453698,125.54631323453698,251.09262646907396,125.54631323453698,80.87648800994748
Latin America and Caribbean,2020-12-14,655799753,120.62745070163183,123.66976449266619,123.16048436891255,121.41661035692188,119.1420418026118,117.73474915930821,116.85920455297016,5186.126492472969,115.2472553882882,79.77591217543505
Asia,2020-12-14,4678110154,50.20140007897083,65.23147946483246,58.68099963939521,50.23173351158398,37.01478568109831,17.102897926597528,14.534521164272237,78.72330587115674,1.574466117423135,6.7141914717726845
Oceania,2020-12-14,43198762,-17.636263979241292,-5.412617612332256,-7.84556330749436,-12.046767226822146,-18.328119449804532,-21.769001932898576,-22.37369569627837,-275.0639118662905,-13.098281517442404,2.1830093186466777
European Union,2020-12-14,447199451,111.46326939952314,111.46331925063575,111.46328274434586,111.46326939952314,111.4629877341892,111.46282763269765,111.46278526338024,3009.508724968887,111.46328610995877,70.32011092518091
North America,2020-12-14,370982987,132.28958172246885,132.28958172246885,132.28958172246885,132.28958172246885,132.28958172246885,132.28958172246885,132.28958172246885,264.5791634449377,132.28958172246885,85.9314367965882
Latin America and Caribbean,2020-12-21,655799753,124.78658418546851,127.8853905669774,127.39766118386065,125.59432806894837,123.22995995732514,121.82628008114794,120.91108692092563,5362.1119871476085,119.15804415883575,81.95721995034056
Asia,2020-12-21,4678110154,51.5463348412251,67.35535404664427,60.18936801129065,51.76384195746905,38.308304872287735,17.875843481505406,15.173304756223311,83.76400828388408,1.6752801656776817,6.931116782762273
Oceania,2020-12-21,43198762,-17.345931241374604,-4.8803948562407165,-7.4714435864527875,-11.49305865161277,-18.163584305167753,-21.48053305010126,-22.077177198783776,-269.44318179745306,-12.830627704640621,2.1853265146811385
European Union,2020-12-21,447199451,116.69277538002092,116.69282523113354,116.69278872484365,116.69277538002092,116.69249371468696,116.69233361319543,116.692291243878,3150.7053864423265,116.69279209045656,75.77472517961566
North America,2020-12-21,370982987,139.26098286418565,139.26098286418565,139.26098286418565,139.26098286418565,139.26098286418565,139.26098286418565,139.26098286418565,278.5219657283713,139.26098286418565,91.38613410323315
Latin America and Caribbean,2020-12-28,655799753,129.5947252386554,132.8024244763366,132.237263189398,130.46115131254857,128.0692596653652,126.58652780736828,125.60546023679682,5566.503834076752,123.70008520170559,83.96286266975768
Asia,2020-12-28,4678110154,52.601186799017874,69.31018995917107,61.22852518385573,53.04149968266283,39.50169741679717,18.612392848715757,15.628395248239533,88.55225385226873,1.7710450770453745,7.134147615456086
Oceania,2020-12-28,43198762,-17.176490861075735,-4.434324802647217,-7.15061074977862,-11.162828567868022,-17.912064125408605,-21.28282632831181,-21.882718521599717,-265.8841544602354,-12.66115021239216,2.187643710715599
European Union,2020-12-28,447199451,122.24991796911303,122.24996782022565,122.24993131393576,122.24991796911303,122.24963630377907,122.24947620228752,122.24943383297011,3300.7482363478134,122.24993467954866,80.1141732618093
North America,2020-12-28,370982987,146.9939497901528,146.9939497901528,146.9939497901528,146.9939497901528,146.9939497901528,146.9939497901528,146.9939497901528,293.9878995803056,146.9939497901528,96.01680494313342
Latin America and Caribbean,2021-01-04,655799753,135.27629494954033,138.54081541841776,137.9252457470446,136.21611726739997,133.7197950095297,132.2504223788774,131.27185121564838,5798.162616609226,128.8480581468717,86.24343748418582
Asia,2021-01-04,4678110154,53.55185451904164,70.85540071077212,62.42904561315585,54.48049167429129,40.79183320636738,18.9123956676653,15.722195292509669,90.7702920766104,1.8154058415322085,7.316207971446582
Oceania,2021-01-04,43198762,-17.01459882664987,-3.981852555334516,-6.814633266852094,-10.862371305282883,-17.927180483145705,-21.159591576936364,-21.736998698256244,-262.52894555839697,-12.501378359923667,2.187643710715599
European Union,2021-01-04,447199451,126.60971435785136,126.60976420896397,126.60972770267408,126.60971435785136,126.60943269251739,126.60927259102586,126.60923022170842,3418.4627388437484,126.60973106828699,84.85008918313721
North America,2021-01-04,370982987,153.87509794147323,153.87509794147323,153.87509794147323,153.87509794147323,153.87509794147323,153.87509794147323,153.87509794147323,307.75019588294646,153.87509794147323,101.40923524344797
Latin America and Caribbean,2021-01-11,655799753,142.37412617925574,145.75541906278724,145.14179543526484,143.48221856242608,140.88441977513983,139.3348387369015,138.37190978396342,6091.351728812254,135.36337175138343,89.3167855462733
Asia,2021-01-11,4678110154,54.44775550721962,72.39463844441823,63.8623768199096,55.52423664775898,41.76873802498658,19.730326785523598,15.789734467855713,93.12991168991432,1.8625982337982867,7.478730437778401
Oceania,2021-01-11,43198762,-17.141738172022016,-3.8445969645999987,-6.679183355353195,-10.868489271130693,-18.156847245425386,-21.35239215055432,-21.89194903762808,-265.1044621713512,-12.624022008159583,2.187643710715599
European Union,2021-01-11,447199451,130.66235064175433,130.66240049286694,130.66236398657705,130.66235064175433,130.66206897642036,130.66190887492883,130.66186650561139,3527.8839185091283,130.66236735218993,90.1220097875299
North America,2021-01-11,370982987,160.61194477653575,160.61194477653575,160.61194477653575,160.61194477653575,160.61194477653575,160.61194477653575,160.61194477653575,321.2238895530715,160.61194477653575,107.84969284858337
Latin America and Caribbean,2021-01-18,655799753,149.89615591438897,153.36361006372883,152.79804318103052,151.09599897615564,148.42039253510526,146.84581659874266,145.84927623944262,6403.759855573223,142.30577456829383,92.56823446836522
Asia,2021-01-18,4678110154,55.412023477969,73.95884185808983,65.22519010513604,56.65931736601905,42.74297377376819,19.82243551720208,15.654451937647048,95.2837145734625,1.9056742914692502,7.65628070330385
Oceania,2021-01-18,43198762,-16.74923277591307,-3.236356151205488,-6.135734433355771,-10.39810728640413,-17.65029789101988,-20.987101754998285,-21.546841770099114,-257.33361746959935,-12.253981784266633,2.187643710715599
European Union,2021-01-18,447199451,135.35359087003766,135.3536407211503,135.35360421486038,135.35359087003766,135.3533092047037,135.35314910321216,135.35310673389472,3654.5474046727786,135.3536075804733,95.32438267684725
North America,2021-01-18,370982987,166.74757356526592,166.74757356526592,166.74757356526592,166.74757356526592,166.74757356526592,166.74757356526592,166.74757356526592,333.49514713053185,166.74757356526592,114.36643508398944
Latin America and Caribbean,2021-01-25,655799753,156.2751293754024,159.81272607838866,159.26234732118576,157.55142002242962,154.7729901713887,153.1749947401664,152.17250119969503,6664.306915225799,148.09570922723998,96.4788812599629
Asia,2021-01-25,4678110154,56.37869104255049,75.38916709968153,66.46443543687667,57.60044977333278,43.70431036232093,19.75813699754838,15.560056103212078,97.50877130148211,1.9501754260296422,7.825088357250341
Oceania,2021-01-25,43198762,-16.85868161641153,-3.0508641584189538,-6.025981659760425,-10.428845584948824,-17.6392053918089,-21.197485458146762,-21.697867525853326,-259.78760282200494,-12.370838229619283,2.187643710715599
European Union,2021-01-25,447199451,139.00226869738162,139.00231854849423,139.00228204220434,139.00226869738162,139.00198703204768,139.0018269305561,139.0017845612387,3753.061706011066,139.00228540781723,100.83289011014462
North America,2021-01-25,370982987,171.91597471129006,171.91597471129006,171.91597471129006,171.91597471129006,171.91597471129006,171.91597471129006,171.91597471129006,343.8319494225801,171.91597471129006,120.55405090584384
Latin America and Caribbean,2021-02-01,655799753,161.95629905181525,165.52891647906685,164.92807820412247,163.28112382376176,160.40850811009898,158.71525233162325,157.82385993647583,6893.1815563437085,153.18181236319353,100.468818718814
Asia,2021-02-01,4678110154,57.24943832972511,76.8103500063005,67.6453291566926,58.387305957372824,44.31475749273418,19.659086405672053,15.36195979139565,98.81433217926259,1.9762866435852517,7.999453682808684
Oceania,2021-02-01,43198762,-16.525536070444904,-2.4053587362703763,-5.592738957694358,-9.906579717509391,-17.176223905981207,-20.972788243869626,-21.451935719954946,-252.93132479098674,-12.044348799570797,2.187643710715599
European Union,2021-02-01,447199451,141.147788736642,141.14783858775462,141.14780208146473,141.147788736642,141.14750707130807,141.14734696981654,141.1473046004991,3810.9907470710964,141.14780544707764,106.11040039045129
North America,2021-02-01,370982987,176.4620651995303,176.4620651995303,176.4620651995303,176.4620651995303,176.4620651995303,176.4620651995303,176.4620651995303,352.9241303990606,176.4620651995303,126.77913259671932
Latin America and Caribbean,2021-02-08,655799753,166.7807452068326,170.39613382278026,169.75197564124502,168.18742656872172,165.24615736698263,163.44849232333343,162.5923059727717,7085.625831498976,157.45835181108833,104.07921791333763
Asia,2021-02-08,4678110154,58.05995503897231,78.20406266419882,68.68541854358492,59.12429753731761,44.89667636803214,19.56457268899276,15.148703773878259,99.3910018550226,1.987820037100452,8.142524148865949
Oceania,2021-02-08,43198762,-16.43890505905625,-1.9993558070568065,-5.412293368072913,-9.690872980471125,-16.976684868513303,-21.00867494702351,-21.484846568074335,-251.36570763585192,-11.969795601707235,2.187643710715599
European Union,2021-02-08,447199451,142.57058502044177,142.5706348715544,142.5705983652645,142.57058502044177,142.57030335510782,142.5701432536163,142.57010088429885,3849.4062467336894,142.5706017308774,111.05942211901329
North America,2021-02-08,370982987,179.4415968777119,179.4415968777119,179.4415968777119,179.4415968777119,179.4415968777119,179.4415968777119,179.4415968777119,358.8831937554238,179.4415968777119,132.53627018750592
Latin America and Caribbean,2021-02-15,655799753,171.34027967223705,174.93967953448686,174.3021905291392,172.74314783608597,169.7520855322922,167.84633062782302,167.04837019521244,7267.325706450115,161.49612681000255,107.99382795741919
Asia,2021-02-15,4678110154,58.97962238028234,79.50453982072283,69.76751572976605,59.87560308096193,45.53028354210965,19.53983067385668,15.097873037182925,101.21252963408185,2.0242505926816365,8.270439328351053
Oceania,2021-02-15,43198762,-16.542314763930165,-1.8287054291111629,-5.4372066083822554,-9.80729537944049,-17.001851367604285,-21.263567083665837,-21.71805901118369,-254.23193044872363,-12.106282402320174,2.189960906750059
European Union,2021-02-15,447199451,143.76127010694938,143.761319958062,143.7612834517721,143.76127010694938,143.76098844161544,143.7608283401239,143.76078597080647,3881.5547440693945,143.761286817385,115.37002960229484
North America,2021-02-15,370982987,182.0921826537643,182.0921826537643,182.0921826537643,182.0921826537643,182.0921826537643,182.0921826537643,182.0921826537643,364.1843653075286,182.0921826537643,137.24214636290046
Latin America and Caribbean,2021-02-22,655799753,175.66426897585384,179.2330165608097,178.67843912240158,177.11532570162615,174.0239008411678,171.98116509532412,171.2748117257288,7438.217251621358,165.29371670269683,111.37931444143133
Asia,2021-02-22,4678110154,59.92881737183592,80.83739600043653,70.92858532085864,60.781261970854104,46.42470367888334,19.69508748087638,15.183886591923436,102.1334266324833,2.0426685326496665,8.398952890496643
Oceania,2021-02-22,43198762,-16.40842729989862,-1.5494836681430693,-4.999975179518064,-9.744449766383628,-16.89194913710574,-21.313575579676154,-21.696302253717775,-252.38274035230867,-12.018225731062318,2.1922781027845195
European Union,2021-02-22,447199451,144.22401750792227,144.2240673590349,144.22403085274502,144.22401750792227,144.22373584258833,144.2235757410968,144.22353337177935,3894.0489238956634,144.2240342183579,119.09275845689712
North America,2021-02-22,370982987,184.11621229432828,184.11621229432828,184.11621229432828,184.11621229432828,184.11621229432828,184.11621229432828,184.11621229432828,368.23242458865656,184.11621229432828,141.02102531186964
Latin America and Caribbean,2021-03-01,655799753,181.30924748804506,184.9441127228403,184.45697262912225,182.82819624613788,179.6089578625931,177.45550567822002,176.80357249950794,7669.742158911831,170.43871464248514,114.8402799108709
Asia,2021-03-01,4678110154,61.00408396884264,82.25474649094129,72.10526467536386,62.18688655133248,47.38914083108725,19.94779453237986,15.402099339559,105.91189762573254,2.118237952514651,8.542579841953845
Oceania,2021-03-01,43198762,-16.27431989720838,-1.2531109223679655,-4.566638558139758,-9.614736071972471,-16.975173811451434,-21.329222697396784,-21.671735719953915,-249.80049192344208,-11.895261520163908,2.201530682754288
European Union,2021-03-01,447199451,144.1366141371022,144.13666398821485,144.13662748192496,144.1366141371022,144.1363324717683,144.13617237027677,144.13613000095933,3891.689032883522,144.13663084753784,122.52008757497335
North America,2021-03-01,370982987,185.43753744894224,185.43753744894224,185.43753744894224,185.43753744894224,185.43753744894224,185.43753744894224,185.43753744894224,370.8750748978845,185.43753744894224,144.89344062562094
Latin America and Caribbean,2021-03-08,655799753,186.87954151978695,190.4725287965569,190.1253610633033,188.45066490267928,185.28206935674393,182.82639031219247,182.23844221760768,7896.740875110555,175.48313055801233,118.36650828991696
Asia,2021-03-08,4678110154,62.17780059559968,83.6526781535901,73.34997445194988,63.357074390240555,48.242349676017106,20.338790937809524,15.58803232218532,109.8334605894493,2.196669211788986,8.666391035135083
Oceania,2021-03-08,43198762,-15.914195336543264,-0.90539447898345915,-4.1156573044384475,-9.412544190433547,-17.246237233540963,-21.332017205836582,-21.64870226756414,-246.53766843550315,-11.739888973119196,2.206165074823209
European Union,2021-03-08,447199451,145.12459670185214,145.12464655296475,145.12461004667486,145.12459670185214,145.12431503651817,145.12415493502664,145.12411256570923,3918.3645621317696,145.12461341228777,125.91521540128187
North America,2021-03-08,370982987,186.19599066035582,186.19599066035582,186.19599066035582,186.19599066035582,186.19599066035582,186.19599066035582,186.19599066035582,372.39198132071164,186.19599066035582,147.96500978089327
