custom_regions,date,population,estimated_daily_excess_deaths,estimated_daily_excess_deaths_ci_95_top,estimated_daily_excess_deaths_ci_90_top,estimated_daily_excess_deaths_ci_50_top,estimated_daily_excess_deaths_ci_50_bot,estimated_daily_excess_deaths_ci_90_bot,estimated_daily_excess_deaths_ci_95_bot,estimated_daily_excess_deaths_raw_estimate,daily_excess_deaths,daily_covid_deaths
European Union,2021-01-11,447045744,2584.252674878958,2584.252674878958,2584.252674878958,2584.252674878958,2584.252674878958,2584.252674878958,2584.252674878958,69774.82222173185,2584.252674878958,3366.571
North America,2021-01-11,370982987,3579.710147409073,3579.710147409073,3579.710147409073,3579.710147409073,3579.710147409073,3579.710147409073,3579.710147409073,7159.420294818146,3579.710147409073,3413.429
Latin America and Caribbean,2021-01-18,655805524,7148.010947833862,7255.476368174918,7255.476368174918,7196.44439788845,7011.1712903476355,6929.085012124378,6929.085012124378,304499.32677439007,6619.550582051958,3046.285
Asia,2021-01-18,4678110154,5748.581408916599,10218.767517251701,10218.767517251701,7406.873280880072,3804.131609493557,-297.574306542781,-297.574306542781,15845.50335716988,316.9100671433976,1186.571
Oceania,2021-01-18,43202462,2.902743819452118,17.24246628053131,17.24246628053131,12.357048947513661,2.535145088318675,-8.036715004212011,-8.036715004212011,221.88091496129266,10.565757855299651,0.429
European Union,2021-01-18,447045744,2990.65743678372,2990.65743678372,2990.65743678372,2990.65743678372,2990.65743678372,2990.65743678372,2990.65743678372,80747.75079316045,2990.65743678372,3323.141
North America,2021-01-18,370982987,3260.222052170978,3260.222052170978,3260.222052170978,3260.222052170978,3260.222052170978,3260.222052170978,3260.222052170978,6520.444104341956,3260.222052170978,3453.715
Latin America and Caribbean,2021-01-25,655805524,6035.00431488834,6235.7809637698565,6235.7809637698565,6106.426566904468,5965.053032090386,5859.165100473442,5859.165100473442,254785.04582200892,5538.805343956716,3670.001
Asia,2021-01-25,4678110154,5617.572052485395,8505.39525600835,8505.39525600835,7514.770436494436,3993.7848412016133,-765.3038616622039,-765.3038616622039,16328.836690503214,326.5767338100643,1128.144
Oceania,2021-01-25,43202462,-28.535090219691156,-10.769550299536245,-10.769550299536245,-20.212353886901518,-29.284240476066977,-38.00117235497572,-38.00117235497572,-457.7190850387045,-21.796146906604978,0.286
European Union,2021-01-25,447045744,2326.038389164668,2326.038389164668,2326.038389164668,2326.038389164668,2326.038389164668,2326.038389164668,2326.038389164668,62803.036507446035,2326.038389164668,3518.002
North America,2021-01-25,370982987,2749.9720521709205,2749.9720521709205,2749.9720521709205,2749.9720521709205,2749.9720521709205,2749.9720521709205,2749.9720521709205,5499.944104341841,2749.9720521709205,3279.286
Latin America and Caribbean,2021-02-01,655805524,5327.876125372282,5556.4334859643595,5556.4334859643595,5360.447245842835,5246.322328640803,5167.129200376977,5167.129200376977,221399.82612022336,4813.039698265725,3733.572
Asia,2021-02-01,4678110154,5207.591607500102,7814.544345827566,7814.544345827566,6673.930957016483,3394.998551977257,-953.5442741166532,-953.5442741166532,10175.249636102311,203.50499272204624,1165.144
Oceania,2021-02-01,43202462,1.604315736191521,18.547721999804242,18.547721999804242,10.532652848833392,1.604315736191521,-8.243984752923964,-8.243984752923964,168.89070361535295,8.04241445787395,0.429
European Union,2021-02-01,447045744,1365.059069550279,1365.059069550279,1365.059069550279,1365.059069550279,1365.059069550279,1365.059069550279,1365.059069550279,36856.59487785753,1365.059069550279,3370.714
North America,2021-02-01,370982987,2425.2696712185816,2425.2696712185816,2425.2696712185816,2425.2696712185816,2425.2696712185816,2425.2696712185816,2425.2696712185816,4850.539342437163,2425.2696712185816,3299.142
Latin America and Caribbean,2021-02-08,655805524,4523.665741016268,4703.478758283811,4703.478758283811,4567.721374982161,4463.8765837355695,4337.935082079829,4337.935082079829,186501.488024985,4054.380174456196,3482.998
Asia,2021-02-08,4678110154,4627.5846346179205,7355.420126832499,7355.420126832499,6010.303534732468,2929.0746608013496,-874.5641378443817,-874.5641378443817,5339.773445626204,106.79546891252409,956.285
Oceania,2021-02-08,43202462,-15.480378774951332,1.1274829620957316,1.1274829620957316,-7.4340181735325475,-16.056842013602243,-27.652519143808505,-27.652519143808505,-206.05929638464366,-9.812347446887793,0.429
European Union,2021-02-08,447045744,906.1995457407623,906.1995457407623,906.1995457407623,906.1995457407623,906.1995457407623,906.1995457407623,906.1995457407623,24467.387735000582,906.1995457407623,3160.57
North America,2021-02-08,370982987,1584.7101474090298,1584.7101474090298,1584.7101474090298,1584.7101474090298,1584.7101474090298,1584.7101474090298,1584.7101474090298,3169.4202948180596,1584.7101474090298,3051.143
Latin America and Caribbean,2021-02-15,655805524,4270.652139697388,4448.197212877888,4448.197212877888,4303.301261241197,4186.478477340268,4102.597571595989,4102.597571595989,176027.83564403284,3826.6920792181054,3581.285
Asia,2021-02-15,4678110154,5048.813179131663,9122.782538707432,9122.782538707432,6824.997199684219,3773.498861652465,-435.51782850345796,-435.51782850345796,13665.130588483316,273.3026117696663,854.859
Oceania,2021-02-15,43202462,-29.190154350670614,-12.606604505572959,-12.606604505572959,-22.203915070311364,-30.62746085275816,-44.75863386894121,-44.75863386894121,-488.8092963846482,-23.276633161173724,0.143
European Union,2021-02-15,447045744,759.3424028836153,759.3424028836153,759.3424028836153,759.3424028836153,759.3424028836153,759.3424028836153,759.3424028836153,20502.24487785761,759.3424028836153,2753.145
North America,2021-02-15,370982987,1405.5196712185707,1405.5196712185707,1405.5196712185707,1405.5196712185707,1405.5196712185707,1405.5196712185707,1405.5196712185707,2811.0393424371414,1405.5196712185707,2494
Latin America and Caribbean,2021-02-22,655805524,4058.3576359810295,4226.033112654461,4226.033112654461,4083.314483022651,4020.225951682923,3902.43222000678,3902.43222000678,165802.911834509,3604.411126837152,3176.431
Asia,2021-02-22,4678110154,5727.387803101969,9660.48502496336,9660.48502496336,7556.855924153489,3682.3741852457906,-317.56369413832056,-317.56369413832056,7617.630588483321,152.35261176966642,858.8580000000001
Oceania,2021-02-22,43202462,-14.096383673489363,1.6170633312796445,1.6170633312796445,-3.9894126634123777,-14.096383673489363,-25.951381606378806,-25.951381606378806,-170.50929638464694,-8.119490304030807,0.572
European Union,2021-02-22,447045744,294.00906955028216,294.00906955028216,294.00906955028216,294.00906955028216,294.00906955028216,294.00906955028216,294.00906955028216,7938.244877857618,294.00906955028216,2377.431
North America,2021-02-22,370982987,1073.7101474090584,1073.7101474090584,1073.7101474090584,1073.7101474090584,1073.7101474090584,1073.7101474090584,1073.7101474090584,2147.420294818117,1073.7101474090584,2002.714
Latin America and Caribbean,2021-03-01,655805524,5408.906827009457,5617.958643294431,5617.958643294431,5471.797223458477,5390.765793011789,5253.402915620641,5253.402915620641,227391.59449628444,4943.295532527923,3242.715
Asia,2021-03-01,4678110154,5852.067942493811,11011.881447752168,11011.881447752168,7879.244291158673,3767.0239415902893,-168.9788410055444,-168.9788410055444,26798.08468054127,535.9616936108254,959.861
Oceania,2021-03-01,43202462,-20.517245633311394,-0.09741820865359464,-0.09741820865359464,-6.0183300609389825,-20.517245633311394,-24.69470824086901,-24.69470824086901,-176.211488892253,-8.391023280583475,0.714
European Union,2021-03-01,447045744,-58.92305227791181,-58.92305227791181,-58.92305227791181,-58.92305227791181,-58.92305227791181,-58.92305227791181,-58.92305227791181,-1590.9224115036188,-58.92305227791181,2188.9990000000003
North America,2021-03-01,370982987,705.4009914432925,705.4009914432925,705.4009914432925,705.4009914432925,705.4009914432925,705.4009914432925,705.4009914432925,1410.801982886585,705.4009914432925,2052.286
Latin America and Caribbean,2021-03-08,655805524,5303.003464557858,5522.392374087903,5522.392374087903,5397.839405466647,5303.003464557858,5213.899764355079,5213.899764355079,223076.68497247488,4849.493151575541,3321.714
Asia,2021-03-08,4678110154,6115.068458605133,9301.433895287402,9301.433895287402,7340.712525783532,4169.8139651915935,-534.0202951153506,-534.0202951153506,27754.370394826914,555.0874078965383,827.432
Oceania,2021-03-08,43202462,-16.74365551403434,3.9433864934914005,3.9433864934914005,-0.8349964926977155,-16.74365551403434,-30.46685858419828,-30.46685858419828,-119.99148889224902,-5.71388042344043,0.572
European Union,2021-03-08,447045744,630.2369477220835,630.2369477220835,630.2369477220835,630.2369477220835,630.2369477220835,630.2369477220835,630.2369477220835,17016.397588496257,630.2369477220835,2168.285
North America,2021-03-08,370982987,413.090124991425,413.090124991425,413.090124991425,413.090124991425,413.090124991425,413.090124991425,413.090124991425,826.18024998285,413.090124991425,1627.857
Latin America and Caribbean,2021-03-15,655805524,5208.801340748315,5440.24912200807,5440.24912200807,5292.233146027225,5208.801340748315,5100.597934713285,5100.597934713285,219596.89449628437,4773.845532527921,3536.574
Asia,2021-03-15,4678110154,7168.25688093546,12133.822767937707,12133.822767937707,9127.40493918781,5294.894504839685,372.2094817225559,372.2094817225559,33201.94182339827,664.0388364679654,828.571
Oceania,2021-03-15,43202462,-6.713758543247155,13.34301951026727,13.34301951026727,10.125033165678094,-6.713758543247155,-25.83458335373579,-25.83458335373579,-37.07148889225036,-1.7653089948690648,1.429
European Union,2021-03-15,447045744,1281.0655191506514,1281.0655191506514,1281.0655191506514,1281.0655191506514,1281.0655191506514,1281.0655191506514,1281.0655191506514,34588.769017067585,1281.0655191506514,2133.429
North America,2021-03-15,370982987,300.137744039022,300.137744039022,300.137744039022,300.137744039022,300.137744039022,300.137744039022,300.137744039022,600.275488078044,300.137744039022,1258.429
Latin America and Caribbean,2021-03-22,655805524,5310.302511872973,5511.9375724438905,5511.9375724438905,5405.678003338949,5310.302511872973,5150.572685839833,5150.572685839833,222608.68973437988,4839.319342051736,3921.4320000000002
Asia,2021-03-22,4678110154,7383.848167881322,13066.034298526243,13066.034298526243,8295.74074296493,5148.606134049002,-327.6171426912251,-327.6171426912251,18684.600095681795,373.6920019136359,1266.714
Oceania,2021-03-22,43202462,-16.712965006763742,7.594422440939247,7.594422440939247,2.990166382208733,-16.712965006763742,-29.999191425225344,-29.999191425225344,-204.65148889225316,-9.745308994869198,1.572
European Union,2021-03-22,447045744,1952.0369477220931,1952.0369477220931,1952.0369477220931,1952.0369477220931,1952.0369477220931,1952.0369477220931,1952.0369477220931,52704.99758849652,1952.0369477220931,2233.717
North America,2021-03-22,370982987,432.51869642006153,432.51869642006153,432.51869642006153,432.51869642006153,432.51869642006153,432.51869642006153,432.51869642006153,865.0373928401231,432.51869642006153,1069.857
Latin America and Caribbean,2021-03-29,655805524,5380.306682138923,5652.704804022238,5652.704804022238,5505.423736343085,5380.306682138923,5325.675173967292,5325.675173967292,224614.94687723668,4882.933627766015,4474.715
Asia,2021-03-29,4678110154,11311.71127750604,16026.276606573729,16026.276606573729,12867.686300188869,7695.518998516518,6079.362352461862,6079.362352461862,35806.171524253055,716.1234304850611,1127.5720000000001
Oceania,2021-03-29,43202462,1.5749249289237892,26.713026973816362,26.713026973816362,19.843191693499282,1.5749249289237892,-6.301130032127439,-6.301130032127439,-54.11148889225263,-2.5767375662977443,2.286
European Union,2021-03-29,447045744,2510.1712334363647,2510.1712334363647,2510.1712334363647,2510.1712334363647,2510.1712334363647,2510.1712334363647,2510.1712334363647,67774.62330278185,2510.1712334363647,2498.284
North America,2021-03-29,370982987,255.23298213432474,255.23298213432474,255.23298213432474,255.23298213432474,255.23298213432474,255.23298213432474,255.23298213432474,510.4659642686495,255.23298213432474,1015.4290000000001
Latin America and Caribbean,2021-04-05,655805524,5467.633884539749,5719.135203605674,5719.135203605674,5582.26349785744,5445.788049718717,5411.886263538578,5411.886263538578,224667.80660073916,4884.082752189982,4401.859
Asia,2021-04-05,4678110154,16399.18423877498,23090.716271835427,23090.716271835427,18643.20655064642,12537.496976890641,10825.689495780847,10825.689495780847,59984.3466394606,1199.686932789212,1504.286
Oceania,2021-04-05,43202462,-26.505827653313084,-7.93071608901642,-7.93071608901642,-11.559576045358037,-26.505827653313084,-41.88399259376712,-41.88399259376712,-584.3211663116045,-27.82481744340974,2.571
European Union,2021-04-05,447045744,2475.3667480293043,2475.3667480293043,2475.3667480293043,2475.3667480293043,2475.3667480293043,2475.3667480293043,2475.3667480293043,66834.90219679121,2475.3667480293043,2357.858
North America,2021-04-05,370982987,628.3758392771238,628.3758392771238,628.3758392771238,628.3758392771238,628.3758392771238,628.3758392771238,628.3758392771238,1256.7516785542475,628.3758392771238,825.1429999999999
Latin America and Caribbean,2021-04-12,655805524,5842.963506946386,6080.429415792201,6080.429415792201,6002.439631206777,5825.921776285587,5753.824605640311,5753.824605640311,235274.53041026296,5114.663704570934,5550.431
Asia,2021-04-12,4678110154,19417.584198729866,27394.561439043384,27394.561439043384,21822.53016429783,14542.853407909406,12658.838648021665,12658.838648021665,58644.34663946061,1172.886932789212,2155.002
Oceania,2021-04-12,43202462,0.5686040983088386,30.679248884194898,30.679248884194898,21.95024441822371,0.5686040983088386,-9.759615037303051,-9.759615037303051,166.3388336883938,7.920896842304467,0.572
European Union,2021-04-12,447045744,2400.4410337435943,2400.4410337435943,2400.4410337435943,2400.4410337435943,2400.4410337435943,2400.4410337435943,2400.4410337435943,64811.90791107705,2400.4410337435943,2647.713
North America,2021-04-12,370982987,433.3282202295325,433.3282202295325,433.3282202295325,433.3282202295325,433.3282202295325,433.3282202295325,433.3282202295325,866.656440459065,433.3282202295325,1019
Latin America and Caribbean,2021-04-19,655805524,5768.1701725080975,6079.716053692737,6079.716053692737,5927.2964850923345,5765.834470305577,5671.624706634767,5671.624706634767,230706.29231502485,5015.35418076141,5107.427
Asia,2021-04-19,4678110154,23632.898646687692,30007.12794047536,30007.12794047536,27809.57378732717,20937.33320384967,18753.912069051134,18753.912069051134,69035.91806803203,1380.7183613606405,2856.434
Oceania,2021-04-19,43202462,-0.8317523662525386,20.322320555970204,20.322320555970204,13.788574229102364,-0.8317523662525386,-5.0983077522749305,-5.0983077522749305,-16.90116631160749,-0.8048174434098805,3.143
European Union,2021-04-19,447045744,2385.9838908864467,2385.9838908864467,2385.9838908864467,2385.9838908864467,2385.9838908864467,2385.9838908864467,2385.9838908864467,64421.565053934064,2385.9838908864467,2466.859
North America,2021-04-19,370982987,784.0425059438079,784.0425059438079,784.0425059438079,784.0425059438079,784.0425059438079,784.0425059438079,784.0425059438079,1568.0850118876158,784.0425059438079,775.858
Latin America and Caribbean,2021-04-26,655805524,5721.973796704655,5996.560531196319,5996.560531196319,5864.684421154197,5668.449015805617,5590.993874765448,5590.993874765448,220575.99707692958,4795.130371237599,4913.857
Asia,2021-04-26,4678110154,32981.69847050273,51896.22703166511,51896.22703166511,36806.40205275216,27651.7686203202,22171.821758275353,22171.821758275353,70373.91806803201,1407.4783613606403,4165.144
Oceania,2021-04-26,43202462,10.386654778965566,33.31120309698989,33.31120309698989,23.129143401023367,10.386654778965566,5.1456046588268425,5.1456046588268425,253.2188336883937,12.058039699447319,2.143
European Union,2021-04-26,447045744,2032.7124623150128,2032.7124623150128,2032.7124623150128,2032.7124623150128,2032.7124623150128,2032.7124623150128,2032.7124623150128,54883.236482505345,2032.7124623150128,2277.1440000000002
North America,2021-04-26,370982987,802.0901249914464,802.0901249914464,802.0901249914464,802.0901249914464,802.0901249914464,802.0901249914464,802.0901249914464,1604.1802499828927,802.0901249914464,761.571
Latin America and Caribbean,2021-05-03,655805524,4995.455217467699,5272.082342492243,5272.082342492243,5111.983437474817,4903.969658775295,4855.657186524701,4855.657186524701,185184.061316561,4025.7404634035,4759.286
Asia,2021-05-03,4678110154,42726.463426247865,73264.12530435975,73264.12530435975,49082.20761318812,31883.025272714356,25645.11912516342,25645.11912516342,76122.25908185677,1522.4451816371354,5149.714
Oceania,2021-05-03,43202462,17.347322863600585,44.81570681098867,44.81570681098867,32.61446464450685,17.347322863600585,16.671145680680674,16.671145680680674,460.06334981742384,21.907778562734467,1.715
European Union,2021-05-03,447045744,1804.343215003198,1804.343215003198,1804.343215003198,1804.343215003198,1804.343215003198,1804.343215003198,1804.343215003198,48717.26680508635,1804.343215003198,1922.429
North America,2021-05-03,370982987,680.0901249914399,680.0901249914399,680.0901249914399,680.0901249914399,680.0901249914399,680.0901249914399,680.0901249914399,1360.1802499828798,680.0901249914399,747
Latin America and Caribbean,2021-05-10,655805524,4835.639507437544,5151.241980926774,5151.241980926774,4966.7424608427345,4794.700128817288,4723.147314396753,4723.147314396753,177583.65655465622,3860.5142729273093,4309.143
Asia,2021-05-10,4678110154,47723.4316207035,86505.7071192077,86505.7071192077,52507.68133115,32840.913947190274,24771.294067214603,24771.294067214603,76517.68765328532,1530.3537530657065,5557.141
Oceania,2021-05-10,43202462,-8.067748477194554,16.902315945622608,16.902315945622608,7.085359510908553,-8.240771364578134,-12.546918075001363,-12.546918075001363,-175.87665018257678,-8.375078580122704,1
European Union,2021-05-10,447045744,1211.243215003197,1211.243215003197,1211.243215003197,1211.243215003197,1211.243215003197,1211.243215003197,1211.243215003197,32703.56680508632,1211.243215003197,1637.143
North America,2021-05-10,370982987,738.9472678486055,738.9472678486055,738.9472678486055,738.9472678486055,738.9472678486055,738.9472678486055,738.9472678486055,1477.894535697211,738.9472678486055,712.714
Latin America and Caribbean,2021-05-17,655805524,4670.804302848186,5005.9988906201115,5005.9988906201115,4854.267985778081,4657.362809642894,4581.521001986287,4581.521001986287,169193.58512608483,3678.121415784453,4183.858
Asia,2021-05-17,4678110154,46567.729458338836,90202.00581919089,90202.00581919089,66854.16520785078,29608.0471843265,22216.575673431715,22216.575673431715,76288.83051042819,1525.7766102085639,5608.141
Oceania,2021-05-17,43202462,3.3702084867193087,43.14886951256248,43.14886951256248,19.00480222226839,1.3631282353888456,-1.5542256027461945,-1.5542256027461945,15.103349817420638,0.7192071341628875,2.2859999999999996
European Union,2021-05-17,447045744,847.7860721460561,847.7860721460561,847.7860721460561,847.7860721460561,847.7860721460561,847.7860721460561,847.7860721460561,22890.223947943516,847.7860721460561,1268.996
North America,2021-05-17,370982987,843.8520297533213,843.8520297533213,843.8520297533213,843.8520297533213,843.8520297533213,843.8520297533213,843.8520297533213,1687.7040595066426,843.8520297533213,629.571
Latin America and Caribbean,2021-05-24,655805524,4599.446858166604,4939.200470076776,4939.200470076776,4796.755564820273,4595.471830510184,4548.745550742771,4548.745550742771,165978.51369751332,3608.2285586415937,3983.143
Asia,2021-05-24,4678110154,49034.14263058059,91898.2572177032,91898.2572177032,64107.39289723696,25093.742504756166,21230.056763982127,21230.056763982127,72172.6876532853,1443.4537530657062,5519.859
Oceania,2021-05-24,43202462,5.454710533090549,39.716635216283734,39.716635216283734,16.644481811367893,4.351727851490075,-2.763770427421873,-2.763770427421873,84.0433498174253,4.002064277020252,2.857
European Union,2021-05-24,447045744,526.7575007174762,526.7575007174762,526.7575007174762,526.7575007174762,526.7575007174762,526.7575007174762,526.7575007174762,14222.452519371858,526.7575007174762,964.715
North America,2021-05-24,370982987,631.3282202295466,631.3282202295466,631.3282202295466,631.3282202295466,631.3282202295466,631.3282202295466,631.3282202295466,1262.6564404590931,631.3282202295466,596.286
Latin America and Caribbean,2021-05-31,655805524,4602.44674564998,4974.897268096304,4974.897268096304,4799.175872779789,4602.44674564998,4564.003771236857,4564.003771236857,164914.59941179902,3585.0999872130224,4108.1410000000005
Asia,2021-05-31,4678110154,40195.64838107546,68253.08885881156,68253.08885881156,56131.804432456796,25957.027830260507,18385.267513026887,18385.267513026887,66304.54479614245,1326.090895922849,4823.718
Oceania,2021-05-31,43202462,-24.884416369421768,5.935097500841934,5.935097500841934,-13.520648865883723,-25.70201119453777,-32.514049030894476,-32.514049030894476,-474.0766501825723,-22.57507858012249,1
European Union,2021-05-31,447045744,702.3175007174709,702.3175007174709,702.3175007174709,702.3175007174709,702.3175007174709,702.3175007174709,702.3175007174709,18962.572519371715,702.3175007174709,791.999
North America,2021-05-31,370982987,727.0901249914691,727.0901249914691,727.0901249914691,727.0901249914691,727.0901249914691,727.0901249914691,727.0901249914691,1454.1802499829382,727.0901249914691,638.1429999999999
Latin America and Caribbean,2021-06-07,655805524,4362.452651388744,4776.784774287838,4776.784774287838,4519.8743004608405,4345.344587562501,4214.610700818931,4214.610700818931,151146.02850550105,3285.783228380458,3800.428
Asia,2021-06-07,4678110154,31257.70474864276,54124.48455368426,54124.48455368426,39999.31768112702,20262.955190279885,17564.315875762775,17564.315875762775,76396.87044898437,1527.9374089796872,4054.713
Oceania,2021-06-07,43202462,-4.707927598731165,23.081694610244426,23.081694610244426,10.243991161812362,-4.707927598731165,-11.725503439872524,-11.725503439872524,-18.02116631160509,-0.8581507767430995,0.286
European Union,2021-06-07,447045744,592.291509934062,592.291509934062,592.291509934062,592.291509934062,592.291509934062,592.291509934062,592.291509934062,15991.870768219675,592.291509934062,589.146
North America,2021-06-07,370982987,567.2329821342921,567.2329821342921,567.2329821342921,567.2329821342921,567.2329821342921,567.2329821342921,567.2329821342921,1134.4659642685842,567.2329821342921,519.142
Latin America and Caribbean,2021-06-14,655805524,4355.833659910877,4726.966948931846,4726.966948931846,4512.397659523692,4322.588472366277,4217.4376691972075,4217.4376691972075,152617.3713626439,3317.768942666172,4175.997
Asia,2021-06-14,4678110154,21086.119036125758,33485.91973841131,33485.91973841131,26670.44142435167,16045.759121588238,13254.25900095794,13254.25900095794,69164.72759184151,1383.2945518368301,3826.572
Oceania,2021-06-14,43202462,4.481231858353789,24.44148585269613,24.44148585269613,11.893845762780526,-2.5870264113085306,-8.293796699292754,-8.293796699292754,10.238833688395195,0.4875635089711997,0.143
European Union,2021-06-14,447045744,935.6343670769207,935.6343670769207,935.6343670769207,935.6343670769207,935.6343670769207,935.6343670769207,935.6343670769207,25262.12791107686,935.6343670769207,539.86
North America,2021-06-14,370982987,681.4234583247563,681.4234583247563,681.4234583247563,681.4234583247563,681.4234583247563,681.4234583247563,681.4234583247563,1362.8469166495127,681.4234583247563,358.857
Latin America and Caribbean,2021-06-21,655805524,4238.848833366518,4633.745980989783,4633.745980989783,4405.228463403595,4238.848833366518,4086.0202858796824,4086.0202858796824,149216.10945788195,3243.8284664756948,4118.002
Asia,2021-06-21,4678110154,17189.07541941078,30307.646974995456,30307.646974995456,23091.544119248912,13385.799811426035,10642.914075763449,10642.914075763449,68396.96397502351,1367.93927950047,2965.288
Oceania,2021-06-21,43202462,-23.799492364338974,5.610191806906607,5.610191806906607,-8.835512556361135,-25.258824738473994,-32.89401092270777,-32.89401092270777,-547.2811663116006,-26.06100791960003,1.572
European Union,2021-06-21,447045744,784.7200813626242,784.7200813626242,784.7200813626242,784.7200813626242,784.7200813626242,784.7200813626242,784.7200813626242,21187.442196790853,784.7200813626242,381.287
North America,2021-06-21,370982987,639.3758392771831,639.3758392771831,639.3758392771831,639.3758392771831,639.3758392771831,639.3758392771831,639.3758392771831,1278.7516785543662,639.3758392771831,330.715
Latin America and Caribbean,2021-06-28,655805524,4212.031005885204,4610.3631987908275,4610.3631987908275,4325.547826120864,4203.478895402791,4138.267691098987,4138.267691098987,149076.46660073916,3240.792752189982,3731.143
Asia,2021-06-28,4678110154,18890.033138788403,28749.338901609728,28749.338901609728,23610.483721636836,14317.514342536051,10444.903409077751,10444.903409077751,70911.82111788068,1418.2364223576135,2491.717
Oceania,2021-06-28,43202462,-23.534698727785994,4.9514614488767785,4.9514614488767785,-4.394198092236702,-24.899546242079253,-30.280546965136857,-30.280546965136857,-564.5611663116044,-26.883865062457357,1.429
European Union,2021-06-28,447045744,525.2857956483496,525.2857956483496,525.2857956483496,525.2857956483496,525.2857956483496,525.2857956483496,525.2857956483496,14182.716482505439,525.2857956483496,338.143
North America,2021-06-28,370982987,892.1377440390423,892.1377440390423,892.1377440390423,892.1377440390423,892.1377440390423,892.1377440390423,892.1377440390423,1784.2754880780847,892.1377440390423,304
Latin America and Caribbean,2021-07-05,655805524,3547.7424788707044,3946.3438359897505,3946.3438359897505,3638.0234057469092,3507.101197164031,3340.6951595718583,3340.6951595718583,119946.5341475136,2607.533351032904,3530.429
Asia,2021-07-05,4678110154,19083.539978835102,30324.327881178313,30324.327881178313,24234.762166625052,15832.18564460487,10829.216178586052,10829.216178586052,92176.42197950832,1843.5284395901663,2327
Oceania,2021-07-05,43202462,-11.5819993320877,19.220729415643742,19.220729415643742,9.511896401730606,-11.5819993320877,-15.536602780514084,-15.536602780514084,-347.7147146987016,-16.55784355708103,2.429
European Union,2021-07-05,447045744,239.69593389720177,239.69593389720177,239.69593389720177,239.69593389720177,239.69593389720177,239.69593389720177,239.69593389720177,6471.790215224448,239.69593389720177,266.14
North America,2021-07-05,370982987,664.2329821342997,664.2329821342997,664.2329821342997,664.2329821342997,664.2329821342997,664.2329821342997,664.2329821342997,1328.4659642685995,664.2329821342997,248.285
Latin America and Caribbean,2021-07-12,655805524,3484.159917493225,3901.670387728343,3901.670387728343,3547.0937038264797,3422.916574248526,3327.0493434552395,3327.0493434552395,118533.5674808469,2576.816684366237,2989.713
Asia,2021-07-12,4678110154,19960.142373154278,31899.532074216797,31899.532074216797,26977.281776051786,17141.635116505353,12570.381436108342,12570.381436108342,97529.85055093684,1950.5970110187368,3107.715
Oceania,2021-07-12,43202462,8.309835457778306,36.1073423738736,36.1073423738736,24.526581430010328,3.5137443041168273,-8.748714929194648,-8.748714929194648,-198.43471469869615,-9.44927212850934,4.857
European Union,2021-07-12,447045744,601.6330767543343,601.6330767543343,601.6330767543343,601.6330767543343,601.6330767543343,601.6330767543343,601.6330767543343,16244.093072367026,601.6330767543343,161.145
North America,2021-07-12,370982987,744.8996488009733,744.8996488009733,744.8996488009733,744.8996488009733,744.8996488009733,744.8996488009733,744.8996488009733,1489.7992976019466,744.8996488009733,261.85699999999997
Latin America and Caribbean,2021-07-19,655805524,3540.6860871116733,3929.3128541812926,3929.3128541812926,3679.5379106893183,3486.8792394007205,3432.1558923739944,3432.1558923739944,125133.91033798983,2720.302398651953,2798.1440000000002
Asia,2021-07-19,4678110154,20907.277297635766,33080.30270763906,33080.30270763906,27480.242501720713,17700.45430671032,12277.22510381824,12277.22510381824,97365.27912236548,1947.3055824473097,3009.5719999999997
Oceania,2021-07-19,43202462,6.4709880873075605,52.097507222662124,52.097507222662124,29.576891790837763,6.4709880873075605,-3.354660511248293,-3.354660511248293,-293.5347146987127,-13.977843557081558,9.429
European Union,2021-07-19,447045744,546.0330767543542,546.0330767543542,546.0330767543542,546.0330767543542,546.0330767543542,546.0330767543542,546.0330767543542,14742.893072367562,546.0330767543542,113.001
North America,2021-07-19,370982987,960.8044107057489,960.8044107057489,960.8044107057489,960.8044107057489,960.8044107057489,960.8044107057489,960.8044107057489,1921.6088214114977,960.8044107057489,268.572
Latin America and Caribbean,2021-07-26,655805524,3711.297466338044,4055.4614188663195,4055.4614188663195,3836.557097508717,3672.199225507523,3615.7534096381764,3615.7534096381764,135367.81509989453,2942.778589128142,2512.571
Asia,2021-07-26,4678110154,23007.602102738336,33053.07045741995,33053.07045741995,29561.525037079347,18285.795453914307,12680.58998343135,12680.58998343135,113000.85055093687,2260.0170110187373,4015.717
Oceania,2021-07-26,43202462,6.176061207707942,43.48632017260339,43.48632017260339,28.807261524818347,6.176061207707942,-3.9168062577980116,-3.9168062577980116,-299.83471469870244,-14.27784355708107,13.714
European Union,2021-07-26,447045744,542.6187910400561,542.6187910400561,542.6187910400561,542.6187910400561,542.6187910400561,542.6187910400561,542.6187910400561,14650.707358081514,542.6187910400561,130.432
North America,2021-07-26,370982987,1334.423458324784,1334.423458324784,1334.423458324784,1334.423458324784,1334.423458324784,1334.423458324784,1334.423458324784,2668.846916649568,1334.423458324784,288
Latin America and Caribbean,2021-08-02,655805524,3665.0502183370413,3997.378139327023,3997.378139327023,3750.580124559217,3612.526092209579,3533.21348542883,3533.21348542883,132450.82508453348,2879.36576270725,2510.712
