"","iso3c","date","region","subregion","population","hospital_beds_per_thousand","population_density","median_age","aged_65_older","aged_70_older","life_expectancy","daily_covid_deaths","daily_covid_deaths_per_100k","daily_covid_cases","daily_covid_cases_per_100k","daily_tests","daily_tests_per_100k","daily_positive_rate","daily_vaccinations","daily_vaccinations_per_100k","vaccinated_pct","fully_vaccinated_pct","daily_total_deaths","daily_total_deaths_per_100k","daily_expected_deaths","daily_expected_deaths_per_100k","daily_excess_deaths","daily_excess_deaths_per_100k","cumulative_daily_tests_per_100k","cumulative_daily_covid_cases_per_100k","cumulative_daily_covid_deaths_per_100k","cumulative_daily_vaccinations_per_100k","weekday","vdem_freedom_of_expression_score","vdem_liberal_democracy_score","boix_democracy_yes_no","boix_democracy_duration_years","freedom_house_civil_liberties","freedom_house_political_rights","freedom_house_freedom_score","polity_democracy_score","island","wdi_obs_lag","wdi_prop_NA","wdi_prop_less_2_usd_day","wdi_gini_index","wdi_life_expectancy_at_birth","wdi_gdppc_nominal","wdi_gdppc_ppp","wdi_urban_population_pct","wdi_pop_over_65","wdi_pop_under_15","wdi_urban_pop_1m_cities_pct","lat_largest_city","lng_largest_city","lat_capital","lng_capital","largest_city_pop_pct","demography_adjusted_ifr","tourist_arrivals_in_thousands_2019_per_100k","centroid_latitude","centroid_longitude","mean_elevation","mean_distance_to_coast","percent_land_area_in_tropics","AIDS_deaths_latest_per_100k","AIDS_deaths_latest_year","TB_deaths_latest_per_100k","malaria_deaths_latest_per_100k","total_deaths_latest_per_100k","mobility_retail_rec_pct_of_baseline","mobility_grocery_and_pharma_pct_of_baseline","mobility_parks_pct_of_baseline","mobility_transit_rec_pct_of_baseline","mobility_workplaces_rec_pct_of_baseline","oxcgrt_schools_closed","oxcgrt_workplaces_closed","oxcgrt_cancel_public_events","oxcgrt_gathering_restrictions","oxcgrt_public_transport_closed","oxcgrt_stay_at_home_required","oxcgrt_internal_movement_restrictions","oxcgrt_international_movement_restrictions","oxcgrt_face_masks_required","sero_nat_delta","sero_nat_or_reg_delta","sero_nat_30d_wma_interpolated","sero_reg_or_nat_30d_wma_interpolated","weekly_mean_temperature_in_major_cities_2015_2019","country","wb_income_group","imf_economy","economist_region","is_subregion","continent","sero_nat_or_reg_delta_region_average","sero_nat_or_reg_delta_sub_region_average","sero_nat_or_reg_delta_econ_region_average","sero_nat_delta_region_average","sero_nat_delta_sub_region_average","sero_nat_delta_econ_region_average","sero_nat_30d_wma_interpolated_region_average","sero_nat_30d_wma_interpolated_sub_region_average","sero_nat_30d_wma_interpolated_econ_region_average","sero_reg_or_nat_30d_wma_interpolated_region_average","sero_reg_or_nat_30d_wma_interpolated_sub_region_average","sero_reg_or_nat_30d_wma_interpolated_econ_region_average","daily_excess_deaths_per_100k_region_average","daily_excess_deaths_per_100k_sub_region_average","daily_excess_deaths_per_100k_econ_region_average","daily_tests_per_100k_region_average","daily_tests_per_100k_sub_region_average","daily_tests_per_100k_econ_region_average","daily_covid_cases_per_100k_region_average","daily_covid_cases_per_100k_sub_region_average","daily_covid_cases_per_100k_econ_region_average","daily_covid_deaths_per_100k_region_average","daily_covid_deaths_per_100k_sub_region_average","daily_covid_deaths_per_100k_econ_region_average","daily_positive_rate_region_average","daily_positive_rate_sub_region_average","daily_positive_rate_econ_region_average","demography_adjusted_ifr_region_average","demography_adjusted_ifr_sub_region_average","demography_adjusted_ifr_econ_region_average","daily_tests_per_100k_dist_average","daily_covid_cases_per_100k_dist_average","daily_covid_deaths_per_100k_dist_average","daily_positive_rate_dist_average","daily_excess_deaths_per_100k_dist_average","daily_tests_per_100k_contiguous_country_average","daily_covid_cases_per_100k_contiguous_country_average","daily_covid_deaths_per_100k_contiguous_country_average","daily_positive_rate_contiguous_country_average","daily_excess_deaths_per_100k_contiguous_country_average","demography_adjusted_ifr_dist_average","demography_adjusted_ifr_contiguous_country_average","daily_vaccinations_per_100k_lagged_two_weeks","vaccinated_pct_lagged_two_weeks","fully_vaccinated_pct_lagged_two_weeks","cumulative_daily_vaccinations_per_100k_lagged_two_weeks","vaccinated_pct_over_pop_65","fully_vaccinated_pct_over_pop_65","vaccinated_pct_over_covid_deaths","vaccinated_pct_over_covid_cases","fully_vaccinated_pct_over_covid_deaths","fully_vaccinated_pct_over_covid_cases","vaccinated_pct_65_plus_over_covid_deaths","fully_vaccinated_pct_65_plus_over_covid_deaths","virus_discovery_country","vaccinated_pct_intp","fully_vaccinated_pct_intp","cumulative_daily_vaccinations_per_100k_intp","vaccinated_pct_lagged_two_weeks_intp","fully_vaccinated_pct_lagged_two_weeks_intp","cumulative_daily_vaccinations_per_100k_lagged_two_weeks_intp","vaccinated_pct_over_pop_65_intp","fully_vaccinated_pct_over_pop_65_intp","gdpppc_ppp_imf","temporal_recency"
"150619","TWN",2020-07-14,"East Asia & Pacific","Eastern Asia",23855008,NA,NA,42.2,NA,8.353,80.46,0,0,0.286,0.00119890967967816,146,0.612030815500041,0.2,0,0,0,0,468.806451612903,1.96523284172826,487.420969742984,2.04326475070972,-18.6145181300794,-0.0780319089814573,328.933027396176,1.87626430475312,0.029373287152115,0,2,0.86,0.697,1,20,56,37,93,10,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,25.02,121.45,25.02,121.45,0.104450268891128,0.708751278908246,49.7337917472088,23.64485,121.0021,1150.337,27.0496,0.4370258,NA,NA,NA,NA,NA,-3,7,2,-11,0,1,0,0,0,0,0,0,3,1,NA,NA,NA,NA,28.2224218172678,"Taiwan","High income","Advanced","Asia","NO","Asia",0.00794978390856213,0.00414706415252092,0.208155021117433,0.00828454071292145,0.00139784946236559,0.0208127852677884,18.8500337002921,15.105,18.8500337002921,23.7851326178008,23.7851326178008,28.4091387533161,-0.0777845661951068,-0.0158348233589566,0.25524206460701,68.8877653646741,58.6012118392822,57.2374137563981,0.303866798770808,0.190481180069778,1.82218406421858,0.00292843830813444,0.000658653775974885,0.0275232098815878,1.24902219259533,1.76841731277723,6.30376336357481,0.424743491624534,0.665745224978611,0.391609952186892,75.2455350394103,2.62434333987845,0.0447256456019387,8.73218891691067,0.250479199334267,NA,NA,NA,NA,NA,0.418748029794204,NA,0,0,0,0,NA,NA,0,0.119890967967816,0,0.119890967967816,NA,NA,FALSE,0,0,0,0,0,0,NA,NA,51260.91,-519
"25775","CHN",2020-07-15,"East Asia & Pacific","Eastern Asia",1444216102,4.34,147.674,38.7,10.641,5.929,76.91,0,0,4.429,0.000306671556553522,NA,NA,NA,0,0,0,0,NA,NA,NA,NA,NA,NA,0,5.70267835166402,0.318314550961848,0,3,0.077,0.05,0,216,11,-1,10,-7,FALSE,0,0,0.5,38.5,76.912,10500.3956159637,17311.9979202848,61.428,11.9682712029347,17.7118153851715,29.2211219931075,31.23,121.47,39.93,116.4,0.0103985705319328,0.497013631102855,10.9821514786019,36.59114,103.9404,1839.95,1090.58,0.0319153,NA,NA,2.1464931707291,0,699.728774648436,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,3,2,NA,NA,NA,NA,27.7042581956306,"China","Upper middle income","Emerging","Asia","NO","Asia",0.00800704865668616,0.00428034863976181,0.19568970639664,0.00828454071292145,0.00139784946236559,0.0208127852677884,18.8500337002921,15.2185714285714,18.8500337002921,23.8962694717195,23.8962694717195,28.5189786814126,-0.077803230943029,-0.0266552414882627,0.233562649426928,64.410487930465,44.3776700690706,56.3475190879812,0.312354717231822,0.204927929163472,1.90540071791685,0.00325834008000221,0.00137762802551487,0.0263259058574596,1.11738393443623,1.42395899260672,5.94281359267148,0.431918222111563,0.703138340439921,0.397214042838443,75.8309075853763,2.67957149817703,0.0447482353924337,8.74436692249742,0.248005317691601,80.1176574258132,1.97726320646424,0.0291846749064081,4.50888888888889,0.620752260845448,0.421046241553652,0.352326191158374,0,0,0,0,9.3976130062964,9.3976130062964,0,0.0306671556553522,0,0.0306671556553522,0,0,TRUE,0,0,0,0,0,0,9.3976130062964,9.3976130062964,15983.52,-518
"150592","TWN",2020-07-15,"East Asia & Pacific","Eastern Asia",23855008,NA,NA,42.2,NA,8.353,80.46,0,0,0.286,0.00119890967967816,149,0.624606791161001,0.19,0,0,0,0,468.806451612903,1.96523284172826,487.420969742984,2.04326475070972,-18.6145181300794,-0.0780319089814573,329.557634187337,1.87746321443279,0.029373287152115,0,3,0.86,0.697,1,20,56,37,93,10,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,25.02,121.45,25.02,121.45,0.104450268891128,0.708751278908246,49.7337917472088,23.64485,121.0021,1150.337,27.0496,0.4370258,NA,NA,NA,NA,NA,-5,13,1,-11,-5,1,0,0,0,0,0,0,3,1,NA,NA,NA,NA,28.293123708969,"Taiwan","High income","Advanced","Asia","NO","Asia",0.00800704865668616,0.00428034863976181,0.19568970639664,0.00828454071292145,0.00139784946236559,0.0208127852677884,18.8500337002921,15.2185714285714,18.8500337002921,23.8962694717195,23.8962694717195,28.5189786814126,-0.0777845661951068,-0.0158348233589566,0.25524206460701,69.7195162261341,58.604579146452,59.4048688250931,0.309336948143184,0.195253165319752,1.89041637112694,0.00322719781013106,0.00131364693100785,0.0261192425018062,1.19457198077078,1.82519769631815,6.25845328916687,0.424743491624534,0.665745224978611,0.391609952186892,76.562441643145,2.66136451648202,0.0444640493213446,8.83607714710523,0.250479199334267,NA,NA,NA,NA,NA,0.418748029794204,NA,0,0,0,0,NA,NA,0,0.119890967967816,0,0.119890967967816,NA,NA,FALSE,0,0,0,0,0,0,NA,NA,51260.91,-518
"25802","CHN",2020-07-16,"East Asia & Pacific","Eastern Asia",1444216102,4.34,147.674,38.7,10.641,5.929,76.91,0,0,6.429,0.000445154986923141,NA,NA,NA,0,0,0,0,NA,NA,NA,NA,NA,NA,0,5.70312350665095,0.318314550961848,0,4,0.077,0.05,0,216,11,-1,10,-7,FALSE,0,0,0.5,38.5,76.912,10500.3956159637,17311.9979202848,61.428,11.9682712029347,17.7118153851715,29.2211219931075,31.23,121.47,39.93,116.4,0.0103985705319328,0.497013631102855,10.9821514786019,36.59114,103.9404,1839.95,1090.58,0.0319153,NA,NA,2.1464931707291,0,699.728774648436,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,3,2,NA,NA,NA,NA,27.7042581956306,"China","Upper middle income","Emerging","Asia","NO","Asia",0.0080643134048102,0.00441363312700269,0.183224391675847,0.00828454071292145,0.00139784946236559,0.0208127852677884,18.8500337002921,15.3321428571429,18.8500337002921,24.0074063256381,24.0074063256381,28.6288186095091,-0.077803230943029,-0.0266552414882627,0.233562649426928,65.5093101560906,44.4939537009469,56.870745140483,0.33046101242012,0.222213724125848,1.87294587801066,0.00354182493248057,0.00143636218197828,0.0266008916144267,1.11763720129744,1.37494368464832,5.75203439410702,0.431918222111563,0.703138340439921,0.397214042838443,77.1078822777919,2.72942586406856,0.0449591850007093,8.71947145122304,0.248005317691601,80.3257270472631,1.82916879381554,0.0277655920649161,4.07333333333333,0.620752260845448,0.421046241553652,0.352326191158374,0,0,0,0,9.3976130062964,9.3976130062964,0,0.0445154986923141,0,0.0445154986923141,0,0,TRUE,0,0,0,0,0,0,9.3976130062964,9.3976130062964,15983.52,-517
"150646","TWN",2020-07-16,"East Asia & Pacific","Eastern Asia",23855008,NA,NA,42.2,NA,8.353,80.46,0,0,0.286,0.00119890967967816,149,0.624606791161001,0.19,0,0,0,0,468.806451612903,1.96523284172826,487.420969742984,2.04326475070972,-18.6145181300794,-0.0780319089814573,330.182240978498,1.87866212411247,0.029373287152115,0,4,0.86,0.697,1,20,56,37,93,10,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,25.02,121.45,25.02,121.45,0.104450268891128,0.708751278908246,49.7337917472088,23.64485,121.0021,1150.337,27.0496,0.4370258,NA,NA,NA,NA,NA,0,11,-1,-12,-7,1,0,0,0,0,0,0,3,1,NA,NA,NA,NA,28.293123708969,"Taiwan","High income","Advanced","Asia","NO","Asia",0.0080643134048102,0.00441363312700269,0.183224391675847,0.00828454071292145,0.00139784946236559,0.0208127852677884,18.8500337002921,15.3321428571429,18.8500337002921,24.0074063256381,24.0074063256381,28.6288186095091,-0.0777845661951068,-0.0158348233589566,0.25524206460701,70.9097956548829,58.7586739973368,59.9568027280665,0.327276991747592,0.211769215040849,1.85822189560232,0.00350797319657349,0.00136965330061887,0.0263920695684095,1.19484632754667,1.76024438819518,6.05720660589037,0.424743491624534,0.665745224978611,0.391609952186892,77.8473273508619,2.71147906597747,0.0446837153290292,8.81367316692539,0.250479199334267,NA,NA,NA,NA,NA,0.418748029794204,NA,0,0,0,0,NA,NA,0,0.119890967967816,0,0.119890967967816,NA,NA,FALSE,0,0,0,0,0,0,NA,NA,51260.91,-517
"25831","CHN",2020-07-17,"East Asia & Pacific","Eastern Asia",1444216102,4.34,147.674,38.7,10.641,5.929,76.91,0,0,8.857,0.000613273871391859,NA,NA,NA,0,0,0,0,NA,NA,NA,NA,NA,NA,0,5.70373678052234,0.318314550961848,0,5,0.077,0.05,0,216,11,-1,10,-7,FALSE,0,0,0.5,38.5,76.912,10500.3956159637,17311.9979202848,61.428,11.9682712029347,17.7118153851715,29.2211219931075,31.23,121.47,39.93,116.4,0.0103985705319328,0.497013631102855,10.9821514786019,36.59114,103.9404,1839.95,1090.58,0.0319153,NA,NA,2.1464931707291,0,699.728774648436,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,3,2,NA,NA,NA,NA,27.7042581956306,"China","Upper middle income","Emerging","Asia","NO","Asia",0.00812157815293423,0.00454691761424358,0.170759076955054,0.00828454071292145,0.00139784946236559,0.0208127852677884,18.8500337002921,15.4457142857143,18.8500337002921,24.1185431795568,24.1185431795568,28.7386585376056,-0.077803230943029,-0.0266552414882627,0.233562649426928,66.1963293646207,44.3612831364014,56.8964716629687,0.356018923730015,0.266380058328653,1.84408131909952,0.00355864981793915,0.0018485250573736,0.0267728732789342,1.13827243078663,1.38239636335313,5.71974081936329,0.431918222111563,0.703138340439921,0.397214042838443,79.5343002203433,2.72724699941143,0.0491498451124208,8.85237862756116,0.248005317691601,79.2000446766823,1.85872711499662,0.0277106501114715,4.38111111111111,0.620752260845448,0.421046241553652,0.352326191158374,0,0,0,0,9.3976130062964,9.3976130062964,0,0.0613273871391859,0,0.0613273871391859,0,0,TRUE,0,0,0,0,0,0,9.3976130062964,9.3976130062964,15983.52,-516
"150439","TWN",2020-07-17,"East Asia & Pacific","Eastern Asia",23855008,NA,NA,42.2,NA,8.353,80.46,0,0,0.286,0.00119890967967816,146,0.612030815500041,0.2,0,0,0,0,468.806451612903,1.96523284172826,487.420969742984,2.04326475070972,-18.6145181300794,-0.0780319089814573,330.794271793998,1.87986103379215,0.029373287152115,0,5,0.86,0.697,1,20,56,37,93,10,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,25.02,121.45,25.02,121.45,0.104450268891128,0.708751278908246,49.7337917472088,23.64485,121.0021,1150.337,27.0496,0.4370258,NA,NA,NA,NA,NA,2,12,10,-8,-10,1,0,0,0,0,0,0,3,1,NA,NA,NA,NA,28.293123708969,"Taiwan","High income","Advanced","Asia","NO","Asia",0.00812157815293423,0.00454691761424358,0.170759076955054,0.00828454071292145,0.00139784946236559,0.0208127852677884,18.8500337002921,15.4457142857143,18.8500337002921,24.1185431795568,24.1185431795568,28.7386585376056,-0.0777845661951068,-0.0158348233589566,0.25524206460701,71.6550435899282,58.5869530288026,59.9846307942048,0.352598886958164,0.253924467141826,1.82959071246019,0.0035246372746545,0.00176267412068826,0.0265627011442215,1.21636674876295,1.76686877041644,6.02259250904371,0.424743491624534,0.665745224978611,0.391609952186892,80.2828070378587,2.70950259461273,0.0489025454938837,8.94899826183658,0.250479199334267,NA,NA,NA,NA,NA,0.418748029794204,NA,0,0,0,0,NA,NA,0,0.119890967967816,0,0.119890967967816,NA,NA,FALSE,0,0,0,0,0,0,NA,NA,51260.91,-516
"26305","CHN",2020-07-18,"East Asia & Pacific","Eastern Asia",1444216102,4.34,147.674,38.7,10.641,5.929,76.91,0,0,9.286,0.000642978567206142,NA,NA,NA,0,0,0,0,NA,NA,NA,NA,NA,NA,0,5.70437975908954,0.318314550961848,0,6,0.077,0.05,0,216,11,-1,10,-7,FALSE,0,0,0.5,38.5,76.912,10500.3956159637,17311.9979202848,61.428,11.9682712029347,17.7118153851715,29.2211219931075,31.23,121.47,39.93,116.4,0.0103985705319328,0.497013631102855,10.9821514786019,36.59114,103.9404,1839.95,1090.58,0.0319153,NA,NA,2.1464931707291,0,699.728774648436,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,3,2,NA,NA,NA,NA,27.7042581956306,"China","Upper middle income","Emerging","Asia","NO","Asia",0.00817884290105827,0.00468020210148447,0.158293762234261,0.00828454071292145,0.00139784946236559,0.0208127852677884,18.8500337002921,15.5592857142857,18.8500337002921,24.2296800334755,24.2296800334755,28.8484984657021,-0.077803230943029,-0.0266552414882627,0.233562649426928,66.5910691649313,44.4084020379747,57.5438651677587,0.363332936603384,0.246694208332447,2.49679363250044,0.00424548392311005,0.00220444271094587,0.0736169921774878,1.18752767430529,1.40093627087917,5.56433466560874,0.431918222111563,0.703138340439921,0.397214042838443,80.6834814864923,2.90345172678407,0.059018390817765,9.04320818313147,0.248005317691601,78.2877981344732,3.44118469642548,0.137170951757244,4.11888888888889,0.620752260845448,0.421046241553652,0.352326191158374,0,0,0,0,9.3976130062964,9.3976130062964,0,0.0642978567206142,0,0.0642978567206142,0,0,TRUE,0,0,0,0,0,0,9.3976130062964,9.3976130062964,15983.52,-515
"150061","TWN",2020-07-18,"East Asia & Pacific","Eastern Asia",23855008,NA,NA,42.2,NA,8.353,80.46,0,0,0,0,145,0.607838823613054,0,0,0,0,0,468.806451612903,1.96523284172826,487.420969742984,2.04326475070972,-18.6145181300794,-0.0780319089814573,331.402110617611,1.87986103379215,0.029373287152115,0,6,0.86,0.697,1,20,56,37,93,10,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,25.02,121.45,25.02,121.45,0.104450268891128,0.708751278908246,49.7337917472088,23.64485,121.0021,1150.337,27.0496,0.4370258,NA,NA,NA,NA,NA,0,13,9,-10,-3,1,0,0,0,0,0,0,3,1,NA,NA,NA,NA,28.293123708969,"Taiwan","High income","Advanced","Asia","NO","Asia",0.00817884290105827,0.00468020210148447,0.158293762234261,0.00828454071292145,0.00139784946236559,0.0208127852677884,18.8500337002921,15.5592857142857,18.8500337002921,24.2296800334755,24.2296800334755,28.8484984657021,-0.0777845661951068,-0.0158348233589566,0.25524206460701,72.082987292654,58.6507563716755,60.6677748487213,0.359891892690115,0.235390491980248,2.47721927261636,0.00420490681856575,0.00210206191234704,0.0730390848219391,1.28636801188733,1.85646992854347,5.86963308641781,0.424743491624534,0.665745224978611,0.391609952186892,81.4374855371599,2.88150436022283,0.0585019184712117,9.14619227904944,0.250479199334267,NA,NA,NA,NA,NA,0.418748029794204,NA,0,0,0,0,NA,NA,0,0,0,0,NA,NA,FALSE,0,0,0,0,0,0,NA,NA,51260.91,-515
"26333","CHN",2020-07-19,"East Asia & Pacific","Eastern Asia",1444216102,4.34,147.674,38.7,10.641,5.929,76.91,0,0,11.143,0.000771560432304334,NA,NA,NA,0,0,0,0,NA,NA,NA,NA,NA,NA,0,5.70515131952185,0.318314550961848,0,0,0.077,0.05,0,216,11,-1,10,-7,FALSE,0,0,0.5,38.5,76.912,10500.3956159637,17311.9979202848,61.428,11.9682712029347,17.7118153851715,29.2211219931075,31.23,121.47,39.93,116.4,0.0103985705319328,0.497013631102855,10.9821514786019,36.59114,103.9404,1839.95,1090.58,0.0319153,NA,NA,2.1464931707291,0,699.728774648436,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,3,2,NA,NA,NA,NA,27.7042581956306,"China","Upper middle income","Emerging","Asia","NO","Asia",0.0082361076491823,0.00481348658872535,0.145828447513468,0.00828454071292145,0.00139784946236559,0.0208127852677884,18.8500337002921,15.6728571428571,18.8500337002921,24.3408168873941,24.3408168873941,28.9583383937986,-0.077803230943029,-0.0266552414882627,0.233562649426928,67.2572988766712,44.2106459885156,49.9691816948756,0.375865320386188,0.256435205476438,2.65528715591028,0.00382881430388375,0.00226317686740928,0.0859939091581687,1.19478360994915,1.4094084506403,5.65694566935907,0.431918222111563,0.703138340439921,0.397214042838443,79.334748915544,2.93842250451269,0.0612832582382693,8.96764232160877,0.248758539034597,59.8550276067892,3.8993093347201,0.165330216827516,4.54111111111111,0.620752260845448,0.421046241553652,0.352326191158374,0,0,0,0,9.3976130062964,9.3976130062964,0,0.0771560432304334,0,0.0771560432304334,0,0,TRUE,0,0,0,0,0,0,9.3976130062964,9.3976130062964,15983.52,-514
"150169","TWN",2020-07-19,"East Asia & Pacific","Eastern Asia",23855008,NA,NA,42.2,NA,8.353,80.46,0,0,0,0,147,0.616222807387028,0,0,0,0,0,468.806451612903,1.96523284172826,487.420969742984,2.04326475070972,-18.6145181300794,-0.0780319089814573,332.018333424998,1.87986103379215,0.029373287152115,0,0,0.86,0.697,1,20,56,37,93,10,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,25.02,121.45,25.02,121.45,0.104450268891128,0.708751278908246,49.7337917472088,23.64485,121.0021,1150.337,27.0496,0.4370258,NA,NA,NA,NA,NA,3,11,20,-9,-11,1,0,0,0,0,0,0,3,1,NA,NA,NA,NA,28.293123708969,"Taiwan","High income","Advanced","Asia","NO","Asia",0.0082361076491823,0.00481348658872535,0.145828447513468,0.00828454071292145,0.00139784946236559,0.0208127852677884,18.8500337002921,15.6728571428571,18.8500337002921,24.3408168873941,24.3408168873941,28.9583383937986,-0.0777845661951068,-0.0158348233589566,0.25524206460701,72.8039708389663,58.3859710609419,52.6770311173288,0.372310812294079,0.244709782830109,2.63447378000539,0.00379221960676485,0.00215806828195806,0.0853188406561158,1.29422787377563,1.86769695384269,5.9673253792878,0.424743491624534,0.665745224978611,0.391609952186892,80.0794396176382,2.91543746473923,0.0606749619934394,9.06822631253708,0.251239044628094,NA,NA,NA,NA,NA,0.418748029794204,NA,0,0,0,0,NA,NA,0,0,0,0,NA,NA,FALSE,0,0,0,0,0,0,NA,NA,51260.91,-514
"26153","CHN",2020-07-20,"East Asia & Pacific","Eastern Asia",1444216102,4.34,147.674,38.7,10.641,5.929,76.91,0,0,12.714,0.00088033916685967,NA,NA,NA,0,0,0,0,NA,NA,NA,NA,NA,NA,0,5.70603165868871,0.318314550961848,0,1,0.077,0.05,0,216,11,-1,10,-7,FALSE,0,0,0.5,38.5,76.912,10500.3956159637,17311.9979202848,61.428,11.9682712029347,17.7118153851715,29.2211219931075,31.23,121.47,39.93,116.4,0.0103985705319328,0.497013631102855,10.9821514786019,36.59114,103.9404,1839.95,1090.58,0.0319153,NA,NA,2.1464931707291,0,699.728774648436,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,3,2,NA,NA,NA,NA,27.7042581956306,"China","Upper middle income","Emerging","Asia","NO","Asia",0.0082361076491823,0.00481348658872535,0.145055332845982,0.00828454071292145,0.00139784946236559,0.0208127852677884,18.8500337002921,15.7864285714286,18.8500337002921,24.4519537413128,24.4519537413128,29.0681783218951,-0.0781973502916984,-0.028801737737795,0.232760043635829,68.305399679989,44.3373118597349,50.1111947465356,0.370297577750311,0.289588007383774,2.56486832094979,0.00366715202552483,0.0022881176174284,0.0860076496542552,1.19894215747658,1.38207673674072,5.48693557252962,0.431918222111563,0.703138340439921,0.397214042838443,80.0146989787133,2.93070299668168,0.0626348457659286,9.02968290181357,0.235498560622473,59.9285986676941,3.75991141188968,0.164849158984336,4.24333333333333,0.620752260845448,0.421046241553652,0.352326191158374,0,0,0,0,9.3976130062964,9.3976130062964,0,0.088033916685967,0,0.088033916685967,0,0,TRUE,0,0,0,0,0,0,9.3976130062964,9.3976130062964,15983.52,-513
"150398","TWN",2020-07-20,"East Asia & Pacific","Eastern Asia",23855008,NA,NA,42.2,NA,8.353,80.46,0,0,0,0,152,0.63718276682196,0,0,0,0,0,468.806451612903,1.96523284172826,487.420969742984,2.04326475070972,-18.6145181300794,-0.0780319089814573,332.65551619182,1.87986103379215,0.029373287152115,0,1,0.86,0.697,1,20,56,37,93,10,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,25.02,121.45,25.02,121.45,0.104450268891128,0.708751278908246,49.7337917472088,23.64485,121.0021,1150.337,27.0496,0.4370258,NA,NA,NA,NA,NA,-1,12,2,-11,-9,1,0,0,0,0,0,0,3,1,NA,NA,NA,NA,28.293123708969,"Taiwan","High income","Advanced","Asia","NO","Asia",0.0082361076491823,0.00481348658872535,0.145055332845982,0.00828454071292145,0.00139784946236559,0.0208127852677884,18.8500337002921,15.7864285714286,18.8500337002921,24.4519537413128,24.4519537413128,29.0681783218951,-0.0782108536450277,-0.0184333922723299,0.254383616941584,73.9375626585782,58.5470086602924,52.8256859905383,0.366801628391826,0.276348838143129,2.54476913921658,0.00363210244959555,0.00218185071024266,0.0853324732867012,1.29873254565061,1.83147795801479,5.78798733631513,0.424743491624534,0.665745224978611,0.391609952186892,80.7627571033253,2.90826287924563,0.062017512803253,9.13199110517255,0.237985699565228,NA,NA,NA,NA,NA,0.418748029794204,NA,0,0,0,0,NA,NA,0,0,0,0,NA,NA,FALSE,0,0,0,0,0,0,NA,NA,51260.91,-513
"26302","CHN",2020-07-21,"East Asia & Pacific","Eastern Asia",1444216102,4.34,147.674,38.7,10.641,5.929,76.91,0,0,13.286,0.000919945427945381,NA,NA,NA,0,0,0,0,NA,NA,NA,NA,NA,NA,0,5.70695160411665,0.318314550961848,0,2,0.077,0.05,0,216,11,-1,10,-7,FALSE,0,0,0.5,38.5,76.912,10500.3956159637,17311.9979202848,61.428,11.9682712029347,17.7118153851715,29.2211219931075,31.23,121.47,39.93,116.4,0.0103985705319328,0.497013631102855,10.9821514786019,36.59114,103.9404,1839.95,1090.58,0.0319153,NA,NA,2.1464931707291,0,699.728774648436,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,3,2,NA,NA,NA,NA,27.7042581956306,"China","Upper middle income","Emerging","Asia","NO","Asia",0.0082361076491823,0.00481348658872535,0.216300356112605,0.00828454071292145,0.00139784946236559,0.0208127852677884,18.8500337002921,15.9,18.8500337002921,24.5630905952315,24.5630905952315,29.1780182499916,-0.0781973502916984,-0.028801737737795,0.232760043635829,68.3179360405607,44.3485426054886,49.7640738888229,0.38650415648957,0.275124556667781,2.6348766917868,0.00368914533352386,0.00272788581656785,0.0886012122722823,1.29542907224123,1.48124348272725,5.54331772221476,0.431918222111563,0.703138340439921,0.397214042838443,81.3816090456069,2.96133636720963,0.064145808925265,9.17812134552909,0.235498560622473,59.8058108777192,3.91602903892839,0.170399396482413,4.25888888888889,0.620752260845448,0.421046241553652,0.352326191158374,0,0,0,0,9.3976130062964,9.3976130062964,0,0.0919945427945381,0,0.0919945427945381,0,0,TRUE,0,0,0,0,0,0,9.3976130062964,9.3976130062964,15983.52,-512
