"","iso3c","date","region","subregion","population","hospital_beds_per_thousand","population_density","median_age","aged_65_older","aged_70_older","life_expectancy","daily_covid_deaths","daily_covid_deaths_per_100k","daily_covid_cases","daily_covid_cases_per_100k","daily_tests","daily_tests_per_100k","daily_positive_rate","daily_vaccinations","daily_vaccinations_per_100k","vaccinated_pct","fully_vaccinated_pct","daily_total_deaths","daily_total_deaths_per_100k","daily_expected_deaths","daily_expected_deaths_per_100k","daily_excess_deaths","daily_excess_deaths_per_100k","cumulative_daily_tests_per_100k","cumulative_daily_covid_cases_per_100k","cumulative_daily_covid_deaths_per_100k","cumulative_daily_vaccinations_per_100k","weekday","vdem_freedom_of_expression_score","vdem_liberal_democracy_score","boix_democracy_yes_no","boix_democracy_duration_years","freedom_house_civil_liberties","freedom_house_political_rights","freedom_house_freedom_score","polity_democracy_score","island","wdi_obs_lag","wdi_prop_NA","wdi_prop_less_2_usd_day","wdi_gini_index","wdi_life_expectancy_at_birth","wdi_gdppc_nominal","wdi_gdppc_ppp","wdi_urban_population_pct","wdi_pop_over_65","wdi_pop_under_15","wdi_urban_pop_1m_cities_pct","lat_largest_city","lng_largest_city","lat_capital","lng_capital","largest_city_pop_pct","demography_adjusted_ifr","tourist_arrivals_in_thousands_2019_per_100k","centroid_latitude","centroid_longitude","mean_elevation","mean_distance_to_coast","percent_land_area_in_tropics","AIDS_deaths_latest_per_100k","AIDS_deaths_latest_year","TB_deaths_latest_per_100k","malaria_deaths_latest_per_100k","total_deaths_latest_per_100k","mobility_retail_rec_pct_of_baseline","mobility_grocery_and_pharma_pct_of_baseline","mobility_parks_pct_of_baseline","mobility_transit_rec_pct_of_baseline","mobility_workplaces_rec_pct_of_baseline","oxcgrt_schools_closed","oxcgrt_workplaces_closed","oxcgrt_cancel_public_events","oxcgrt_gathering_restrictions","oxcgrt_public_transport_closed","oxcgrt_stay_at_home_required","oxcgrt_internal_movement_restrictions","oxcgrt_international_movement_restrictions","oxcgrt_face_masks_required","sero_nat_delta","sero_nat_or_reg_delta","sero_nat_30d_wma_interpolated","sero_reg_or_nat_30d_wma_interpolated","weekly_mean_temperature_in_major_cities_2015_2019","country","wb_income_group","imf_economy","economist_region","is_subregion","continent","sero_nat_or_reg_delta_region_average","sero_nat_or_reg_delta_sub_region_average","sero_nat_or_reg_delta_econ_region_average","sero_nat_delta_region_average","sero_nat_delta_sub_region_average","sero_nat_delta_econ_region_average","sero_nat_30d_wma_interpolated_region_average","sero_nat_30d_wma_interpolated_sub_region_average","sero_nat_30d_wma_interpolated_econ_region_average","sero_reg_or_nat_30d_wma_interpolated_region_average","sero_reg_or_nat_30d_wma_interpolated_sub_region_average","sero_reg_or_nat_30d_wma_interpolated_econ_region_average","daily_excess_deaths_per_100k_region_average","daily_excess_deaths_per_100k_sub_region_average","daily_excess_deaths_per_100k_econ_region_average","daily_tests_per_100k_region_average","daily_tests_per_100k_sub_region_average","daily_tests_per_100k_econ_region_average","daily_covid_cases_per_100k_region_average","daily_covid_cases_per_100k_sub_region_average","daily_covid_cases_per_100k_econ_region_average","daily_covid_deaths_per_100k_region_average","daily_covid_deaths_per_100k_sub_region_average","daily_covid_deaths_per_100k_econ_region_average","daily_positive_rate_region_average","daily_positive_rate_sub_region_average","daily_positive_rate_econ_region_average","demography_adjusted_ifr_region_average","demography_adjusted_ifr_sub_region_average","demography_adjusted_ifr_econ_region_average","daily_tests_per_100k_dist_average","daily_covid_cases_per_100k_dist_average","daily_covid_deaths_per_100k_dist_average","daily_positive_rate_dist_average","daily_excess_deaths_per_100k_dist_average","daily_tests_per_100k_contiguous_country_average","daily_covid_cases_per_100k_contiguous_country_average","daily_covid_deaths_per_100k_contiguous_country_average","daily_positive_rate_contiguous_country_average","daily_excess_deaths_per_100k_contiguous_country_average","demography_adjusted_ifr_dist_average","demography_adjusted_ifr_contiguous_country_average","daily_vaccinations_per_100k_lagged_two_weeks","vaccinated_pct_lagged_two_weeks","fully_vaccinated_pct_lagged_two_weeks","cumulative_daily_vaccinations_per_100k_lagged_two_weeks","vaccinated_pct_over_pop_65","fully_vaccinated_pct_over_pop_65","vaccinated_pct_over_covid_deaths","vaccinated_pct_over_covid_cases","fully_vaccinated_pct_over_covid_deaths","fully_vaccinated_pct_over_covid_cases","vaccinated_pct_65_plus_over_covid_deaths","fully_vaccinated_pct_65_plus_over_covid_deaths","virus_discovery_country","vaccinated_pct_intp","fully_vaccinated_pct_intp","cumulative_daily_vaccinations_per_100k_intp","vaccinated_pct_lagged_two_weeks_intp","fully_vaccinated_pct_lagged_two_weeks_intp","cumulative_daily_vaccinations_per_100k_lagged_two_weeks_intp","vaccinated_pct_over_pop_65_intp","fully_vaccinated_pct_over_pop_65_intp","gdpppc_ppp_imf","temporal_recency"
"150203","TWN",2021-02-10,"East Asia & Pacific","Eastern Asia",23855008,NA,NA,42.2,NA,8.353,80.46,0.143,0.000599454839839081,2.571,0.0107776111414425,768,3.2194497692057,0.33,0,0,0,0,530.571428571429,2.22415112403831,533.498409294668,2.23642100348349,-2.92698072324103,-0.0122698794451925,690.651623340474,3.87524498000588,0.0377656549098621,0,3,0.86,0.697,1,20,56,37,93,10,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,25.02,121.45,25.02,121.45,0.104450268891128,0.708751278908246,49.7337917472088,23.64485,121.0021,1150.337,27.0496,0.4370258,NA,NA,NA,NA,NA,5,27,-7,-19,-58,0,0,1,0,0,0,0,3,2,NA,NA,NA,NA,16.216238414828,"Taiwan","High income","Advanced","Asia","NO","Asia",NA,NA,0.528521012191845,NA,NA,0.213385826771653,NA,NA,39.512,NA,NA,56.13,-0.0176793546528225,-0.081618333582579,-0.00549718931802511,206.422364603608,381.080165791991,184.099777598337,0.878348305361475,0.765573564468405,2.3287275842126,0.0121078076469093,0.0196884074342595,0.0321872991096852,1.49102544046069,1.27332906396837,2.58024162451406,0.424743491624534,0.665745224978611,0.391609952186892,296.214264841294,9.29152623672166,0.202645712292473,8.53781129616622,0.311713932997961,NA,NA,NA,NA,NA,0.418748029794204,NA,0,0,0,0,NA,NA,0.0599454839839081,1.07776111414425,0.0599454839839081,1.07776111414425,NA,NA,FALSE,0,0,0,0,0,0,NA,NA,51260.91,-308
"25782","CHN",2021-02-11,"East Asia & Pacific","Eastern Asia",1444216102,4.34,147.674,38.7,10.641,5.929,76.91,0,0,11.429,0.000791363562847189,NA,NA,NA,1289975,89.3200815455248,0,0,NA,NA,NA,NA,NA,NA,0,6.12651686111723,0.318453172875648,2605.85136447952,4,0.077,0.05,0,216,11,-1,10,-7,FALSE,0,0,0.5,38.5,76.912,10500.3956159637,17311.9979202848,61.428,11.9682712029347,17.7118153851715,29.2211219931075,31.23,121.47,39.93,116.4,0.0103985705319328,0.497013631102855,10.9821514786019,36.59114,103.9404,1839.95,1090.58,0.0319153,NA,NA,2.1464931707291,0,699.728774648436,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,3,0,NA,NA,NA,NA,3.76969542426968,"China","Upper middle income","Emerging","Asia","NO","Asia",NA,NA,0.463175859040082,NA,NA,0.213385826771654,NA,NA,33.6047244094488,NA,NA,46.0004326165991,-0.0172461363017398,-0.0695537928910442,-0.00599298111067483,201.545000179789,334.192419354388,182.532972282205,0.854013595422428,0.785579923167616,2.35093269817879,0.0119147740433491,0.0203507485844411,0.0296001719471203,1.36896855594143,1.0981907561037,2.4312040159979,0.431918222111563,0.703138340439921,0.397214042838443,298.061256829398,9.52654663189741,0.203729885961775,8.32769964686374,0.308258656323256,240.257809033438,1.49016210991301,0.0336225307156724,1.842,0.12874391913218,0.421046241553652,0.352326191158374,60.9757777094774,0,0,1410.90408643013,9.3976130062964,9.3976130062964,0,0.0791363562847189,0,0.0791363562847189,0,0,TRUE,0,0,2605.85136447952,0,0,1410.90408643013,9.3976130062964,9.3976130062964,15983.52,-307
"150311","TWN",2021-02-11,"East Asia & Pacific","Eastern Asia",23855008,NA,NA,42.2,NA,8.353,80.46,0,0,2.429,0.0101823482934904,675,2.82959452371594,0.36,0,0,0,0,530.571428571429,2.22415112403831,533.498409294668,2.23642100348349,-2.92698072324103,-0.0122698794451925,693.48121786419,3.88542732829937,0.0377656549098621,0,4,0.86,0.697,1,20,56,37,93,10,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,25.02,121.45,25.02,121.45,0.104450268891128,0.708751278908246,49.7337917472088,23.64485,121.0021,1150.337,27.0496,0.4370258,NA,NA,NA,NA,NA,-25,7,-33,-36,-74,0,0,1,0,0,0,0,3,2,NA,NA,NA,NA,16.216238414828,"Taiwan","High income","Advanced","Asia","NO","Asia",NA,NA,0.463175859040082,NA,NA,0.213385826771654,NA,NA,39.744,NA,NA,56.13,-0.0176793546528225,-0.081618333582579,-0.00549718931802511,216.950868138875,417.881500954468,191.936620058421,0.845487159519944,0.747326424804434,2.33217844272584,0.0118008960872115,0.0194056000070643,0.0293678049814542,1.44719115924883,1.28462840630045,2.53958747145694,0.424743491624534,0.665745224978611,0.391609952186892,299.814592300074,9.42906455785298,0.201544726056108,8.39948566380168,0.311713932997961,NA,NA,NA,NA,NA,0.418748029794204,NA,0,0,0,0,NA,NA,0,1.01823482934904,0,1.01823482934904,NA,NA,FALSE,0,0,0,0,0,0,NA,NA,51260.91,-307
"25850","CHN",2021-02-12,"East Asia & Pacific","Eastern Asia",1444216102,4.34,147.674,38.7,10.641,5.929,76.91,0,0,10.714,0.000741855736490051,NA,NA,NA,1158296,80.2024017317043,0,0,NA,NA,NA,NA,NA,NA,0,6.12725871685372,0.318453172875648,2686.05376621123,5,0.077,0.05,0,216,11,-1,10,-7,FALSE,0,0,0.5,38.5,76.912,10500.3956159637,17311.9979202848,61.428,11.9682712029347,17.7118153851715,29.2211219931075,31.23,121.47,39.93,116.4,0.0103985705319328,0.497013631102855,10.9821514786019,36.59114,103.9404,1839.95,1090.58,0.0319153,NA,NA,2.1464931707291,0,699.728774648436,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,3,0,NA,NA,NA,NA,5.05010582190444,"China","Upper middle income","Emerging","Asia","NO","Asia",NA,NA,0.0959591416432154,NA,NA,0.213385826771653,NA,NA,33.8181102362205,NA,NA,46.0963917582424,-0.0172461363017398,-0.0695537928910442,-0.00599298111067483,203.438324922602,344.196342917637,183.291856844882,0.827680200868932,0.740459814651166,2.35056984920669,0.0117447861831359,0.0197451836539863,0.030146962044757,1.30437821368088,1.07624220953911,2.40588022386735,0.431918222111563,0.703138340439921,0.397214042838443,301.390783371525,9.40335071136277,0.198773711464406,8.28112298917411,0.308258656323256,246.575954178973,1.53428555299976,0.0341833717401112,1.841,0.12874391913218,0.421046241553652,0.352326191158374,53.0494016054115,0,0,1463.95348803555,9.3976130062964,9.3976130062964,0,0.0741855736490051,0,0.0741855736490051,0,0,TRUE,0,0,2686.05376621123,0,0,1463.95348803555,9.3976130062964,9.3976130062964,15983.52,-306
"150011","TWN",2021-02-12,"East Asia & Pacific","Eastern Asia",23855008,NA,NA,42.2,NA,8.353,80.46,0,0,2,0.00838398377397316,589,2.4690832214351,0.34,0,0,0,0,530.571428571429,2.22415112403831,533.498409294668,2.23642100348349,-2.92698072324103,-0.0122698794451925,695.950301085625,3.89381131207334,0.0377656549098621,0,5,0.86,0.697,1,20,56,37,93,10,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,25.02,121.45,25.02,121.45,0.104450268891128,0.708751278908246,49.7337917472088,23.64485,121.0021,1150.337,27.0496,0.4370258,NA,NA,NA,NA,NA,-18,-3,60,-21,-78,0,0,1,0,0,0,0,3,2,NA,NA,NA,NA,16.8241128725324,"Taiwan","High income","Advanced","Asia","NO","Asia",NA,NA,0.0959591416432154,NA,NA,0.213385826771653,NA,NA,39.976,NA,NA,56.13,-0.0176793546528225,-0.081618333582579,-0.00549718931802511,219.018926694588,430.503068894824,192.754081174124,0.819474177996848,0.704635781327249,2.3318748900974,0.0116325329216856,0.0188281592918026,0.0299103026730849,1.3791438483509,1.2621877343065,2.51398509209752,0.424743491624534,0.665745224978611,0.391609952186892,303.068412004787,9.30631718731391,0.196650818979506,8.35246942688016,0.311713932997961,NA,NA,NA,NA,NA,0.418748029794204,NA,0,0,0,0,NA,NA,0,0.838398377397316,0,0.838398377397316,NA,NA,FALSE,0,0,0,0,0,0,NA,NA,51260.91,-306
"26039","CHN",2021-02-13,"East Asia & Pacific","Eastern Asia",1444216102,4.34,147.674,38.7,10.641,5.929,76.91,0,0,10.143,0.000702318717119524,NA,NA,NA,1026617,71.0847219178837,0,0,NA,NA,NA,NA,NA,NA,0,6.12796103557084,0.318453172875648,2757.13848812911,6,0.077,0.05,0,216,11,-1,10,-7,FALSE,0,0,0.5,38.5,76.912,10500.3956159637,17311.9979202848,61.428,11.9682712029347,17.7118153851715,29.2211219931075,31.23,121.47,39.93,116.4,0.0103985705319328,0.497013631102855,10.9821514786019,36.59114,103.9404,1839.95,1090.58,0.0319153,NA,NA,2.1464931707291,0,699.728774648436,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,3,0,NA,NA,NA,NA,5.05010582190444,"China","Upper middle income","Emerging","Asia","NO","Asia",NA,NA,0.0959591416432154,NA,NA,0.213385826771653,NA,NA,34.0314960629921,NA,NA,46.1923508998856,-0.0172461363017398,-0.0695537928910442,-0.00599298111067483,204.127912510777,350.540637521233,183.435786741437,0.809040129986596,0.730496663535425,2.35440609990747,0.0115624848242364,0.0194323383754361,0.0297984199910047,1.35698280987032,1.02519898962144,2.41123241207464,0.431918222111563,0.703138340439921,0.397214042838443,302.166833407151,9.41360159863526,0.194116170461085,8.27926502803004,0.308258656323256,248.432442162935,1.43818553535009,0.0341401280105952,1.811,0.12874391913218,0.421046241553652,0.352326191158374,45.1229562596305,0,0,1509.07644429518,9.3976130062964,9.3976130062964,0,0.0702318717119524,0,0.0702318717119524,0,0,TRUE,0,0,2757.13848812911,0,0,1509.07644429518,9.3976130062964,9.3976130062964,15983.52,-305
"150161","TWN",2021-02-13,"East Asia & Pacific","Eastern Asia",23855008,NA,NA,42.2,NA,8.353,80.46,0,0,1.857,0.00778452893413408,562,2.35589944048646,0.33,0,0,0,0,530.571428571429,2.22415112403831,533.498409294668,2.23642100348349,-2.92698072324103,-0.0122698794451925,698.306200526112,3.90159584100747,0.0377656549098621,0,6,0.86,0.697,1,20,56,37,93,10,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,25.02,121.45,25.02,121.45,0.104450268891128,0.708751278908246,49.7337917472088,23.64485,121.0021,1150.337,27.0496,0.4370258,NA,NA,NA,NA,NA,-28,-9,11,-18,-51,0,0,1,0,0,0,0,3,2,NA,NA,NA,NA,16.8241128725324,"Taiwan","High income","Advanced","Asia","NO","Asia",NA,NA,0.0959591416432154,NA,NA,0.213385826771653,NA,NA,40.208,NA,NA,56.13,-0.0176793546528225,-0.081618333582579,-0.00549718931802511,219.770750975853,438.478265926087,192.911465500372,0.801034040612936,0.695241167800066,2.33569891204658,0.0114519739463242,0.0185298434674754,0.0295644967405815,1.43660200956386,1.20077862804483,2.52014064066618,0.424743491624534,0.665745224978611,0.391609952186892,303.800537868529,9.31705490616267,0.192048338080478,8.3504745232562,0.311713932997961,NA,NA,NA,NA,NA,0.418748029794204,NA,0,0,0,0,NA,NA,0,0.778452893413408,0,0.778452893413408,NA,NA,FALSE,0,0,0,0,0,0,NA,NA,51260.91,-305
"26268","CHN",2021-02-14,"East Asia & Pacific","Eastern Asia",1444216102,4.34,147.674,38.7,10.641,5.929,76.91,0,0,9.429,0.00065288013247757,NA,NA,NA,894937,61.966972862348,0,0,NA,NA,NA,NA,NA,NA,0,6.12861391570332,0.318453172875648,2819.10546099146,0,0.077,0.05,0,216,11,-1,10,-7,FALSE,0,0,0.5,38.5,76.912,10500.3956159637,17311.9979202848,61.428,11.9682712029347,17.7118153851715,29.2211219931075,31.23,121.47,39.93,116.4,0.0103985705319328,0.497013631102855,10.9821514786019,36.59114,103.9404,1839.95,1090.58,0.0319153,NA,NA,2.1464931707291,0,699.728774648436,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,3,0,NA,NA,NA,NA,5.05010582190444,"China","Upper middle income","Emerging","Asia","NO","Asia",NA,NA,0.0959591416432154,NA,NA,0.213385826771653,NA,NA,34.2448818897638,NA,NA,46.2883100415288,-0.0172461363017398,-0.0695537928910442,-0.00599298111067483,209.294584234609,367.583227232182,186.913762921389,0.772947644776677,0.707538258148646,2.30272747188167,0.0112594537285763,0.0191981177907127,0.0278756245488609,1.42936916077418,1.02157057552453,2.43360808877588,0.431918222111563,0.703138340439921,0.397214042838443,300.399598034192,9.21876615061709,0.190069133243523,8.18388279544236,0.30750230290477,256.921906304793,1.40401042079914,0.0336735655970883,1.873,0.12874391913218,0.421046241553652,0.352326191158374,57.8874587288046,0,0,1566.96390302398,9.3976130062964,9.3976130062964,0,0.065288013247757,0,0.065288013247757,0,0,TRUE,0,0,2819.10546099146,0,0,1566.96390302398,9.3976130062964,9.3976130062964,15983.52,-304
"150269","TWN",2021-02-14,"East Asia & Pacific","Eastern Asia",23855008,NA,NA,42.2,NA,8.353,80.46,0,0,1.429,0.00599035640650383,497,2.08341996783233,0.29,0,0,0,0,530.571428571429,2.22415112403831,533.498409294668,2.23642100348349,-2.92698072324103,-0.0122698794451925,700.389620493944,3.90758619741398,0.0377656549098621,0,0,0.86,0.697,1,20,56,37,93,10,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,25.02,121.45,25.02,121.45,0.104450268891128,0.708751278908246,49.7337917472088,23.64485,121.0021,1150.337,27.0496,0.4370258,NA,NA,NA,NA,NA,-12,-3,55,-3,-35,0,0,1,0,0,0,0,3,2,NA,NA,NA,NA,16.8241128725324,"Taiwan","High income","Advanced","Asia","NO","Asia",NA,NA,0.0959591416432154,NA,NA,0.213385826771653,NA,NA,40.44,NA,NA,56.13,-0.0176793546528225,-0.081618333582579,-0.00549718931802511,225.359105381337,459.893954033207,196.585698224843,0.765355080524327,0.673682183355284,2.2844822855231,0.0111518391340258,0.0183065007751069,0.0276567956074602,1.51770137029558,1.20633623118484,2.54578035670166,0.424743491624534,0.665745224978611,0.391609952186892,301.942929834299,9.12265892586998,0.188035773465521,8.25491490741618,0.310948975251158,NA,NA,NA,NA,NA,0.418748029794204,NA,0,0,0,0,NA,NA,0,0.599035640650383,0,0.599035640650383,NA,NA,FALSE,0,0,0,0,0,0,NA,NA,51260.91,-304
"26401","CHN",2021-02-15,"East Asia & Pacific","Eastern Asia",1444216102,4.34,147.674,38.7,10.641,5.929,76.91,0,0,9.714,0.000672614021305241,NA,NA,NA,763258,52.8492930485274,0,0,NA,NA,NA,NA,NA,NA,0,6.12928652972462,0.318453172875648,2871.95475403999,1,0.077,0.05,0,216,11,-1,10,-7,FALSE,0,0,0.5,38.5,76.912,10500.3956159637,17311.9979202848,61.428,11.9682712029347,17.7118153851715,29.2211219931075,31.23,121.47,39.93,116.4,0.0103985705319328,0.497013631102855,10.9821514786019,36.59114,103.9404,1839.95,1090.58,0.0319153,NA,NA,2.1464931707291,0,699.728774648436,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,3,0,NA,NA,NA,NA,5.05010582190444,"China","Upper middle income","Emerging","Asia","NO","Asia",NA,NA,0.0959591416432155,NA,NA,0.213385826771654,NA,NA,34.4582677165354,NA,NA,46.384269183172,-0.0212997644166213,-0.0521978857161729,0.00131018936259743,212.596034320856,379.181646265283,189.573404276261,0.748758196752303,0.69124557126412,2.26808019618118,0.0106643933517318,0.0188888061106632,0.026251923905,1.41735340451084,1.03996794639553,2.38961285052952,0.431918222111563,0.703138340439921,0.397214042838443,299.355496713924,9.19551344380092,0.186156516803956,8.21128131148031,0.304229672796849,262.231264812731,1.36816822685705,0.0322009440411467,1.784,0.12874391913218,0.421046241553652,0.352326191158374,70.6519611979787,0,0,1637.61586422196,9.3976130062964,9.3976130062964,0,0.0672614021305241,0,0.0672614021305241,0,0,TRUE,0,0,2871.95475403999,0,0,1637.61586422196,9.3976130062964,9.3976130062964,15983.52,-303
"150255","TWN",2021-02-15,"East Asia & Pacific","Eastern Asia",23855008,NA,NA,42.2,NA,8.353,80.46,0,0,1.286,0.00539090156666474,385,1.61391687648983,0.33,0,0,0,0,530.571428571429,2.22415112403831,533.498409294668,2.23642100348349,-2.92698072324103,-0.0122698794451925,702.003537370434,3.91297709898064,0.0377656549098621,0,1,0.86,0.697,1,20,56,37,93,10,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,25.02,121.45,25.02,121.45,0.104450268891128,0.708751278908246,49.7337917472088,23.64485,121.0021,1150.337,27.0496,0.4370258,NA,NA,NA,NA,NA,9,6,85,-4,-68,0,0,1,0,0,0,0,3,2,NA,NA,NA,NA,16.8241128725324,"Taiwan","High income","Advanced","Asia","NO","Asia",NA,NA,0.0959591416432155,NA,NA,0.213385826771654,NA,NA,40.672,NA,NA,56.13,-0.0220858797620625,-0.0606071061658798,0.00238283484762869,228.952907268604,474.540250630521,199.40908370395,0.741421517078675,0.658266145076974,2.25012727560333,0.0105624661717514,0.0180115544385803,0.0260458413217096,1.50165297312985,1.21927763639983,2.49738975513381,0.424743491624534,0.665745224978611,0.391609952186892,300.837999537895,9.09958117672405,0.184152203288894,8.28190434650981,0.30755431179069,NA,NA,NA,NA,NA,0.418748029794204,NA,0,0,0,0,NA,NA,0,0.539090156666474,0,0.539090156666474,NA,NA,FALSE,0,0,0,0,0,0,NA,NA,51260.91,-303
"26364","CHN",2021-02-16,"East Asia & Pacific","Eastern Asia",1444216102,4.34,147.674,38.7,10.641,5.929,76.91,0,0,8.714,0.000603372306120431,NA,NA,NA,631579,43.7316132347069,0,0,NA,NA,NA,NA,NA,NA,0,6.12988990203074,0.318453172875648,2915.68636727469,2,0.077,0.05,0,216,11,-1,10,-7,FALSE,0,0,0.5,38.5,76.912,10500.3956159637,17311.9979202848,61.428,11.9682712029347,17.7118153851715,29.2211219931075,31.23,121.47,39.93,116.4,0.0103985705319328,0.497013631102855,10.9821514786019,36.59114,103.9404,1839.95,1090.58,0.0319153,NA,NA,2.1464931707291,0,699.728774648436,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,3,0,NA,NA,NA,NA,5.05010582190444,"China","Upper middle income","Emerging","Asia","NO","Asia",NA,NA,0.0959591416432154,NA,NA,0.213385826771653,NA,NA,34.6716535433071,NA,NA,46.4802283248152,-0.0212997644166213,-0.0521978857161729,0.00131018936259743,218.83860495395,393.455864768835,193.818742680714,0.745940336653386,0.668268536152297,2.20204590305182,0.0103890634604327,0.0190644451953049,0.0260430271633346,1.44350912292404,1.03240469146555,2.40013582333635,0.431918222111563,0.703138340439921,0.397214042838443,298.843902569301,9.0897662423088,0.176379464977859,8.19299458773239,0.304229672796849,269.773141584506,1.33185579472873,0.0318141035941972,1.826,0.12874391913218,0.421046241553652,0.352326191158374,83.4164636671528,0,0,1721.03232788911,9.3976130062964,9.3976130062964,0,0.0603372306120431,0,0.0603372306120431,0,0,TRUE,0,0,2915.68636727469,0,0,1721.03232788911,9.3976130062964,9.3976130062964,15983.52,-302
"150484","TWN",2021-02-16,"East Asia & Pacific","Eastern Asia",23855008,NA,NA,42.2,NA,8.353,80.46,0,0,0.571,0.00239362736746934,319,1.33724541194872,0.18,0,0,0,0,530.571428571429,2.22415112403831,533.498409294668,2.23642100348349,-2.92698072324103,-0.0122698794451925,703.340782782383,3.91537072634811,0.0377656549098621,0,2,0.86,0.697,1,20,56,37,93,10,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,25.02,121.45,25.02,121.45,0.104450268891128,0.708751278908246,49.7337917472088,23.64485,121.0021,1150.337,27.0496,0.4370258,NA,NA,NA,NA,NA,0,5,49,-13,-65,0,0,1,0,0,0,0,3,2,NA,NA,NA,NA,16.8241128725324,"Taiwan","High income","Advanced","Asia","NO","Asia",NA,NA,0.0959591416432154,NA,NA,0.213385826771653,NA,NA,40.904,NA,NA,56.13,-0.0220858797620625,-0.0606071061658798,0.00238283484762869,235.700897109724,492.489445705497,203.891053097642,0.7387457847027,0.6369159900327,2.18470597954489,0.0102897678037335,0.0181790363279084,0.0258385844590991,1.54146556796463,1.24768824301303,2.51631268967256,0.424743491624534,0.665745224978611,0.391609952186892,300.26042952106,8.99431520313982,0.174461244954195,8.26544048258991,0.30755431179069,NA,NA,NA,NA,NA,0.418748029794204,NA,0,0,0,0,NA,NA,0,0.239362736746934,0,0.239362736746934,NA,NA,FALSE,0,0,0,0,0,0,NA,NA,51260.91,-302
"26409","CHN",2021-02-17,"East Asia & Pacific","Eastern Asia",1444216102,4.34,147.674,38.7,10.641,5.929,76.91,0,0,10,0.000692417151848096,NA,NA,NA,631579,43.7316132347069,0,0,NA,NA,NA,NA,NA,NA,0,6.13058231918259,0.318453172875648,2959.4179805094,3,0.077,0.05,0,216,11,-1,10,-7,FALSE,0,0,0.5,38.5,76.912,10500.3956159637,17311.9979202848,61.428,11.9682712029347,17.7118153851715,29.2211219931075,31.23,121.47,39.93,116.4,0.0103985705319328,0.497013631102855,10.9821514786019,36.59114,103.9404,1839.95,1090.58,0.0319153,NA,NA,2.1464931707291,0,699.728774648436,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,3,0,NA,NA,NA,NA,5.05010582190444,"China","Upper middle income","Emerging","Asia","NO","Asia",NA,NA,0.0959591416432155,NA,NA,0.213385826771654,NA,NA,34.8850393700787,NA,NA,46.5761874664584,-0.0212997644166213,-0.0521978857161729,0.00131018936259743,227.04837528528,403.851731268538,198.860849129605,0.742141321659007,0.675907441656621,2.2169649884643,0.0100552235364644,0.0181315917151734,0.0267901844390367,1.41805323879231,1.00248832604917,2.36387775495067,0.431918222111563,0.703138340439921,0.397214042838443,299.366858810615,9.01288027741168,0.170932256889908,8.19861977709426,0.304229672796849,278.788494070255,1.32340056957183,0.0313319667648094,1.783,0.12874391913218,0.421046241553652,0.352326191158374,95.7324183053597,0,0,1816.76474619447,9.3976130062964,9.3976130062964,0,0.0692417151848096,0,0.0692417151848096,0,0,TRUE,0,0,2959.4179805094,0,0,1816.76474619447,9.3976130062964,9.3976130062964,15983.52,-301
"149990","TWN",2021-02-17,"East Asia & Pacific","Eastern Asia",23855008,NA,NA,42.2,NA,8.353,80.46,0,0,0.429,0.00179836451951724,373,1.56361297384599,0.12,0,0,0,0,530.571428571429,2.22415112403831,533.498409294668,2.23642100348349,-2.92698072324103,-0.0122698794451925,704.904395756229,3.91716909086763,0.0377656549098621,0,3,0.86,0.697,1,20,56,37,93,10,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,25.02,121.45,25.02,121.45,0.104450268891128,0.708751278908246,49.7337917472088,23.64485,121.0021,1150.337,27.0496,0.4370258,NA,NA,NA,NA,NA,-16,-5,-15,-17,-13,0,0,1,0,0,0,0,3,2,NA,NA,NA,NA,16.8241128725324,"Taiwan","High income","Advanced","Asia","NO","Asia",NA,NA,0.0959591416432155,NA,NA,0.213385826771654,NA,NA,41.136,NA,NA,56.13,-0.0220858797620625,-0.0606071061658798,0.00238283484762869,244.529599066029,505.453723513478,209.185160999374,0.735011007539291,0.644335830127698,2.19953088582203,0.00995911862497612,0.0172895073051544,0.0265798764084328,1.5186877957089,1.22536980820574,2.48129700618366,0.424743491624534,0.665745224978611,0.391609952186892,300.755374048104,8.91803289712255,0.169088333330816,8.27157836860047,0.30755431179069,NA,NA,NA,NA,NA,0.418748029794204,NA,0,0,0,0,NA,NA,0,0.179836451951724,0,0.179836451951724,NA,NA,FALSE,0,0,0,0,0,0,NA,NA,51260.91,-301
