world,date,population,cumulative_estimated_daily_excess_deaths_per_100k,cumulative_estimated_daily_excess_deaths_ci_95_top_per_100k,cumulative_estimated_daily_excess_deaths_ci_90_top_per_100k,cumulative_estimated_daily_excess_deaths_ci_50_top_per_100k,cumulative_estimated_daily_excess_deaths_ci_50_bot_per_100k,cumulative_estimated_daily_excess_deaths_ci_90_bot_per_100k,cumulative_estimated_daily_excess_deaths_ci_95_bot_per_100k,cumulative_estimated_daily_excess_deaths_raw_estimate_per_100k,cumulative_daily_excess_deaths_per_100k,cumulative_daily_covid_deaths_per_100k
World,2021-06-14,7868803051,144.18200528356147,166.18503273076902,161.26689673560705,146.0075140704238,125.27718235251503,90.19593585807478,83.29125925201055,12988.81931070093,58.245826505385345,48.35819259088481
World,2021-06-21,7868803051,147.81607193871346,169.84721314386294,164.9903145571573,149.47950435583536,128.19932725370882,92.28987471728558,85.68800981494202,13165.616843970894,59.038640555923294,49.13594844019689
World,2021-06-28,7868803051,150.9510967928157,173.73406903360774,168.70438015959698,152.7919811156533,131.21754038483198,94.44571775775441,88.22771670912678,13347.480175695206,59.85417119145833,49.854292115005435
World,2021-07-05,7868803051,154.05391677381766,177.57236149456375,172.91736889673524,155.91308485586,134.51073313015388,96.59783948284236,90.79057545525713,13519.880766039445,60.6272680091455,50.55522502236789
World,2021-07-12,7868803051,157.3006976112428,181.67003673780468,177.38293600182763,159.26482491070328,138.33100198598729,98.75390026625008,93.27496584825482,13710.648043929845,61.48272665439393,51.275499816801805
World,2021-07-19,7868803051,160.61344149295073,185.6335805785341,180.8379154300487,162.95812524862805,141.5511805408795,100.95935954778923,95.77904868121888,13902.36339540786,62.34243675070788,51.98049947990749
World,2021-07-26,7868803051,164.18985025408153,189.61316319611754,184.24732014333546,166.55302502193905,144.74647926536034,103.50076068828031,98.48774941797787,14109.149113992285,63.26972696857526,52.76289337896659
World,2021-08-02,7868803051,168.174351086908,193.91821833642567,187.87927262986034,170.24769385004046,148.40980072014955,106.2557352672061,101.38978364799898,14321.795623452033,64.22329875987461,53.58376769214172
World,2021-08-09,7868803051,172.07112600336816,198.13594210793593,192.5229225719606,174.1669764492952,151.57398749235162,108.93954955862013,104.34038809811511,14550.676045596947,65.24966836590559,54.437925707844734
World,2021-08-16,7868803051,175.93893980116457,202.2283890949113,196.84859019909777,179.336334675375,154.82850118429238,111.73673747808871,107.30137098885191,14799.813700762803,66.36687758189598,55.31304021450721
World,2021-08-23,7868803051,179.95722829606092,207.62242689127686,201.0765162404108,184.3790568850482,158.86590080381515,114.7841746333486,110.36478649321934,15058.172207375783,67.52543590751473,56.204256547480334
World,2021-08-30,7868803051,183.65796557086983,212.91437944716867,205.19887335541753,187.96910274276598,162.343763057849,117.53085113255462,113.23714968188973,15308.442570108313,68.6477245296337,57.08043793813336
World,2021-09-06,7868803051,187.3482708661441,217.75605078241065,208.87664906206814,191.65546235323657,165.35211018688173,120.19871509126551,116.12005648368687,15558.114439300558,69.76732932421774,57.91388160898069
World,2021-09-13,7868803051,190.84413675137412,221.2774484600846,212.0929050583952,194.97658355261478,167.9681980697215,122.56844044385561,118.88586026446136,15786.338418188157,70.79075523851192,58.719023364205434
World,2021-09-20,7868803051,194.06847591910537,224.38384957257193,215.236698839674,197.67846889482018,170.44328665660885,124.83959891755579,121.31203321748637,15995.99224018897,71.730906906677,59.488009645953966
World,2021-09-27,7868803051,197.11605655565606,227.35208683313874,218.24006508428994,200.70488181813545,172.83490151998703,127.02943665269973,123.72314477616908,16186.704903270009,72.5861206424664,60.20392572156144
World,2021-10-04,7868803051,200.0749899108482,230.08531778662163,221.2841263968318,203.868070286991,175.22211111789005,129.2678069094084,125.90161695741368,16353.342274111463,73.3333734265088,60.883787736829454
World,2021-10-11,7868803051,203.00184536184656,232.77609473839283,224.3638833256716,206.6980374449982,178.2847210875034,131.47927719930496,128.2717785563702,16524.60763188189,74.10137951516542,61.49788395561662
World,2021-10-18,7868803051,205.8867961121989,235.41323296025135,228.1803722224865,209.32462171015032,180.9734509247637,133.6402012384187,130.41468626915488,16690.669335348124,74.8460508311575,62.10979454338868
World,2021-10-25,7868803051,208.71549053011952,238.11106983046488,232.1065619760435,212.30823762808157,183.76835234024117,135.86055909603255,132.7725091756467,16845.806460040036,75.54173300466383,62.74267380948839
World,2021-11-01,7868803051,211.67592038465466,240.93334805389642,235.4944428236581,215.8501433244035,186.87361221504298,138.13047200995933,135.4444641982242,16996.389306688914,76.21699240667675,63.38446141902301
World,2021-11-08,7868803051,214.6144350899366,243.63959774693973,238.88894893831073,219.43247079375382,189.75315150249304,140.43506712733065,138.42764898246998,17147.46881030771,76.89447896998973,64.01534578197185
World,2021-11-15,7868803051,217.48228894119342,246.47974708569328,242.490207841162,222.59448357559404,192.55915637165361,142.78240049255044,142.1730955643981,17270.546497137126,77.44639684814855,64.66175889804973
World,2021-11-22,7868803051,220.33362479982398,251.54705965521103,245.87720573104176,226.4446610538986,196.1890552886465,146.49650253195608,145.260093308429,17391.53740825304,77.98895698768179,65.30663462655775
World,2021-11-29,7868803051,223.2363919792079,258.6833647241811,252.3046559106913,230.6842387244966,198.68563000222446,149.39117485582508,147.80243093854423,17488.23764680691,78.4225903444256,65.93285505272205
World,2021-12-06,7868803051,226.83356120602414,265.62944957964646,255.85956747893303,234.4572376606362,202.02261414922518,151.0508866211674,150.58539436070447,17488.23764680691,78.4225903444256,66.63069948527551
World,2021-12-13,7868803051,230.49849206510606,271.0992920416149,259.556036320281,239.06593626085035,206.1187971292593,153.88440956803473,152.47560874408902,17488.23764680691,78.4225903444256,67.2599059945642
World,2021-12-14,7868803051,231.041567230553,271.69179275032,260.2002407743513,239.70493607155097,206.5512105424951,154.33671076495278,152.70324435164704,17488.23764680691,78.4225903444256,67.34993788320195
