world,date,population,estimate,B1,B2,B3,B4,B5,B6,B7,B8,B9,B10,V12,V13,V14,V15,V16,V17,V18,V19,V20,V21,V22,V23,V24,V25,V26,V27,V28,V29,V30,V31,V32,V33,V34,V35,V36,V37,V38,V39,V40,V41,V42,V43,V44,V45,V46,V47,V48,V49,V50,V51,V52,V53,V54,V55,V56,V57,V58,V59,V60,V61,V62,V63,V64,V65,V66,V67,V68,V69,V70,V71,V72,V73,V74,V75,V76,V77,V78,V79,V80,V81,V82,V83,V84,V85,V86,V87,V88,V89,V90,V91,V92,V93,V94,V95,V96,V97,V98,V99,V100
World,2021-08-09,7868684247,13126976.79492942,10847352.818125917,10983310.75831022,12381731.980853066,12953963.276708646,12954101.854663488,13126976.79492942,13699887.934008708,13804863.47555096,14473811.268718032,14545021.81568664,14545021.81568664,14545021.81568664,14545021.81568664,14545021.81568664,14545021.81568664,14545021.81568664,14545021.81568664,14545021.81568664,14545021.81568664,14545021.81568664,14545021.81568664,14545021.81568664,14545021.81568664,14545021.81568664,14545021.81568664,14545021.81568664,14545021.81568664,14545021.81568664,14545021.81568664,14545021.81568664,14545021.81568664,14545021.81568664,14545021.81568664,14545021.81568664,14545021.81568664,14545021.81568664,14545021.81568664,14545021.81568664,14545021.81568664,14545021.81568664,14545021.81568664,14545021.81568664,14545021.81568664,14545021.81568664,14545021.81568664,14545021.81568664,14545021.81568664,14545021.81568664,14545021.81568664,14545021.81568664,14545021.81568664,14545021.81568664,14545021.81568664,14545021.81568664,14545021.81568664,14545021.81568664,14545021.81568664,14545021.81568664,14545021.81568664,14545021.81568664,14545021.81568664,14545021.81568664,14545021.81568664,14545021.81568664,14545021.81568664,14545021.81568664,14545021.81568664,14545021.81568664,14545021.81568664,14545021.81568664,14545021.81568664,14545021.81568664,14545021.81568664,14545021.81568664,14545021.81568664,14545021.81568664,14545021.81568664,14545021.81568664,14545021.81568664,14545021.81568664,14545021.81568664,14545021.81568664,14545021.81568664,14545021.81568664,14545021.81568664,14545021.81568664,14545021.81568664,14545021.81568664,14545021.81568664,14545021.81568664,14545021.81568664,14545021.81568664,14545021.81568664,14545021.81568664,14545021.81568664,14545021.81568664,14545021.81568664,14545021.81568664,14545021.81568664
World,2021-08-16,7868684247,13409718.77004735,11071000.32475808,11207149.577988602,12661833.066260893,13246219.044162232,13256837.487121204,13409718.77004735,13983247.524940029,14168996.094772922,14804289.175611312,14848270.918933459,14848270.918933459,14848270.918933459,14848270.918933459,14848270.918933459,14848270.918933459,14848270.918933459,14848270.918933459,14848270.918933459,14848270.918933459,14848270.918933459,14848270.918933459,14848270.918933459,14848270.918933459,14848270.918933459,14848270.918933459,14848270.918933459,14848270.918933459,14848270.918933459,14848270.918933459,14848270.918933459,14848270.918933459,14848270.918933459,14848270.918933459,14848270.918933459,14848270.918933459,14848270.918933459,14848270.918933459,14848270.918933459,14848270.918933459,14848270.918933459,14848270.918933459,14848270.918933459,14848270.918933459,14848270.918933459,14848270.918933459,14848270.918933459,14848270.918933459,14848270.918933459,14848270.918933459,14848270.918933459,14848270.918933459,14848270.918933459,14848270.918933459,14848270.918933459,14848270.918933459,14848270.918933459,14848270.918933459,14848270.918933459,14848270.918933459,14848270.918933459,14848270.918933459,14848270.918933459,14848270.918933459,14848270.918933459,14848270.918933459,14848270.918933459,14848270.918933459,14848270.918933459,14848270.918933459,14848270.918933459,14848270.918933459,14848270.918933459,14848270.918933459,14848270.918933459,14848270.918933459,14848270.918933459,14848270.918933459,14848270.918933459,14848270.918933459,14848270.918933459,14848270.918933459,14848270.918933459,14848270.918933459,14848270.918933459,14848270.918933459,14848270.918933459,14848270.918933459,14848270.918933459,14848270.918933459,14848270.918933459,14848270.918933459,14848270.918933459,14848270.918933459,14848270.918933459,14848270.918933459,14848270.918933459,14848270.918933459,14848270.918933459,14848270.918933459
World,2021-08-23,7868684247,13703418.112105574,11295074.273803668,11424258.056719167,12954771.86377506,13545822.926594954,13566120.657001102,13703418.112105574,14273317.56350056,14529138.427075474,15158441.608681472,15158441.608681472,15158441.608681472,15158441.608681472,15158441.608681472,15158441.608681472,15158441.608681472,15158441.608681472,15158441.608681472,15158441.608681472,15158441.608681472,15158441.608681472,15158441.608681472,15158441.608681472,15158441.608681472,15158441.608681472,15158441.608681472,15158441.608681472,15158441.608681472,15158441.608681472,15158441.608681472,15158441.608681472,15158441.608681472,15158441.608681472,15158441.608681472,15158441.608681472,15158441.608681472,15158441.608681472,15158441.608681472,15158441.608681472,15158441.608681472,15158441.608681472,15158441.608681472,15158441.608681472,15158441.608681472,15158441.608681472,15158441.608681472,15158441.608681472,15158441.608681472,15158441.608681472,15158441.608681472,15158441.608681472,15158441.608681472,15158441.608681472,15158441.608681472,15158441.608681472,15158441.608681472,15158441.608681472,15158441.608681472,15158441.608681472,15158441.608681472,15158441.608681472,15158441.608681472,15158441.608681472,15158441.608681472,15158441.608681472,15158441.608681472,15158441.608681472,15158441.608681472,15158441.608681472,15158441.608681472,15158441.608681472,15158441.608681472,15158441.608681472,15158441.608681472,15158441.608681472,15158441.608681472,15158441.608681472,15158441.608681472,15158441.608681472,15158441.608681472,15158441.608681472,15158441.608681472,15158441.608681472,15158441.608681472,15158441.608681472,15158441.608681472,15158441.608681472,15158441.608681472,15158441.608681472,15158441.608681472,15158441.608681472,15158441.608681472,15158441.608681472,15158441.608681472,15158441.608681472,15158441.608681472,15158441.608681472,15158441.608681472,15158441.608681472,15173299.182322675
World,2021-08-30,7868684247,13982696.188608477,11518175.562295383,11633427.770182595,13238480.481279772,13827568.166220427,13841123.233486785,13982696.188608477,14550942.599663302,14872167.680391965,15456290.325548045,15456290.325548045,15456290.325548045,15456290.325548045,15456290.325548045,15456290.325548045,15456290.325548045,15456290.325548045,15456290.325548045,15456290.325548045,15456290.325548045,15456290.325548045,15456290.325548045,15456290.325548045,15456290.325548045,15456290.325548045,15456290.325548045,15456290.325548045,15456290.325548045,15456290.325548045,15456290.325548045,15456290.325548045,15456290.325548045,15456290.325548045,15456290.325548045,15456290.325548045,15456290.325548045,15456290.325548045,15456290.325548045,15456290.325548045,15456290.325548045,15456290.325548045,15456290.325548045,15456290.325548045,15456290.325548045,15456290.325548045,15456290.325548045,15456290.325548045,15456290.325548045,15456290.325548045,15456290.325548045,15456290.325548045,15456290.325548045,15456290.325548045,15456290.325548045,15456290.325548045,15456290.325548045,15456290.325548045,15456290.325548045,15456290.325548045,15456290.325548045,15456290.325548045,15456290.325548045,15456290.325548045,15456290.325548045,15456290.325548045,15456290.325548045,15456290.325548045,15456290.325548045,15456290.325548045,15456290.325548045,15456290.325548045,15456290.325548045,15456290.325548045,15456290.325548045,15456290.325548045,15456290.325548045,15456290.325548045,15456290.325548045,15456290.325548045,15456290.325548045,15456290.325548045,15456290.325548045,15456290.325548045,15456290.325548045,15456290.325548045,15456290.325548045,15456290.325548045,15456290.325548045,15456290.325548045,15456290.325548045,15456290.325548045,15456290.325548045,15456290.325548045,15456290.325548045,15456290.325548045,15456290.325548045,15456290.325548045,15456290.325548045,15456290.325548045,15483781.862558367
World,2021-09-06,7868684247,14261089.653416405,11735590.287966968,11844732.47067343,13507924.18766176,14102405.305188319,14115790.949928312,14261089.653416405,14820172.547521967,15202367.304138888,15724520.837088415,15724520.837088415,15724520.837088415,15724520.837088415,15724520.837088415,15724520.837088415,15724520.837088415,15724520.837088415,15724520.837088415,15724520.837088415,15724520.837088415,15724520.837088415,15724520.837088415,15724520.837088415,15724520.837088415,15724520.837088415,15724520.837088415,15724520.837088415,15724520.837088415,15724520.837088415,15724520.837088415,15724520.837088415,15724520.837088415,15724520.837088415,15724520.837088415,15724520.837088415,15724520.837088415,15724520.837088415,15724520.837088415,15724520.837088415,15724520.837088415,15724520.837088415,15724520.837088415,15724520.837088415,15724520.837088415,15724520.837088415,15724520.837088415,15724520.837088415,15724520.837088415,15724520.837088415,15724520.837088415,15724520.837088415,15724520.837088415,15724520.837088415,15724520.837088415,15724520.837088415,15724520.837088415,15724520.837088415,15724520.837088415,15724520.837088415,15724520.837088415,15724520.837088415,15724520.837088415,15724520.837088415,15724520.837088415,15724520.837088415,15724520.837088415,15724520.837088415,15724520.837088415,15724520.837088415,15724520.837088415,15724520.837088415,15724520.837088415,15724520.837088415,15724520.837088415,15724520.837088415,15724520.837088415,15724520.837088415,15724520.837088415,15724520.837088415,15724520.837088415,15724520.837088415,15724520.837088415,15724520.837088415,15724520.837088415,15724520.837088415,15724520.837088415,15724520.837088415,15724520.837088415,15724520.837088415,15724520.837088415,15724520.837088415,15724520.837088415,15724520.837088415,15724520.837088415,15724520.837088415,15724520.837088415,15724520.837088415,15724520.837088415,15724520.837088415,15775704.050161066
World,2021-09-13,7868684247,14516618.91395884,11936191.70247829,12043976.124550117,13780062.69431141,14355110.234139249,14365696.097253632,14516618.91395884,15069807.924098428,15518647.710590366,15979097.463155827,15979097.463155827,15979097.463155827,15979097.463155827,15979097.463155827,15979097.463155827,15979097.463155827,15979097.463155827,15979097.463155827,15979097.463155827,15979097.463155827,15979097.463155827,15979097.463155827,15979097.463155827,15979097.463155827,15979097.463155827,15979097.463155827,15979097.463155827,15979097.463155827,15979097.463155827,15979097.463155827,15979097.463155827,15979097.463155827,15979097.463155827,15979097.463155827,15979097.463155827,15979097.463155827,15979097.463155827,15979097.463155827,15979097.463155827,15979097.463155827,15979097.463155827,15979097.463155827,15979097.463155827,15979097.463155827,15979097.463155827,15979097.463155827,15979097.463155827,15979097.463155827,15979097.463155827,15979097.463155827,15979097.463155827,15979097.463155827,15979097.463155827,15979097.463155827,15979097.463155827,15979097.463155827,15979097.463155827,15979097.463155827,15979097.463155827,15979097.463155827,15979097.463155827,15979097.463155827,15979097.463155827,15979097.463155827,15979097.463155827,15979097.463155827,15979097.463155827,15979097.463155827,15979097.463155827,15979097.463155827,15979097.463155827,15979097.463155827,15979097.463155827,15979097.463155827,15979097.463155827,15979097.463155827,15979097.463155827,15979097.463155827,15979097.463155827,15979097.463155827,15979097.463155827,15979097.463155827,15979097.463155827,15979097.463155827,15979097.463155827,15979097.463155827,15979097.463155827,15979097.463155827,15979097.463155827,15979097.463155827,15979097.463155827,15979097.463155827,15979097.463155827,15979097.463155827,15979097.463155827,15979097.463155827,15979097.463155827,15979097.463155827,15979097.463155827,16037738.627918832
World,2021-09-20,7868684247,14756004.923951045,12123755.970697954,12233471.321130449,14037078.44491623,14587768.93206034,14595377.148681609,14756004.923951045,15301187.882844204,15821135.813062873,16215133.064952383,16215133.064952383,16215133.064952383,16215133.064952383,16215133.064952383,16215133.064952383,16215133.064952383,16215133.064952383,16215133.064952383,16215133.064952383,16215133.064952383,16215133.064952383,16215133.064952383,16215133.064952383,16215133.064952383,16215133.064952383,16215133.064952383,16215133.064952383,16215133.064952383,16215133.064952383,16215133.064952383,16215133.064952383,16215133.064952383,16215133.064952383,16215133.064952383,16215133.064952383,16215133.064952383,16215133.064952383,16215133.064952383,16215133.064952383,16215133.064952383,16215133.064952383,16215133.064952383,16215133.064952383,16215133.064952383,16215133.064952383,16215133.064952383,16215133.064952383,16215133.064952383,16215133.064952383,16215133.064952383,16215133.064952383,16215133.064952383,16215133.064952383,16215133.064952383,16215133.064952383,16215133.064952383,16215133.064952383,16215133.064952383,16215133.064952383,16215133.064952383,16215133.064952383,16215133.064952383,16215133.064952383,16215133.064952383,16215133.064952383,16215133.064952383,16215133.064952383,16215133.064952383,16215133.064952383,16215133.064952383,16215133.064952383,16215133.064952383,16215133.064952383,16215133.064952383,16215133.064952383,16215133.064952383,16215133.064952383,16215133.064952383,16215133.064952383,16215133.064952383,16215133.064952383,16215133.064952383,16215133.064952383,16215133.064952383,16215133.064952383,16215133.064952383,16215133.064952383,16215133.064952383,16215133.064952383,16215133.064952383,16215133.064952383,16215133.064952383,16215133.064952383,16215133.064952383,16215133.064952383,16215133.064952383,16215133.064952383,16215133.064952383,16215133.064952383,16279174.560819518
World,2021-09-27,7868684247,14979722.412811348,12303745.387821808,12405624.682003198,14287276.599799963,14774505.372759447,14817061.733916802,14979722.412811348,15520490.40756947,16075732.413282655,16436493.78386076,16436493.78386076,16436493.78386076,16436493.78386076,16436493.78386076,16436493.78386076,16436493.78386076,16436493.78386076,16436493.78386076,16436493.78386076,16436493.78386076,16436493.78386076,16436493.78386076,16436493.78386076,16436493.78386076,16436493.78386076,16436493.78386076,16436493.78386076,16436493.78386076,16436493.78386076,16436493.78386076,16436493.78386076,16436493.78386076,16436493.78386076,16436493.78386076,16436493.78386076,16436493.78386076,16436493.78386076,16436493.78386076,16436493.78386076,16436493.78386076,16436493.78386076,16436493.78386076,16436493.78386076,16436493.78386076,16436493.78386076,16436493.78386076,16436493.78386076,16436493.78386076,16436493.78386076,16436493.78386076,16436493.78386076,16436493.78386076,16436493.78386076,16436493.78386076,16436493.78386076,16436493.78386076,16436493.78386076,16436493.78386076,16436493.78386076,16436493.78386076,16436493.78386076,16436493.78386076,16436493.78386076,16436493.78386076,16436493.78386076,16436493.78386076,16436493.78386076,16436493.78386076,16436493.78386076,16436493.78386076,16436493.78386076,16436493.78386076,16436493.78386076,16436493.78386076,16436493.78386076,16436493.78386076,16436493.78386076,16436493.78386076,16436493.78386076,16436493.78386076,16436493.78386076,16436493.78386076,16436493.78386076,16436493.78386076,16436493.78386076,16436493.78386076,16436493.78386076,16436493.78386076,16436493.78386076,16436493.78386076,16436493.78386076,16436493.78386076,16436493.78386076,16436493.78386076,16436493.78386076,16436493.78386076,16436493.78386076,16436493.78386076,16436493.78386076,16508884.06129233
World,2021-10-04,7868684247,15192950.516926797,12468441.634962179,12561783.988678614,14500640.75501167,14936436.964526776,15028697.447644046,15192950.516926797,15720673.97496656,16290826.746867497,16638543.135675976,16638543.135675976,16638543.135675976,16638543.135675976,16638543.135675976,16638543.135675976,16638543.135675976,16638543.135675976,16638543.135675976,16638543.135675976,16638543.135675976,16638543.135675976,16638543.135675976,16638543.135675976,16638543.135675976,16638543.135675976,16638543.135675976,16638543.135675976,16638543.135675976,16638543.135675976,16638543.135675976,16638543.135675976,16638543.135675976,16638543.135675976,16638543.135675976,16638543.135675976,16638543.135675976,16638543.135675976,16638543.135675976,16638543.135675976,16638543.135675976,16638543.135675976,16638543.135675976,16638543.135675976,16638543.135675976,16638543.135675976,16638543.135675976,16638543.135675976,16638543.135675976,16638543.135675976,16638543.135675976,16638543.135675976,16638543.135675976,16638543.135675976,16638543.135675976,16638543.135675976,16638543.135675976,16638543.135675976,16638543.135675976,16638543.135675976,16638543.135675976,16638543.135675976,16638543.135675976,16638543.135675976,16638543.135675976,16638543.135675976,16638543.135675976,16638543.135675976,16638543.135675976,16638543.135675976,16638543.135675976,16638543.135675976,16638543.135675976,16638543.135675976,16638543.135675976,16638543.135675976,16638543.135675976,16638543.135675976,16638543.135675976,16638543.135675976,16638543.135675976,16638543.135675976,16638543.135675976,16638543.135675976,16638543.135675976,16638543.135675976,16638543.135675976,16638543.135675976,16638543.135675976,16638543.135675976,16638543.135675976,16638543.135675976,16638543.135675976,16638543.135675976,16638543.135675976,16638543.135675976,16638543.135675976,16638543.135675976,16638543.135675976,16638543.135675976,16730964.761891285
World,2021-10-11,7868684247,15406105.242780413,12632830.63523577,12722433.420252254,14701327.772631323,15097463.913787218,15237925.853347277,15406105.242780413,15909024.718253626,16523458.23151603,16831161.691175632,16831161.691175632,16831161.691175632,16831161.691175632,16831161.691175632,16831161.691175632,16831161.691175632,16831161.691175632,16831161.691175632,16831161.691175632,16831161.691175632,16831161.691175632,16831161.691175632,16831161.691175632,16831161.691175632,16831161.691175632,16831161.691175632,16831161.691175632,16831161.691175632,16831161.691175632,16831161.691175632,16831161.691175632,16831161.691175632,16831161.691175632,16831161.691175632,16831161.691175632,16831161.691175632,16831161.691175632,16831161.691175632,16831161.691175632,16831161.691175632,16831161.691175632,16831161.691175632,16831161.691175632,16831161.691175632,16831161.691175632,16831161.691175632,16831161.691175632,16831161.691175632,16831161.691175632,16831161.691175632,16831161.691175632,16831161.691175632,16831161.691175632,16831161.691175632,16831161.691175632,16831161.691175632,16831161.691175632,16831161.691175632,16831161.691175632,16831161.691175632,16831161.691175632,16831161.691175632,16831161.691175632,16831161.691175632,16831161.691175632,16831161.691175632,16831161.691175632,16831161.691175632,16831161.691175632,16831161.691175632,16831161.691175632,16831161.691175632,16831161.691175632,16831161.691175632,16831161.691175632,16831161.691175632,16831161.691175632,16831161.691175632,16831161.691175632,16831161.691175632,16831161.691175632,16831161.691175632,16831161.691175632,16831161.691175632,16831161.691175632,16831161.691175632,16831161.691175632,16831161.691175632,16831161.691175632,16831161.691175632,16831161.691175632,16831161.691175632,16831161.691175632,16831161.691175632,16831161.691175632,16831161.691175632,16831161.691175632,16831161.691175632,16831161.691175632,16954411.15470687
World,2021-10-18,7868684247,15618646.460079743,12791647.285865242,12873954.190883419,14897271.800365748,15250768.752490094,15441457.114514956,15618646.460079743,16094562.607487857,16765043.742651196,17017375.234925684,17017375.234925684,17017375.234925684,17017375.234925684,17017375.234925684,17017375.234925684,17017375.234925684,17017375.234925684,17017375.234925684,17017375.234925684,17017375.234925684,17017375.234925684,17017375.234925684,17017375.234925684,17017375.234925684,17017375.234925684,17017375.234925684,17017375.234925684,17017375.234925684,17017375.234925684,17017375.234925684,17017375.234925684,17017375.234925684,17017375.234925684,17017375.234925684,17017375.234925684,17017375.234925684,17017375.234925684,17017375.234925684,17017375.234925684,17017375.234925684,17017375.234925684,17017375.234925684,17017375.234925684,17017375.234925684,17017375.234925684,17017375.234925684,17017375.234925684,17017375.234925684,17017375.234925684,17017375.234925684,17017375.234925684,17017375.234925684,17017375.234925684,17017375.234925684,17017375.234925684,17017375.234925684,17017375.234925684,17017375.234925684,17017375.234925684,17017375.234925684,17017375.234925684,17017375.234925684,17017375.234925684,17017375.234925684,17017375.234925684,17017375.234925684,17017375.234925684,17017375.234925684,17017375.234925684,17017375.234925684,17017375.234925684,17017375.234925684,17017375.234925684,17017375.234925684,17017375.234925684,17017375.234925684,17017375.234925684,17017375.234925684,17017375.234925684,17017375.234925684,17017375.234925684,17017375.234925684,17017375.234925684,17017375.234925684,17017375.234925684,17017375.234925684,17017375.234925684,17017375.234925684,17017375.234925684,17017375.234925684,17017375.234925684,17017375.234925684,17017375.234925684,17017375.234925684,17017375.234925684,17017375.234925684,17017375.234925684,17017375.234925684,17017375.234925684,17173897.02427438
World,2021-10-25,7868684247,15836345.716968613,12959629.731625047,13024111.951557945,15113316.775314631,15399007.041590951,15655749.855618179,15836345.716968613,16269563.29162711,17027231.61780808,17209536.61046425,17209536.61046425,17209536.61046425,17209536.61046425,17209536.61046425,17209536.61046425,17209536.61046425,17209536.61046425,17209536.61046425,17209536.61046425,17209536.61046425,17209536.61046425,17209536.61046425,17209536.61046425,17209536.61046425,17209536.61046425,17209536.61046425,17209536.61046425,17209536.61046425,17209536.61046425,17209536.61046425,17209536.61046425,17209536.61046425,17209536.61046425,17209536.61046425,17209536.61046425,17209536.61046425,17209536.61046425,17209536.61046425,17209536.61046425,17209536.61046425,17209536.61046425,17209536.61046425,17209536.61046425,17209536.61046425,17209536.61046425,17209536.61046425,17209536.61046425,17209536.61046425,17209536.61046425,17209536.61046425,17209536.61046425,17209536.61046425,17209536.61046425,17209536.61046425,17209536.61046425,17209536.61046425,17209536.61046425,17209536.61046425,17209536.61046425,17209536.61046425,17209536.61046425,17209536.61046425,17209536.61046425,17209536.61046425,17209536.61046425,17209536.61046425,17209536.61046425,17209536.61046425,17209536.61046425,17209536.61046425,17209536.61046425,17209536.61046425,17209536.61046425,17209536.61046425,17209536.61046425,17209536.61046425,17209536.61046425,17209536.61046425,17209536.61046425,17209536.61046425,17209536.61046425,17209536.61046425,17209536.61046425,17209536.61046425,17209536.61046425,17209536.61046425,17209536.61046425,17209536.61046425,17209536.61046425,17209536.61046425,17209536.61046425,17209536.61046425,17209536.61046425,17209536.61046425,17209536.61046425,17209536.61046425,17209536.61046425,17209536.61046425,17209536.61046425,17445220.3787889
World,2021-11-01,7868684247,16056789.604464615,13141506.72816365,13188180.731108699,15327652.58747209,15564547.04313029,15878445.432269212,16056789.604464615,16451585.070760095,17299461.45714924,17417780.119336467,17417780.119336467,17417780.119336467,17417780.119336467,17417780.119336467,17417780.119336467,17417780.119336467,17417780.119336467,17417780.119336467,17417780.119336467,17417780.119336467,17417780.119336467,17417780.119336467,17417780.119336467,17417780.119336467,17417780.119336467,17417780.119336467,17417780.119336467,17417780.119336467,17417780.119336467,17417780.119336467,17417780.119336467,17417780.119336467,17417780.119336467,17417780.119336467,17417780.119336467,17417780.119336467,17417780.119336467,17417780.119336467,17417780.119336467,17417780.119336467,17417780.119336467,17417780.119336467,17417780.119336467,17417780.119336467,17417780.119336467,17417780.119336467,17417780.119336467,17417780.119336467,17417780.119336467,17417780.119336467,17417780.119336467,17417780.119336467,17417780.119336467,17417780.119336467,17417780.119336467,17417780.119336467,17417780.119336467,17417780.119336467,17417780.119336467,17417780.119336467,17417780.119336467,17417780.119336467,17417780.119336467,17417780.119336467,17417780.119336467,17417780.119336467,17417780.119336467,17417780.119336467,17417780.119336467,17417780.119336467,17417780.119336467,17417780.119336467,17417780.119336467,17417780.119336467,17417780.119336467,17417780.119336467,17417780.119336467,17417780.119336467,17417780.119336467,17417780.119336467,17417780.119336467,17417780.119336467,17417780.119336467,17417780.119336467,17417780.119336467,17417780.119336467,17417780.119336467,17417780.119336467,17417780.119336467,17417780.119336467,17417780.119336467,17417780.119336467,17417780.119336467,17417780.119336467,17417780.119336467,17417780.119336467,17417780.119336467,17417780.119336467,17417780.119336467,17683071.137584873
World,2021-11-08,7868684247,16276405.294187112,13306847.466748016,13345568.484358227,15534561.710532706,15733329.29451348,16098369.183973724,16276405.294187112,16622862.650812948,17536171.97840957,17614855.615993913,17614855.615993913,17614855.615993913,17614855.615993913,17614855.615993913,17614855.615993913,17614855.615993913,17614855.615993913,17614855.615993913,17614855.615993913,17614855.615993913,17614855.615993913,17614855.615993913,17614855.615993913,17614855.615993913,17614855.615993913,17614855.615993913,17614855.615993913,17614855.615993913,17614855.615993913,17614855.615993913,17614855.615993913,17614855.615993913,17614855.615993913,17614855.615993913,17614855.615993913,17614855.615993913,17614855.615993913,17614855.615993913,17614855.615993913,17614855.615993913,17614855.615993913,17614855.615993913,17614855.615993913,17614855.615993913,17614855.615993913,17614855.615993913,17614855.615993913,17614855.615993913,17614855.615993913,17614855.615993913,17614855.615993913,17614855.615993913,17614855.615993913,17614855.615993913,17614855.615993913,17614855.615993913,17614855.615993913,17614855.615993913,17614855.615993913,17614855.615993913,17614855.615993913,17614855.615993913,17614855.615993913,17614855.615993913,17614855.615993913,17614855.615993913,17614855.615993913,17614855.615993913,17614855.615993913,17614855.615993913,17614855.615993913,17614855.615993913,17614855.615993913,17614855.615993913,17614855.615993913,17614855.615993913,17614855.615993913,17614855.615993913,17614855.615993913,17614855.615993913,17614855.615993913,17614855.615993913,17614855.615993913,17614855.615993913,17614855.615993913,17614855.615993913,17614855.615993913,17614855.615993913,17614855.615993913,17614855.615993913,17614855.615993913,17614855.615993913,17614855.615993913,17614855.615993913,17614855.615993913,17614855.615993913,17614855.615993913,17614855.615993913,17614855.615993913,17905828.67708278
World,2021-11-15,7868684247,16482194.28239592,13472097.880938187,13501865.328114232,15735140.384195216,15909660.810373794,16311914.161579903,16482194.28239592,16795826.45171656,17747229.276258804,17809339.861901544,17809339.861901544,17809339.861901544,17809339.861901544,17809339.861901544,17809339.861901544,17809339.861901544,17809339.861901544,17809339.861901544,17809339.861901544,17809339.861901544,17809339.861901544,17809339.861901544,17809339.861901544,17809339.861901544,17809339.861901544,17809339.861901544,17809339.861901544,17809339.861901544,17809339.861901544,17809339.861901544,17809339.861901544,17809339.861901544,17809339.861901544,17809339.861901544,17809339.861901544,17809339.861901544,17809339.861901544,17809339.861901544,17809339.861901544,17809339.861901544,17809339.861901544,17809339.861901544,17809339.861901544,17809339.861901544,17809339.861901544,17809339.861901544,17809339.861901544,17809339.861901544,17809339.861901544,17809339.861901544,17809339.861901544,17809339.861901544,17809339.861901544,17809339.861901544,17809339.861901544,17809339.861901544,17809339.861901544,17809339.861901544,17809339.861901544,17809339.861901544,17809339.861901544,17809339.861901544,17809339.861901544,17809339.861901544,17809339.861901544,17809339.861901544,17809339.861901544,17809339.861901544,17809339.861901544,17809339.861901544,17809339.861901544,17809339.861901544,17809339.861901544,17809339.861901544,17809339.861901544,17809339.861901544,17809339.861901544,17809339.861901544,17809339.861901544,17809339.861901544,17809339.861901544,17809339.861901544,17809339.861901544,17809339.861901544,17809339.861901544,17809339.861901544,17809339.861901544,17809339.861901544,17809339.861901544,17809339.861901544,17809339.861901544,17809339.861901544,17809339.861901544,17809339.861901544,17809339.861901544,17809339.861901544,17809339.861901544,17809339.861901544,17809339.861901544,18120434.71087127
World,2021-11-22,7868684247,16692387.798177458,13635228.808843773,13655585.058663305,15928502.176079828,16076683.216505216,16521052.037052214,16692387.798177458,16968942.786745764,17973120.323903028,18007165.786656156,18007165.786656156,18007165.786656156,18007165.786656156,18007165.786656156,18007165.786656156,18007165.786656156,18007165.786656156,18007165.786656156,18007165.786656156,18007165.786656156,18007165.786656156,18007165.786656156,18007165.786656156,18007165.786656156,18007165.786656156,18007165.786656156,18007165.786656156,18007165.786656156,18007165.786656156,18007165.786656156,18007165.786656156,18007165.786656156,18007165.786656156,18007165.786656156,18007165.786656156,18007165.786656156,18007165.786656156,18007165.786656156,18007165.786656156,18007165.786656156,18007165.786656156,18007165.786656156,18007165.786656156,18007165.786656156,18007165.786656156,18007165.786656156,18007165.786656156,18007165.786656156,18007165.786656156,18007165.786656156,18007165.786656156,18007165.786656156,18007165.786656156,18007165.786656156,18007165.786656156,18007165.786656156,18007165.786656156,18007165.786656156,18007165.786656156,18007165.786656156,18007165.786656156,18007165.786656156,18007165.786656156,18007165.786656156,18007165.786656156,18007165.786656156,18007165.786656156,18007165.786656156,18007165.786656156,18007165.786656156,18007165.786656156,18007165.786656156,18007165.786656156,18007165.786656156,18007165.786656156,18007165.786656156,18007165.786656156,18007165.786656156,18007165.786656156,18007165.786656156,18007165.786656156,18007165.786656156,18007165.786656156,18007165.786656156,18007165.786656156,18007165.786656156,18007165.786656156,18007165.786656156,18007165.786656156,18007165.786656156,18007165.786656156,18007165.786656156,18007165.786656156,18007165.786656156,18007165.786656156,18007165.786656156,18007165.786656156,18007165.786656156,18007165.786656156,18337494.99182512
