world,date,population,estimate,B1,B2,B3,B4,B5,B6,B7,B8,B9,B10,V12,V13,V14,V15,V16,V17,V18,V19,V20,V21,V22,V23,V24,V25,V26,V27,V28,V29,V30,V31,V32,V33,V34,V35,V36,V37,V38,V39,V40,V41,V42,V43,V44,V45,V46,V47,V48,V49,V50,V51,V52,V53,V54,V55,V56,V57,V58,V59,V60,V61,V62,V63,V64,V65,V66,V67,V68,V69,V70,V71,V72,V73,V74,V75,V76,V77,V78,V79,V80,V81,V82,V83,V84,V85,V86,V87,V88,V89,V90,V91,V92,V93,V94,V95,V96,V97,V98,V99,V100
World,2020-07-13,7868684247,1412294.2100988321,851439.5367463051,901960.944610476,994606.9010610688,1025015.3449979008,1053091.1366722032,1076012.3242607329,1149962.81989221,1172972.0554862227,1172972.0554862227,1172972.0554862227,1172972.0554862227,1172972.0554862227,1172972.0554862227,1172972.0554862227,1172972.0554862227,1172972.0554862227,1172972.0554862227,1172972.0554862227,1172972.0554862227,1172972.0554862227,1172972.0554862227,1172972.0554862227,1172972.0554862227,1172972.0554862227,1172972.0554862227,1172972.0554862227,1172972.0554862227,1172972.0554862227,1172972.0554862227,1172972.0554862227,1172972.0554862227,1172972.0554862227,1172972.0554862227,1172972.0554862227,1172972.0554862227,1172972.0554862227,1172972.0554862227,1172972.0554862227,1172972.0554862227,1172972.0554862227,1172972.0554862227,1172972.0554862227,1172972.0554862227,1172972.0554862227,1172972.0554862227,1172972.0554862227,1172972.0554862227,1172972.0554862227,1172972.0554862227,1172972.0554862227,1172972.0554862227,1172972.0554862227,1172972.0554862227,1172972.0554862227,1172972.0554862227,1172972.0554862227,1172972.0554862227,1172972.0554862227,1172972.0554862227,1172972.0554862227,1172972.0554862227,1172972.0554862227,1172972.0554862227,1172972.0554862227,1172972.0554862227,1172972.0554862227,1172972.0554862227,1172972.0554862227,1172972.0554862227,1172972.0554862227,1172972.0554862227,1172972.0554862227,1172972.0554862227,1172972.0554862227,1172972.0554862227,1172972.0554862227,1172972.0554862227,1172972.0554862227,1172972.0554862227,1172972.0554862227,1172972.0554862227,1172972.0554862227,1172972.0554862227,1172972.0554862227,1172972.0554862227,1172972.0554862227,1172972.0554862227,1172972.0554862227,1172972.0554862227,1172972.0554862227,1172972.0554862227,1172972.0554862227,1172972.0554862227,1172972.0554862227,1172972.0554862227,1172972.0554862227,1172972.0554862227,1331281.921563786,1412294.2100988321
World,2020-07-20,7868684247,1582215.9851542208,987410.7008022028,1021247.9309708535,1115322.7249749855,1170144.0348019009,1175495.9130743023,1221601.9227714057,1311736.0823996784,1318547.8645773826,1318547.8645773826,1318547.8645773826,1318547.8645773826,1318547.8645773826,1318547.8645773826,1318547.8645773826,1318547.8645773826,1318547.8645773826,1318547.8645773826,1318547.8645773826,1318547.8645773826,1318547.8645773826,1318547.8645773826,1318547.8645773826,1318547.8645773826,1318547.8645773826,1318547.8645773826,1318547.8645773826,1318547.8645773826,1318547.8645773826,1318547.8645773826,1318547.8645773826,1318547.8645773826,1318547.8645773826,1318547.8645773826,1318547.8645773826,1318547.8645773826,1318547.8645773826,1318547.8645773826,1318547.8645773826,1318547.8645773826,1318547.8645773826,1318547.8645773826,1318547.8645773826,1318547.8645773826,1318547.8645773826,1318547.8645773826,1318547.8645773826,1318547.8645773826,1318547.8645773826,1318547.8645773826,1318547.8645773826,1318547.8645773826,1318547.8645773826,1318547.8645773826,1318547.8645773826,1318547.8645773826,1318547.8645773826,1318547.8645773826,1318547.8645773826,1318547.8645773826,1318547.8645773826,1318547.8645773826,1318547.8645773826,1318547.8645773826,1318547.8645773826,1318547.8645773826,1318547.8645773826,1318547.8645773826,1318547.8645773826,1318547.8645773826,1318547.8645773826,1318547.8645773826,1318547.8645773826,1318547.8645773826,1318547.8645773826,1318547.8645773826,1318547.8645773826,1318547.8645773826,1318547.8645773826,1318547.8645773826,1318547.8645773826,1318547.8645773826,1318547.8645773826,1318547.8645773826,1318547.8645773826,1318547.8645773826,1318547.8645773826,1318547.8645773826,1318547.8645773826,1318547.8645773826,1318547.8645773826,1318547.8645773826,1318547.8645773826,1318547.8645773826,1318547.8645773826,1318547.8645773826,1318547.8645773826,1318547.8645773826,1486637.7292726242,1582215.9851542208
World,2020-07-27,7868684247,1755199.6725876743,1130958.006302009,1146767.7135240433,1261948.232911965,1302853.956562692,1324248.25278571,1386854.5647253548,1474256.9920010169,1474256.9920010169,1474256.9920010169,1474256.9920010169,1474256.9920010169,1474256.9920010169,1474256.9920010169,1474256.9920010169,1474256.9920010169,1474256.9920010169,1474256.9920010169,1474256.9920010169,1474256.9920010169,1474256.9920010169,1474256.9920010169,1474256.9920010169,1474256.9920010169,1474256.9920010169,1474256.9920010169,1474256.9920010169,1474256.9920010169,1474256.9920010169,1474256.9920010169,1474256.9920010169,1474256.9920010169,1474256.9920010169,1474256.9920010169,1474256.9920010169,1474256.9920010169,1474256.9920010169,1474256.9920010169,1474256.9920010169,1474256.9920010169,1474256.9920010169,1474256.9920010169,1474256.9920010169,1474256.9920010169,1474256.9920010169,1474256.9920010169,1474256.9920010169,1474256.9920010169,1474256.9920010169,1474256.9920010169,1474256.9920010169,1474256.9920010169,1474256.9920010169,1474256.9920010169,1474256.9920010169,1474256.9920010169,1474256.9920010169,1474256.9920010169,1474256.9920010169,1474256.9920010169,1474256.9920010169,1474256.9920010169,1474256.9920010169,1474256.9920010169,1474256.9920010169,1474256.9920010169,1474256.9920010169,1474256.9920010169,1474256.9920010169,1474256.9920010169,1474256.9920010169,1474256.9920010169,1474256.9920010169,1474256.9920010169,1474256.9920010169,1474256.9920010169,1474256.9920010169,1474256.9920010169,1474256.9920010169,1474256.9920010169,1474256.9920010169,1474256.9920010169,1474256.9920010169,1474256.9920010169,1474256.9920010169,1474256.9920010169,1474256.9920010169,1474256.9920010169,1474256.9920010169,1474256.9920010169,1474256.9920010169,1474256.9920010169,1474256.9920010169,1474256.9920010169,1474256.9920010169,1474256.9920010169,1474256.9920010169,1489831.5218933064,1654560.1443708816,1755199.6725876743
World,2020-08-03,7868684247,1906647.9136185795,1265677.6266362688,1268355.6935319586,1407540.909332998,1415792.3781659212,1456266.9184196529,1542095.1211112228,1611378.0344504514,1611378.0344504514,1611378.0344504514,1611378.0344504514,1611378.0344504514,1611378.0344504514,1611378.0344504514,1611378.0344504514,1611378.0344504514,1611378.0344504514,1611378.0344504514,1611378.0344504514,1611378.0344504514,1611378.0344504514,1611378.0344504514,1611378.0344504514,1611378.0344504514,1611378.0344504514,1611378.0344504514,1611378.0344504514,1611378.0344504514,1611378.0344504514,1611378.0344504514,1611378.0344504514,1611378.0344504514,1611378.0344504514,1611378.0344504514,1611378.0344504514,1611378.0344504514,1611378.0344504514,1611378.0344504514,1611378.0344504514,1611378.0344504514,1611378.0344504514,1611378.0344504514,1611378.0344504514,1611378.0344504514,1611378.0344504514,1611378.0344504514,1611378.0344504514,1611378.0344504514,1611378.0344504514,1611378.0344504514,1611378.0344504514,1611378.0344504514,1611378.0344504514,1611378.0344504514,1611378.0344504514,1611378.0344504514,1611378.0344504514,1611378.0344504514,1611378.0344504514,1611378.0344504514,1611378.0344504514,1611378.0344504514,1611378.0344504514,1611378.0344504514,1611378.0344504514,1611378.0344504514,1611378.0344504514,1611378.0344504514,1611378.0344504514,1611378.0344504514,1611378.0344504514,1611378.0344504514,1611378.0344504514,1611378.0344504514,1611378.0344504514,1611378.0344504514,1611378.0344504514,1611378.0344504514,1611378.0344504514,1611378.0344504514,1611378.0344504514,1611378.0344504514,1611378.0344504514,1611378.0344504514,1611378.0344504514,1611378.0344504514,1611378.0344504514,1611378.0344504514,1611378.0344504514,1611378.0344504514,1611378.0344504514,1611378.0344504514,1611378.0344504514,1611378.0344504514,1611378.0344504514,1611378.0344504514,1611378.0344504514,1637229.4894833083,1816082.48680514,1906647.9136185795
World,2020-08-10,7868684247,2067194.1384804444,1405113.60429033,1409526.6379436965,1533320.2582167375,1560947.9463659213,1596110.2149516868,1708136.3881785474,1778370.785380933,1778370.785380933,1778370.785380933,1778370.785380933,1778370.785380933,1778370.785380933,1778370.785380933,1778370.785380933,1778370.785380933,1778370.785380933,1778370.785380933,1778370.785380933,1778370.785380933,1778370.785380933,1778370.785380933,1778370.785380933,1778370.785380933,1778370.785380933,1778370.785380933,1778370.785380933,1778370.785380933,1778370.785380933,1778370.785380933,1778370.785380933,1778370.785380933,1778370.785380933,1778370.785380933,1778370.785380933,1778370.785380933,1778370.785380933,1778370.785380933,1778370.785380933,1778370.785380933,1778370.785380933,1778370.785380933,1778370.785380933,1778370.785380933,1778370.785380933,1778370.785380933,1778370.785380933,1778370.785380933,1778370.785380933,1778370.785380933,1778370.785380933,1778370.785380933,1778370.785380933,1778370.785380933,1778370.785380933,1778370.785380933,1778370.785380933,1778370.785380933,1778370.785380933,1778370.785380933,1778370.785380933,1778370.785380933,1778370.785380933,1778370.785380933,1778370.785380933,1778370.785380933,1778370.785380933,1778370.785380933,1778370.785380933,1778370.785380933,1778370.785380933,1778370.785380933,1778370.785380933,1778370.785380933,1778370.785380933,1778370.785380933,1778370.785380933,1778370.785380933,1778370.785380933,1778370.785380933,1778370.785380933,1778370.785380933,1778370.785380933,1778370.785380933,1778370.785380933,1778370.785380933,1778370.785380933,1778370.785380933,1778370.785380933,1778370.785380933,1778370.785380933,1778370.785380933,1778370.785380933,1778370.785380933,1778370.785380933,1778370.785380933,1778370.785380933,1812025.427724148,1984124.751562323,2067194.1384804444
World,2020-08-17,7868684247,2230029.7076657875,1549268.6745034342,1549332.7608147936,1640788.3364101138,1712118.1426132729,1731599.9622195158,1877382.112720951,1956066.3063625852,1956066.3063625852,1956066.3063625852,1956066.3063625852,1956066.3063625852,1956066.3063625852,1956066.3063625852,1956066.3063625852,1956066.3063625852,1956066.3063625852,1956066.3063625852,1956066.3063625852,1956066.3063625852,1956066.3063625852,1956066.3063625852,1956066.3063625852,1956066.3063625852,1956066.3063625852,1956066.3063625852,1956066.3063625852,1956066.3063625852,1956066.3063625852,1956066.3063625852,1956066.3063625852,1956066.3063625852,1956066.3063625852,1956066.3063625852,1956066.3063625852,1956066.3063625852,1956066.3063625852,1956066.3063625852,1956066.3063625852,1956066.3063625852,1956066.3063625852,1956066.3063625852,1956066.3063625852,1956066.3063625852,1956066.3063625852,1956066.3063625852,1956066.3063625852,1956066.3063625852,1956066.3063625852,1956066.3063625852,1956066.3063625852,1956066.3063625852,1956066.3063625852,1956066.3063625852,1956066.3063625852,1956066.3063625852,1956066.3063625852,1956066.3063625852,1956066.3063625852,1956066.3063625852,1956066.3063625852,1956066.3063625852,1956066.3063625852,1956066.3063625852,1956066.3063625852,1956066.3063625852,1956066.3063625852,1956066.3063625852,1956066.3063625852,1956066.3063625852,1956066.3063625852,1956066.3063625852,1956066.3063625852,1956066.3063625852,1956066.3063625852,1956066.3063625852,1956066.3063625852,1956066.3063625852,1956066.3063625852,1956066.3063625852,1956066.3063625852,1956066.3063625852,1956066.3063625852,1956066.3063625852,1956066.3063625852,1956066.3063625852,1956066.3063625852,1956066.3063625852,1956066.3063625852,1956066.3063625852,1956066.3063625852,1956066.3063625852,1956066.3063625852,1956066.3063625852,1956066.3063625852,1956066.3063625852,1956066.3063625852,1985471.025183837,2145992.0801759996,2230029.7076657875
World,2020-08-24,7868684247,2383260.143060568,1678054.4983037692,1680497.317351098,1753192.6981193167,1847922.897601263,1856730.6846369181,2029529.962465747,2120445.506975009,2120445.506975009,2120445.506975009,2120445.506975009,2120445.506975009,2120445.506975009,2120445.506975009,2120445.506975009,2120445.506975009,2120445.506975009,2120445.506975009,2120445.506975009,2120445.506975009,2120445.506975009,2120445.506975009,2120445.506975009,2120445.506975009,2120445.506975009,2120445.506975009,2120445.506975009,2120445.506975009,2120445.506975009,2120445.506975009,2120445.506975009,2120445.506975009,2120445.506975009,2120445.506975009,2120445.506975009,2120445.506975009,2120445.506975009,2120445.506975009,2120445.506975009,2120445.506975009,2120445.506975009,2120445.506975009,2120445.506975009,2120445.506975009,2120445.506975009,2120445.506975009,2120445.506975009,2120445.506975009,2120445.506975009,2120445.506975009,2120445.506975009,2120445.506975009,2120445.506975009,2120445.506975009,2120445.506975009,2120445.506975009,2120445.506975009,2120445.506975009,2120445.506975009,2120445.506975009,2120445.506975009,2120445.506975009,2120445.506975009,2120445.506975009,2120445.506975009,2120445.506975009,2120445.506975009,2120445.506975009,2120445.506975009,2120445.506975009,2120445.506975009,2120445.506975009,2120445.506975009,2120445.506975009,2120445.506975009,2120445.506975009,2120445.506975009,2120445.506975009,2120445.506975009,2120445.506975009,2120445.506975009,2120445.506975009,2120445.506975009,2120445.506975009,2120445.506975009,2120445.506975009,2120445.506975009,2120445.506975009,2120445.506975009,2120445.506975009,2120445.506975009,2120445.506975009,2120445.506975009,2120445.506975009,2120445.506975009,2120445.506975009,2120445.506975009,2148713.441735399,2298686.34813776,2383260.143060568
World,2020-08-31,7868684247,2520436.2647985616,1790852.2426033113,1796611.7976909324,1840571.6897751642,1966121.3324408995,1976061.4177516445,2160924.849183863,2278352.0554422466,2278352.0554422466,2278352.0554422466,2278352.0554422466,2278352.0554422466,2278352.0554422466,2278352.0554422466,2278352.0554422466,2278352.0554422466,2278352.0554422466,2278352.0554422466,2278352.0554422466,2278352.0554422466,2278352.0554422466,2278352.0554422466,2278352.0554422466,2278352.0554422466,2278352.0554422466,2278352.0554422466,2278352.0554422466,2278352.0554422466,2278352.0554422466,2278352.0554422466,2278352.0554422466,2278352.0554422466,2278352.0554422466,2278352.0554422466,2278352.0554422466,2278352.0554422466,2278352.0554422466,2278352.0554422466,2278352.0554422466,2278352.0554422466,2278352.0554422466,2278352.0554422466,2278352.0554422466,2278352.0554422466,2278352.0554422466,2278352.0554422466,2278352.0554422466,2278352.0554422466,2278352.0554422466,2278352.0554422466,2278352.0554422466,2278352.0554422466,2278352.0554422466,2278352.0554422466,2278352.0554422466,2278352.0554422466,2278352.0554422466,2278352.0554422466,2278352.0554422466,2278352.0554422466,2278352.0554422466,2278352.0554422466,2278352.0554422466,2278352.0554422466,2278352.0554422466,2278352.0554422466,2278352.0554422466,2278352.0554422466,2278352.0554422466,2278352.0554422466,2278352.0554422466,2278352.0554422466,2278352.0554422466,2278352.0554422466,2278352.0554422466,2278352.0554422466,2278352.0554422466,2278352.0554422466,2278352.0554422466,2278352.0554422466,2278352.0554422466,2278352.0554422466,2278352.0554422466,2278352.0554422466,2278352.0554422466,2278352.0554422466,2278352.0554422466,2278352.0554422466,2278352.0554422466,2278352.0554422466,2278352.0554422466,2278352.0554422466,2278352.0554422466,2278352.0554422466,2278352.0554422466,2278352.0554422466,2278352.0554422466,2314277.233644999,2449024.1796084675,2520436.2647985616
World,2020-09-07,7868684247,2666088.4846528126,1925019.0579405776,1925094.8332789028,1926671.2861483004,2088037.2009225308,2142588.4713956127,2293500.6944324197,2443257.9475042205,2443257.9475042205,2443257.9475042205,2443257.9475042205,2443257.9475042205,2443257.9475042205,2443257.9475042205,2443257.9475042205,2443257.9475042205,2443257.9475042205,2443257.9475042205,2443257.9475042205,2443257.9475042205,2443257.9475042205,2443257.9475042205,2443257.9475042205,2443257.9475042205,2443257.9475042205,2443257.9475042205,2443257.9475042205,2443257.9475042205,2443257.9475042205,2443257.9475042205,2443257.9475042205,2443257.9475042205,2443257.9475042205,2443257.9475042205,2443257.9475042205,2443257.9475042205,2443257.9475042205,2443257.9475042205,2443257.9475042205,2443257.9475042205,2443257.9475042205,2443257.9475042205,2443257.9475042205,2443257.9475042205,2443257.9475042205,2443257.9475042205,2443257.9475042205,2443257.9475042205,2443257.9475042205,2443257.9475042205,2443257.9475042205,2443257.9475042205,2443257.9475042205,2443257.9475042205,2443257.9475042205,2443257.9475042205,2443257.9475042205,2443257.9475042205,2443257.9475042205,2443257.9475042205,2443257.9475042205,2443257.9475042205,2443257.9475042205,2443257.9475042205,2443257.9475042205,2443257.9475042205,2443257.9475042205,2443257.9475042205,2443257.9475042205,2443257.9475042205,2443257.9475042205,2443257.9475042205,2443257.9475042205,2443257.9475042205,2443257.9475042205,2443257.9475042205,2443257.9475042205,2443257.9475042205,2443257.9475042205,2443257.9475042205,2443257.9475042205,2443257.9475042205,2443257.9475042205,2443257.9475042205,2443257.9475042205,2443257.9475042205,2443257.9475042205,2443257.9475042205,2443257.9475042205,2443257.9475042205,2443257.9475042205,2443257.9475042205,2443257.9475042205,2443257.9475042205,2443257.9475042205,2443257.9475042205,2443257.9475042205,2506231.617793281,2604851.0625507524,2666088.4846528126
World,2020-09-14,7868684247,2819943.026255197,2009718.3488262908,2059662.4319087805,2066492.002663838,2207775.361955864,2301077.137902603,2418438.1314174538,2604466.945590404,2604466.945590404,2604466.945590404,2604466.945590404,2604466.945590404,2604466.945590404,2604466.945590404,2604466.945590404,2604466.945590404,2604466.945590404,2604466.945590404,2604466.945590404,2604466.945590404,2604466.945590404,2604466.945590404,2604466.945590404,2604466.945590404,2604466.945590404,2604466.945590404,2604466.945590404,2604466.945590404,2604466.945590404,2604466.945590404,2604466.945590404,2604466.945590404,2604466.945590404,2604466.945590404,2604466.945590404,2604466.945590404,2604466.945590404,2604466.945590404,2604466.945590404,2604466.945590404,2604466.945590404,2604466.945590404,2604466.945590404,2604466.945590404,2604466.945590404,2604466.945590404,2604466.945590404,2604466.945590404,2604466.945590404,2604466.945590404,2604466.945590404,2604466.945590404,2604466.945590404,2604466.945590404,2604466.945590404,2604466.945590404,2604466.945590404,2604466.945590404,2604466.945590404,2604466.945590404,2604466.945590404,2604466.945590404,2604466.945590404,2604466.945590404,2604466.945590404,2604466.945590404,2604466.945590404,2604466.945590404,2604466.945590404,2604466.945590404,2604466.945590404,2604466.945590404,2604466.945590404,2604466.945590404,2604466.945590404,2604466.945590404,2604466.945590404,2604466.945590404,2604466.945590404,2604466.945590404,2604466.945590404,2604466.945590404,2604466.945590404,2604466.945590404,2604466.945590404,2604466.945590404,2604466.945590404,2604466.945590404,2604466.945590404,2604466.945590404,2604466.945590404,2604466.945590404,2604466.945590404,2604466.945590404,2604466.945590404,2604466.945590404,2604466.945590404,2699024.815028546,2767169.4345009294,2819943.026255197
World,2020-09-21,7868684247,2964436.4753739294,2090708.0650361658,2194477.551786977,2201142.5229447293,2329931.684966346,2453687.228939364,2534049.1682536015,2761983.8950496186,2761983.8950496186,2761983.8950496186,2761983.8950496186,2761983.8950496186,2761983.8950496186,2761983.8950496186,2761983.8950496186,2761983.8950496186,2761983.8950496186,2761983.8950496186,2761983.8950496186,2761983.8950496186,2761983.8950496186,2761983.8950496186,2761983.8950496186,2761983.8950496186,2761983.8950496186,2761983.8950496186,2761983.8950496186,2761983.8950496186,2761983.8950496186,2761983.8950496186,2761983.8950496186,2761983.8950496186,2761983.8950496186,2761983.8950496186,2761983.8950496186,2761983.8950496186,2761983.8950496186,2761983.8950496186,2761983.8950496186,2761983.8950496186,2761983.8950496186,2761983.8950496186,2761983.8950496186,2761983.8950496186,2761983.8950496186,2761983.8950496186,2761983.8950496186,2761983.8950496186,2761983.8950496186,2761983.8950496186,2761983.8950496186,2761983.8950496186,2761983.8950496186,2761983.8950496186,2761983.8950496186,2761983.8950496186,2761983.8950496186,2761983.8950496186,2761983.8950496186,2761983.8950496186,2761983.8950496186,2761983.8950496186,2761983.8950496186,2761983.8950496186,2761983.8950496186,2761983.8950496186,2761983.8950496186,2761983.8950496186,2761983.8950496186,2761983.8950496186,2761983.8950496186,2761983.8950496186,2761983.8950496186,2761983.8950496186,2761983.8950496186,2761983.8950496186,2761983.8950496186,2761983.8950496186,2761983.8950496186,2761983.8950496186,2761983.8950496186,2761983.8950496186,2761983.8950496186,2761983.8950496186,2761983.8950496186,2761983.8950496186,2761983.8950496186,2761983.8950496186,2761983.8950496186,2761983.8950496186,2761983.8950496186,2761983.8950496186,2761983.8950496186,2761983.8950496186,2761983.8950496186,2761983.8950496186,2761983.8950496186,2891562.329810463,2918825.6039370736,2964436.4753739294
World,2020-09-28,7868684247,3103076.3785134223,2166239.305344231,2315514.8261943427,2320095.4587869667,2451398.49894355,2575958.925971997,2642988.6732153255,2914532.924490033,2914532.924490033,2914532.924490033,2914532.924490033,2914532.924490033,2914532.924490033,2914532.924490033,2914532.924490033,2914532.924490033,2914532.924490033,2914532.924490033,2914532.924490033,2914532.924490033,2914532.924490033,2914532.924490033,2914532.924490033,2914532.924490033,2914532.924490033,2914532.924490033,2914532.924490033,2914532.924490033,2914532.924490033,2914532.924490033,2914532.924490033,2914532.924490033,2914532.924490033,2914532.924490033,2914532.924490033,2914532.924490033,2914532.924490033,2914532.924490033,2914532.924490033,2914532.924490033,2914532.924490033,2914532.924490033,2914532.924490033,2914532.924490033,2914532.924490033,2914532.924490033,2914532.924490033,2914532.924490033,2914532.924490033,2914532.924490033,2914532.924490033,2914532.924490033,2914532.924490033,2914532.924490033,2914532.924490033,2914532.924490033,2914532.924490033,2914532.924490033,2914532.924490033,2914532.924490033,2914532.924490033,2914532.924490033,2914532.924490033,2914532.924490033,2914532.924490033,2914532.924490033,2914532.924490033,2914532.924490033,2914532.924490033,2914532.924490033,2914532.924490033,2914532.924490033,2914532.924490033,2914532.924490033,2914532.924490033,2914532.924490033,2914532.924490033,2914532.924490033,2914532.924490033,2914532.924490033,2914532.924490033,2914532.924490033,2914532.924490033,2914532.924490033,2914532.924490033,2914532.924490033,2914532.924490033,2914532.924490033,2914532.924490033,2914532.924490033,2914532.924490033,2914532.924490033,2914532.924490033,2914532.924490033,2914532.924490033,2914532.924490033,2914532.924490033,3067286.897768591,3079790.9106510812,3103076.3785134223
World,2020-10-05,7868684247,3248881.0676293373,2249835.7307309555,2435179.929344877,2448071.7707580184,2572526.935552935,2692656.8827405684,2768233.0675657955,3073438.5870905947,3073438.5870905947,3073438.5870905947,3073438.5870905947,3073438.5870905947,3073438.5870905947,3073438.5870905947,3073438.5870905947,3073438.5870905947,3073438.5870905947,3073438.5870905947,3073438.5870905947,3073438.5870905947,3073438.5870905947,3073438.5870905947,3073438.5870905947,3073438.5870905947,3073438.5870905947,3073438.5870905947,3073438.5870905947,3073438.5870905947,3073438.5870905947,3073438.5870905947,3073438.5870905947,3073438.5870905947,3073438.5870905947,3073438.5870905947,3073438.5870905947,3073438.5870905947,3073438.5870905947,3073438.5870905947,3073438.5870905947,3073438.5870905947,3073438.5870905947,3073438.5870905947,3073438.5870905947,3073438.5870905947,3073438.5870905947,3073438.5870905947,3073438.5870905947,3073438.5870905947,3073438.5870905947,3073438.5870905947,3073438.5870905947,3073438.5870905947,3073438.5870905947,3073438.5870905947,3073438.5870905947,3073438.5870905947,3073438.5870905947,3073438.5870905947,3073438.5870905947,3073438.5870905947,3073438.5870905947,3073438.5870905947,3073438.5870905947,3073438.5870905947,3073438.5870905947,3073438.5870905947,3073438.5870905947,3073438.5870905947,3073438.5870905947,3073438.5870905947,3073438.5870905947,3073438.5870905947,3073438.5870905947,3073438.5870905947,3073438.5870905947,3073438.5870905947,3073438.5870905947,3073438.5870905947,3073438.5870905947,3073438.5870905947,3073438.5870905947,3073438.5870905947,3073438.5870905947,3073438.5870905947,3073438.5870905947,3073438.5870905947,3073438.5870905947,3073438.5870905947,3073438.5870905947,3073438.5870905947,3073438.5870905947,3073438.5870905947,3073438.5870905947,3073438.5870905947,3073438.5870905947,3073438.5870905947,3073438.5870905947,3203326.498467778,3224865.9203477623,3248881.0676293373
World,2020-10-12,7868684247,3390467.3234119024,2337202.6336290785,2558805.3788952753,2571996.235539841,2694261.588406846,2813485.042547841,2905739.6218273086,3221014.4900597623,3221014.4900597623,3221014.4900597623,3221014.4900597623,3221014.4900597623,3221014.4900597623,3221014.4900597623,3221014.4900597623,3221014.4900597623,3221014.4900597623,3221014.4900597623,3221014.4900597623,3221014.4900597623,3221014.4900597623,3221014.4900597623,3221014.4900597623,3221014.4900597623,3221014.4900597623,3221014.4900597623,3221014.4900597623,3221014.4900597623,3221014.4900597623,3221014.4900597623,3221014.4900597623,3221014.4900597623,3221014.4900597623,3221014.4900597623,3221014.4900597623,3221014.4900597623,3221014.4900597623,3221014.4900597623,3221014.4900597623,3221014.4900597623,3221014.4900597623,3221014.4900597623,3221014.4900597623,3221014.4900597623,3221014.4900597623,3221014.4900597623,3221014.4900597623,3221014.4900597623,3221014.4900597623,3221014.4900597623,3221014.4900597623,3221014.4900597623,3221014.4900597623,3221014.4900597623,3221014.4900597623,3221014.4900597623,3221014.4900597623,3221014.4900597623,3221014.4900597623,3221014.4900597623,3221014.4900597623,3221014.4900597623,3221014.4900597623,3221014.4900597623,3221014.4900597623,3221014.4900597623,3221014.4900597623,3221014.4900597623,3221014.4900597623,3221014.4900597623,3221014.4900597623,3221014.4900597623,3221014.4900597623,3221014.4900597623,3221014.4900597623,3221014.4900597623,3221014.4900597623,3221014.4900597623,3221014.4900597623,3221014.4900597623,3221014.4900597623,3221014.4900597623,3221014.4900597623,3221014.4900597623,3221014.4900597623,3221014.4900597623,3221014.4900597623,3221014.4900597623,3221014.4900597623,3221014.4900597623,3221014.4900597623,3221014.4900597623,3221014.4900597623,3221014.4900597623,3221014.4900597623,3221014.4900597623,3221014.4900597623,3338435.2724132165,3368876.7715390148,3390467.3234119024
World,2020-10-19,7868684247,3544456.664057297,2437920.51664224,2690571.3752705203,2703510.504282965,2828932.21059792,2935536.101867872,3043561.421604396,3375983.529406036,3375983.529406036,3375983.529406036,3375983.529406036,3375983.529406036,3375983.529406036,3375983.529406036,3375983.529406036,3375983.529406036,3375983.529406036,3375983.529406036,3375983.529406036,3375983.529406036,3375983.529406036,3375983.529406036,3375983.529406036,3375983.529406036,3375983.529406036,3375983.529406036,3375983.529406036,3375983.529406036,3375983.529406036,3375983.529406036,3375983.529406036,3375983.529406036,3375983.529406036,3375983.529406036,3375983.529406036,3375983.529406036,3375983.529406036,3375983.529406036,3375983.529406036,3375983.529406036,3375983.529406036,3375983.529406036,3375983.529406036,3375983.529406036,3375983.529406036,3375983.529406036,3375983.529406036,3375983.529406036,3375983.529406036,3375983.529406036,3375983.529406036,3375983.529406036,3375983.529406036,3375983.529406036,3375983.529406036,3375983.529406036,3375983.529406036,3375983.529406036,3375983.529406036,3375983.529406036,3375983.529406036,3375983.529406036,3375983.529406036,3375983.529406036,3375983.529406036,3375983.529406036,3375983.529406036,3375983.529406036,3375983.529406036,3375983.529406036,3375983.529406036,3375983.529406036,3375983.529406036,3375983.529406036,3375983.529406036,3375983.529406036,3375983.529406036,3375983.529406036,3375983.529406036,3375983.529406036,3375983.529406036,3375983.529406036,3375983.529406036,3375983.529406036,3375983.529406036,3375983.529406036,3375983.529406036,3375983.529406036,3375983.529406036,3375983.529406036,3375983.529406036,3375983.529406036,3375983.529406036,3375983.529406036,3375983.529406036,3375983.529406036,3375983.529406036,3481961.860220288,3528300.0879346123,3544456.664057297
