continent,date,population,estimated_daily_excess_deaths_per_100k,estimated_daily_excess_deaths_ci_95_top_per_100k,estimated_daily_excess_deaths_ci_90_top_per_100k,estimated_daily_excess_deaths_ci_50_top_per_100k,estimated_daily_excess_deaths_ci_50_bot_per_100k,estimated_daily_excess_deaths_ci_90_bot_per_100k,estimated_daily_excess_deaths_ci_95_bot_per_100k,estimated_daily_excess_deaths_raw_estimate_per_100k,daily_excess_deaths_per_100k,daily_covid_deaths_per_100k
Asia,2020-09-21,4679006159,0.29734976950346836,0.34406997580567267,0.34406997580567267,0.34406997580567267,0.29734976950346836,0.2826401873074542,0.2213653739173508,0.6946450101392114,0.0136204903948865,0.03888184666097594
Africa,2020-09-21,1371693397,0.08933110159240672,0.08933110159240672,0.08933110159240672,0.08933110159240672,0.07107275119871162,0.011658526862687835,-0.02300951335748766,1.5357528957653956,0.027922779923007197,0.01342464725737832
Europe,2020-09-21,747993718,0.261473429373671,0.26153775295973103,0.2614997162167431,0.261473429373671,0.2614691299089006,0.2614691299089006,0.2614691299089006,12.813018702045207,0.26149017759275933,0.07144859470597854
Oceania,2020-09-21,43202462,-0.12711647642265597,-0.09981506350895995,-0.09981506350895995,-0.09981506350895995,-0.12711647642265597,-0.12711647642265597,-0.12914119181309242,-2.001832383380235,-0.09532535158953499,0.0132284127696241
Americas,2020-09-28,1026788511,0.3031950532229339,0.3031950532229339,0.3031950532229339,0.3031950532229339,0.29331430892752886,0.29331430892752886,0.2926890840569944,13.600721861927495,0.28334837212348946,0.2794566718715457
Asia,2020-09-28,4679006159,0.28556150872730923,0.3390335907654809,0.3390335907654809,0.3390335907654809,0.28556150872730923,0.25216590785116827,0.2050241911587997,0.8030383581329075,0.015745850159468774,0.03687285165635962
Africa,2020-09-28,1371693397,0.08229914512541107,0.08229914512541107,0.08229914512541107,0.08229914512541107,0.051322184292229005,0.010593890168306634,-0.025212976037521,1.1882887417812187,0.021605249850567613,0.014320255563641821
Europe,2020-09-28,747993718,0.30089894668754275,0.30096559378676535,0.3009271479726469,0.30091598163399835,0.30089894668754275,0.30089894668754275,0.30089894668754275,14.74507236135142,0.30091984410921263,0.08002393410475139
Oceania,2020-09-28,43202462,-0.11228356203931482,-0.08614643051553027,-0.08614643051553027,-0.08614643051553027,-0.11228356203931482,-0.11228356203931482,-0.11228356203931482,-1.779900586993252,-0.08475717080920249,0.01058041553279996
Americas,2020-10-05,1026788511,0.35314500925091746,0.35314500925091746,0.35314500925091746,0.35314500925091746,0.3438012600911703,0.3438012600911703,0.34283839741986444,15.985667745536547,0.3330347446986781,0.34417993210288267
Asia,2020-10-05,4679006159,0.2645593986114953,0.3110212813274531,0.3110212813274531,0.3110212813274531,0.2645593986114953,0.22264972481647358,0.1708303404704624,0.8036807234631234,0.01575844555810046,0.03714468288649243
Africa,2020-10-05,1371693397,0.08941151441778128,0.08941151441778128,0.08941151441778128,0.08941151441778128,0.07350139388901211,-0.0010219449955828671,-0.034925821289767796,1.4104655214650172,0.025644827663000313,0.012299760308607799
Europe,2020-10-05,747993718,0.49001962970941626,0.49007039466424557,0.4900300002647635,0.49001962970941626,0.48998435600381357,0.48998435600381357,0.48998435600381357,24.01184727209319,0.4900376994304732,0.09257149937721804
Oceania,2020-10-05,43202462,-0.1558464926134012,-0.12794126000057043,-0.12794126000057043,-0.12794126000057043,-0.1558464926134012,-0.1558464926134012,-0.1558464926134012,-2.6223525750304155,-0.12487393214430549,0.005291365107849641
Americas,2020-10-12,1026788511,0.3182384751793988,0.3182384751793988,0.3182384751793988,0.3182384751793988,0.30908328620036235,0.30908328620036235,0.30908328620036235,14.388977833661553,0.29977037153461566,0.25022572540257026
Asia,2020-10-12,4679006159,0.24057267015286476,0.26545509993703353,0.26545509993703353,0.26545509993703353,0.24057267015286476,0.2182175586319063,0.16350859996640482,0.9575758587215436,0.018775997229834186,0.03522425369818796
Africa,2020-10-12,1371693397,0.10520160734705332,0.10520160734705332,0.10520160734705332,0.10520160734705332,0.08866311610489026,0.015188873557584446,-0.004442214524792784,1.746129870681515,0.03174781583057299,0.017319686784203425
Europe,2020-10-12,747993718,0.5772525457913227,0.5772964384360562,0.5772670359677934,0.5772525457913227,0.5772298947738316,0.5772298947738316,0.5772298947738316,28.28618798253215,0.5772691425006562,0.11806823757308614
Oceania,2020-10-12,43202462,-0.134933203900862,-0.10612764460806208,-0.10612764460806208,-0.10612764460806208,-0.134933203900862,-0.134933203900862,-0.13496999575923105,-2.1677951472616006,-0.10322834034579048,0.0019836832447187847
Americas,2020-10-19,1026788511,0.35080505194514294,0.35080505194514294,0.35080505194514294,0.35080505194514294,0.34064793648120495,0.34064793648120495,0.34064793648120495,15.962894937998922,0.33256031120831087,0.24139060511946067
Asia,2020-10-19,4679006159,0.23915172089927364,0.24977185697741983,0.24977185697741983,0.24977185697741983,0.23915172089927364,0.19512258490129913,0.15904686534637882,0.9575104602181856,0.018774714906238936,0.03314195252804325
Africa,2020-10-19,1371693397,0.1069188762624929,0.1069188762624929,0.1069188762624929,0.1069188762624929,0.08787640717156406,0.007820949435216839,-0.022456240777020426,1.6575740543182544,0.03013771007851372,0.016965671811861906
Europe,2020-10-19,747993718,0.7728157242995077,0.7728626064863602,0.7728381314064374,0.7728157242995077,0.7728022905971842,0.7728022905971842,0.7728022905971842,37.868968997278586,0.7728361019852772,0.16121231649167406
Oceania,2020-10-19,43202462,-0.09417222534941798,-0.07139767732940494,-0.07418029732922597,-0.07418029732922597,-0.09417222534941798,-0.09417222534941798,-0.09454784612401605,-1.5600520052156666,-0.07428819072455554,0.003636366834834552
Americas,2020-10-26,1026788511,0.3612879308042139,0.3612879308042139,0.3612879308042139,0.3612879308042139,0.34881557761667553,0.34881557761667553,0.34881557761667553,16.51108961876312,0.3439810337242317,0.251074390917099
Asia,2020-10-26,4679006159,0.2522005343896095,0.2587867431961554,0.2587867431961554,0.2587867431961554,0.2522005343896095,0.1990907155010768,0.14645135064695877,1.1967288428572698,0.02346527142857392,0.03153599182941362
Africa,2020-10-26,1371693397,0.0682790835637751,0.08177781352464446,0.08177781352464446,0.08177781352464446,0.0682790835637751,0.004183020687165933,-0.01848353709848179,1.3644119145076676,0.024807489354684863,0.01746556486485733
Europe,2020-10-26,747993718,0.9278678734149524,0.9279138804204063,0.9279006825423904,0.9278678734149524,0.927834391580897,0.927834391580897,0.927834391580897,45.46670927669629,0.9278920260550263,0.2322594372376801
Oceania,2020-10-26,43202462,-0.11741457985536215,-0.0806215688514921,-0.0806215688514921,-0.0806215688514921,-0.11741457985536215,-0.11741457985536215,-0.11741457985536215,-1.7844836591339162,-0.0849754123397103,0.0033076818631308557
Americas,2020-11-02,1026788511,0.42917188342403056,0.42917188342403056,0.42917188342403056,0.42917188342403056,0.41868134316098726,0.41868134316098726,0.41868134316098726,19.761625864673096,0.41170053884735613,0.24453506959818327
Asia,2020-11-02,4679006159,0.28261522486865415,0.28261522486865415,0.28261522486865415,0.28261522486865415,0.2697284947955101,0.21622003918104094,0.14813025831313478,1.4648382533431503,0.028722318693002947,0.03072695250111125
Africa,2020-11-02,1371693397,0.16491494794497166,0.16491494794497166,0.16491494794497166,0.16491494794497166,0.14762236915115304,0.1038055790202779,0.093744433917404,3.024600899741369,0.054992743631661255,0.018559249505521968
Europe,2020-11-02,747993718,1.247156029481896,1.2472173678125469,1.2471984843374668,1.247156029481896,1.2470797880868223,1.2470797880868223,1.2470797880868223,61.11084019079014,1.2471600038936763,0.3436810949259871
Oceania,2020-11-02,43202462,-0.062458079867545736,-0.03775029045537284,-0.03775029045537284,-0.03775029045537284,-0.062458079867545736,-0.062458079867545736,-0.06527459127147825,-0.93976328185541,-0.04475063246930524,0.004629365798643605
Americas,2020-11-09,1026788511,0.4342714354018871,0.4342714354018871,0.4342714354018871,0.4342714354018871,0.4230504876769911,0.4230504876769911,0.4230504876769911,20.011948661115614,0.41691559710657533,0.26100827690309053
Asia,2020-11-09,4679006159,0.28289752973815724,0.28289752973815724,0.28289752973815724,0.28289752973815724,0.2699393950630098,0.20663810886384992,0.15889084581618174,1.6211344479391316,0.03178694995959081,0.03362744024120443
Africa,2020-11-09,1371693397,0.19404514525757569,0.19404514525757569,0.19404514525757569,0.19404514525757569,0.16566621176274732,0.13143373187976232,0.10825711299505156,3.3355200273091414,0.06064581867834802,0.02312061869610356
Europe,2020-11-09,747993718,1.2972397509596285,1.2972866775053233,1.2972644104630053,1.2972397509596285,1.2971630435665664,1.2971630435665664,1.2971630435665664,63.562732440505535,1.297198621234807,0.5027356392851416
Oceania,2020-11-09,43202462,-0.026043273741535842,0.0019806468909572272,0.0019806468909572272,0.0019806468909572272,-0.026043273741535842,-0.026043273741535842,-0.027561372671583734,-0.1778622587146503,-0.0084696313673643,0.003636366834834552
Americas,2020-11-16,1026788511,0.4766890389596238,0.4766890389596238,0.4766890389596238,0.4766890389596238,0.4688479577291428,0.4688479577291428,0.4657580624963137,22.02300127045448,0.45881252646780163,0.2864969726954804
Asia,2020-11-16,4679006159,0.27107188350565964,0.27107188350565964,0.27107188350565964,0.27107188350565964,0.26040264883497133,0.19806027195046913,0.15148906025714354,1.4752553006636966,0.02892657452281758,0.0332640938504907
Africa,2020-11-16,1371693397,0.19027857594226463,0.19027857594226463,0.19027857594226463,0.19027857594226463,0.16665386067355714,0.12198979203270134,0.10745472772121922,3.3929151941888223,0.061689367167069485,0.02116281966763743
Europe,2020-11-16,747993718,1.2867950459027961,1.286845215859175,1.2868075503268086,1.2867950459027961,1.2867407655774408,1.2867407655774408,1.2867407655774408,63.05270141909527,1.2867898248794953,0.5756728828570189
Oceania,2020-11-16,43202462,-0.07872966323750859,-0.05113223159257789,-0.05113223159257789,-0.05113223159257789,-0.07872966323750859,-0.07872966323750859,-0.08034523633090991,-1.3026592668110821,-0.06203139365767058,0.0023146828993218026
Americas,2020-11-23,1026788511,0.49887502704656433,0.49887502704656433,0.49887502704656433,0.49887502704656433,0.4903473956257833,0.4903473956257833,0.4886644541613195,23.118477938816667,0.4816349570586806,0.3177868631216112
Asia,2020-11-23,4679006159,0.26856329968783743,0.26856329968783743,0.26856329968783743,0.26856329968783743,0.26247449870312767,0.20312700930365665,0.15357142994880318,1.293269951105927,0.025358234335410332,0.037019463987416394
Africa,2020-11-23,1371693397,0.16653604503465252,0.16653604503465252,0.16653604503465252,0.16653604503465252,0.1474523921900251,0.10866052040586806,0.09159676824164487,2.889762353998086,0.052541133709056116,0.024432938201276476
Europe,2020-11-23,747993718,1.266152690275987,1.2662030942677922,1.2661687754364659,1.266152690275987,1.2661132430085817,1.2661132430085817,1.2661132430085817,62.04134265792452,1.2661498501617248,0.6305441993030213
Oceania,2020-11-23,43202462,-0.0718690701904501,-0.04207609565376876,-0.04207609565376876,-0.04207609565376876,-0.0718690701904501,-0.0718690701904501,-0.07232279087638037,-1.1280858825442326,-0.053718375359249164,0.003967366489437569
Americas,2020-11-30,1026788511,0.5537921959318185,0.5537921959318185,0.5537921959318185,0.5537921959318185,0.5433005195707912,0.5433005195707912,0.5426097913707615,25.652359037141437,0.5344241466071132,0.3342738999540676
Asia,2020-11-30,4679006159,0.23488520495571874,0.2707084702360333,0.2707084702360333,0.2707084702360333,0.23488520495571874,0.18386624937655477,0.14854803429171615,1.0745119573744635,0.021068861909303207,0.03652187968834003
Africa,2020-11-30,1371693397,0.19425459196005984,0.19425459196005984,0.19425459196005984,0.19425459196005984,0.16226794203933712,0.1423901311814193,0.08923052028800443,3.6332646155731947,0.06605935664678535,0.020881561479150285
Europe,2020-11-30,747993718,1.2332552128120857,1.233309076728046,1.2332690952007743,1.2332635588514462,1.2332552128120857,1.2332552128120857,1.2332251632590774,60.430018964962684,1.233265693162504,0.6633746889302083
Oceania,2020-11-30,43202462,0.0012287921810115881,0.02965629163242731,0.02965629163242731,0.02965629163242731,0.0012287921810115881,0.0012287921810115881,-0.0030242116267111094,0.3497465613567647,0.016654598159845938,0.0026456825539248204
Americas,2020-12-07,1026788511,0.6605870928652416,0.6605870928652416,0.6605870928652416,0.6605870928652416,0.6502583261772698,0.6502583261772698,0.6497093700844122,30.72178609550724,0.6400372103230675,0.41249263647049117
Asia,2020-12-07,4679006159,0.23911997811580663,0.2673633797410192,0.2673633797410192,0.2673633797410192,0.23911997811580663,0.1833300081505595,0.15025249421902873,1.1038028938881106,0.021643193997806093,0.03468383979103029
Africa,2020-12-07,1371693397,0.22668228555893372,0.22668228555893372,0.22668228555893372,0.22668228555893372,0.19859752868873037,0.18633526824456828,0.11641027601947582,4.689990840785666,0.08527256074155756,0.022141536925397914
Europe,2020-12-07,747993718,1.1872545441608664,1.187285076461309,1.187265587901231,1.1872545441608664,1.1872523701779665,1.1872523701779665,1.1872370160302204,58.17548687427983,1.187254834168976,0.6480381964919123
Oceania,2020-12-07,43202462,-0.056924616928443174,-0.02605577346645069,-0.02605577346645069,-0.02605577346645069,-0.056924616928443174,-0.056924616928443174,-0.06506272166430364,-0.8777208200907504,-0.04179622952813096,0.001321683935512749
Americas,2020-12-14,1026788511,0.6821530152467449,0.6821530152467449,0.6821530152467449,0.6821530152467449,0.6694437135054414,0.6694437135054414,0.6694437135054414,31.712336440967533,0.6606736758534902,0.44214168267022996
Asia,2020-12-14,4679006159,0.21042860246689815,0.2427520738298456,0.2427520738298456,0.2427520738298456,0.21042860246689815,0.1664596473088012,0.140012000176726,0.9800720397498126,0.019217098818623775,0.03238166286842026
Africa,2020-12-14,1371693397,0.26679604112719657,0.26679604112719657,0.26679604112719657,0.26679604112719657,0.18818132272113025,0.18818132272113025,0.15280064487234998,5.1607228581681195,0.09383132469396581,0.026317834640710164
Europe,2020-12-14,747993718,1.1053952788393568,1.1054351718039703,1.105428420331638,1.105428420331638,1.1053952788393568,1.1053952788393568,1.1053695028971842,54.165613625584974,1.105420686236428,0.6369042794554592
Oceania,2020-12-14,43202462,-0.01774319584572705,0.012800692294616263,0.012800692294616263,0.012800692294616263,-0.01774319584572705,-0.01774319584572705,-0.018647497295910257,-0.05207342990266406,-0.002479687138222098,0.005953364417055676
Americas,2020-12-21,1026788511,0.7363269976830682,0.7363269976830682,0.7363269976830682,0.7363269976830682,0.7257987686109966,0.7257987686109966,0.7252607401491536,34.26430444654977,0.7138396759697869,0.47972059944484513
Asia,2020-12-21,4679006159,0.19433660651528392,0.25508617728531346,0.25508617728531346,0.25508617728531346,0.19433660651528392,0.14766986143507219,0.1289297457843528,0.8084805837882005,0.015852560466435305,0.031023083763374034
Africa,2020-12-21,1371693397,0.30296151666606097,0.30296151666606097,0.30296151666606097,0.30296151666606097,0.28677635419533065,0.2700170885582663,0.18790667994153576,7.052930385816202,0.12823509792393095,0.03002544161113287
Europe,2020-12-21,747993718,1.0749544870166021,1.0749981405882714,1.074968670957777,1.0749686041480857,1.0749544870166021,1.0749544870166021,1.0749475005831928,52.67407703489933,1.0749811639775373,0.6655136106370347
Oceania,2020-12-21,43202462,-0.0080812126003179,0.02246416925042387,0.02246416925042387,0.02246416925042387,-0.0080812126003179,-0.0080812126003179,-0.017970920786633628,0.17930227271353855,0.008538203462549455,0.0036386815177338735
Americas,2020-12-28,1026788511,0.8348631691013598,0.8348631691013598,0.8348631691013598,0.8348631691013598,0.819124630605361,0.819124630605361,0.819124630605361,38.91243512172152,0.8106757317025318,0.4230945275935212
Asia,2020-12-28,4679006159,0.1658272947081033,0.22943567076490975,0.22943567076490975,0.22943567076490975,0.1658272947081033,0.13544691709020382,0.12090992482162297,0.7724127362059667,0.015145347768744445,0.029059910455227933
Africa,2020-12-28,1371693397,0.34976004814399564,0.4269180194153568,0.4269180194153568,0.4269180194153568,0.34976004814399564,0.30142115436943945,0.26968786404920814,8.418316047410967,0.15306029177110847,0.03981538448712092
Europe,2020-12-28,747993718,1.0784421330546912,1.0785092059871348,1.0784809410349614,1.0784421330546912,1.0784241522461246,1.0784241522461246,1.0784241522461246,52.84463560215056,1.0784619510642972,0.5655126370994469
Oceania,2020-12-28,43202462,-0.02773972031825956,-0.0026000593997693973,-0.0026000593997693973,-0.0026000593997693973,-0.02773972031825956,-0.02773972031825956,-0.03392146207576115,-0.20937212763056573,-0.009970101315741225,0.0026456825539248204
Americas,2021-01-04,1026788511,0.8669771015527578,0.8692978031666292,0.8669771015527578,0.8669771015527578,0.8565994967061652,0.8565994967061652,0.8539824198941586,39.43478076517436,0.8215579326077992,0.48574481955807547
Asia,2021-01-04,4679006159,0.1464491450681017,0.20086990220592651,0.20086990220592651,0.20086990220592651,0.1464491450681017,0.11892704211096801,0.0922381140229971,0.3598168316762134,0.007055231993651244,0.02606470174556571
Africa,2021-01-04,1371693397,0.35731237022549933,0.4028810384178173,0.4028810384178173,0.4028810384178173,0.35731237022549933,0.28726507165445636,0.2515409661405858,9.542270281212955,0.17349582329478103,0.04768886410262424
Europe,2021-01-04,747993718,0.786205572352261,0.786205572352261,0.786205572352261,0.786205572352261,0.7861194811981735,0.7861194811981735,0.7861194811981735,38.52275946466719,0.7861787645850448,0.6054863685365871
Oceania,2021-01-04,43202462,-0.02702634559365881,-0.011963212674321915,-0.012011518232824855,-0.012011518232824855,-0.02702634559365881,-0.02702634559365881,-0.03565352314778685,-0.20373627094895513,-0.009701727188045482,0.0026456825539248204
Americas,2021-01-11,1026788511,0.9923281136312371,0.9923281136312371,0.9923281136312371,0.9923281136312371,0.9822722127125008,0.9822722127125008,0.979434540537379,45.35349577446096,0.94486449530127,0.6130073459694174
Asia,2021-01-11,4679006159,0.13133127400246958,0.15751163221087952,0.15751163221087952,0.15751163221087952,0.13133127400246958,0.11232285142329061,0.09958274370172202,0.37379965453660574,0.007329404990913838,0.023264961895939237
Africa,2021-01-11,1371693397,0.3669419686584577,0.424730038919647,0.424730038919647,0.424730038919647,0.3669419686584577,0.27460914655188423,0.26077852459514134,10.880822568006089,0.19783313760011073,0.05688479668317598
Europe,2021-01-11,747993718,0.7158719912386867,0.7159039524432559,0.7158770809175456,0.7158719912386867,0.715849112435658,0.715849112435658,0.7158369747439607,35.0740139231957,0.7157962025141981,0.6787300317941976
Oceania,2021-01-11,43202462,-0.07246837874871798,-0.03920204564313829,-0.03920204564313829,-0.03920204564313829,-0.07246837874871798,-0.07246837874871798,-0.07246837874871798,-1.1176888137502627,-0.053223276845250606,9.929989638090533e-4
Americas,2021-01-18,1026788511,1.0054202097365392,1.0083036128959313,1.0054202097365392,1.0054202097365392,0.976306515970704,0.976306515970704,0.976306515970704,45.730382400087485,0.9527163000018225,0.6330417540092635
Asia,2021-01-18,4679006159,0.12717818954729976,0.14523080256173992,0.14523080256173992,0.14523080256173992,0.12717818954729976,0.10615394711215449,0.08825479193466657,0.3458132473854434,0.006780651909518497,0.025426638896629845
Africa,2021-01-18,1371693397,0.3335642230363161,0.40126139453821363,0.40126139453821363,0.40126139453821363,0.3335642230363161,0.2473457703006399,0.21364464903527633,9.177392823105627,0.16686168769282958,0.06498755494118633
Europe,2021-01-18,747993718,0.7992359501100603,0.7992577266719068,0.7992577266719068,0.7992577266719068,0.7992359501100603,0.7992359501100603,0.799209954979278,39.157069604687415,0.7991238694834165,0.7074735887019843
Oceania,2021-01-18,43202462,0.006005265135919342,0.02162149079644797,0.02162149079644797,0.02162149079644797,0.006005265135919342,0.006005265135919342,5.866775482483374e-4,0.5135839595467793,0.024456379026037107,9.929989638090533e-4
Americas,2021-01-25,1026788511,0.8451336858933394,0.8451336858933394,0.8451336858933394,0.8451336858933394,0.8348812926031149,0.8348812926031149,0.8257568841598583,38.200741691604186,0.7958487852417538,0.6768122087022456
Asia,2021-01-25,4679006159,0.12157415925414898,0.12716204306077988,0.12716204306077988,0.12716204306077988,0.12157415925414898,0.10805106082955077,0.10285941500913337,0.3584517676771869,0.007028466032886018,0.02415961769628438
Africa,2021-01-25,1371693397,0.29409903037018614,0.29409903037018614,0.29409903037018614,0.29409903037018614,0.2732859598863125,0.2551882242574546,0.21413234660689448,5.860845754908522,0.10656083190742766,0.06585203384193297
Europe,2021-01-25,747993718,0.7157731298777195,0.715818983406685,0.7157894680959624,0.7157774391034751,0.7157731298777195,0.7157731298777195,0.7157684149313924,35.06746306603995,0.7156625115518358,0.747791173294319
Oceania,2021-01-25,43202462,-0.06839035508361346,-0.03782107478637816,-0.03782107478637816,-0.03782107478637816,-0.06839035508361346,-0.06839035508361346,-0.07328029339609891,-1.0594745388323112,-0.050451168515824346,6.619993092060355e-4
Americas,2021-02-01,1026788511,0.7442296046054283,0.744650416650327,0.7442296046054283,0.7442296046054283,0.7369309555124319,0.7353465975822912,0.732942851235498,33.25419114100885,0.6927956487710177,0.6849233240008468
Asia,2021-02-01,4679006159,0.11391762869207318,0.11391762869207318,0.11391762869207318,0.11391762869207318,0.11262282819924226,0.09942078603879986,0.060903536694612605,0.222952542521758,0.004371618480818785,0.024941215299648423
Africa,2021-02-01,1371693397,0.2351520942162704,0.2351520942162704,0.2351520942162704,0.2351520942162704,0.2223239004078968,0.20108120772186647,0.15410752725121105,3.70082687575379,0.06728776137734165,0.057530640719414355
Europe,2021-02-01,747993718,0.4965476219807396,0.4965899887474327,0.4965656368783753,0.4965476219807396,0.49649627996340806,0.49649627996340806,0.4964735421067634,24.318245475625165,0.49629072399235025,0.70747318762909706
Oceania,2021-02-01,43202462,0.002642628441225918,0.03183542275434984,0.03183542275434984,0.03183542275434984,0.002642628441225918,0.002642628441225918,-0.003421861380190711,0.3909284235128844,0.018615639214899254,9.929989638090533e-4
Americas,2021-02-08,1026788511,0.5861000575197518,0.5906454680763876,0.5861000575197518,0.5861000575197518,0.5828932558446934,0.5814405212215482,0.5739999811922789,25.906710632017674,0.539723138167035,0.6365615635525941
Asia,2021-02-08,4679006159,0.1021731372342913,0.1021731372342913,0.1021731372342913,0.1021731372342913,0.09996140301975827,0.09113605707828525,0.054883179208799364,0.111442903939494,0.0021851549792057646,0.020477468236647388
Africa,2021-02-08,1371693397,0.21319125023832125,0.22590667712981488,0.22590667712981488,0.22590667712981488,0.21319125023832125,0.15933531813682886,0.11731814226424304,2.4754037851556796,0.04500734154828508,0.04224202006565466
Europe,2021-02-08,747993718,0.4049086138323581,0.4049769018526488,0.40492893639868693,0.4049086138323581,0.4048818086636738,0.4048818086636738,0.4048818086636738,19.832920372934975,0.4047534769986729,0.6366554805745039
Oceania,2021-02-08,43202462,-0.037403306429246996,-0.00674850851331817,-0.00674850851331817,-0.00674850851331817,-0.037403306429246996,-0.037403306429246996,-0.04241256843443403,-0.4769619295878176,-0.022712472837515124,9.929989638090533e-4
Americas,2021-02-15,1026788511,0.5385552892031266,0.5426530608010552,0.5385552892031266,0.5385552892031266,0.5378320059363962,0.5346778666089399,0.5256281697018557,23.75376762654503,0.49487015888635477,0.5919704919643379
Asia,2021-02-15,4679006159,0.11488045344208185,0.11488045344208185,0.11488045344208185,0.11488045344208185,0.0924345936389024,0.0924345936389024,0.059932726762005104,0.299185916971444,0.0058663905288518425,0.018297582240904248
Africa,2021-02-15,1371693397,0.228007836976373,0.228007836976373,0.228007836976373,0.228007836976373,0.2042444205300794,0.16628966469181558,0.12011851596372651,2.32266998533446,0.04223036336971745,0.035513913026439976
Europe,2021-02-15,747993718,0.3568090519248078,0.35685220927893624,0.3568090519248078,0.3568090519248078,0.3567803703722803,0.3567803703722803,0.3567658746131436,17.476951388714145,0.35667247732069685,0.5520484865890276
Oceania,2021-02-15,43202462,-0.06953569615610103,-0.04175166635715087,-0.04175166635715087,-0.04175166635715087,-0.06953569615610103,-0.06953569615610103,-0.07391429787802252,-1.1314385193710677,-0.05387802473195561,3.3099965460301774e-4
Americas,2021-02-22,1026788511,0.4858449830631221,0.4871613878939376,0.4858449830631221,0.4858449830631221,0.48376916639700906,0.48372875724403597,0.47577982262543916,21.19301773183903,0.44152120274664647,0.5040266758497066
Asia,2021-02-22,4679006159,0.12263682814157807,0.12263682814157807,0.12263682814157807,0.12263682814157807,0.11630133158648562,0.09855325155419024,0.053136550922970247,0.16566656779487093,0.0032483640744092345,0.018379992903958902
Africa,2021-02-22,1371693397,0.18891264570580116,0.18891264570580116,0.18891264570580116,0.18891264570580116,0.1886777112880428,0.14365787902286453,0.09390928259388344,1.9273383385467742,0.03504251524630499,0.028390236539135284
Europe,2021-02-22,747993718,0.2712424327958787,0.27133756375557827,0.2712808088716299,0.2712424327958787,0.2712175451350419,0.2712175451350419,0.2712175451350419,13.285650591363508,0.2711357263543573,0.4704590313150197
Oceania,2021-02-22,43202462,-0.03395378000985907,0.00959878624672615,0.00959878624672615,0.00959878624672615,-0.03395378000985907,-0.03395378000985907,-0.03610528152352837,-0.3946749525169351,-0.01879404535794929,0.001323998618412071
Americas,2021-03-01,1026788511,0.5782134992096731,0.5827384021903546,0.5800928218537068,0.5800928218537068,0.5782134992096731,0.5745168923154866,0.5680079141383025,25.57583375302513,0.5328298698546903,0.515685649310893
Asia,2021-03-01,4679006159,0.12642607622210264,0.13467928246495461,0.12642607622210264,0.12642607622210264,0.12424996833621295,0.1240088872501612,0.06915193018380916,0.5833022133464788,0.011437298300911348,0.020520319216788617
Africa,2021-03-01,1371693397,0.21389126056446964,0.21389126056446964,0.21389126056446964,0.21389126056446964,0.1837125582136836,0.13325712868725384,0.07810658644967076,2.90835943106447,0.05287926238299036,0.024474419774435933
Europe,2021-03-01,747993718,0.26177227106324463,0.26188643526703204,0.26182072936931555,0.26177548019607527,0.26177227106324463,0.26177227106324463,0.2617373017858658,12.826890170774107,0.2617732687913083,0.420228796627407
Oceania,2021-03-01,43202462,-0.04798045230816222,-0.0024402695953816464,-0.0024402695953816464,-0.0024402695953816464,-0.04798045230816222,-0.04798045230816222,-0.04996108089484769,-0.40787372000293176,-0.019422558095377702,0.001652683590115767
Americas,2021-03-08,1026788511,0.5378679434381561,0.5455997035070359,0.5422682092250007,0.5422682092250007,0.5378679434381561,0.5378679434381561,0.5305697493355908,23.67712588888356,0.49327345601840755,0.4820438626820592
Asia,2021-03-08,4679006159,0.1338935184479208,0.1447786252971471,0.1338935184479208,0.1338935184479208,0.12047398477068845,0.12047398477068845,0.07578994104163657,0.6053633084791371,0.01186986879370857,0.017690038693535304
Africa,2021-03-08,1371693397,0.23517240582826301,0.23517240582826301,0.23517240582826301,0.23517240582826301,0.21025788084913746,0.15754410694467358,0.07703255185547063,2.875393284107948,0.052279877892871786,0.02155824331054938
Europe,2021-03-08,747993718,0.336195698236169,0.3363099611520347,0.3362696410345032,0.3362696410345032,0.336195698236169,0.336195698236169,0.33611574048761017,16.472612713955257,0.3361757696725563,0.41606539267753584
Oceania,2021-03-08,43202462,-0.03723979576329059,0.003614542979543789,0.003614542979543789,0.003614542979543789,-0.03723979576329059,-0.03723979576329059,-0.03736436108341749,-0.2777422474030508,-0.013225821304907183,0.001323998618412071
Americas,2021-03-15,1026788511,0.5228329336872036,0.530511481124004,0.5280587134526292,0.5280587134526292,0.5228329336872036,0.5228329336872036,0.5155287411746032,23.02123341450538,0.47960902946886214,0.46699032455379696
Asia,2021-03-15,4679006159,0.15302223344040672,0.17314504721083293,0.17314504721083293,0.17314504721083293,0.15302223344040672,0.15302223344040672,0.10372331924887036,0.7265467352009296,0.014246014415704503,0.01772964112056857
Africa,2021-03-15,1371693397,0.2399922500963029,0.2399922500963029,0.2399922500963029,0.2399922500963029,0.20229668262129716,0.16822865862245232,0.07016903636336722,2.573868175869784,0.04679760319763244,0.020777310776833896
Europe,2021-03-15,747993718,0.41651396147407066,0.4166221238180564,0.4165515122763169,0.41653397307187323,0.41651396147407066,0.41651396147407066,0.4164108520783342,20.40668318699096,0.41646292218348896,0.4085598483595821
Oceania,2021-03-15,43202462,-0.016299845941276238,0.037980492025089733,0.037980492025089733,0.037980492025089733,-0.016299845941276238,-0.016299845941276238,-0.022656483839361443,-0.08580874139129006,-0.004086130542442384,0.0033076818631308557
