continent,date,population,cumulative_estimated_daily_excess_deaths,cumulative_estimated_daily_excess_deaths_ci_95_top,cumulative_estimated_daily_excess_deaths_ci_90_top,cumulative_estimated_daily_excess_deaths_ci_50_top,cumulative_estimated_daily_excess_deaths_ci_50_bot,cumulative_estimated_daily_excess_deaths_ci_90_bot,cumulative_estimated_daily_excess_deaths_ci_95_bot,cumulative_estimated_daily_excess_deaths_raw_estimate,cumulative_daily_excess_deaths,cumulative_daily_covid_deaths
Africa,2020-10-12,1371693397,282173.9614931379,326992.3387687367,307828.9919935129,282173.9614931379,-23683.081228442643,-338752.3040735134,-348688.1504179778,5999008.019734097,109072.87308607448,38299.366
Europe,2020-10-12,748121993,474836.43461698515,475109.64469523996,475052.7181773577,474876.86635882256,474809.8975918952,474762.580943648,474752.1114526188,23271480.731504947,474928.1781939785,231711.242
Oceania,2020-10-12,43198762,-7497.686950320403,-3225.33143405388,-3767.6854241821306,-5674.820432761684,-7685.277473983436,-8961.283316570922,-9372.063955420264,-116384.26720348501,-5542.107962070715,933.03
Americas,2020-10-19,1026782740,982380.9658998216,999551.1873790018,997044.1155187081,987807.0446243881,975075.8750362935,966944.9724822082,964001.381440865,45035581.03956677,958203.851905676,658826.182
Asia,2020-10-19,4679006159,1721557.0326501387,2160872.431958982,1937328.4877030086,1721557.0326501387,1198496.8733793746,441490.0614390992,367161.2191622681,522870.0231680779,10252.353395452506,225821.239
Africa,2020-10-19,1371693397,293654.43338609586,333476.3528563172,318682.04441404185,293654.43338609586,-25635.5969805228,-353258.56228297896,-354641.09450827196,6113831.818611033,111160.57852020061,39928.385
Europe,2020-10-19,748121993,515306.0074122072,515578.14574593405,515525.39048495365,515342.6450429867,515271.69748960075,515223.9540199616,515214.0389279262,25254163.1181312,515391.0840434939,240161.243
Oceania,2020-10-19,43198762,-7618.965506241377,-3219.288660000688,-3792.4025501205083,-5735.258767773777,-7826.93375034021,-9103.27898151776,-9479.367132556747,-118495.56849515968,-5642.646118817128,939.029
Americas,2020-10-26,1026782740,1009034.7712837687,1026456.0350129067,1024069.1212001774,1014309.9855497365,1001374.6910530592,992961.9834046654,989778.4977835811,46224548.805943646,983501.0384243329,676881.198
Asia,2020-10-26,4679006159,1800417.0147020114,2273735.580850207,2016513.932559389,1800417.0147020114,1269584.2624183947,483240.22350405366,413313.6261084901,914624.6328275756,17933.81632995246,236150.236
Africa,2020-10-26,1371693397,303018.6436314982,337985.40541778324,335667.59549829864,303018.6436314982,-26447.483499300346,-335640.54413499165,-363249.47863151546,6200506.61748797,112736.48395432673,41605.403
Europe,2020-10-26,748121993,563894.262889151,564175.1717308583,564136.3073323554,563926.6065588708,563854.398374146,563803.9314601284,563796.9695942069,27634659.844757453,563972.6498930092,252331.247
Oceania,2020-10-26,43198762,-7780.757836247782,-3258.071201165601,-3911.1717898397605,-5845.920260225758,-8027.951207841873,-9370.193644949959,-9652.458384213965,-121476.26978683434,-5784.58427556354,939.029
Americas,2020-11-02,1026782740,1040452.4840668996,1058191.0406316905,1055781.9535273968,1045727.9752845943,1032377.446013353,1023960.5561367632,1020357.1039374755,47638568.64328827,1013586.5668784739,694498.203
Asia,2020-11-02,4679006159,1884668.0422422313,2382442.720716592,2110935.1240071678,1884668.0422422313,1327095.8587740366,535668.5594215698,450364.24270197545,1374449.1947451367,26949.984210688952,246214.248
Africa,2020-11-02,1371693397,316132.6445263863,355575.3305257972,353239.95609910745,316132.6445263863,-18045.369890622995,-337236.9691796592,-364258.332759897,6352289.032493939,115496.16422716252,43387.435
Europe,2020-11-02,748121993,629192.4742436187,629477.7166010819,629457.8939329016,629221.0113939872,629156.8890029296,629096.348863439,629088.2994751701,30833924.53508263,629263.7660220945,270343.234
Oceania,2020-11-02,43198762,-7803.3610732137795,-3174.308048609893,-3862.2668523179896,-5804.560854930297,-8051.563227243567,-9496.095720550522,-9642.577481262702,-122056.53107850901,-5812.215765643286,941.0310000000001
Americas,2020-11-09,1026782740,1072430.887996848,1090487.8474890594,1088061.877954979,1077580.942048925,1063950.3954979125,1055338.8566504323,1051454.2736740569,49077672.380632885,1044205.7953326146,713247.227
Asia,2020-11-09,4679006159,1968997.1493772145,2495406.129262821,2231295.431053456,1968997.1493772145,1399065.4965039103,590623.779790658,488165.59846115374,1885465.516662698,36969.912091425445,257228.258
Africa,2020-11-09,1371693397,330273.70702590066,375189.76023453654,371033.6544254822,330273.70702590066,-8425.393320515494,-336026.49299300235,-364451.09265506384,6533925.447499908,118798.64449999832,45607.443
Europe,2020-11-09,748121993,697110.9937351064,697400.5598324786,697388.3071573501,697141.49322061,697069.3221844836,697008.5600259867,696999.3877208512,34161569.22540781,697174.8821511797,296674.252
Oceania,2020-11-09,43198762,-7732.8179130322,-2994.6644023605127,-3718.2201519781643,-5676.323722340888,-7938.677092323086,-9512.813454842144,-9535.790824479725,-120650.19237018366,-5745.247255723032,941.0310000000001
Americas,2020-11-16,1026782740,1107148.6472543832,1125530.6076002074,1122844.1640042893,1112154.649919065,1098349.1648425662,1089813.6237561407,1085428.0793385818,50649517.43464416,1077649.3071200887,733801.243
Asia,2020-11-16,4679006159,2044154.1585688666,2603418.0990628037,2341403.1388471667,2044154.1585688666,1467398.5943457773,645973.0922436191,522701.0337573767,2348701.9785802593,46052.97997216194,268123.261
Africa,2020-11-16,1371693397,344403.75692312,395302.14854900236,388204.22411475173,344403.75692312,2488.693108237275,-335064.0825255335,-362441.5169197867,6721072.862505876,122201.32477283411,47639.466
Europe,2020-11-16,748121993,764482.989941906,764797.6110601188,764765.6146354447,764515.7364719034,764435.5137513436,764376.0803794296,764364.31327130506,37462508.91573298,764540.9982802649,326816.238
Oceania,2020-11-16,43198762,-7808.429087497295,-2965.5125307692824,-3758.414841344027,-5701.940337458639,-7987.0424564577115,-9573.477492544569,-9685.37630443407,-122263.65366185833,-5822.078745802778,941.0310000000001
Americas,2020-11-23,1026782740,1143852.4767579837,1162750.3016683464,1159596.4392787956,1149053.706752614,1134753.4057015576,1126293.767659616,1121447.5919682262,52315223.05532212,1113089.852240896,756627.235
Asia,2020-11-23,4679006159,2124109.9637759672,2720250.0298768305,2457725.0590437516,2124109.9637759672,1526465.638771956,695747.2522794314,562820.1541617853,2752332.7004978205,53967.30785289843,280248.262
Africa,2020-11-23,1371693397,357403.4855553107,413565.13059173356,403951.494424401,357403.4855553107,11800.83777999232,-333851.54517085216,-364104.82420537056,6859963.277511844,124726.6050456699,49985.481
Europe,2020-11-23,748121993,830774.2817566418,831114.5694377277,831072.8190958982,830799.5019243866,830721.6664751425,830661.6423938668,830648.1097043606,40710494.30605816,830826.4144093501,359830.24700000003
Oceania,2020-11-23,43198762,-7856.6555403325865,-2898.104455865347,-3759.6956324918096,-5682.617234904349,-8004.568438550861,-9631.690199311248,-9693.022977933604,-123331.11495353299,-5872.910235882524,941.0310000000001
Americas,2020-11-30,1026782740,1184402.7121144214,1203759.979035133,1200106.3061703008,1189409.8393435406,1175033.131978286,1166269.9946654534,1161216.5090055529,54157788.109333396,1152293.3640283702,780608.241
Asia,2020-11-30,4679006159,2200219.0135707087,2833867.4950032444,2564109.7046995847,2200219.0135707087,1590429.1406504333,731761.4451178571,600462.9288610222,3084313.5224153814,60476.73573363493,292210.289
Africa,2020-11-30,1371693397,373106.50123238406,434352.245434109,421224.29834651324,373106.50123238406,21720.297002956424,-328999.8161914667,-362539.19715950475,7070243.692517813,128549.8853185057,51990.498
Europe,2020-11-30,748121993,895337.6016245601,895709.5022025642,895651.4962402674,895362.7636616002,895287.3024578028,895228.5760178013,895208.9781837707,43874111.49638334,895390.0305384354,394553.257
Oceania,2020-11-30,43198762,-7710.921885093702,-2643.104026219939,-3566.492017448406,-5484.171825795653,-7899.514598118746,-9455.786901634794,-9643.299690272417,-120370.77624520766,-5731.94172596227,942.032
Americas,2020-12-07,1026782740,1232390.7137155135,1251808.9589755405,1248330.2160856295,1237469.4761526135,1222884.2560040718,1213754.0860251372,1208405.13907966,56337501.87457815,1198670.252650599,810236.231
Asia,2020-12-07,4679006159,2276680.7853586283,2947626.187848757,2661789.464437985,2276680.7853586283,1665778.4604916256,771055.2479666914,638536.7834321125,3443293.1301393947,67515.55157136067,303570.30199999997
Africa,2020-12-07,1371693397,394279.208680424,460881.96305314224,441866.31303354783,394279.208680424,32095.962937066593,-317818.1789698826,-355840.0095314284,7457591.781717331,135592.57784940602,54116.496
Europe,2020-12-07,748121993,957507.0211809546,957905.6496659697,957842.1780785281,957533.0310244731,957449.581039915,957393.8435289777,957371.1388362608,46920178.06817088,957554.6544524669,428472.24700000003
Oceania,2020-12-07,43198762,-7720.016361936736,-2542.343481781866,-3532.9382815273634,-5416.174505125446,-7963.730362582123,-9453.081715522085,-9752.691912172786,-120756.69044010813,-5750.318592386101,942.032
Americas,2020-12-14,1026782740,1281846.3655153194,1301797.8518424078,1298457.994048753,1287021.6725854871,1272105.057624506,1262876.0359457338,1257134.2165799642,58588463.72315623,1246563.0579394943,841961.246
Asia,2020-12-14,4679006159,2348581.2079141475,3051703.942862263,2745265.27840234,2349999.7031095093,1731696.4635400434,800195.3251642562,680043.6043247706,3761747.1178634074,73759.74740908641,314176.282
Africa,2020-12-14,1371693397,423149.212536928,492955.72957622586,464629.70002500224,423149.212536928,52169.70423642123,-306263.7840312199,-349272.7039295727,7890138.870916848,143457.07038030634,56643.496
Europe,2020-12-14,748121993,1015386.2244707114,1015816.3837863014,1015745.9120913189,1015419.6273518777,1015323.7433531854,1015266.7035413211,1015246.5308598928,49756289.43995842,1015434.4783664984,461840.267
Oceania,2020-12-14,43198762,-7618.647702084176,-2338.183800321494,-3389.186220763817,-5204.054303008899,-7917.520700196769,-9403.939334768254,-9665.159554439537,-118824.20463500859,-5658.295458809933,943.033
Americas,2020-12-21,1026782740,1334984.6648205537,1355306.6294164371,1352108.1013266493,1340281.8472132871,1324776.3269772513,1315570.9978163706,1309569.1633321596,61009417.52173432,1298072.7132283899,876502.256
Asia,2020-12-21,4679006159,2411495.4474069183,3151057.8451473042,2815825.122182783,2421669.5867586127,1792205.425982093,836351.8785236056,709923.3142169982,4002105.122063173,78472.64945221908,324337.28599999996
Africa,2020-12-21,1371693397,460503.84409838275,524744.8033094238,489113.6240999781,460503.84409838275,78290.25137971832,-288262.6246258797,-322544.7445736616,8504372.960116366,154624.96291120665,59526.494999999995
Europe,2020-12-21,748121993,1071671.331256122,1072133.3047485864,1072056.3047664152,1071709.2706640868,1071609.2827613014,1071544.4602303235,1071527.5868960079,52514304.61174597,1071720.5022805298,496707.267
Oceania,2020-12-21,43198762,-7493.227553645061,-2108.270158607669,-3227.571132876004,-4964.8590534306095,-7846.44355465877,-9279.324348644584,-9537.06723442087,-116396.11882990907,-5542.672325233765,944.034
Americas,2020-12-28,1026782740,1395204.43365692,1416240.517334616,1412534.1910108211,1400886.4537094387,1385200.4341951825,1375476.6823327865,1369042.8436282158,63757727.746155106,1356547.398854364,906834.257
Asia,2020-12-28,4679006159,2460798.928193066,3242463.0460715787,2864394.383627546,2481396.1667732447,1847989.9440420796,870764.8134992714,731169.2929728734,4228358.068426658,82908.98173385604,333856.292
Africa,2020-12-28,1371693397,502035.09493035625,561069.7968588371,517161.55097313895,502035.09493035625,107146.78183449733,-270373.3017590182,-298461.23992819886,9249709.384061644,168176.53425566628,63349.509999999995
Europe,2020-12-28,748121993,1128090.3421311122,1128583.8229889104,1128497.4730483582,1128130.9475960305,1128031.308324072,1127958.7053396348,1127942.5612861975,55278860.563673966,1128140.0115035502,526349.257
Oceania,2020-12-28,43198762,-7420.031407027857,-1915.5734178025414,-3088.975319343281,-4822.203745501315,-7737.789950822646,-9193.917492440758,-9453.06349327578,-114858.66308098946,-5469.460146713784,945.035
Americas,2021-01-04,1026782740,1457992.04273909,1479400.7599106228,1475363.8555262147,1464155.3951782521,1447784.519977055,1438148.3778945878,1431730.9106232026,66544277.03825189,1415835.681664934,941795.26
Asia,2021-01-04,4679006159,2505304.824421069,3314782.8408623543,2920588.831861546,2548747.1152567966,1908376.0732007157,884831.8889216075,735589.9754551023,4335858.85267236,85016.84024847765,342392.274
Africa,2021-01-04,1371693397,548193.6181980617,610924.23457579955,555065.5793331454,548193.6181980617,142984.75871244245,-242746.61124364185,-282149.3322341466,10164896.988127748,184816.30887504996,67928.525
Europe,2021-01-04,748121993,1169218.0654189473,1169741.7850584572,1169643.587061927,1169260.0985172652,1169156.6530909678,1169083.189013916,1169060.8353000528,57293888.834337786,1169263.037435465,558054.238
Oceania,2021-01-04,43198762,-7350.09605237927,-1720.1110085698758,-2943.837206120261,-4692.409927725446,-7744.320030224562,-9140.681605492788,-9390.114333602813,-113409.25437288148,-5400.440684422928,945.035
Americas,2021-01-11,1026782740,1529532.1580302503,1551706.6684086565,1547682.526175015,1536799.0251420932,1519762.667111633,1509600.5184903312,1503285.6327953977,69727115.44701487,1483555.647808827,985843.271
Asia,2021-01-11,4679006159,2547195.754303067,3386769.772358511,2987621.339369402,2597553.952241926,1954056.451499714,923075.3023831202,738729.227259151,4447416.603489775,87204.2471272505,350012.257
Africa,2021-01-11,1371693397,594617.1522257638,658122.0031167638,599720.7321157709,594617.1522257638,180540.68466873124,-212035.2652568889,-264323.9235718982,11208940.425527183,203798.91682776695,73390.52
Europe,2021-01-11,748121993,1206724.4343384977,1207273.7858428988,1207169.9581413185,1206765.6989110003,1206665.9204370035,1206585.5753732766,1206558.5908386954,59131380.305001535,1206762.8633673782,593609.24
Oceania,2021-01-11,43198762,-7405.018675594942,-1660.8182925967776,-2885.3245212226407,-4695.052813231283,-7843.533228254868,-9223.969066424643,-9457.050961926245,-114521.84566478206,-5453.421222132479,945.035
Americas,2021-01-18,1026782740,1601623.7494055035,1624363.3051522626,1620654.3189324774,1609492.317240957,1591945.6968092965,1581619.6317078331,1575084.322492998,72936764.22244452,1551846.0472860537,1031342.27
Asia,2021-01-18,4679006159,2592300.800272055,3459940.4592002872,3051370.7741632327,2650649.5791455405,1999627.8011049556,927379.7784300831,732396.0895944629,4549960.954307191,89214.92067269002,358340.255
Africa,2021-01-18,1371693397,635946.952517023,701692.6413120106,643504.9273759953,635946.952517023,215969.52956785227,-186728.25847091002,-250806.983290527,12089423.029593289,219807.6914471507,79630.53
Europe,2021-01-18,748121993,1248610.4285866672,1249182.3120173037,1249070.9358518983,1248663.2017557693,1248553.1535662964,1248464.51492296,1248437.029042808,61183393.775665276,1248640.6892992912,630648.235
Oceania,2021-01-18,43198762,-7235.461203692682,-1398.065791231619,-2650.561314817408,-4491.853619158378,-7624.710178232697,-9066.168137839533,-9307.968894781703,-111164.93695668264,-5293.568426508697,945.035
Americas,2021-01-25,1026782740,1662630.9305584277,1685830.480998748,1682221.0984684466,1671000.8414691945,1652779.90536879,1642300.2552778828,1635725.9051156307,75622544.73120748,1608990.3134299465,1079943.284
Asia,2021-01-25,4679006159,2637533.6018837574,3526863.677680005,3109355.063977953,2694687.817972259,2044611.21378575,924382.8509708829,727991.1765963988,4656695.805124607,91307.76088479621,366253.265
Africa,2021-01-25,1371693397,670051.7073368562,737669.4425463515,675631.9762135003,670051.7073368562,243081.53866793338,-155168.59336627836,-245524.85370201003,12651629.800326059,230029.63273320108,85953.546
Europe,2021-01-25,748121993,1286114.630209215,1286707.2110289263,1286592.1197729937,1286172.2081378493,1286059.8260698528,1285966.0260730814,1285934.5295249787,63020689.24632902,1286136.5152312045,669820.256
Oceania,2021-01-25,43198762,-7282.74174781137,-1317.9355467387068,-2603.1494753635557,-4505.132183589551,-7619.918355898694,-9157.05129304943,-9373.210151568666,-112225.0282485832,-5344.048964218247,945.035
Americas,2021-02-01,1026782740,1716753.2495488506,1740182.4658124016,1736242.169889387,1725441.4471309585,1706602.8403761191,1695498.4731632168,1689652.7240375793,77982878.81333901,1659210.1875178514,1129203.278
Asia,2021-02-01,4679006159,2678270.8139250106,3593350.874325717,3164601.2677768683,2731500.5117994715,2073171.2977626715,919751.8499589773,718726.7077028728,4719130.326631664,92531.96718885617,374423.266
Africa,2021-02-01,1371693397,699213.2614732295,771949.4327871988,709769.2832824413,699213.2614732295,265133.24350017944,-141403.51839645626,-243934.69510652925,13006095.550016932,236474.4645457624,91477.55399999999
Europe,2021-02-01,748121993,1312145.7311568717,1312755.418236323,1312633.292866544,1312208.8244344967,1312093.7365264453,1311995.2751193389,1311959.5389062762,64295392.76202463,1312150.87269438,706880.244
Oceania,2021-02-01,43198762,-7138.8269962956465,-1039.0851957276475,-2415.9939916156663,-4279.519794507154,-7419.916085731926,-9059.98487823322,-9266.970656056323,-109263.20101990536,-5203.009572376445,945.035
Americas,2021-02-08,1026782740,1759445.511135402,1783155.2207487766,1778930.8329853395,1768670.5240321679,1749381.6878720978,1737592.604956079,1731977.7369838755,79820536.07880387,1698309.2782724227,1174238.268
Asia,2021-02-08,4679006159,2716147.206517762,3658509.8158100336,3213217.3231133455,2765937.317852585,2100353.6318736193,915289.9222996718,708710.2742851158,4744583.048138723,93031.0401595828,381129.25899999996
Africa,2021-02-08,1371693397,726252.2232240792,802093.6290244628,743831.3356376553,726252.2232240792,283039.74742091267,-134389.24101181282,-244562.55298502932,13243475.46637447,240790.46302499037,95533.571
Europe,2021-02-08,748121993,1333361.0060728365,1333992.4970183251,1333865.332382708,1333428.016472303,1333307.980231915,1333205.5891505145,1333163.4930166465,65334364.627720244,1333354.380157556,740218.255
Oceania,2021-02-08,43198762,-7101.4034718676685,-863.6969566236489,-2338.0437308156015,-4186.337154556028,-7333.717691839075,-9075.487489718313,-9281.1877350076,-108586.8737912275,-5170.803513867976,945.035
Americas,2021-02-15,1026782740,1799180.1491824705,1822785.004588587,1818604.353266115,1808380.1551359072,1788764.7759355516,1776266.8399792574,1771033.8174331593,81527244.29426873,1734622.2190269944,1217368.271
Asia,2021-02-15,4679006159,2759173.9525788664,3719351.264504091,3263842.716240491,2801087.913561633,2129998.16820487,914136.1583615446,706336.0512146762,4831688.819645781,94738.99646364276,387122.274
Africa,2021-02-15,1371693397,750837.3229105483,828949.853341637,786580.5105418995,750837.3229105483,296881.58637723676,-128200.04982358226,-246419.04698370627,13466052.606602065,244837.32012003756,98943.565
Europe,2021-02-15,748121993,1352041.8285988695,1352696.5554841538,1352563.787700751,1352115.9242924294,1351985.6351328616,1351883.2639510876,1351835.976352255,66249341.993415855,1352027.3876207317,769138.272
Oceania,2021-02-15,43198762,-7146.075184161054,-789.97810600281,-2348.8059422033225,-4236.630189601494,-7344.5893078851195,-9185.597737183145,-9381.932623260796,-109825.04656254964,-5229.764122026174,946.0360000000001
Americas,2021-02-22,1026782740,1835045.6659736654,1858449.5038209995,1854812.5863497253,1844561.69239717,1824288.1357981036,1810891.879822418,1806259.6161693048,83050673.6597336,1767035.6097815658,1253589.281
Asia,2021-02-22,4679006159,2803574.201310918,3781699.606236419,3318154.6921273256,2843452.8482485097,2171835.988893625,921395.104266434,710355.7215037331,4875419.941152839,95596.4694343694,393142.281
Africa,2021-02-22,1371693397,773500.8744766578,854468.1199675801,826452.6701767347,773500.8744766578,307299.2474171385,-123433.38745317612,-248379.8521086846,13650780.580162995,248196.01054841807,101669.554
Europe,2021-02-22,748121993,1366243.9699344456,1366920.781381899,1366786.0201083268,1366321.1478027657,1366185.9238546432,1366080.691512656,1366028.5222622624,66944815.6924448,1366220.7284172408,793779.308
Oceania,2021-02-22,43198762,-7088.2374572262315,-669.3577620299943,-2159.927377859081,-4209.48166278962,-7297.112904899363,-9207.200788354423,-9372.533973384177,-109026.21933387179,-5191.724730184371,947.037
Americas,2021-03-01,1026782740,1876967.3126400877,1900804.7498717578,1897610.086340391,1886928.574843857,1865816.8174760893,1851694.4833699975,1847419.1071942786,84866884.09918873,1805678.385089122,1290652.286
Asia,2021-03-01,4679006159,2853861.970254831,3847990.436537262,3373186.661577226,2909195.1275617597,2216939.034326596,933202.6315894633,720549.5672949658,5054982.464483319,99117.30322516312,399863.31
Africa,2021-03-01,1371693397,795872.5065269577,880453.7131235825,846573.385553543,795872.5065269577,318323.273251531,-120498.22491435336,-249201.86496754095,13925721.941122293,253194.94438404168,104019.552
Europe,2021-03-01,748121993,1379910.3529212011,1380610.678363179,1380472.1941485794,1379994.0312253174,1379847.0092959113,1379733.4171845587,1379687.6023061585,67614212.04554763,1379881.878480564,815775.3099999999
Oceania,2021-03-01,43198762,-7030.304719513692,-541.3284049497422,-1972.7313221310255,-4153.446952659537,-7333.064933895234,-9213.960149498416,-9361.921534931878,-107910.71998083696,-5138.605713373189,951.034
Americas,2021-03-08,1026782740,1916311.0195203244,1939873.821206703,1937597.0960695306,1926614.4427846577,1905834.8010208444,1889730.4639122032,1885874.701760148,86553949.07536064,1841573.3845821414,1325172.282
Asia,2021-03-08,4679006159,2908762.140037109,3913379.6326803886,3431407.969110298,2963928.9739121557,2256845.9271333013,951486.2872204145,729240.1301216137,5241719.667813798,102778.81701595684,405657.336
Africa,2021-03-08,1371693397,818983.1649625874,905160.0801434412,878152.8828293697,818983.1649625874,330160.1979177576,-117199.37923600964,-245507.01943333662,14201268.302081592,258204.87821966532,106089.54299999999
