continent,date,population,estimated_daily_excess_deaths,estimated_daily_excess_deaths_ci_95_top,estimated_daily_excess_deaths_ci_90_top,estimated_daily_excess_deaths_ci_50_top,estimated_daily_excess_deaths_ci_50_bot,estimated_daily_excess_deaths_ci_90_bot,estimated_daily_excess_deaths_ci_95_bot,estimated_daily_excess_deaths_raw_estimate,daily_excess_deaths,daily_covid_deaths
Europe,2020-02-17,747993718,-1281.0345730438246,-1280.8980663361424,-1280.8980663361424,-1281.0306971683835,-1281.4540517812281,-1281.6989491486145,-1281.6989491486145,-62758.4670782345,-1280.785042412949,0.143
Oceania,2020-02-17,43202462,-8.82195901721926,2.2145503416002725,2.2145503416002725,-2.345345304060842,-10.923864023733495,-22.108378757473965,-22.108378757473965,-56.73865997899178,-2.701840951380561,0
Americas,2020-02-24,1026788511,0.9285621315112929,15.615665173753348,15.615665173753348,6.866452416546365,-1.9196264519576411,-13.60229578731464,-13.60229578731464,364.85649338428686,7.601176945505976,0
Asia,2020-02-24,4679006159,-895.5598987750446,-323.69543176372156,-323.69543176372156,-730.1950484282223,-2216.899267697067,-2643.0249567949495,-2643.0249567949495,-74927.27574051183,-1469.1622694218006,107.429
Africa,2020-02-24,1371693397,-689.2717706692231,141.23554400512305,141.23554400512305,-115.44192457255302,-815.1499465927968,-1779.3217088265105,-1779.3217088265105,-4886.912612115821,-88.85295658392401,0
Europe,2020-02-24,747993718,-1216.1178883369994,-1215.4016530596273,-1215.4016530596273,-1215.5912416681429,-1216.2361941070326,-1216.583208204436,-1216.583208204436,-59574.16966718485,-1215.799380962956,1
Oceania,2020-02-24,43202462,-4.703214801342535,8.286445078310518,8.286445078310518,2.4331664125776746,-6.347849937540078,-16.74849878332506,-16.74849878332506,52.22097485242074,2.4867130882105113,0
Americas,2020-03-02,1026788511,229.28784536015561,277.85150209809757,277.85150209809757,265.3839674238334,229.28784536015561,228.337800759581,228.337800759581,12082.349653298776,251.71561777705782,0.857
Asia,2020-03-02,4679006159,-3641.164589455735,-3585.676005646567,-3585.676005646567,-3641.164589455735,-5058.3918666680765,-5919.492536161034,-5919.492536161034,-126734.84456142233,-2484.9969521847515,56.856
Africa,2020-03-02,1371693397,17.07819488208926,1088.5926580898408,1088.5926580898408,568.2486490287893,-314.40323159309327,-1511.6751609438115,-1511.6751609438115,8061.887228364199,146.57976778843997,0
Europe,2020-03-02,747993718,-841.1219916539261,-840.5797201579117,-840.5797201579117,-840.9825383790776,-841.3618293895166,-841.7055682664918,-841.7055682664918,-41196.21235706348,-840.739027695173,6.715
Oceania,2020-03-02,43202462,-21.66119684398367,-9.63554805868443,-9.63554805868443,-15.136560485014313,-23.79700451635575,-33.17036828582007,-33.17036828582007,-300.69571344321344,-14.318843497295877,0.143
Americas,2020-03-09,1026788511,202.42347512922518,260.1679450491525,260.1679450491525,238.5444972171027,202.42347512922518,195.23301775213605,195.23301775213605,10414.692510440476,216.97276063417658,2.572
Asia,2020-03-09,4679006159,-1672.1038951889075,-1070.787657501309,-1070.787657501309,-1672.1038951889075,-2886.2179903370634,-3601.189488114905,-3601.189488114905,-31984.576671898183,-627.148562194082,59.285
Africa,2020-03-09,1371693397,-346.23140226725224,920.190006234657,920.190006234657,252.41735387836943,-619.6412761393982,-2150.2619595873007,-2150.2619595873007,6430.744371221302,116.9226249312964,0.143
Europe,2020-03-09,747993718,491.4050083950403,492.1382759289127,492.1382759289127,491.7060666511631,491.29326980576604,490.83140729303994,490.83140729303994,24098.387642936366,491.803829447681,67.28699999999999
Oceania,2020-03-09,43202462,-20.195192851746754,-7.5126436522681335,-7.5126436522681335,-13.292751665959026,-22.529769695608184,-31.018280037382812,-31.018280037382812,-257.07571344321445,-12.24170064015307,0.286
Americas,2020-03-16,1026788511,258.8422497450966,309.252751559178,309.252751559178,291.39568530965033,248.65754841783422,226.24523204545739,226.24523204545739,13671.721081873533,284.8275225390319,12.144
Asia,2020-03-16,4679006159,-1092.3314908422476,-767.5886320599305,-767.5886320599305,-1092.3314908422476,-2805.057704246051,-4324.29935007001,-4324.29935007001,-46434.7561740788,-910.4854151780157,111.286
Africa,2020-03-16,1371693397,-279.76393036015065,564.877891784312,564.877891784312,249.94241661246463,-708.8455659123246,-1831.2226992571736,-1831.2226992571736,5255.315799792767,95.5511963598685,0.857
Europe,2020-03-16,747993718,2342.977506506077,2343.5396412094833,2343.5396412094833,2343.181860595019,2342.832876573991,2342.5693467349492,2342.5693467349492,114822.58764293723,2343.318115161984,329.287
Oceania,2020-03-16,43202462,-5.302312916712472,7.363599928431741,7.363599928431741,1.7800829785834749,-6.49639450851629,-16.315703382124756,-16.315703382124756,55.944286556783574,2.6640136455611225,0
Americas,2020-03-23,1026788511,1315.65611178641,1372.2380244358767,1372.2380244358767,1352.7728688886439,1315.65611178641,1296.82059214673,1296.82059214673,65054.34965330038,1355.2989511104245,118.287
Asia,2020-03-23,4679006159,-961.4206711854833,-306.3274194679673,-306.3274194679673,-961.4206711854833,-2131.0030051134268,-3330.9261296892364,-3330.9261296892364,34271.372281819924,671.9876918003907,174.431
Africa,2020-03-23,1371693397,-202.34341309906264,149.447233953774,149.447233953774,-202.34341309906264,-1103.6405052187993,-2277.349027901427,-2277.349027901427,1821.7443712213465,33.12262493129721,6.859
Europe,2020-03-23,747993718,4401.0318214044955,4401.763368889658,4401.763368889658,4401.3053721964425,4400.92350555059,4400.5160596945825,4400.5160596945825,215667.6676429366,4401.380972304829,1086.574
Oceania,2020-03-23,43202462,4.530219914525457,16.901747443431354,16.901747443431354,11.149172051912553,2.051860590948775,-7.248929944009395,-7.248929944009395,249.98428655678316,11.904013645561102,0.571
Americas,2020-03-30,1026788511,3181.988722437799,3230.398875049062,3230.398875049062,3212.9175409007603,3179.814749162469,3133.0281367730704,3133.0281367730704,154642.9210818698,3221.727522538954,566.428
Asia,2020-03-30,4679006159,-3144.525284445987,-2301.1093879749724,-2301.1093879749724,-2976.077694438019,-4770.8234492546435,-6073.422453889913,-6073.422453889913,-14416.030319259387,-282.6672611619488,210.005
