continent,date,population,cumulative_estimated_daily_excess_deaths_per_100k,cumulative_estimated_daily_excess_deaths_ci_95_top_per_100k,cumulative_estimated_daily_excess_deaths_ci_90_top_per_100k,cumulative_estimated_daily_excess_deaths_ci_50_top_per_100k,cumulative_estimated_daily_excess_deaths_ci_50_bot_per_100k,cumulative_estimated_daily_excess_deaths_ci_90_bot_per_100k,cumulative_estimated_daily_excess_deaths_ci_95_bot_per_100k,cumulative_estimated_daily_excess_deaths_raw_estimate_per_100k,cumulative_daily_excess_deaths_per_100k,cumulative_daily_covid_deaths_per_100k
Americas,2020-01-13,1026788511,0.006115670094007623,0.008993751542902079,0.006475688022829655,0.006115670094007623,-0.0027105208951678835,-0.0027105208951678835,-0.0027105208951678835,0,0,0
Asia,2020-01-13,4679006159,-0.19350620098595134,-0.19350620098595134,-0.19350620098595134,-0.19350620098595134,-0.5234432026826581,-0.5348253441008687,-0.5725003807033139,-24.98593931000934,-0.489920378627634,0
Africa,2020-01-13,1371693397,0.5192998839234084,0.5192998839234084,0.5192998839234084,0.5192998839234084,0.20049706361607372,-0.01885480311443772,-0.3517036744653853,0,0,0
Europe,2020-01-13,747993718,-4.1920009041540265e-4,1.016576648635321e-4,-2.1098142310147133e-5,-1.0945295485704853e-4,-4.1920009041540265e-4,-4.1920009041540265e-4,-4.1920009041540265e-4,0,0,0
Oceania,2020-01-13,43202462,-0.11673487273492382,0.07859913510723952,-0.09021687796256737,-0.09021687796256737,-0.11673487273492382,-0.11673487273492382,-0.28554493381977875,0,0,0
Americas,2020-01-20,1026788511,0.007286090753291722,0.010381652694070116,0.007286090753291722,0.007286090753291722,-0.004898434813939691,-0.004898434813939691,-0.004898434813939691,0,0,0
Asia,2020-01-20,4679006159,-0.3249803005187358,-0.3249803005187358,-0.3249803005187358,-0.3249803005187358,-0.7601297815967933,-0.7830787451911934,-0.8267154644576126,-36.83360936932115,-0.7222276346925717,0
Africa,2020-01-20,1371693397,0.6931088812376031,0.6931088812376031,0.6931088812376031,0.6931088812376031,0.25986171760775306,-0.021366683726764098,-0.4840109366437602,0,0,0
Europe,2020-01-20,747993718,-5.92814905573342e-4,-4.7855897935223086e-5,-1.1158724836985412e-4,-1.2081030205770683e-4,-5.92814905573342e-4,-5.92814905573342e-4,-5.92814905573342e-4,0,0,0
Oceania,2020-01-20,43202462,-0.20704286598381674,0.05955572377193065,-0.09915873111967173,-0.12992139169646688,-0.20704286598381674,-0.20704286598381674,-0.3867530907569584,0,0,0
Americas,2020-01-27,1026788511,-0.1843962489917668,-0.18166226471376673,-0.1843962489917668,-0.1843962489917668,-0.20191794397484888,-0.20191794397484888,-0.20191794397484888,-9.31748628346025,-0.19411429757208856,0
Asia,2020-01-27,4679006159,-0.3520511513403114,-0.3520511513403114,-0.3520511513403114,-0.3520511513403114,-0.7648362117733352,-0.9639583192003176,-1.0413143577002582,-43.542089573145866,-0.8537664622185464,0
Africa,2020-01-27,1371693397,0.8530031027569918,0.8530031027569918,0.8530031027569918,0.8530031027569918,0.34217079210124723,-0.02572112452143961,-0.6033967015930748,-0.798376820930135,-0.014515942198729722,0
Europe,2020-01-27,747993718,-0.8315469595901696,-0.8309906297740869,-0.8309906297740869,-0.8309906297740869,-0.8315469595901696,-0.8315469595901696,-0.8315469595901696,-40.70414327657258,-0.8306968015627056,0
Oceania,2020-01-27,43202462,-0.5910622925875206,-0.2589120559792184,-0.4497199182773628,-0.4758539031651502,-0.5910622925875206,-0.5910622925875206,-0.7773030666702517,-4.750588592945983,-0.22621850442599922,0
Americas,2020-02-03,1026788511,-0.2384786889962557,-0.2384786889962557,-0.2384786889962557,-0.2384786889962557,-0.25918345040676694,-0.25918345040676694,-0.25918345040676694,-11.947214239534098,-0.2489002966569604,0
Asia,2020-02-03,4679006159,-0.16186495975378165,-0.16186495975378165,-0.16186495975378165,-0.16186495975378165,-0.6266000554550625,-0.837754829291483,-1.0840848731569723,-38.46143714255237,-0.7541458263245563,0.00733061655283878
Africa,2020-02-03,1371693397,1.0883744463629197,1.0883744463629197,1.0883744463629197,1.0883744463629197,0.47625302915386886,-0.05824659077959335,-0.6878350340958264,1.613248016657651,0.02933178212104821,0
Europe,2020-02-03,747993718,-1.7748152019082954,-1.7741704884002731,-1.7741704884002731,-1.7741704884002731,-1.7748152019082954,-1.7748152019082954,-1.7751064415074627,-86.91274219497735,-1.7737294325505586,0
Oceania,2020-02-03,43202462,-0.9155240246423122,-0.4462707140125161,-0.7828361367666147,-0.8009977134838855,-0.9155240246423122,-0.9155240246423122,-1.1334614078531993,-9.269360277422972,-0.44139810844871313,0
Americas,2020-02-10,1026788511,-0.37750979579448013,-0.37750979579448013,-0.37750979579448013,-0.37750979579448013,-0.398881125695916,-0.398881125695916,-0.398881125695916,-18.6711835656304,-0.3889829909506333,0
Asia,2020-02-10,4679006159,-0.19144834704213853,-0.19144834704213853,-0.19144834704213853,-0.19144834704213853,-0.7414970716384072,-0.9475686297116114,-1.37057403681039,-45.31244356893899,-0.8884792856654704,0.019875994354295955
Africa,2020-02-10,1371693397,1.1809434069693205,1.1809434069693205,1.1809434069693205,1.1809434069693205,0.6137091574149572,-0.07177047366098095,-0.8953604666446988,2.314760372017015,0.04208655221849119,0
Europe,2020-02-10,747993718,-2.6074965771584884,-2.6067856487188514,-2.6067856487188514,-2.6067856487188514,-2.6074965771584884,-2.6075058416225776,-2.6081334053018264,-127.70050681701733,-2.606132792184027,0
Oceania,2020-02-10,43202462,-0.9956901157200693,-0.3561852895350601,-0.6704806936379911,-0.6704806936379911,-0.9956901157200693,-0.9956901157200693,-1.216854525479773,-8.647799913231095,-0.4117999958681474,0
Americas,2020-02-17,1026788511,-0.4742092393490071,-0.4742092393490071,-0.4742092393490071,-0.4742092393490071,-0.4945778355453562,-0.495517082396961,-0.5054007967725267,-23.382508634549268,-0.4871355965531097,0
Asia,2020-02-17,4679006159,-0.299992759567829,-0.299992759567829,-0.299992759567829,-0.299992759567829,-1.020357689238436,-1.1306616406623542,-1.7681059058468447,-58.00285556992227,-1.1373108935278875,0.03812773352667006
Africa,2020-02-17,1371693397,1.2905316624943712,1.2905316624943712,1.2905316624943712,1.2905316624943712,0.7691857934408981,-0.12546109158199162,-1.0940812841716316,3.02295546470437,0.054962826630988566,0
Europe,2020-02-17,747993718,-3.805844603128062,-3.8050552436568768,-3.8051260484298814,-3.8051260484298814,-3.805844603128062,-3.8058959519574453,-3.8068771831058554,-186.40923299807758,-3.8042700611852576,1.3382465332416067e-4
Oceania,2020-02-17,43202462,-1.1385183273596984,-0.44007745998583603,-0.7944849651723153,-0.7944849651723153,-1.1385183273596984,-1.1385183273596984,-1.3526788770634488,-9.567123955117742,-0.45557733119608296,0
Americas,2020-02-24,1026788511,-0.5450523198273262,-0.5450523198273262,-0.5450523198273262,-0.5450523198273262,-0.5754866764431308,-0.5754866764431308,-0.5980556411773841,-26.849735283054123,-0.5593694850636275,0
Asia,2020-02-24,4679006159,-0.384624621663946,-0.384624621663946,-0.384624621663946,-0.384624621663946,-1.2724495863866174,-1.3308674146929702,-2.105317019772518,-69.21230715772863,-1.3571040619162476,0.05419958670330102
Africa,2020-02-24,1371693397,0.9817326508942215,0.9817326508942215,0.9817326508942215,0.9817326508942215,0.7617176037274345,-0.7369292396244722,-1.47327163172917,0.8249090791710699,0.014998346894019462,0
Europe,2020-02-24,747993718,-4.93591216092612,-4.935020496126168,-4.935203451575684,-4.935203451575684,-4.93591216092612,-4.93591216092612,-4.937338847658385,-241.77022119111524,-4.934086146757454,0.0010696613898567527
Oceania,2020-02-24,43202462,-1.2090383501525113,-0.4473406069302107,-0.8148044025074757,-0.8148044025074757,-1.2090383501525113,-1.2090383501525113,-1.4382794611926928,-8.720998972780055,-0.41528566537047884,0
Americas,2020-03-02,1026788511,-0.4763532185080203,-0.4629434596628353,-0.4763532185080203,-0.4763532185080203,-0.504596389010146,-0.504596389010146,-0.5154182114498551,-22.877211390562284,-0.47660857063671425,5.842488434310111e-4
Asia,2020-03-02,4679006159,-0.9203040212900663,-0.9203040212900663,-0.9203040212900663,-0.9203040212900663,-1.7567313755754657,-1.889972933211281,-2.7268646860851806,-88.17240000187991,-1.7288705882721547,0.06270549557530514
Africa,2020-03-02,1371693397,0.9696590893003053,1.1307440265506365,1.1307440265506365,1.1307440265506365,0.9696590893003053,-0.8028845112638731,-1.2935191491193583,4.960000831214233,0.09018183329480424,0
Europe,2020-03-02,747993718,-5.722508991795917,-5.72140364839988,-5.721575161285173,-5.721575161285173,-5.722508991795917,-5.722508991795917,-5.724293935019001,-280.29560671378584,-5.720318504362976,0.007353805075673107
Oceania,2020-03-02,43202462,-1.560294771192998,-0.7453830864545442,-1.1296111810935985,-1.1296111810935985,-1.560294771192998,-1.560294771192998,-1.7775640492117868,-13.593105553424682,-0.6472907406392706,0.002316997582221124
Americas,2020-03-09,1026788511,-0.40254397121293456,-0.36100445864786396,-0.40254397121293456,-0.40254397121293456,-0.43185361242679093,-0.43185361242679093,-0.43185361242679093,-18.690271386435647,-0.389380653884076,0.002337677110997593
Asia,2020-03-09,4679006159,-1.162524352332978,-1.162524352332978,-1.162524352332978,-1.162524352332978,-2.0244396752176153,-2.085412701439584,-3.076636665488913,-92.95743402609537,-1.8226947848253994,0.07157479358214283
Africa,2020-03-09,1371693397,0.8222879741188694,1.2765102326100184,1.2765102326100184,1.2765102326100184,0.8222879741188694,-1.116555372599111,-1.686353590970389,8.262690821684998,0.1502307422124545,7.297549162147056e-5
Europe,2020-03-09,747993718,-5.262065724689624,-5.260694276163455,-5.260975075227925,-5.260975075227925,-5.262065724689624,-5.262065724689624,-5.264486346809057,-257.7159068592555,-5.2595083032501115,0.07045727622006578
Oceania,2020-03-09,43202462,-1.8814040424169585,-0.9699069712074313,-1.3972617544197465,-1.3972617544197465,-1.8814040424169585,-1.8814040424169585,-2.0864905284306956,-17.758446857590403,-0.8456403265519242,0.006950992746663371
Americas,2020-03-16,1026788511,-0.2885145884550272,-0.22519539578119113,-0.2885145884550272,-0.2885145884550272,-0.3223226273432734,-0.3223226273432734,-0.3223226273432734,-12.12052326380225,-0.2525109013292135,0.01061669456096982
Asia,2020-03-16,4679006159,-1.297984567286789,-1.297984567286789,-1.297984567286789,-1.297984567286789,-2.266543044657038,-2.266543044657038,-3.4440023142146883,-99.90427876562057,-1.9589074267768736,0.08822367100457583
Africa,2020-03-16,1371693397,0.6954745222279992,1.38098859409752,1.38098859409752,1.38098859409752,0.6954745222279992,-1.4350204584053212,-2.250019613024597,10.965538309596903,0.1993734238108528,5.10318123227067e-4
Europe,2020-03-16,747993718,-3.068846054562911,-3.0672975863182086,-3.067753274124406,-3.067753274124406,-3.068846054562911,-3.068846054562911,-3.0717346020063894,-150.23316775219436,-3.0659830153509047,0.3788837969893218
Oceania,2020-03-16,43202462,-1.9667302807774374,-0.9392984842215883,-1.4266525240162424,-1.4266525240162424,-1.9667302807774374,-1.9667302807774374,-2.1695474323276165,-16.851993873736188,-0.8024758987493423,0.006950992746663371
Americas,2020-03-23,1026788511,0.5330681575145674,0.6216186698050319,0.5355121076986908,0.5330681575145674,0.4981277839780439,0.4981277839780439,0.4981277839780439,28.815795600485806,0.6003290750101209,0.09125735143719386
Asia,2020-03-23,4679006159,-1.4056295946653403,-1.4056295946653403,-1.4056295946653403,-1.4056295946653403,-2.3731026921029725,-2.3731026921029725,-3.6559034801606005,-94.7771300117918,-1.8583750982704275,0.11431931949290687
Africa,2020-03-23,1371693397,0.5522813765284685,1.313191917649964,1.313191917649964,1.313191917649964,0.5522813765284685,-1.7502202134432663,-2.902966018851941,11.916172070114147,0.2166576740020754,0.0038646391471985776
Europe,2020-03-23,747993718,1.050372170780926,1.0521590571373223,1.0513863676077204,1.0513863676077204,1.050372170780926,1.050372170780926,1.0471968007373673,51.62410191743451,1.0535531003558063,1.396675499887019
Oceania,2020-03-23,43202462,-1.9028241423685086,-0.7689072937449736,-1.3560403655303506,-1.3560403655303506,-1.9028241423685086,-1.9028241423685086,-2.128518526691392,-12.801553401391157,-0.6095977810186265,0.016202780295252617
Americas,2020-03-30,1026788511,2.628225244029444,2.7339918811228685,2.628225244029444,2.628225244029444,2.582566213812354,2.582566213812354,2.582566213812354,130.92615305897843,2.7276281887287173,0.4766332061150225
Asia,2020-03-30,4679006159,-1.8613325573709825,-1.8613325573709825,-1.8613325573709825,-1.8613325573709825,-2.7424009235290625,-2.7424009235290625,-4.1947266536989964,-96.93383185841607,-1.9006633697728639,0.14573699559859887
Africa,2020-03-30,1371693397,0.31816888765187284,1.1505280963729438,1.1505280963729438,1.1505280963729438,0.31816888765187284,-2.2140246222988846,-3.8205540116641967,10.769762857113328,0.1958138701293332,0.012395627213185453
Europe,2020-03-30,747993718,6.74894844317484,6.750739481920453,6.7499576416068825,6.7499576416068825,6.74894844317484,6.74894844317484,6.745661719310465,330.85721393337576,6.752188039456648,3.737203177955032
Oceania,2020-03-30,43202462,-1.5971779236728116,-0.395610864467935,-1.0539900842850796,-1.0539900842850796,-1.5971779236728116,-1.5971779236728116,-1.6878370579743494,-3.6822351414792482,-0.17534453054663093,0.04167355091938974
Americas,2020-04-06,1026788511,5.501140153384192,5.62153130679573,5.505003674372931,5.501140153384192,5.444037915684306,5.444037915684306,5.444037915684306,270.465220401354,5.634692091694874,1.6196148303026736
Asia,2020-04-06,4679006159,-2.2672559486443586,-2.2672559486443586,-2.2672559486443586,-2.2672559486443586,-3.128661572024048,-3.128661572024048,-4.742195689232937,-99.48109702454016,-1.9506097455792188,0.18952890204990216
Africa,2020-04-06,1371693397,0.04993000983683769,0.9670073144305583,0.9670073144305583,0.9670073144305583,0.04993000983683769,-2.884326262125478,-4.680948936526258,7.667801250029171,0.13941456818234854,0.035361473712773143
Europe,2020-04-06,747993718,12.364223323872988,12.365980577946718,12.365235638035387,12.365235638035387,12.364223323872988,12.364223323872988,12.360869524017778,606.0074781644598,12.367499554376733,7.195521393402933
Oceania,2020-04-06,43202462,-1.5496616518682826,-0.30826189704225326,-1.0003585715871919,-1.0003585715871919,-1.5496616518682826,-1.5496616518682826,-1.5948362485664067,0.18697461991173986,0.008903553329130407,0.09491588696958983
Americas,2020-04-13,1026788511,8.270599403734792,8.409219117944378,8.302409428242912,8.270599403734792,8.205903092769308,8.205903092769308,8.205903092769308,405.0519923630106,8.438583174229388,3.365449908116473
Asia,2020-04-13,4679006159,-2.6645958460754753,-2.6645958460754753,-2.6645958460754753,-2.6645958460754753,-3.609403242424256,-3.609403242424256,-5.298563732939233,-102.52852994434386,-2.0103633322420364,0.2412069062634461
Africa,2020-04-13,1371693397,-0.14832792384197313,0.7851538113630684,0.7851538113630684,0.7851538113630684,-0.14832792384197313,-3.6502032360909316,-5.757711206897372,3.872973436780735,0.07041769885055885,0.06058802949825674
Europe,2020-04-13,747993718,17.124246467886437,17.12609326309671,17.12537686437226,17.12537686437226,17.124246467886437,17.124246467886437,17.12087420012562,839.2401176274708,17.12734933933614,10.9386044335736
Oceania,2020-04-13,43202462,-1.86055370844875,-0.5819409884526758,-1.3243201722050955,-1.3243201722050955,-1.86055370844875,-1.86055370844875,-2.1100706733920958,-3.4479712846405737,-0.16418910879240836,0.15277601540393693
Americas,2020-04-20,1026788511,11.035850715224617,11.189980716561388,11.065449163539476,11.035850715224617,10.954678345758545,10.954678345758545,10.954678345758545,539.256523974493,11.234510916135271,5.284834161920224
Asia,2020-04-20,4679006159,-2.999528529577953,-2.999528529577953,-2.999528529577953,-2.999528529577953,-4.154127286858368,-4.154127286858368,-5.796869622421862,-106.76684781078993,-2.093467604133136,0.32242116140373306
Africa,2020-04-20,1371693397,-0.3774506643965208,0.498962936031521,0.498962936031521,0.498962936031521,-0.3774506643965208,-4.479189066380728,-6.633571852142025,-1.780724591616799,-0.03237681075666905,0.08435507545131095
Europe,2020-04-20,747993718,20.510682369521756,20.512486093622478,20.51174822940923,20.51174822940923,20.510682369521756,20.510682369521756,20.507139609911484,1005.131255701027,20.512882769408716,14.321120809199096
Oceania,2020-04-20,43202462,-2.1706855814815937,-0.8405267998176881,-1.5687658274803804,-1.5687658274803804,-2.1706855814815937,-2.1706855814815937,-2.4914654271048886,-5.608140126718966,-0.26705429174852224,0.18286457841222103
Americas,2020-04-27,1026788511,13.52115457561907,13.690101501712205,13.568583637993857,13.52115457561907,13.434598555544977,13.434598555544977,13.434598555544977,660.2214060823399,13.754612626715412,7.269664512247352
Asia,2020-04-27,4679006159,-3.3001522949874356,-3.3001522949874356,-3.3001522949874356,-3.3001522949874356,-4.554328209971363,-4.554328209971363,-5.98692352288613,-110.59199973252323,-2.1684705829906514,0.37516778998537753
Africa,2020-04-27,1371693397,-0.45961367407569936,0.2533500023154974,0.2533500023154974,0.2533500023154974,-0.45961367407569936,-5.302985258292822,-7.58081596148318,-9.218713486583255,-0.16761297248333193,0.10637173024169629
Europe,2020-04-27,747993718,22.654718902900658,22.656731535566838,22.655918133716074,22.655918133716074,22.654718902900658,22.654718902900658,22.651102607656235,1110.1592970607153,22.656312184912558,17.005635868187866
Oceania,2020-04-27,43202462,-2.8925222297890096,-1.472939333495249,-2.2575706963134077,-2.2575706963134077,-2.8925222297890096,-2.8925222297890096,-3.177986835924358,-16.324349131508512,-0.7773499586432625,0.23610691446242116
Americas,2020-05-04,1026788511,16.686293980859997,16.83581897812477,16.731135483284017,16.686293980859997,16.588710482346702,16.588710482346702,16.588710482346702,811.9996553207022,16.916659485847962,9.407398988709565
Asia,2020-05-04,4679006159,-3.1461277398198395,-3.1461277398198395,-3.1461277398198395,-3.1461277398198395,-4.496505696444053,-4.496505696444053,-5.876471553726085,-111.73481873665726,-2.190878798757985,0.4287906516517154
Africa,2020-05-04,1371693397,-0.2675173122861842,0.3656431263708013,0.3656431263708013,0.3656431263708013,-0.2675173122861842,-5.737394834787546,-8.187871958993115,-2.815276490367122,-0.051186845279402204,0.13414834568894554
Europe,2020-05-04,747993718,24.267685075554365,24.269698531848977,24.26893959210519,24.26893959210519,24.267685075554365,24.267685075554365,24.263859914365927,1189.204334166096,24.26947620747135,18.96367677783091
Oceania,2020-05-04,43202462,-3.433276705122179,-1.881260540075019,-2.7163736152311806,-2.7163736152311806,-3.433276705122179,-3.433276705122179,-3.6651807802605845,-23.059064614455618,-1.098050695926458,0.26851247505292636
Americas,2020-05-11,1026788511,19.831550562792497,19.962705296688835,19.872996487746178,19.831550562792497,19.720514601344288,19.720514601344288,19.699448115608835,962.8001764395494,20.058337009157277,11.620804939061108
Asia,2020-05-11,4679006159,-2.9588400411902795,-2.9588400411902795,-2.9588400411902795,-2.9588400411902795,-4.372957016097344,-4.372957016097344,-5.708802414132416,-113.04848043106266,-2.216636871197307,0.48081050196369274
Africa,2020-05-11,1371693397,-0.029663616626757996,0.5403754594550356,0.5403754594550356,0.5403754594550356,-0.029663616626757996,-6.1341791216717425,-8.43243338106683,3.9394051798073035,0.07162554872376918,0.1707468305324211
Europe,2020-05-11,747993718,25.896799197657405,25.89882353829665,25.898032041796434,25.898032041796434,25.896799197657405,25.896799197657405,25.892598052174538,1269.0446453301824,25.89887031286087,20.5048669940835
Oceania,2020-05-11,43202462,-4.24805474392924,-2.556416534930175,-3.468271750639345,-3.468271750639345,-4.24805474392924,-4.24805474392924,-4.331834281565183,-35.968983723529426,-1.7128087487394967,0.27314647021736865
Americas,2020-05-18,1026788511,22.84059891841655,22.954648463638026,22.859802326778922,22.84059891841655,22.72653687434287,22.72653687434287,22.683510984515642,1107.175460102657,23.066155418805355,13.817072696092914
Asia,2020-05-18,4679006159,-2.578834496038051,-2.578834496038051,-2.578834496038051,-2.578834496038051,-4.135532646592466,-4.135532646592466,-5.504028554367262,-113.91161183583698,-2.2335610163889608,0.5366129504169349
Africa,2020-05-18,1371693397,0.23948189394173183,0.7479441019508709,0.7479441019508709,0.7479441019508709,0.23948189394173183,-6.573763132681267,-8.431756187780667,11.957124204968716,0.21740225827215845,0.20625119331969782
Europe,2020-05-18,747993718,27.115907018240314,27.117880720584363,27.117026551934178,27.117026551934178,27.115907018240314,27.115907018240314,27.11096347243013,1328.7882369119254,27.11812728391685,21.733222898537765
Oceania,2020-05-18,43202462,-5.033865305706647,-3.1979294192805092,-4.183872114132863,-4.183872114132863,-5.033865305706647,-5.033865305706647,-5.121575676339787,-48.27227073834887,-2.2986795589689937,0.2777804653818109
Americas,2020-05-25,1026788511,25.801723504520442,25.90841128496975,25.8097208474151,25.801723504520442,25.686006517817283,25.686006517817283,25.62416799229053,1249.29703720866,26.027021608513753,15.995808897398152
Asia,2020-05-25,4679006159,-1.7062720935407267,-1.7062720935407267,-1.7062720935407267,-1.7062720935407267,-3.7524357761653353,-3.7524357761653353,-5.518381224652042,-115.47422383302401,-2.264200467314196,0.5937192013856463
Africa,2020-05-25,1371693397,0.5206215448650464,0.9270807338688644,0.9270807338688644,0.9270807338688644,0.5206215448650464,-7.030410119654591,-8.620895277153668,19.119185542656385,0.3476215553210252,0.2534928729411971
Europe,2020-05-25,747993718,28.01126493937044,28.013254164888945,28.012400432505267,28.012400432505267,28.01126493937044,28.01126493937044,28.005986877047896,1372.6795402796652,28.01386816897276,22.385770624881104
Oceania,2020-05-25,43202462,-5.983221987142793,-3.999795772247397,-5.076948022788058,-5.076948022788058,-5.983221987142793,-5.983221987142793,-6.064791644840167,-63.88286926703528,-3.0420413936683466,0.2847314581284743
Americas,2020-06-01,1026788511,28.68007179199335,28.760102566900716,28.714536495897256,28.68007179199335,28.556326181624733,28.556326181624733,28.522892948973848,1385.7047411148897,28.868848773226862,18.08767131793511
Asia,2020-06-01,4679006159,-0.4153876651884101,-0.4153876651884101,-0.4153876651884101,-0.4153876651884101,-2.824209170432375,-2.824209170432375,-5.21934149413633,-112.65957288973188,-2.2090112331319975,0.6685001672809296
Africa,2020-06-01,1371693397,1.4650541895809683,1.9325101765366506,1.9325101765366506,1.9325101765366506,1.4650541895809683,-6.726170811003686,-8.35955269977282,51.78026029677547,0.9414592781231902,0.31648194920923717
Europe,2020-06-01,747993718,29.3522695910432,29.3540556332329,29.353432456380215,29.353432456380215,29.3522695910432,29.3522695910432,29.34729920949349,1438.4046878326074,29.355197710869543,23.120940569182693
Oceania,2020-06-01,43202462,-7.155296810975734,-4.9967367816569785,-6.210534407402187,-6.210534407402187,-7.155296810975734,-7.155296810975734,-7.156792644945193,-84.58128715612399,-4.027680340767809,0.28704845571069537
Americas,2020-06-08,1026788511,31.612916240158388,31.702000586557652,31.629361547079718,31.612916240158388,31.473045228438018,31.473045228438018,31.458719530258488,1524.5035898125705,31.760491454428553,20.377140059370998
Asia,2020-06-08,4679006159,1.2038097419867215,1.2038097419867215,1.2038097419867215,1.2038097419867215,-1.6120294292764794,-1.6120294292764794,-4.643200359131897,-109.44631806847462,-2.146006236636757,0.7623881608145582
Africa,2020-06-08,1371693397,2.5785428539105606,2.9408572733525076,2.9408572733525076,2.9408572733525076,2.5785428539105606,-6.221305238250556,-8.021368180442426,86.45497746255954,1.5719086811374459,0.3908429545352692
Europe,2020-06-08,747993718,30.58833127211458,30.59006873788893,30.589361442243035,30.589361442243035,30.58833127211458,30.58833127211458,30.583496048978112,1498.9821718325786,30.591472894542427,23.690599364097867
Oceania,2020-06-08,43202462,-8.170925168565189,-5.864157355748852,-7.179426599578758,-7.179426599578758,-8.170925168565189,-8.170925168565189,-8.170925168565189,-102.00739153678349,-4.857494835084928,0.28704845571069537
Americas,2020-06-15,1026788511,34.58021802550264,34.73243299128736,34.58021802550264,34.58021802550264,34.419695678518,34.419695678518,34.419695678518,1664.4674690761221,34.67640560575255,22.531040571800865
Asia,2020-06-15,4679006159,2.727199830426645,2.727199830426645,2.727199830426645,2.727199830426645,-0.09767688703838313,-0.09767688703838313,-3.625290727368051,-106.99630738040382,-2.0979668113804673,0.8801266893138963
Africa,2020-06-15,1371693397,4.235775826009247,4.2603206277606676,4.2603206277606676,4.2603206277606676,4.235775826009247,-4.7321649021746905,-6.574581392720565,127.4232293343359,2.3167859878970165,0.4927611385155629
Europe,2020-06-15,747993718,31.517733493577254,31.519593254942052,31.518656254792127,31.518656254792127,31.517733493577254,31.517733493577254,31.512995374580797,1544.5332996887405,31.521087748749807,24.14983035993893
Oceania,2020-06-15,43202462,-9.44200929988955,-6.984477537746713,-8.397959095936276,-8.397959095936276,-9.44200929988955,-9.44200929988955,-9.44200929988955,-124.92332193708035,-5.948729616051446,0.28704845571069537
Americas,2020-06-22,1026788511,37.595167126999705,37.805928612440304,37.595167126999705,37.595167126999705,37.42258569359752,37.42258569359752,37.42258569359752,1806.4917531624155,37.635244857550326,24.81486180166268
Asia,2020-06-22,4679006159,4.537510024630993,4.537510024630993,4.537510024630993,4.537510024630993,1.3301469494058173,1.283233489109079,-2.2903192917547077,-102.89653197372579,-2.0175790583083484,1.048880474448634
Africa,2020-06-22,1371693397,5.932763454047755,5.932763454047755,5.932763454047755,5.932763454047755,5.774096283590228,-3.2031854947191913,-5.088490963863196,170.91194241673074,3.1074898621223768,0.6077296878611423
Europe,2020-06-22,747993718,32.97199684030045,32.97390865018979,32.97276364832252,32.97276364832252,32.97199684030045,32.97199684030045,32.96734502868345,1615.798245103996,32.97547438987747,24.71547441525438
Oceania,2020-06-22,43202462,-10.857608086710592,-8.251026814444042,-9.770890518180686,-9.770890518180686,-10.857608086710592,-10.857608086710592,-10.857608086710592,-150.96282432269615,-7.188705920128388,0.28704845571069537
Americas,2020-06-29,1026788511,40.80656011969975,41.04878977212271,40.80656011969975,40.80656011969975,40.591884189120385,40.591884189120385,40.591884189120385,1956.5402018276206,40.761254204742094,27.01687455869868
Asia,2020-06-29,4679006159,6.606382453831595,6.606382453831595,6.606382453831595,6.606382453831595,2.7997530668062183,2.3688877528049193,-0.7692625893752867,-99.29816689229109,-1.9470228802410021,1.1923297192650693
Africa,2020-06-29,1371693397,7.842661966516329,7.842661966516329,7.842661966516329,7.842661966516329,7.370471742588044,-1.5415634468681874,-3.8171302655116226,216.91550321038858,3.9439182401888835,0.7199251685251058
Europe,2020-06-29,747993718,34.213211344357006,34.21528717754163,34.21401212627223,34.21401212627223,34.213211344357006,34.213211344357006,34.208731635119186,1676.6241376073124,34.216819134843114,25.07029223472703
Oceania,2020-06-29,43202462,-12.219510451348278,-9.505407363556474,-10.993717956056942,-10.993717956056942,-12.219510451348278,-12.219510451348278,-12.219510451348278,-176.2702850945724,-8.393823099741544,0.2916824508751376
Americas,2020-07-06,1026788511,44.896732053679095,45.19833555269091,44.896732053679095,44.896732053679095,44.63334240222496,44.63334240222496,44.63334240222496,2148.219117432566,44.75456494651179,29.182267798086027
Asia,2020-07-06,4679006159,8.33467753376105,8.33467753376105,8.33467753376105,8.33467753376105,4.048439776703285,3.448090431070041,0.7346375653105366,-91.935755203611,-1.8026618667374708,1.3525346590594218
Africa,2020-07-06,1371693397,9.747587051392928,9.747587051392928,9.747587051392928,9.747587051392928,9.023226226012875,-0.46000792561327714,-2.703836727076231,261.0683523333139,4.746697315151162,0.8462656469286773
Europe,2020-07-06,747993718,35.41124868019611,35.413401786691566,35.41203471928068,35.41203471928068,35.41124868019611,35.41124868019611,35.406737330531755,1735.3337418955953,35.4149743243999,25.420563759333604
Oceania,2020-07-06,43202462,-13.559461112706582,-10.816238092032892,-12.24618586587968,-12.24618586587968,-13.559461112706582,-13.559461112706582,-13.559461112706582,-201.10753072887374,-9.576549082327322,0.29631644603957985
Americas,2020-07-13,1026788511,49.21406303110004,49.55371619695773,49.21406303110004,49.21406303110004,48.880183909915196,48.880183909915196,48.880183909915196,2349.271881592387,48.94316419984139,31.60204380198796
Asia,2020-07-13,4679006159,10.159924082407139,10.159924082407139,10.159924082407139,10.159924082407139,5.436303688899583,4.60057120027262,2.021633437789049,-83.84386680897812,-1.6439973884113357,1.526952018701115
