location,date,estimate,estimate_top_95,estimate_top_50,estimate_bot_50,estimate_bot_95,official_covid_deaths,known_excess_deaths
Aruba,2020-01-01,0,0.006,0,-0.018,-0.018,NA,TRUE
Afghanistan,2020-01-01,-0.024,0,-0.016,-0.024,-0.024,NA,FALSE
Angola,2020-01-01,0.033,0.033,0.033,0.016,-0.014,NA,FALSE
Anguilla,2020-01-01,-0.05,0.003,-0.002,-0.05,-0.05,NA,FALSE
Albania,2020-01-01,0,0.004,0,-0.013,-0.013,NA,TRUE
Andorra,2020-01-01,0,0.011,0,-0.035,-0.035,NA,TRUE
United Arab Emirates,2020-01-01,-0.006,0.003,-0.006,-0.009,-0.009,NA,FALSE
Argentina,2020-01-01,0,0.002,0.002,-0.021,-0.021,NA,TRUE
Armenia,2020-01-01,-0.027,0.003,-0.027,-0.027,-0.027,NA,FALSE
Antigua and Barbuda,2020-01-01,0,0,0,-0.048,-0.048,NA,TRUE
Australia,2020-01-01,0,0,0,-0.02,-0.02,NA,TRUE
Austria,2020-01-01,0,0,0,-0.027,-0.027,NA,TRUE
Azerbaijan,2020-01-01,0.014,0.014,0.014,-0.034,-0.034,NA,FALSE
Burundi,2020-01-01,0.034,0.034,0.034,0.006,-0.024,NA,FALSE
Belgium,2020-01-01,0,0,0,-0.031,-0.031,NA,TRUE
Benin,2020-01-01,0.019,0.028,0.028,0.019,-0.018,NA,FALSE
"Caribbean Netherlands (Bonaire, Sint Eustatius and Saba)",2020-01-01,-0.059,0.006,-0.008,-0.059,-0.059,NA,FALSE
Burkina Faso,2020-01-01,0.024,0.024,0.024,0.015,-0.026,NA,FALSE
Bangladesh,2020-01-01,0.004,0.004,0.004,-0.002,-0.01,NA,FALSE
Bulgaria,2020-01-01,0,0,0,-0.022,-0.022,NA,TRUE
Bahrain,2020-01-01,-0.015,0.002,-0.015,-0.03,-0.03,NA,FALSE
Bahamas,2020-01-01,-0.048,-0.005,-0.026,-0.048,-0.048,NA,FALSE
Bosnia,2020-01-01,0,0.003,0.003,-0.035,-0.035,NA,TRUE
Belarus,2020-01-01,0,0.008,0.002,-0.012,-0.012,NA,TRUE
Belize,2020-01-01,0,0,0,-0.033,-0.033,NA,TRUE
Bermuda,2020-01-01,0,0.047,0.004,-0.004,-0.004,NA,TRUE
Bolivia,2020-01-01,0,0.008,0,-0.012,-0.012,NA,TRUE
Brazil,2020-01-01,0,0.009,0.009,-0.013,-0.013,NA,TRUE
Barbados,2020-01-01,0,0,0,-0.046,-0.046,NA,TRUE
Brunei,2020-01-01,0,0.003,0,-0.023,-0.023,NA,TRUE
Bhutan,2020-01-01,-0.032,-0.005,-0.024,-0.032,-0.032,NA,FALSE
Botswana,2020-01-01,-0.022,0.032,0.032,-0.022,-0.022,NA,FALSE
Central African Republic,2020-01-01,0.02,0.02,0.02,-0.019,-0.025,NA,FALSE
Canada,2020-01-01,0,0,0,-0.03,-0.03,NA,TRUE
Switzerland,2020-01-01,0,0,0,-0.03,-0.03,NA,TRUE
Chile,2020-01-01,0,0,0,-0.029,-0.029,NA,TRUE
China,2020-01-01,-0.07,-0.026,-0.026,-0.07,-0.07,NA,TRUE
Ivory Coast,2020-01-01,0.026,0.026,0.026,0.009,-0.016,NA,FALSE
Cameroon,2020-01-01,0.013,0.013,0.013,0.011,-0.015,NA,FALSE
Congo,2020-01-01,0.028,0.028,0.028,0.007,-0.024,NA,FALSE
Congo-Brazzaville,2020-01-01,0.028,0.028,0.028,-0.001,-0.011,NA,FALSE
Cook Islands,2020-01-01,-0.078,0.013,-0.015,-0.078,-0.078,NA,FALSE
Colombia,2020-01-01,0,0,0,-0.018,-0.018,NA,TRUE
Comoros,2020-01-01,0.027,0.027,0.027,0.004,-0.024,NA,FALSE
Cape Verde,2020-01-01,-0.022,0.006,0.006,-0.022,-0.035,NA,FALSE
Costa Rica,2020-01-01,0,0,0,-0.022,-0.022,NA,TRUE
Cuba,2020-01-01,0,0.005,0,-0.018,-0.018,NA,TRUE
Curaçao,2020-01-01,-0.004,0.037,-0.004,-0.029,-0.029,NA,FALSE
Cayman Islands,2020-01-01,-0.052,0.019,0.019,-0.052,-0.052,NA,FALSE
Cyprus,2020-01-01,0,0,0,-0.023,-0.023,NA,TRUE
Czech Republic,2020-01-01,0,0,0,-0.029,-0.029,NA,TRUE
Germany,2020-01-01,0,0,0,-0.027,-0.027,NA,TRUE
Djibouti,2020-01-01,0.001,0.001,0.001,-0.001,-0.017,NA,FALSE
Dominica,2020-01-01,-0.026,0.002,-0.023,-0.026,-0.026,NA,FALSE
Denmark,2020-01-01,0,0,0,-0.033,-0.033,NA,TRUE
Dominican Republic,2020-01-01,0,0,0,-0.031,-0.031,NA,TRUE
Algeria,2020-01-01,0,0.011,0.011,0,-0.005,NA,TRUE
Ecuador,2020-01-01,0,0.001,0,-0.009,-0.009,NA,TRUE
Egypt,2020-01-01,0,0.021,0.021,0,-0.002,NA,TRUE
Eritrea,2020-01-01,-0.005,0.002,-0.005,-0.025,-0.025,NA,FALSE
Spain,2020-01-01,0,0.006,0,-0.008,-0.011,NA,TRUE
Estonia,2020-01-01,0,0,0,-0.04,-0.04,NA,TRUE
Ethiopia,2020-01-01,0.002,0.016,0.016,0.002,-0.023,NA,FALSE
Finland,2020-01-01,0,0,0,-0.027,-0.027,NA,TRUE
Fiji,2020-01-01,-0.037,0.017,-0.019,-0.037,-0.041,NA,FALSE
Falkland Islands,2020-01-01,-0.083,0.003,-0.024,-0.083,-0.083,NA,FALSE
France,2020-01-01,0,0,0,-0.027,-0.027,NA,TRUE
Faroe Islands,2020-01-01,0,0.008,0,-0.064,-0.064,NA,TRUE
Micronesia,2020-01-01,0.001,0.052,0.004,0.001,-0.034,NA,FALSE
Gabon,2020-01-01,0.015,0.015,0.015,-0,-0.012,NA,FALSE
Britain,2020-01-01,0,0,0,-0.03,-0.03,NA,TRUE
Georgia,2020-01-01,0,0.005,0.005,-0.02,-0.02,NA,TRUE
Guernsey,2020-01-01,-0.061,0.016,-0.018,-0.061,-0.061,NA,FALSE
Ghana,2020-01-01,0.036,0.036,0.036,0.026,-0.032,NA,FALSE
Gibraltar,2020-01-01,0,0,0,-0.086,-0.086,NA,TRUE
Guinea,2020-01-01,0.034,0.034,0.034,0.001,-0.021,NA,FALSE
The Gambia,2020-01-01,0.015,0.015,0.015,-0.009,-0.032,NA,FALSE
Guinea-Bissau,2020-01-01,0.06,0.06,0.06,-0.007,-0.032,NA,FALSE
Equatorial Guinea,2020-01-01,-0.016,0,-0.016,-0.027,-0.027,NA,FALSE
Greece,2020-01-01,0,0.002,0.002,-0.011,-0.011,NA,TRUE
Grenada,2020-01-01,-0.034,-0.002,-0.034,-0.035,-0.035,NA,FALSE
Greenland,2020-01-01,0,0.002,0,-0.059,-0.059,NA,TRUE
Guatemala,2020-01-01,0,0.008,0.005,-0.016,-0.016,NA,TRUE
Guyana,2020-01-01,-0.031,-0.003,-0.023,-0.031,-0.031,NA,FALSE
Hong Kong,2020-01-01,0,0.007,0.004,-0.019,-0.019,NA,TRUE
Honduras,2020-01-01,-0.004,0.008,-0.001,-0.004,-0.008,NA,FALSE
Croatia,2020-01-01,0,0,0,-0.03,-0.03,NA,TRUE
Haiti,2020-01-01,0.012,0.012,0.012,-0.013,-0.013,NA,FALSE
Hungary,2020-01-01,0,0,0,-0.028,-0.028,NA,TRUE
Indonesia,2020-01-01,0.037,0.037,0.037,-0.015,-0.015,NA,FALSE
Isle of Man,2020-01-01,-0.059,0.012,-0.009,-0.059,-0.059,NA,FALSE
India,2020-01-01,0.039,0.039,0.039,0.001,-0.012,NA,FALSE
Ireland,2020-01-01,0,0,0,-0.032,-0.032,NA,TRUE
Iran,2020-01-01,0,0,0,-0.027,-0.027,NA,TRUE
Iraq,2020-01-01,-0.002,0.018,-0.002,-0.011,-0.011,NA,FALSE
Iceland,2020-01-01,0,0,0,-0.07,-0.07,NA,TRUE
Israel,2020-01-01,0,0,0,-0.025,-0.025,NA,TRUE
Italy,2020-01-01,0,0,0,-0.007,-0.007,NA,TRUE
Jamaica,2020-01-01,0,0,0,-0.036,-0.036,NA,TRUE
Jersey,2020-01-01,-0.059,0.016,-0.019,-0.059,-0.059,NA,FALSE
Jordan,2020-01-01,0,0.005,0.001,0,-0.006,NA,TRUE
Japan,2020-01-01,0,0,0,-0.037,-0.037,NA,TRUE
Kazakhstan,2020-01-01,0,0.004,0,-0.014,-0.014,NA,TRUE
Kenya,2020-01-01,0.066,0.066,0.066,0.014,-0.027,NA,FALSE
Kyrgyzstan,2020-01-01,0,0.005,0.003,0,-0.012,NA,TRUE
Cambodia,2020-01-01,-0.041,0.008,-0.018,-0.041,-0.041,NA,FALSE
Kiribati,2020-01-01,-0.019,0.021,-0.019,-0.05,-0.078,NA,FALSE
Saint Kitts and Nevis,2020-01-01,-0.03,0.005,-0.025,-0.03,-0.03,NA,FALSE
South Korea,2020-01-01,0,0.001,0,-0.035,-0.035,NA,TRUE
Kuwait,2020-01-01,0,0,0,-0.017,-0.017,NA,TRUE
Laos,2020-01-01,0.033,0.033,0.033,0.005,-0.008,NA,FALSE
Lebanon,2020-01-01,0,0.005,0.005,-0.013,-0.013,NA,TRUE
Liberia,2020-01-01,0.057,0.057,0.057,0.013,-0.035,NA,FALSE
Libya,2020-01-01,-0.099,0.004,-0.025,-0.099,-0.099,NA,FALSE
Saint Lucia,2020-01-01,0.003,0.003,0.003,0.001,-0.01,NA,FALSE
Liechtenstein,2020-01-01,0,0.01,0,-0.043,-0.043,NA,TRUE
Sri Lanka,2020-01-01,-0.023,0.001,-0.009,-0.023,-0.023,NA,FALSE
Lesotho,2020-01-01,0.04,0.04,0.04,0.008,-0.021,NA,FALSE
Lithuania,2020-01-01,0,0,0,-0.006,-0.014,NA,TRUE
Luxembourg,2020-01-01,0,0,0,-0.052,-0.052,NA,TRUE
Latvia,2020-01-01,0,0,0,-0.055,-0.055,NA,TRUE
Macau,2020-01-01,0,0.014,0,-0.011,-0.011,NA,TRUE
Morocco,2020-01-01,-0.005,0.002,-0.004,-0.005,-0.008,NA,FALSE
Monaco,2020-01-01,0,0.094,0.094,-0.02,-0.02,NA,TRUE
Moldova,2020-01-01,0,0,0,-0.028,-0.028,NA,TRUE
Madagascar,2020-01-01,0.079,0.079,0.079,0.011,-0.025,NA,FALSE
Maldives,2020-01-01,0,0.043,0,-0.017,-0.017,NA,TRUE
Mexico,2020-01-01,0,0,0,-0.025,-0.025,NA,TRUE
Marshall Islands,2020-01-01,-0.024,0.052,-0.024,-0.024,-0.044,NA,FALSE
North Macedonia,2020-01-01,0,0.003,0,-0.021,-0.021,NA,TRUE
Mali,2020-01-01,0,0.002,0,-0.012,-0.032,NA,FALSE
Malta,2020-01-01,0,0,0,-0.021,-0.024,NA,TRUE
Myanmar,2020-01-01,0.023,0.023,0.023,-0.001,-0.01,NA,FALSE
Montenegro,2020-01-01,0,0,0,-0.022,-0.022,NA,TRUE
Mongolia,2020-01-01,0,0,0,-0.045,-0.045,NA,TRUE
Mozambique,2020-01-01,0.016,0.016,0.016,0.008,-0.013,NA,FALSE
Mauritania,2020-01-01,-0.093,0.012,-0.003,-0.093,-0.093,NA,FALSE
Montserrat,2020-01-01,-0.051,0.001,-0.016,-0.051,-0.051,NA,FALSE
Mauritius,2020-01-01,0,0,0,-0.03,-0.074,NA,TRUE
Malawi,2020-01-01,0.032,0.032,0.032,0.014,-0.025,NA,FALSE
Malaysia,2020-01-01,0,0.036,0.036,-0.03,-0.03,NA,TRUE
Namibia,2020-01-01,0.021,0.021,0.021,-0.005,-0.025,NA,FALSE
New Caledonia,2020-01-01,-0.078,-0.013,-0.013,-0.078,-0.102,NA,FALSE
Niger,2020-01-01,0.012,0.012,0.012,0.011,-0.027,NA,FALSE
Nigeria,2020-01-01,0.06,0.06,0.06,0.014,-0.013,NA,FALSE
Nicaragua,2020-01-01,0,0.029,0.029,-0.001,-0.001,NA,TRUE
Niue,2020-01-01,-0.077,0.017,-0.013,-0.077,-0.077,NA,FALSE
Netherlands,2020-01-01,0,0,0,-0.029,-0.029,NA,TRUE
Norway,2020-01-01,0,0,0,-0.038,-0.038,NA,TRUE
Nepal,2020-01-01,0.045,0.045,0.045,0.008,-0.013,NA,FALSE
Nauru,2020-01-01,-0.075,0.011,0.011,-0.075,-0.075,NA,FALSE
New Zealand,2020-01-01,0,0,0,-0.026,-0.026,NA,TRUE
Oman,2020-01-01,0,0,0,-0.019,-0.019,NA,TRUE
Pakistan,2020-01-01,0.002,0.011,0.011,0.002,-0.014,NA,FALSE
Panama,2020-01-01,0,0,0,-0.025,-0.025,NA,TRUE
Pitcairn,2020-01-01,-0.086,0.01,-0.009,-0.086,-0.086,NA,FALSE
Peru,2020-01-01,0,0.001,0,-0.02,-0.02,NA,TRUE
Philippines,2020-01-01,0,0.003,0,-0.028,-0.028,NA,TRUE
Palau,2020-01-01,-0.078,0.017,0.017,-0.078,-0.078,NA,FALSE
Papua New Guinea,2020-01-01,-0.016,0.017,-0.013,-0.016,-0.049,NA,FALSE
Poland,2020-01-01,0,0,0,-0.028,-0.028,NA,TRUE
North Korea,2020-01-01,-0.033,0.007,-0.028,-0.033,-0.033,NA,FALSE
Portugal,2020-01-01,0,0.002,0,-0.006,-0.012,NA,TRUE
Paraguay,2020-01-01,0,0.007,0,-0.016,-0.016,NA,TRUE
Palestinian Territories,2020-01-01,0,0,0,-0.044,-0.044,NA,TRUE
French Polynesia,2020-01-01,0,0,0,-0.059,-0.059,NA,TRUE
Qatar,2020-01-01,0,0,0,-0.017,-0.017,NA,TRUE
Romania,2020-01-01,0,0,0,-0.027,-0.027,NA,TRUE
Russia,2020-01-01,0,0.007,0.007,-0.006,-0.022,NA,TRUE
Rwanda,2020-01-01,0.012,0.012,0.012,0.003,-0.024,NA,FALSE
Saudi Arabia,2020-01-01,-0.011,0.004,-0.011,-0.023,-0.023,NA,FALSE
Sudan,2020-01-01,0.024,0.024,0.024,0.015,-0.013,NA,FALSE
Senegal,2020-01-01,0.021,0.021,0.021,0.001,-0.037,NA,FALSE
Singapore,2020-01-01,0,0,0,-0.015,-0.015,NA,TRUE
St. Helena Ascension and Tristan da Cunha,2020-01-01,-0.02,0.008,-0.016,-0.02,-0.046,NA,FALSE
Solomon Islands,2020-01-01,-0.026,0.021,-0.011,-0.026,-0.067,NA,FALSE
Sierra Leone,2020-01-01,0.017,0.017,0.017,-0,-0.026,NA,FALSE
El Salvador,2020-01-01,0,0.001,0.001,-0.021,-0.021,NA,TRUE
San Marino,2020-01-01,0,0.069,0.069,-0.005,-0.023,NA,TRUE
Somalia,2020-01-01,0.002,0.009,0.002,-0.001,-0.008,NA,FALSE
St. Pierre and Miquelon,2020-01-01,-0.053,0.015,-0.015,-0.053,-0.053,NA,FALSE
Serbia,2020-01-01,0,0.005,0.005,-0.02,-0.02,NA,TRUE
South Sudan,2020-01-01,-0.039,0.033,0.033,-0.039,-0.039,NA,FALSE
São Tomé and Príncipe,2020-01-01,-0.018,-0,-0.017,-0.018,-0.027,NA,FALSE
Suriname,2020-01-01,-0.042,-0.002,-0.027,-0.042,-0.042,NA,FALSE
Slovakia,2020-01-01,0,0,0,-0.015,-0.022,NA,TRUE
Slovenia,2020-01-01,0,0,0,-0.031,-0.031,NA,TRUE
Sweden,2020-01-01,0,0,0,-0.031,-0.031,NA,TRUE
Eswatini,2020-01-01,0.014,0.014,0.014,-0.012,-0.02,NA,FALSE
Sint Maarten,2020-01-01,-0.025,0.014,0.014,-0.025,-0.025,NA,FALSE
Seychelles,2020-01-01,0,0.004,0,-0.113,-0.217,NA,TRUE
Syria,2020-01-01,-0.055,0.004,-0.017,-0.055,-0.055,NA,FALSE
Turks and Caicos Islands,2020-01-01,-0.027,0.005,0.003,-0.027,-0.027,NA,FALSE
Chad,2020-01-01,-0.019,0.012,0.012,-0.019,-0.023,NA,FALSE
Togo,2020-01-01,0.03,0.03,0.03,0.01,-0.022,NA,FALSE
Thailand,2020-01-01,0,0.001,0,-0.005,-0.011,NA,TRUE
Tajikistan,2020-01-01,0,0.028,0.028,0,0,NA,TRUE
Tokelau,2020-01-01,-0.057,0.001,-0.013,-0.057,-0.057,NA,FALSE
Turkmenistan,2020-01-01,0.009,0.009,0.009,-0.021,-0.023,NA,FALSE
Timor-Leste,2020-01-01,0.07,0.07,0.07,-0.004,-0.018,NA,FALSE
Tonga,2020-01-01,-0.009,0.009,-0.009,-0.018,-0.018,NA,FALSE
Trinidad and Tobago,2020-01-01,-0.031,-0.008,-0.018,-0.031,-0.031,NA,FALSE
Tunisia,2020-01-01,0,0.003,0.003,-0.023,-0.023,NA,TRUE
Turkey,2020-01-01,0.002,0.008,0.002,-0.019,-0.019,NA,FALSE
Tuvalu,2020-01-01,0.012,0.018,0.012,-0.022,-0.028,NA,FALSE
Taiwan,2020-01-01,0,0.002,0,-0.018,-0.045,NA,TRUE
Tanzania,2020-01-01,0.044,0.044,0.044,0.019,-0.02,NA,FALSE
Uganda,2020-01-01,0.037,0.037,0.037,0.013,-0.025,NA,FALSE
Ukraine,2020-01-01,0,0,0,-0.037,-0.037,NA,TRUE
Uruguay,2020-01-01,0,0,0,-0.037,-0.037,NA,TRUE
United States,2020-01-01,0,0,0,-0.014,-0.017,NA,TRUE
Uzbekistan,2020-01-01,0,0.003,0.003,-0.022,-0.022,NA,TRUE
Vatican,2020-01-01,-0.085,0.01,-0.019,-0.085,-0.085,NA,FALSE
Saint Vincent and the Grenadines,2020-01-01,-0.034,-0.002,-0.034,-0.037,-0.037,NA,FALSE
Venezuela,2020-01-01,0.007,0.007,0.007,-0.007,-0.007,NA,FALSE
Virgin Islands (British),2020-01-01,-0.054,0.008,-0.014,-0.054,-0.054,NA,FALSE
Vietnam,2020-01-01,-0.009,0.005,-0.009,-0.015,-0.015,NA,FALSE
Vanuatu,2020-01-01,-0.029,0.018,-0.014,-0.029,-0.032,NA,FALSE
Wallis and Futuna,2020-01-01,-0.021,0.029,-0.015,-0.021,-0.021,NA,FALSE
Samoa,2020-01-01,-0.015,0.01,-0.015,-0.018,-0.021,NA,FALSE
Yemen,2020-01-01,0.026,0.026,0.026,0.005,-0.005,NA,FALSE
South Africa,2020-01-01,0,0.031,0.031,0,-0.015,NA,TRUE
Zambia,2020-01-01,0.033,0.033,0.033,0.013,-0.026,NA,FALSE
Zimbabwe,2020-01-01,0.019,0.019,0.019,-0.004,-0.025,NA,FALSE
European Union,2020-01-01,0,0,0,0,0,NA,TRUE
Aruba,2020-01-06,0,0.006,0,-0.018,-0.018,NA,TRUE
Afghanistan,2020-01-06,-0.024,0,-0.016,-0.024,-0.024,NA,FALSE
Angola,2020-01-06,0.033,0.033,0.033,0.011,-0.014,NA,FALSE
Anguilla,2020-01-06,-0.05,0.017,0.007,-0.05,-0.05,NA,FALSE
Albania,2020-01-06,0,0.004,0,-0.013,-0.013,NA,TRUE
Andorra,2020-01-06,0,0.011,0,-0.035,-0.035,NA,TRUE
United Arab Emirates,2020-01-06,-0.006,0.003,-0.006,-0.009,-0.009,NA,FALSE
Argentina,2020-01-06,0,0.011,0.001,-0.006,-0.046,NA,TRUE
Armenia,2020-01-06,-0.027,0.003,-0.027,-0.027,-0.027,NA,FALSE
Antigua and Barbuda,2020-01-06,0,0,0,-0.048,-0.048,NA,TRUE
Australia,2020-01-06,0,0,0,-0.02,-0.02,NA,TRUE
Austria,2020-01-06,0,0,0,-0.027,-0.027,NA,TRUE
Azerbaijan,2020-01-06,0.014,0.014,0.014,-0.034,-0.034,NA,FALSE
Burundi,2020-01-06,0.034,0.034,0.034,0.006,-0.024,NA,FALSE
Belgium,2020-01-06,0,0,0,-0.031,-0.031,NA,TRUE
Benin,2020-01-06,0.019,0.028,0.028,0.019,-0.02,NA,FALSE
"Caribbean Netherlands (Bonaire, Sint Eustatius and Saba)",2020-01-06,-0.059,0.015,-0.004,-0.059,-0.059,NA,FALSE
Burkina Faso,2020-01-06,0.024,0.024,0.024,0.015,-0.026,NA,FALSE
Bangladesh,2020-01-06,0.004,0.004,0.004,-0.002,-0.01,NA,FALSE
Bulgaria,2020-01-06,0,0,0,-0.022,-0.022,NA,TRUE
Bahrain,2020-01-06,-0.015,0.002,-0.015,-0.03,-0.03,NA,FALSE
Bahamas,2020-01-06,-0.048,-0.005,-0.019,-0.048,-0.048,NA,FALSE
Bosnia,2020-01-06,0,0.003,0.003,-0.035,-0.035,NA,TRUE
Belarus,2020-01-06,0,0.009,0.002,-0.012,-0.012,NA,TRUE
Belize,2020-01-06,0,0,0,-0.033,-0.033,NA,TRUE
Bermuda,2020-01-06,0,0.047,0.004,-0.004,-0.004,NA,TRUE
Bolivia,2020-01-06,0,0.008,0,-0.011,-0.011,NA,TRUE
Brazil,2020-01-06,0,0.008,0.008,-0.013,-0.013,NA,TRUE
Barbados,2020-01-06,0,0,0,-0.046,-0.046,NA,TRUE
Brunei,2020-01-06,0,0.004,0,-0.023,-0.023,NA,TRUE
Bhutan,2020-01-06,-0.032,-0.006,-0.024,-0.032,-0.032,NA,FALSE
Botswana,2020-01-06,-0.022,0.032,0.032,-0.022,-0.022,NA,FALSE
Central African Republic,2020-01-06,0.02,0.02,0.02,-0.019,-0.025,NA,FALSE
Canada,2020-01-06,0,0,0,-0.03,-0.03,NA,TRUE
Switzerland,2020-01-06,0,0,0,-0.03,-0.03,NA,TRUE
Chile,2020-01-06,0,0,0,-0.028,-0.028,NA,TRUE
China,2020-01-06,-0.07,-0.026,-0.026,-0.07,-0.07,NA,TRUE
Ivory Coast,2020-01-06,0.026,0.026,0.026,0.017,-0.016,NA,FALSE
Cameroon,2020-01-06,0.013,0.013,0.013,0.013,-0.016,NA,FALSE
Congo,2020-01-06,0.028,0.028,0.028,0.007,-0.024,NA,FALSE
Congo-Brazzaville,2020-01-06,0.028,0.028,0.028,0.001,-0.011,NA,FALSE
Cook Islands,2020-01-06,-0.078,0.011,-0.01,-0.078,-0.078,NA,FALSE
Colombia,2020-01-06,0,0,0,-0.018,-0.018,NA,TRUE
Comoros,2020-01-06,0.027,0.027,0.027,0.003,-0.024,NA,FALSE
Cape Verde,2020-01-06,-0.022,0.006,0.006,-0.022,-0.035,NA,FALSE
Costa Rica,2020-01-06,0,0,0,-0.022,-0.022,NA,TRUE
Cuba,2020-01-06,0,0.006,0,-0.018,-0.018,NA,TRUE
Curaçao,2020-01-06,-0.003,0.015,-0.003,-0.028,-0.028,NA,FALSE
Cayman Islands,2020-01-06,-0.051,0.061,0.035,-0.051,-0.051,NA,FALSE
Cyprus,2020-01-06,0,0,0,-0.023,-0.023,NA,TRUE
Czech Republic,2020-01-06,0,0,0,-0.029,-0.029,NA,TRUE
Germany,2020-01-06,0,0,0,-0.027,-0.027,NA,TRUE
Djibouti,2020-01-06,0.001,0.001,0.001,-0.001,-0.017,NA,FALSE
Dominica,2020-01-06,-0.025,0.017,-0.018,-0.025,-0.025,NA,FALSE
Denmark,2020-01-06,0,0,0,-0.033,-0.033,NA,TRUE
Dominican Republic,2020-01-06,0,0,0,-0.031,-0.031,NA,TRUE
Algeria,2020-01-06,0,0.011,0.011,0,-0.005,NA,TRUE
Ecuador,2020-01-06,0,0.001,0,-0.009,-0.009,NA,TRUE
Egypt,2020-01-06,0,0.021,0.021,0,-0.002,NA,TRUE
Eritrea,2020-01-06,-0.005,0.002,-0.005,-0.025,-0.025,NA,FALSE
Spain,2020-01-06,0,0.006,0,-0.009,-0.012,NA,TRUE
Estonia,2020-01-06,0,0,0,-0.04,-0.04,NA,TRUE
Ethiopia,2020-01-06,0.002,0.016,0.016,0.002,-0.023,NA,FALSE
Finland,2020-01-06,0,0,0,-0.027,-0.027,NA,TRUE
Fiji,2020-01-06,-0.037,0.017,-0.018,-0.037,-0.042,NA,FALSE
Falkland Islands,2020-01-06,-0.083,0.004,-0.01,-0.083,-0.083,NA,FALSE
France,2020-01-06,0,0,0,-0.029,-0.029,NA,TRUE
Faroe Islands,2020-01-06,0,0.008,0,-0.064,-0.064,NA,TRUE
Micronesia,2020-01-06,0.001,0.054,0.005,0.001,-0.032,NA,FALSE
Gabon,2020-01-06,0.015,0.015,0.015,0.011,-0.012,NA,FALSE
Britain,2020-01-06,0,0,0,-0.03,-0.03,NA,TRUE
Georgia,2020-01-06,0,0.005,0.005,-0.02,-0.02,NA,TRUE
Guernsey,2020-01-06,-0.061,0.016,-0.018,-0.061,-0.061,NA,FALSE
Ghana,2020-01-06,0.036,0.036,0.036,0.026,-0.032,NA,FALSE
Gibraltar,2020-01-06,0,0,0,-0.086,-0.086,NA,TRUE
Guinea,2020-01-06,0.034,0.034,0.034,0.001,-0.021,NA,FALSE
The Gambia,2020-01-06,0.015,0.015,0.015,-0.009,-0.032,NA,FALSE
Guinea-Bissau,2020-01-06,0.06,0.06,0.06,-0.007,-0.032,NA,FALSE
Equatorial Guinea,2020-01-06,-0.016,0,-0.016,-0.027,-0.027,NA,FALSE
Greece,2020-01-06,0,0.002,0.002,-0.01,-0.01,NA,TRUE
Grenada,2020-01-06,-0.034,-0.003,-0.033,-0.034,-0.034,NA,FALSE
Greenland,2020-01-06,0,0.007,0,-0.059,-0.059,NA,TRUE
Guatemala,2020-01-06,0,0.008,0.005,-0.016,-0.016,NA,TRUE
Guyana,2020-01-06,-0.032,-0.001,-0.019,-0.032,-0.032,NA,FALSE
Hong Kong,2020-01-06,0,0.004,0.004,-0.019,-0.019,NA,TRUE
Honduras,2020-01-06,-0.002,0.008,0,-0.002,-0.002,NA,FALSE
Croatia,2020-01-06,0,0,0,-0.03,-0.03,NA,TRUE
Haiti,2020-01-06,0.012,0.012,0.012,-0.012,-0.012,NA,FALSE
Hungary,2020-01-06,0,0,0,-0.028,-0.028,NA,TRUE
Indonesia,2020-01-06,0.047,0.047,0.047,-0.012,-0.012,NA,FALSE
Isle of Man,2020-01-06,-0.059,0.012,-0.009,-0.059,-0.059,NA,FALSE
India,2020-01-06,0.039,0.039,0.039,0.001,-0.012,NA,FALSE
Ireland,2020-01-06,0,0,0,-0.032,-0.032,NA,TRUE
Iran,2020-01-06,0,0,0,-0.027,-0.027,NA,TRUE
Iraq,2020-01-06,-0.002,0.019,-0.002,-0.011,-0.011,NA,FALSE
Iceland,2020-01-06,0,0,0,-0.07,-0.07,NA,TRUE
Israel,2020-01-06,0,0,0,-0.025,-0.025,NA,TRUE
Italy,2020-01-06,0,0,0,-0.007,-0.007,NA,TRUE
Jamaica,2020-01-06,0,0,0,-0.036,-0.036,NA,TRUE
Jersey,2020-01-06,-0.059,0.016,-0.019,-0.059,-0.059,NA,FALSE
Jordan,2020-01-06,0,0.002,0.001,0,-0.007,NA,TRUE
Japan,2020-01-06,0,0,0,-0.037,-0.037,NA,TRUE
Kazakhstan,2020-01-06,0,0.004,0,-0.014,-0.014,NA,TRUE
Kenya,2020-01-06,0.066,0.066,0.066,0.014,-0.027,NA,FALSE
Kyrgyzstan,2020-01-06,0,0.005,0.003,0,-0.012,NA,TRUE
Cambodia,2020-01-06,-0.041,0.008,-0.018,-0.041,-0.041,NA,FALSE
Kiribati,2020-01-06,-0.019,0.021,-0.019,-0.052,-0.074,NA,FALSE
Saint Kitts and Nevis,2020-01-06,-0.03,0.011,-0.019,-0.03,-0.03,NA,FALSE
South Korea,2020-01-06,0,0.001,0,-0.035,-0.035,NA,TRUE
Kuwait,2020-01-06,0,0,0,-0.017,-0.017,NA,TRUE
Laos,2020-01-06,0.033,0.033,0.033,0.005,-0.007,NA,FALSE
Lebanon,2020-01-06,0,0.005,0.005,-0.013,-0.013,NA,TRUE
Liberia,2020-01-06,0.057,0.057,0.057,0.013,-0.035,NA,FALSE
Libya,2020-01-06,-0.099,0.004,-0.025,-0.099,-0.099,NA,FALSE
