iso3c,date,cumulative_estimated_daily_excess_deaths_per_100k,cumulative_estimated_daily_excess_deaths_ci_95_top_per_100k,cumulative_estimated_daily_excess_deaths_ci_95_bot_per_100k,demography_adjusted_ifr_percent,aged_65_older_pct,implied_infections_per_100_persons,implied_infections_per_100_persons_top_95,implied_infections_per_100_persons_bot_95,cumulative_estimated_daily_excess_deaths_per_100k_population_over_65,cumulative_estimated_daily_excess_deaths_per_100k_population_over_65_top_95,cumulative_estimated_daily_excess_deaths_per_100k_population_over_65_bot_95
NRU,2021-12-14,173.94826302300004,283.09760645899945,0,NA,NA,NA,NA,NA,NA,NA,NA
NZL,2021-12-14,-52.58178670493454,0,0,0.718819980646876,15.322,0,-5.252592444767155,-7.888216796771224,-343.17834946439456,0,0
OMN,2021-12-14,87.18526539523022,110.3404844852302,78.73411025923023,0.171605151583048,2.355,50.805738983329455,64.29905132063074,45.88097124877221,3702.1344116870578,4685.370891092577,3343.2743209864216
PAK,2021-12-14,376.77343487500053,440.7575932909999,148.3159300970001,0.211113768135275,4.495,178.46938084757036,208.77728496067417,70.25403004600058,8382.056393214694,9805.508193348162,3299.5757529922153
PAN,2021-12-14,184.67157225297726,218.03475353597733,164.78319243797722,0.414071254653082,7.918,44.59898391345691,52.65633658116443,39.79585411598692,2332.3007357031734,2753.6594283402037,2081.1213998229
PCN,2021-12-14,201.31159910499971,449.70786099600025,0,NA,NA,NA,NA,NA,NA,NA,NA
PER,2021-12-14,624.4406330681159,631.4760116381159,622.4342762801159,0.398512732535488,7.151,156.69276840797272,158.45817713788662,156.18930725750087,8732.214138835348,8830.597282032106,8704.157128794795
PHL,2021-12-14,142.02185621738158,222.47131607138135,121.27032922538139,0.259778418136041,4.803,54.67038302735658,85.63887549537596,46.68221867525362,2956.940583330868,4631.924132237797,2524.8871377343617
PLW,2021-12-14,183.72064255799967,257.5031389589994,0,NA,NA,NA,NA,NA,NA,NA,NA
PNG,2021-12-14,55.988284310000054,149.8482914800001,0,0.176262933607602,3.808,31.764071528868136,85.01406870578565,-13.525968307707666,1470.2805753676487,3935.0916880252134,0
POL,2021-12-14,404.5455545340102,416.9055927130101,389.33882410001,0.806796035417152,16.763,50.142233820576585,51.674224266291795,48.2574042271667,2413.324312676789,2487.0583589632524,2322.608268806359
PRK,2021-12-14,97.60083897699981,290.5363630180003,0,0.445290722468463,NA,21.91845328282406,65.24644425722953,-5.594830618947928,NA,NA,NA
PRT,2021-12-14,238.75279138042484,247.55452756142486,233.4897343404248,1.03026455431435,21.502,23.17393046093068,24.028248523620668,22.66308525928219,1110.3748087639515,1151.309308722095,1085.8977506298243
PRY,2021-12-14,262.51245922095063,302.6607502939508,252.96847339495065,0.308500455380687,6.378,85.09305404331168,98.10706759588732,81.99938411202332,4115.905600830207,4745.3864894002945,3966.266437675614
PSE,2021-12-14,317.5702373480005,579.7539291880001,197.09009111,0.163968368879579,3.043,193.67774377339154,353.5766886927934,120.20006813310812,10436.090612816315,19052.051567137696,6476.835067696352
PYF,2021-12-14,306.4381108340477,365.4633041030483,190.13147577804813,0.408874574026002,7.775,74.94672701623163,89.38274163259831,46.50117367433977,3941.326184360742,4700.492657273933,2445.4209103285934
QAT,2021-12-14,32.42489251422585,47.584311741225875,29.514340802225874,0.154925280761202,1.307,20.929374699152415,30.714362115354927,19.050693764898547,2480.8640026186577,3640.72775372807,2258.174506673747
ROU,2021-12-14,580.651453634256,601.3013913622565,545.9379958522564,0.811839933755157,17.85,71.52289872567106,74.06649591391043,67.24699945801213,3252.949320079865,3368.6352457269268,3058.4761672395316
RUS,2021-12-14,733.8689280703182,741.3489141703182,711.2496577453182,0.682322182484547,14.178,107.55460498119429,108.65085925696222,104.23956248284898,5176.110368672014,5228.868064397786,5016.572561329653
RWA,2021-12-14,191.62744647300008,220.37536087800004,13.40370937400011,0.1572764787719,2.974,121.8411347770061,140.1197194894051,8.522386486945496,6443.4245619704125,7410.0659340282455,450.6963474781476
SAU,2021-12-14,286.9180440319996,737.7010255519999,61.39452442900032,0.213027530064754,3.295,134.6858990219645,346.29375148261863,28.819995429857457,8707.679636782992,22388.49849930197,1863.2632603641978
SDN,2021-12-14,490.6384347120005,653.2355146310008,109.25858823899979,0.177082765111193,3.548,277.0672992393817,368.8871213530149,61.699165455426815,13828.591733709147,18411.373016657297,3079.4416076381003
SEN,2021-12-14,112.01855375900008,168.96210923199996,0,0.150638074695954,3.008,74.36270941798541,112.16427823644916,-9.75421515819118,3724.0210691156944,5617.091397340424,0
SGP,2021-12-14,23.769858602864808,47.84934956586483,11.49408395886468,0.577944816863006,12.922,4.112824946139993,8.279224619676253,1.9887857150882968,183.94875872825264,370.2936818283921,88.94972882575979
SHN,2021-12-14,175.9733034679997,419.1515619970002,0,NA,NA,NA,NA,NA,NA,NA,NA
SLB,2021-12-14,32.96246652200005,243.2732952180001,0,0.183799391698977,3.507,17.933936678085054,132.35805242295268,-11.25106277003795,939.9049478756785,6936.791993669805,0
SLE,2021-12-14,78.67279015199999,110.87048452299979,0,0.148541608294167,2.538,52.963470003770894,74.63934569998426,-59.02509069874051,3099.7947262411344,4368.4194059495585,0
SLV,2021-12-14,290.810318897143,413.63793548914396,164.22722624114255,0.394542050905802,8.273,73.70832037535456,104.84001250044221,41.62477126686611,3515.1736842396112,4999.854170060969,1985.0988304259947
SMR,2021-12-14,378.32764429355734,394.4686943785573,365.9119849495574,NA,NA,NA,NA,NA,NA,NA,NA
SOM,2021-12-14,188.41416717500016,196.88406017399998,0,0.138276054500716,2.731,136.2594325209247,142.38478302328224,-34.724600979811214,6899.090705785433,7209.229592603442,0
SRB,2021-12-14,698.8087768319391,714.2180942869393,656.0443968059391,0.74754613234329,17.366,93.4803548031776,95.54167473893828,87.7597205605859,4024.0053946328403,4112.738076050554,3777.7519106641657
SSD,2021-12-14,300.1166235310003,312.8591447620004,8.170143155000137,0.163502581797111,3.441,183.55466943232284,191.34813733413995,4.996950546712712,8721.785048852087,9092.09952810231,237.43513963964364
STP,2021-12-14,120.53324770000015,194.78608520400016,0,0.162009847091731,2.886,74.39871703091818,120.23101601578026,-30.031935801069817,4176.481209286214,6749.344601663207,0
SUR,2021-12-14,242.10301719499992,410.97688517300014,176.02015166600003,0.342600244173595,6.933,70.66632943563422,119.9581413505236,51.377707593463036,3492.0383267705165,5927.8362205827225,2538.874248752344
SVK,2021-12-14,444.4464475141251,456.3848945901251,412.98315850012506,0.686664881537235,15.07,64.72537906979368,66.46399238714775,60.14333477715951,2949.213321261613,3028.433275316026,2740.4323722636036
SVN,2021-12-14,264.79260643337665,283.42754919037657,257.0015763803765,0.912957223241584,19.062,29.003834976319368,31.04499772552616,28.15045106580744,1389.1124039102751,1486.872044855611,1348.2403545293068
SWE,2021-12-14,112.23937340828549,121.87372481228546,108.08796362628547,0.889992356519022,19.985,12.61127385939371,13.693794549985062,12.14481931609435,561.6180806018789,609.8259935565948,540.8454522205928
SWZ,2021-12-14,433.606610211,433.606610211,148.4197949650001,0.184329450989722,3.163,235.2345801947717,235.2345801947717,80.51876364199437,13708.713569743913,13708.713569743913,4692.374168985144
SXM,2021-12-14,247.02563516099977,449.8884637440005,0,NA,NA,NA,NA,NA,NA,NA,NA
SYC,2021-12-14,-16.8557734864782,56.119904589521774,0,0.409871927897135,8.606,0,13.69205860900191,-7.698101726887939,-195.86071910850802,652.10207517455,0
SYR,2021-12-14,134.45270441500014,423.7536456060006,69.82904254399978,0.238009158530573,NA,56.49055912179501,178.04089902345842,29.338804848986527,NA,NA,NA
TCA,2021-12-14,371.7990277999998,411.49967948799997,0,NA,NA,NA,NA,NA,NA,NA,NA
TCD,2021-12-14,251.935025184,360.64487116499964,0,0.124706144714012,2.486,202.0229442276172,289.1957505318321,-63.36370011855674,10134.15226001609,14507.034238334658,0
TGO,2021-12-14,145.81431823300008,188.65889721300016,0,0.145269304619619,2.839,100.3751746556564,129.86838321212787,-27.5527174304342,5136.115471398382,6645.25879580839,0
THA,2021-12-14,79.1362691394162,86.36618871541621,75.9164923044162,0.588113111513172,11.373,13.455960697051008,14.685302372056004,12.908484918672977,695.8258079611027,759.3967178001953,667.5150998365972
TJK,2021-12-14,237.65255451516555,338.04901885216566,123.40185614316542,0.177709047569168,3.466,133.73126341396116,190.2261159328931,69.44039025088742,6856.680741926299,9753.28963797362,3560.353610593347
TKL,2021-12-14,268.16134298699967,455.12048301900023,0,NA,NA,NA,NA,NA,NA,NA,NA
TKM,2021-12-14,148.86798877800027,275.18019925300007,17.435338558000016,0.246089067175725,4.277,60.49354019928809,111.82138337600425,7.084970802685009,3480.6637544540627,6433.953688403088,407.65346172550886
TLS,2021-12-14,155.4210031490001,234.71979918999978,10.295630619000027,0.200935896249528,3.556,77.34855048298279,116.81327406951614,5.123838403773616,4370.669379893141,6600.669268560174,289.5284201068624
TON,2021-12-14,170.42352038100017,256.85353821499945,0,0.273907008430554,5.82,62.219481479317146,93.77399274546923,-18.25206378195888,2928.2391818041265,4413.291034621983,0
TTO,2021-12-14,218.75899125399977,356.2341686389991,165.77688890200062,0.491464447021179,10.014,44.511661541322574,72.48421951947374,33.73120678551478,2184.531568344316,3557.361380457351,1655.4512572598426
TUN,2021-12-14,227.36607491764042,326.8232382226402,188.46138675863986,0.40324160087749,8.001,56.38457798572156,81.04898837606126,46.73659323555182,2841.7207213803326,4084.7798802979655,2355.472900370452
TUR,2021-12-14,337.7013303029997,449.75257950799994,168.54372122400002,0.405001099248332,8.153,83.38281820216332,111.04971822119128,41.615620682712056,4142.049923991165,5516.4059794922105,2067.260164651049
TUV,2021-12-14,249.26531019400014,319.4177893829996,0,NA,NA,NA,NA,NA,NA,NA,NA
TWN,2021-12-14,-17.083524303379924,0,0,0.708751278908246,NA,0,-1.0385178052472765,-3.0155354234142817,NA,NA,NA
TZA,2021-12-14,125.34515265,174.5861473749998,0,0.135037587157699,3.108,92.82241729009863,129.28707558371534,-32.48545587812574,4032.9843194980695,5617.3149091055275,0
UGA,2021-12-14,129.81767200900003,162.08018972799982,0,0.108820280658387,2.168,119.29547619577357,148.94299917936112,-39.988026384166645,5987.90000041513,7476.023511439106,0
UKR,2021-12-14,434.11921531176256,477.0884228177639,383.3927579747632,0.726248396056132,16.462,59.77558334988864,65.69218264833036,52.79085779146156,2637.0988659443724,2898.1194436749115,2328.9561291141003
URY,2021-12-14,83.11158322731266,94.05357845031259,76.62795966931267,0.722725790336164,14.655,11.499739505442955,13.013729371213545,10.602632518990424,567.1210046217174,641.7849092481241,522.8792880881111
USA,2021-12-14,315.17870224814396,325.617416269144,309.83113543614394,0.731307345072339,15.413,43.09798122114682,44.52538573052822,42.36674737698638,2044.8887448786347,2112.6154302805685,2010.1935731923957
UZB,2021-12-14,147.33370459491675,180.57216547691675,109.19562928991671,0.24840833632572001,4.469,59.31109510017758,72.69166894630519,43.958117873603214,3296.7935689173587,4040.5496862142927,2443.4018637260397
VAT,2021-12-14,72.5721241639998,704.8044873119995,0,NA,NA,NA,NA,NA,NA,NA,NA
VCT,2021-12-14,128.32767065100012,292.44439283099985,51.77100324400001,0.468699070442599,7.724,27.37954451879295,62.3949163276216,11.045680802206828,1661.4146899404468,3786.1780532237162,670.2615645261524
VEN,2021-12-14,200.67455150799995,344.3245152679995,66.75181299400005,0.368587098134384,6.614,54.44426908150637,93.41740853405061,18.110187071622036,3034.08756437859,5205.995090232832,1009.2502720592689
VGB,2021-12-14,378.5063532169999,558.1048247509996,0,NA,NA,NA,NA,NA,NA,NA,NA
VNM,2021-12-14,145.03212501599987,246.48696520599987,70.58533046200019,0.406233263456311,7.15,35.701686213984196,60.676214229440795,17.375566407695565,2028.4213288951028,3447.3701427412566,987.2074190489535
VUT,2021-12-14,38.32506743700006,259.48541743200025,0,0.179873252459742,4.394,21.30670731357221,144.26014645511373,-21.045811763743163,872.2136421711438,5905.448735366414,0
WLF,2021-12-14,184.81152025299917,404.5843663519988,0,NA,NA,NA,NA,NA,NA,NA,NA
WSM,2021-12-14,247.91067595499996,298.4877507689996,0,0.239286535146524,5.606,103.60410618307255,124.74072165666341,-11.159368879928413,4422.238243935069,5324.433656243304,0
YEM,2021-12-14,272.5398423660007,424.01162474199964,80.53929805199988,0.146919162970921,2.922,185.5032637369049,288.60198776515097,54.81878362453007,9327.167774332673,14511.00700691306,2756.3072570841846
ZAF,2021-12-14,400.82131250785335,405.23694117885333,384.8925202768533,0.252409677906048,5.344,158.79791766821523,160.54730727468015,152.48722769660128,7500.3988118984535,7583.026593915668,7202.330095000997
ZMB,2021-12-14,163.11982085600027,193.57471700999994,42.82088508200009,0.117448977321652,2.48,138.88568855671826,164.81600898053455,36.45913830712084,6577.4121312903335,7805.432137499998,1726.6485920161326
ZWE,2021-12-14,260.86957824900026,320.9774446890002,90.03469308299996,0.151445392682064,2.822,172.25322846014555,211.94269366968615,59.45026883189096,9244.138137810072,11374.112143479808,3190.4568774982267
