iso3c,date,cumulative_estimated_daily_excess_deaths_per_100k,cumulative_estimated_daily_excess_deaths_ci_95_top_per_100k,cumulative_estimated_daily_excess_deaths_ci_95_bot_per_100k,demography_adjusted_ifr_percent,aged_65_older_pct,implied_infections_per_100_persons,implied_infections_per_100_persons_top_95,implied_infections_per_100_persons_bot_95,cumulative_estimated_daily_excess_deaths_per_100k_population_over_65,cumulative_estimated_daily_excess_deaths_per_100k_population_over_65_top_95,cumulative_estimated_daily_excess_deaths_per_100k_population_over_65_bot_95
COG,2021-12-14,196.63520672300007,196.63520672300007,0,0.146618332134243,3.402,134.11365677176158,134.11365677176158,-69.83649549924601,5779.9884398295135,5779.9884398295135,0
COK,2021-12-14,262.33613676699974,476.6973010740004,0,NA,NA,NA,NA,NA,NA,NA,NA
COL,2021-12-14,305.66160215373435,326.6961218927343,292.85023700573436,0.417053616940776,7.646,73.29072084204945,78.33432168486075,70.21884599728116,3997.666782026345,4272.771670059303,3830.110345353575
COM,2021-12-14,177.80398690900037,214.02200559000028,0,0.159745220073277,2.963,111.30473063759881,133.97709520937522,-22.734063456384817,6000.809548059412,7223.1523992575185,0
CPV,2021-12-14,220.07052742700057,293.85779808499956,79.35072656400025,0.264905816158033,4.46,83.07500779662558,110.92916053971986,29.954316486831136,4934.316758452927,6588.739867376672,1779.1642727354317
CRI,2021-12-14,143.19319576828997,218.07772593029011,119.83690858828984,0.476059575397737,9.468,30.078839533614108,45.808914934247696,25.172670560857604,1512.3911678104137,2303.3135396101616,1265.7045689510967
CUB,2021-12-14,195.54724483858155,287.42891175958124,119.98355450758164,0.715635599796501,14.738,27.32497445546135,40.1641438521665,16.766012554671722,1326.8234824167564,1950.2572381570178,814.1101540750553
CUW,2021-12-14,284.0263178029997,462.38793498300043,0,0.754675894562743,16.367,37.63553597634965,61.2697368916105,-1.5106608903422603,1735.3596737520602,2825.123327323275,0
CYM,2021-12-14,230.85044140499988,420.6650520799999,0,NA,NA,NA,NA,NA,NA,NA,NA
CYP,2021-12-14,97.70287581363904,111.65826480763911,79.86686335363909,0.626979851753865,13.416,15.583096576442221,17.80890797292687,12.738346077665128,728.2563790521693,832.2768694666004,595.3105497438811
CZE,2021-12-14,390.189561404287,404.729037067287,375.780910141287,0.815155753529519,19.027,47.866872032101426,49.650515906299205,46.09927716441971,2050.7150964644293,2127.1300628963418,1974.9877024296366
DEU,2021-12-14,123.92827563171652,130.40822956971644,115.32492033271652,1.0221193894897,21.453,12.124637973416055,12.75861028669299,11.282920715386611,577.6734052660072,607.8787562099308,537.57013160265
DJI,2021-12-14,520.1522874250008,550.6785798949995,78.24358647499996,0.230262847044034,4.213,225.8950126355079,239.1521632622267,33.98011771305735,12346.363337882764,13070.937096961774,1857.1940772608582
DMA,2021-12-14,97.175799768,273.46773489699984,15.527739127999993,NA,NA,NA,NA,NA,NA,NA,NA
DNK,2021-12-14,33.836427280442294,40.822216253442285,28.98843713944231,0.852721412131438,19.677,3.9680517926559076,4.787286407105017,3.399520256795668,171.95927875409004,207.46158587915986,147.32142673904715
DOM,2021-12-14,62.66142117161547,137.9104382346155,33.206522127615386,0.362921992193435,6.981,17.2658098763597,38.00002237426002,9.149768501743628,897.5995010974857,1975.5112195189156,475.66999180082206
DZA,2021-12-14,108.17371419800013,224.65107151700008,46.07557679700005,0.316028140163528,6.211,34.22913989305697,71.08578096898427,14.579580404820394,1741.6473063596864,3616.987144050878,741.8382997423934
ECU,2021-12-14,372.7480109781543,377.91486257815427,370.4611424441543,0.357557461019926,7.104,104.24842203401309,105.69346294723067,103.60884132788637,5247.015920300595,5319.747502507802,5214.82464026118
EGY,2021-12-14,278.7606100840124,355.50020951001187,225.86712050901238,0.245231752251881,5.159,113.67231507512675,144.9649999421252,92.10353815725341,5403.3845722816905,6890.87438476472,4378.118249835479
ERI,2021-12-14,74.21640832800004,277.50697794300015,0,0.19799827586839,3.607,37.48336090427974,140.15625980877724,-42.64677491945806,2057.5660750762418,7693.567450596066,0
ESP,2021-12-14,239.53731847832316,248.5784748833232,236.66922587732319,0.977515229221238,19.436,24.504714741800655,25.429626818331975,24.211308305229338,1232.4414410286229,1278.9590187452316,1217.684841929014
EST,2021-12-14,263.3203821374693,269.9259117154694,259.49351050846934,0.919858002906373,19.452,28.626198968263058,29.34430214909416,28.210170448979795,1353.693101673192,1387.651201498403,1334.0196921060524
ETH,2021-12-14,179.62717227600027,201.6948974009998,0,0.168856571829736,3.526,106.37854975352967,119.44746669639594,-35.777455124409435,5094.361096880325,5720.218304055581,0
FIN,2021-12-14,70.78535206595673,77.85195806495673,66.16911144295673,0.953259707688942,21.228,7.425610407636644,8.166920036272066,6.941351964133195,333.45276081569966,366.74184127075904,311.70676202636486
FJI,2021-12-14,187.9072001010001,286.174574891,72.16908660399979,0.266725835491925,6.224,70.44956846960139,107.29165937870454,27.057403895988422,3019.0745517512864,4597.920547734576,1159.5290264138782
FLK,2021-12-14,355.0798933219996,478.61699594299967,0,NA,NA,NA,NA,NA,NA,NA,NA
FRA,2021-12-14,135.22043743509772,146.3101442100977,130.38511345609768,0.955942115811437,19.718,14.145253692512325,15.305335102419308,13.63943603901396,685.7715662597511,742.013105842873,661.249180728764
FRO,2021-12-14,-87.55575680741514,10.32414597758508,0,NA,NA,NA,NA,NA,NA,NA,NA
FSM,2021-12-14,257.9059523269998,309.638494521999,4.950738926000178,0.204024813291717,4.81,126.40911081645885,151.76511598090494,2.4265376579080873,5361.870110748437,6437.390738503098,102.9259651975089
GAB,2021-12-14,174.23855144300026,208.09819106500015,0,0.178662634985319,4.45,97.52377796136149,116.47549644731251,-11.532589293610798,3915.4730661348367,4676.363844157307,0
GBR,2021-12-14,215.14216854040333,222.98650169840332,211.4614205594034,0.843223685351425,18.517,25.51424637114408,26.444525405553645,25.077737287618287,1161.8629828827743,1204.2258556915447,1141.9853138165113
GEO,2021-12-14,522.9162522112485,574.7527422402493,419.20740627024867,0.658413326314432,14.864,79.42066651936578,87.29360711113102,63.669338015502426,3518.004926071371,3866.743421960773,2820.2866406771304
GGY,2021-12-14,129.91081490699986,785.2969388789998,0,NA,NA,NA,NA,NA,NA,NA,NA
GHA,2021-12-14,61.296337974999894,134.88115653999984,0,0.164610882676519,3.385,37.23711153135292,81.93939206623308,-28.12805929118837,1810.822392171341,3984.672275923186,0
GIB,2021-12-14,320.2928079315098,639.0529648395104,75.28204123051034,NA,NA,NA,NA,NA,NA,NA,NA
GIN,2021-12-14,135.82537481800009,183.62090003600005,0,0.139762526329319,3.135,97.18297056104876,131.38063890125935,-34.545803507611204,4332.547841084533,5857.125997958535,0
GMB,2021-12-14,131.94030670800007,194.1192019740004,0,0.128344871334392,2.339,102.80138609063734,151.2481176347427,-29.157134764271696,5640.885280376232,8299.239075416861,0
GNB,2021-12-14,146.74717546000014,180.0718100600002,0,0.137988415597429,3.002,106.34746027385673,130.49777351263052,-22.557605309282135,4888.313639573623,5998.39473884078,0
GNQ,2021-12-14,144.01132926500014,188.1482292010001,0,0.128727422149583,2.846,111.87307790383393,146.16017788530664,-10.48545714549913,5060.131035312725,6610.970808186933,0
GRC,2021-12-14,236.21613135183046,248.70706408083052,217.28609159983043,1.06901175775556,20.396,22.0966822523802,23.265138318310232,20.325884165767523,1158.149300607131,1219.3913712533365,1065.3367895657502
GRD,2021-12-14,128.5079417859999,282.8722405529998,17.7840620950003,0.451418106169042,7.304,28.467609081209,62.66302496228917,3.9395987560013213,1759.4186991511483,3872.840095194411,243.4838731517018
GRL,2021-12-14,-43.49868949329528,71.7717009137048,0,0.852721412131438,NA,0,8.416781834328084,-8.535748211641733,NA,NA,NA
GTM,2021-12-14,253.5441672762815,268.18826186728165,239.67550865828161,0.246152244234573,4.694,103.00298827853236,108.95219042232631,97.36880904887494,5401.452221480219,5713.426967773363,5105.99720192334
GUY,2021-12-14,204.769739146,339.69171383299994,110.097237643,0.330751931553284,5.305,61.91036834897871,102.70286623504595,33.286952286554794,3859.9385324410932,6403.236830028274,2075.34849468426
HKG,2021-12-14,23.463656395976393,69.56213422497636,16.53373622497634,0.854463377206589,16.303,2.7460107737658412,8.141031679132796,1.9349847712640906,143.92232347406238,426.6830290435893,101.41529917792026
HND,2021-12-14,285.7838877390002,441.1801148970005,204.89085339300016,0.252299119260729,4.652,113.27185309896689,174.86391398817355,81.20950005428416,6143.247801784183,9483.66541051162,4404.360563048155
HRV,2021-12-14,424.62621422670315,449.4145961067024,404.4876576567029,0.918165820544792,19.724,46.24722514444635,48.946996942234584,44.053878788114865,2152.840266815571,2278.5165083487245,2050.7384792978246
HTI,2021-12-14,190.9910178699998,300.9109127869997,15.898134716000087,0.24288187984301501,4.8,78.63535064593765,123.8918741000734,6.545624040078961,3978.979538958329,6268.97734972916,331.21113991666846
HUN,2021-12-14,408.394557001539,442.81164819553857,386.45230573353894,0.818970488726948,18.577,49.866822141096875,54.06930460752853,47.18757403997076,2198.388098194213,2383.6553167655625,2080.2729489882054
IDN,2021-12-14,204.13203383999996,323.8100086020001,49.1205811690001,0.297141457275364,5.319,68.69860426471179,108.97503551714834,16.531042695762093,3837.78969430344,6087.798620078964,923.4927837751475
IMN,2021-12-14,81.05822095800009,648.7658246600007,0,NA,NA,NA,NA,NA,NA,NA,NA
IND,2021-12-14,341.41403222400015,539.7412486760004,76.95315893099996,0.296942357834205,5.989,114.97653440693212,181.7663376194244,25.91518417657546,5700.685126465189,9012.20986268159,1284.9083140925022
IRL,2021-12-14,68.12440385814014,95.48140785514005,58.072709158140164,0.624922579774034,13.928,10.901254981500793,15.278917892463609,9.29278458447424,489.1183505035909,685.5356681155947,416.9493764944009
IRN,2021-12-14,309.1128907143477,318.46576670134766,305.36873539234773,0.310714507514406,5.44,99.48453748977782,102.49465634834651,98.27952284403379,5682.22225577845,5854.150123186538,5613.395871182863
IRQ,2021-12-14,602.655658003001,960.3634619150009,231.61360588099973,0.169645157771844,3.186,355.2448333441462,566.1013108352878,136.52827402978232,18915.74570003142,30143.23483725678,7269.730253640921
ISL,2021-12-14,-7.495209869618328,0.660434079381736,0,0.693983162256222,14.431,0,0.09516572091383113,-4.059709254187416,-51.93825701350099,4.576495595466261,0
ISR,2021-12-14,83.44803994791643,89.65032687891647,77.53050284291646,0.548653337641527,11.733,15.209611283261484,16.340067712755115,14.13105462480071,711.2250911780144,764.0869929167005,660.7901034937055
ITA,2021-12-14,298.6159892410896,313.5097151760897,292.1607449010897,1.09660551678677,23.021,27.230939902261508,28.589106144087562,26.642282974935917,1297.1460372750514,1361.8422969292806,1269.1053598935307
JAM,2021-12-14,120.17672487177839,186.76241361277832,81.92283386777875,0.427928630556785,9.684,28.083356964317737,43.643355521638895,19.14404132324299,1240.9822890518215,1928.5668485417011,845.9606966932956
JEY,2021-12-14,156.5754070879998,803.9947415219999,0,NA,NA,NA,NA,NA,NA,NA,NA
JOR,2021-12-14,301.9958844660003,389.64097668000045,190.6824087810003,0.205535800537427,3.81,146.93103764714138,189.5732887707068,92.77333110942783,7926.401167086621,10226.797288188987,5004.7876320472515
JPN,2021-12-14,10.700809234476319,32.90034550647638,6.909518212476311,1.29774091187324,27.049,0.8245720803415302,2.53520137998778,0.5324266307134204,39.560831211787196,121.63239123988457,25.544449748516804
KAZ,2021-12-14,433.61808891346084,480.6865924834608,382.87198435846074,0.365055835208924,6.991,118.78130606111205,131.67481413038107,104.88039018451533,6202.518794356471,6875.791624709781,5476.641172342451
KEN,2021-12-14,159.8016554190002,184.8197162700001,0.578939413999885,0.136524441623756,2.686,117.04985094126462,135.37481938899978,0.4240555076543499,5949.428719992562,6880.8531746090885,21.553961801931685
KGZ,2021-12-14,207.94977048929556,233.86231125629556,180.9290720912955,0.24220794126403,4.489,85.85588457754581,96.55435327009492,74.69989264062377,4632.429727986089,5209.675011278582,4030.4983758363887
KHM,2021-12-14,131.59299539700015,234.7882084070004,61.338200745000044,0.22559918242463,4.412,58.33043984588188,104.07316457604642,27.189017303062435,2982.6154895058967,5321.582239505902,1390.2584031051688
KIR,2021-12-14,110.51905862599999,237.03997984,0,0.207799119178793,3.895,53.18552795736732,114.07169615384548,-38.213355543474265,2837.4597850064183,6085.750445186136,0
KNA,2021-12-14,100.48064468399996,277.7515560999996,3.2841612609999693,NA,NA,NA,NA,NA,NA,NA,NA
KOR,2021-12-14,0.5792639168541803,9.931057020854263,0,0.709330990746997,13.914,0.08166341586797965,1.4000596548581445,-0.7635548723794056,4.163173184233005,71.37456533602317,0
KWT,2021-12-14,210.24730605208364,451.85612256408314,146.50975318308375,0.219684178630981,2.345,95.70434583058932,205.68441723019924,66.69108084892471,8965.76998089909,19268.91780657071,6247.750668788219
LAO,2021-12-14,205.5652114910003,247.257809796,45.644351849000245,0.207329136191272,4.029,99.14921523685683,119.25859256360945,22.01540636666278,5102.13977391413,6136.952340431869,1132.8953052618576
LBN,2021-12-14,197.36180795496722,209.03969308896728,189.4306384449673,0.354555278804259,8.514,55.66460852608703,58.95827973396859,53.427673981846745,2318.085599659,2455.246571399663,2224.9311539225664
LBR,2021-12-14,85.88733384899994,129.6481829379998,0,0.162867307677098,3.057,52.73454511772298,79.60356488181243,-44.95678268235799,2809.530057212952,4241.026592672548,0
LBY,2021-12-14,403.919389585,447.2123813999993,198.7597672430004,0.240425367915404,4.424,168.00198460219178,186.00881648951258,82.67004807618136,9130.185117201627,10108.778964737778,4492.761465709774
LCA,2021-12-14,284.28483979300046,453.36961934600015,100.0883933050001,0.493352173628674,9.721,57.62310474930025,91.89573768600297,20.28741306009377,2924.4402817920013,4663.816678798479,1029.610053543875
LIE,2021-12-14,123.02604444491736,152.33179705391737,109.46917047091729,NA,NA,NA,NA,NA,NA,NA,NA
LKA,2021-12-14,130.68421538000027,241.25239167099997,74.50205571700003,0.464081185976605,10.069,28.159774481051308,51.98495413325415,16.05366861839467,1297.8867353262515,2395.9915748435787,739.9151426854705
LSO,2021-12-14,98.87155800300006,201.45115572700016,0.5319680399998512,0.229861932331157,4.506,43.013454642223216,87.64006883783344,0.23142937788996598,2194.220106591213,4470.731374323128,11.805770972033981
LTU,2021-12-14,627.1374505329684,634.9841206809683,614.5171972049682,0.980037805359834,19.002,63.99114882131578,64.79179856207949,62.70341754615681,3300.3760158560594,3341.669933064774,3233.96062101341
LUX,2021-12-14,46.95025197720655,70.80326240120655,41.744569796206534,0.692134645833,14.312,6.783398614687297,10.229694876203343,6.0312787472105205,328.0481552348138,494.7125656875807,291.67530601038663
LVA,2021-12-14,421.0958714060307,427.67948991303064,404.0021121190308,0.952783942668027,19.754,44.196365256414765,44.887352815311296,42.4022796802942,2131.699257902352,2165.027285172778,2045.1661036702985
MAC,2021-12-14,18.5557722969148,84.11067295291467,0,0.536409341510443,9.798,3.4592559936903244,15.680314723094208,-0.2646058620247915,189.38326492054296,858.4473663289923,0
MAR,2021-12-14,168.24322571100015,308.7674793750001,89.03540134700012,0.336430893195242,6.769,50.008257004318274,91.77738597145182,26.46469249639626,2485.4960217314247,4561.4932689466705,1315.340542871918
MCO,2021-12-14,439.13241755796895,451.12139889296884,402.96519564396885,NA,NA,NA,NA,NA,NA,NA,NA
MDA,2021-12-14,442.89328713645216,477.3449783214521,405.78530681045237,0.525268091545281,10.864,84.31756930703877,90.8764469048854,77.25299010961747,4076.7055148789773,4393.823438157696,3735.137212909171
MDG,2021-12-14,116.14781305599992,131.24486000700009,0,0.158319451764652,2.929,73.36294546336488,82.89875851901044,-34.90472463809906,3965.4425761693387,4480.876067156029,0
MDV,2021-12-14,108.86380925400009,289.81444351100004,59.634914643999814,0.215955986293361,4.12,50.41018363163884,134.20069917270436,27.61438368417812,2642.3254673300994,7034.331153179613,1447.4493845631023
MEX,2021-12-14,461.40648965546666,485.9072662274667,451.4318492444668,0.36564601489984,6.857,126.18939379986351,132.8900757637327,123.4614438142108,6728.984827992805,7086.295263635215,6583.518291446212
MHL,2021-12-14,192.33510143099963,263.22134784999946,0,NA,NA,NA,NA,NA,NA,NA,NA
MKD,2021-12-14,770.9074520924544,801.3815525494543,720.0243935794537,0.581300008257099,13.26,132.61782920042472,137.86023415898816,123.86450771578163,5813.781689988344,6043.601452107499,5430.048217039621
MLI,2021-12-14,87.73211464700005,164.90700780099976,0,0.123111771565777,2.519,71.26216569804288,133.94901698160692,-56.13010719943963,3482.8151904327133,6546.526709051202,0
MLT,2021-12-14,82.22245710760154,89.65195062460158,72.53244865760155,0.875635827530677,19.426,9.390028882152032,10.238497307427808,8.283403485458736,423.2598430330565,461.50494504582304,373.3781975579201
MMR,2021-12-14,201.22377622500005,280.1900532669998,61.993187651999804,0.284267909623922,5.732,70.7866661738967,98.56548832320993,21.808014747079596,3510.5334303035597,4888.17259712142,1081.528046964407
MNE,2021-12-14,587.9939658182498,662.0549709952501,527.9496928242495,0.65067252896374,14.762,90.36711089596606,101.74933496111136,81.13907831103019,3983.1592319350343,4484.859578615703,3576.410329387952
MNG,2021-12-14,24.184624649961545,68.60623628196156,19.064782965961523,0.233065692183697,4.031,10.37674160592447,29.43643727189487,8.180004009742929,599.9658806738166,1701.9656730826484,472.95417925977483
MOZ,2021-12-14,162.9224724910004,229.74044846699985,38.98665272600006,0.138930800566357,3.158,117.26879268444463,165.36322221599076,28.061921882742634,5159.039660892983,7274.871705731472,1234.5361851171647
MRT,2021-12-14,151.27378403200018,215.35467575999994,0,0.16225135589061,3.138,93.23421872294806,132.729045361687,-39.02051312636465,4820.706948119828,6862.800374760993,0
MSR,2021-12-14,367.56072242499977,573.1057613749996,0,NA,NA,NA,NA,NA,NA,NA,NA
MUS,2021-12-14,-4.811863692452185,34.96109636554789,0,0.526737147380066,10.945,0,6.637294623977181,-5.0296285210232705,-43.96403556374769,319.4252751534754,0
MWI,2021-12-14,112.22173939300019,173.3057812689997,0,0.133394382361022,2.979,84.12778514861321,129.91984984791975,-40.381563237208695,3767.0943065793954,5817.582452802944,0
MYS,2021-12-14,82.39894809057324,153.51792642157267,34.32629744857248,0.325701097993835,6.293,25.298946978721247,47.13460512327733,10.539202250163193,1309.374671707822,2439.503041817459,545.4679397516683
NAM,2021-12-14,365.7136875560001,423.0719242730004,183.2501906839998,0.182165219246218,3.552,200.75933763277524,232.24626853777627,100.59559747040147,10295.99345596847,11910.80867885699,5159.070683671165
NCL,2021-12-14,137.25911128599992,286.5538429379999,0,0.421402314475809,9.954,32.571987996017384,68.00006385689886,-13.717356439512066,1378.9342102270436,2878.7808211573224,0
NER,2021-12-14,202.91592414900023,320.09539201299987,0,0.12338573190553,2.553,164.45655507750467,259.4265860967459,-25.40994805056145,7948.136472737964,12538.009871249506,0
NGA,2021-12-14,136.69630236600005,149.8980376839999,0,0.135766561785306,2.751,100.68480822410771,110.40865711915181,-42.70627136429048,4968.967734133044,5448.85633166121,0
NIC,2021-12-14,313.8536787405466,399.6748605155466,155.91985736854645,0.281026462194901,5.445,111.6811834334942,142.21965340700157,55.482268876306364,5764.071234904437,7340.21782397698,2863.5419167777122
NIU,2021-12-14,263.09969398999976,434.31015931200045,0,NA,NA,NA,NA,NA,NA,NA,NA
NLD,2021-12-14,182.01837681463624,190.52477381563622,174.85230177463632,0.861676306011099,18.779,21.123753263826163,22.11094496698185,20.292109758021372,969.2655456341457,1014.562936341851,931.1054996253065
NOR,2021-12-14,28.701015133568447,34.30360904256842,21.1503490745684,0.767158068214494,16.821,3.741212707358736,4.471517730681976,2.7569740775580107,170.62609317857704,203.9332325222544,125.73776276421376
NPL,2021-12-14,316.0709073210009,380.40261993499985,149.86913441200014,0.257310351869662,5.809,122.8364521770595,147.83805516215259,58.24450253284596,5441.055385109328,6548.504388621102,2579.9472269237413
