location,date,estimate,estimate_top_95,estimate_top_50,estimate_bot_50,estimate_bot_95,official_covid_deaths,known_excess_deaths
Aruba,2020-01-01,0,0,0,0,0,NA,TRUE
Afghanistan,2020-01-01,-58.586,126.916,32.795,-58.586,-120.804,NA,FALSE
Angola,2020-01-01,15.314,136.169,47.86,-6.667,-59.764,NA,FALSE
Anguilla,2020-01-01,-0.027,0.118,0.014,-0.027,-0.062,NA,FALSE
Albania,2020-01-01,0,0,0,0,0,NA,TRUE
Andorra,2020-01-01,0,0,0,0,0,NA,TRUE
United Arab Emirates,2020-01-01,10.424,13.079,10.424,-3.607,-9.105,NA,FALSE
Argentina,2020-01-01,0,0,0,0,0,NA,TRUE
Armenia,2020-01-01,-2.746,3.82,-0.773,-3.949,-9.66,NA,FALSE
Antigua and Barbuda,2020-01-01,0,0,0,0,0,NA,TRUE
Australia,2020-01-01,0,0,0,0,0,NA,TRUE
Austria,2020-01-01,0,0,0,0,0,NA,TRUE
Azerbaijan,2020-01-01,9.969,9.969,9.969,-4.537,-12.242,NA,FALSE
Burundi,2020-01-01,11.758,33.945,14.794,-2.971,-24.258,NA,FALSE
Belgium,2020-01-01,0,0,0,0,0,NA,TRUE
Benin,2020-01-01,49.916,49.916,49.916,-9.051,-41.086,NA,FALSE
"Caribbean Netherlands (Bonaire, Sint Eustatius and Saba)",2020-01-01,-0.1,0.209,0.017,-0.1,-0.149,NA,FALSE
Burkina Faso,2020-01-01,95.224,95.224,95.224,-11.714,-126.405,NA,FALSE
Bangladesh,2020-01-01,69.835,1012.859,198.579,-55.324,-232.617,NA,FALSE
Bulgaria,2020-01-01,0,0,0,0,0,NA,TRUE
Bahrain,2020-01-01,-0.07,1.615,-0.023,-1.106,-3.254,NA,FALSE
Bahamas,2020-01-01,-0.489,0.934,0.033,-0.528,-1.355,NA,FALSE
Bosnia,2020-01-01,0,0,0,0,0,NA,TRUE
Belarus,2020-01-01,0,0,0,0,0,NA,TRUE
Belize,2020-01-01,0,0,0,0,0,NA,TRUE
Bermuda,2020-01-01,0,0,0,0,0,NA,TRUE
Bolivia,2020-01-01,0,0,0,0,0,NA,TRUE
Brazil,2020-01-01,0,0,0,0,0,NA,TRUE
Barbados,2020-01-01,-0.215,0.178,-0.146,-0.501,-1.154,NA,FALSE
Brunei,2020-01-01,0,0,0,0,0,NA,TRUE
Bhutan,2020-01-01,-0.875,1.748,0.337,-0.875,-2.116,NA,FALSE
Botswana,2020-01-01,0.744,3.549,0.939,-2.041,-7.361,NA,FALSE
Central African Republic,2020-01-01,27.52,27.52,27.52,-1.802,-12.217,NA,FALSE
Canada,2020-01-01,0,0,0,0,0,NA,TRUE
Switzerland,2020-01-01,0,0,0,0,0,NA,TRUE
Chile,2020-01-01,0,0,0,0,0,NA,TRUE
China,2020-01-01,-7062.573,-7062.573,-7062.573,-7062.573,-7062.573,NA,TRUE
Ivory Coast,2020-01-01,120.94,120.94,120.94,-17.787,-80.945,NA,FALSE
Cameroon,2020-01-01,8.066,88.471,37.868,-3.607,-41.903,NA,FALSE
Congo,2020-01-01,94.864,317.627,128.358,-21.731,-145.924,NA,FALSE
Congo-Brazzaville,2020-01-01,7.095,18.11,8.988,-0.338,-10.455,NA,FALSE
Cook Islands,2020-01-01,-0.043,0.136,0.005,-0.043,-0.094,NA,FALSE
Colombia,2020-01-01,0,0,0,0,0,NA,TRUE
Comoros,2020-01-01,3.929,3.929,3.929,-0.567,-2.752,NA,FALSE
Cape Verde,2020-01-01,-1.233,0.791,-0.009,-1.233,-2.232,NA,FALSE
Costa Rica,2020-01-01,0,0,0,0,0,NA,TRUE
Cuba,2020-01-01,0,0,0,0,0,NA,TRUE
Curaçao,2020-01-01,0.21,0.649,0.21,-0.079,-0.268,NA,FALSE
Cayman Islands,2020-01-01,-0.106,0.251,0.068,-0.106,-0.217,NA,FALSE
Cyprus,2020-01-01,-0.075,0.148,-0.075,-1.334,-2.24,NA,FALSE
Czech Republic,2020-01-01,0,0,0,0,0,NA,TRUE
Germany,2020-01-01,0,0,0,0,0,NA,TRUE
Djibouti,2020-01-01,-0.037,2.911,0.8,-0.511,-1.991,NA,FALSE
Dominica,2020-01-01,-0.101,0.123,-0.009,-0.108,-0.208,NA,FALSE
Denmark,2020-01-01,0,0,0,0,0,NA,TRUE
Dominican Republic,2020-01-01,0,0,0,0,0,NA,TRUE
Algeria,2020-01-01,22.332,53.852,22.332,-22.023,-64.457,NA,FALSE
Ecuador,2020-01-01,0,0,0,0,0,NA,TRUE
Egypt,2020-01-01,0,0,0,0,0,NA,TRUE
Eritrea,2020-01-01,0.024,28.849,4.675,-1.148,-7.923,NA,FALSE
Spain,2020-01-01,0,0,0,0,0,NA,TRUE
Estonia,2020-01-01,0,0,0,0,0,NA,TRUE
Ethiopia,2020-01-01,50.557,307.819,135.854,-38.129,-303.175,NA,FALSE
Finland,2020-01-01,0,0,0,0,0,NA,TRUE
Fiji,2020-01-01,-0.505,7.232,0.754,-1.664,-5.045,NA,FALSE
Falkland Islands,2020-01-01,-0.02,0.063,0.006,-0.02,-0.027,NA,FALSE
France,2020-01-01,0,0,0,0,0,NA,TRUE
Faroe Islands,2020-01-01,0,0,0,0,0,NA,TRUE
Micronesia,2020-01-01,0.22,0.975,0.338,-0.065,-0.5,NA,FALSE
Gabon,2020-01-01,2.021,6.586,2.021,-1.622,-7.357,NA,FALSE
Britain,2020-01-01,0,0,0,0,0,NA,TRUE
Georgia,2020-01-01,0,0,0,0,0,NA,TRUE
Guernsey,2020-01-01,-0.264,0.483,0.007,-0.264,-0.349,NA,FALSE
Ghana,2020-01-01,31.462,170.045,42.643,-25.778,-147.159,NA,FALSE
Gibraltar,2020-01-01,0,0,0,0,0,NA,TRUE
Guinea,2020-01-01,59.515,59.515,59.515,-4.778,-39.776,NA,FALSE
The Gambia,2020-01-01,10.842,10.842,10.842,-1.606,-11.709,NA,FALSE
Guinea-Bissau,2020-01-01,12.49,12.49,12.49,-1.194,-9.236,NA,FALSE
Equatorial Guinea,2020-01-01,-0.706,4.603,0.449,-1.227,-5.435,NA,FALSE
Greece,2020-01-01,0,0,0,0,0,NA,TRUE
Grenada,2020-01-01,-0.105,0.062,-0.052,-0.178,-0.396,NA,FALSE
Greenland,2020-01-01,0,0,0,0,0,NA,TRUE
Guatemala,2020-01-01,0,0,0,0,0,NA,TRUE
Guyana,2020-01-01,-1.029,0.625,-0.219,-1.029,-1.953,NA,FALSE
Hong Kong,2020-01-01,0,0,0,0,0,NA,TRUE
Honduras,2020-01-01,-0.958,16.205,5.959,-1.113,-8.672,NA,FALSE
Croatia,2020-01-01,0,0,0,0,0,NA,TRUE
Haiti,2020-01-01,0.857,16.307,6.318,-5.625,-18.112,NA,FALSE
Hungary,2020-01-01,0,0,0,0,0,NA,TRUE
Indonesia,2020-01-01,554.833,1051.147,554.833,-75.438,-564.013,NA,FALSE
Isle of Man,2020-01-01,-0.389,0.201,-0.012,-0.389,-0.503,NA,FALSE
India,2020-01-01,3373.358,4291.774,3373.358,-242.17,-2231.665,NA,FALSE
Ireland,2020-01-01,0,0,0,0,0,NA,TRUE
Iran,2020-01-01,0,0,0,0,0,NA,TRUE
Iraq,2020-01-01,-21.107,73.442,23.705,-21.107,-75.319,NA,FALSE
Iceland,2020-01-01,0,0,0,0,0,NA,TRUE
Israel,2020-01-01,0,0,0,0,0,NA,TRUE
Italy,2020-01-01,0,0,0,0,0,NA,TRUE
Jamaica,2020-01-01,0,0,0,0,0,NA,TRUE
Jersey,2020-01-01,-0.43,0.771,-0.008,-0.43,-0.676,NA,FALSE
Jordan,2020-01-01,-4.408,10.981,1.054,-7.432,-15.396,NA,FALSE
Japan,2020-01-01,0,0,0,0,0,NA,TRUE
Kazakhstan,2020-01-01,0,0,0,0,0,NA,TRUE
Kenya,2020-01-01,384.136,384.136,384.136,-7.872,-176.428,NA,FALSE
Kyrgyzstan,2020-01-01,0,0,0,0,0,NA,TRUE
Cambodia,2020-01-01,0.798,65.166,11.972,-6.365,-25.091,NA,FALSE
Kiribati,2020-01-01,-0.054,1.214,0.168,-0.232,-0.725,NA,FALSE
Saint Kitts and Nevis,2020-01-01,-0.091,0.198,0.021,-0.091,-0.162,NA,FALSE
South Korea,2020-01-01,0,0,0,0,0,NA,TRUE
Kuwait,2020-01-01,0,0,0,0,0,NA,TRUE
Laos,2020-01-01,11.445,13.48,11.445,-1.621,-11.321,NA,FALSE
Lebanon,2020-01-01,0,0,0,0,0,NA,TRUE
Liberia,2020-01-01,32.76,32.76,32.76,-2.025,-26.289,NA,FALSE
Libya,2020-01-01,-11.936,7.044,0.611,-11.936,-11.936,NA,FALSE
Saint Lucia,2020-01-01,-0.029,0.301,0.03,-0.213,-0.503,NA,FALSE
Liechtenstein,2020-01-01,0,0,0,0,0,NA,TRUE
Sri Lanka,2020-01-01,-20.088,78.501,13.405,-20.088,-63.946,NA,FALSE
Lesotho,2020-01-01,4.865,8.115,4.865,0.255,-2.409,NA,FALSE
Lithuania,2020-01-01,0,0,0,0,0,NA,TRUE
Luxembourg,2020-01-01,0,0,0,0,0,NA,TRUE
Latvia,2020-01-01,0,0,0,0,0,NA,TRUE
Macau,2020-01-01,0,0,0,0,0,NA,TRUE
Morocco,2020-01-01,-9.405,30.065,2.941,-28.245,-64.209,NA,FALSE
Monaco,2020-01-01,0,0,0,0,0,NA,TRUE
Moldova,2020-01-01,0,0,0,0,0,NA,TRUE
Madagascar,2020-01-01,201.955,201.955,201.955,-14.23,-74.965,NA,FALSE
Maldives,2020-01-01,-0.357,2.182,0.436,-0.472,-1.208,NA,FALSE
Mexico,2020-01-01,0,0,0,0,0,NA,TRUE
Marshall Islands,2020-01-01,0.067,0.711,0.342,-0.073,-0.428,NA,FALSE
North Macedonia,2020-01-01,0,0,0,0,0,NA,TRUE
Mali,2020-01-01,85.683,85.683,85.683,-20.609,-75.724,NA,FALSE
Malta,2020-01-01,0,0,0,0,0,NA,TRUE
Myanmar,2020-01-01,57.738,132.658,57.738,-8.232,-92.821,NA,FALSE
Montenegro,2020-01-01,0,0,0,0,0,NA,TRUE
Mongolia,2020-01-01,0,0,0,0,0,NA,TRUE
Mozambique,2020-01-01,21.521,95.416,34.95,-0.14,-47.345,NA,FALSE
Mauritania,2020-01-01,-10.835,12.912,3.532,-10.835,-23.491,NA,FALSE
Montserrat,2020-01-01,-0.01,0.038,0.003,-0.01,-0.026,NA,FALSE
Mauritius,2020-01-01,0,0,0,0,0,NA,TRUE
Malawi,2020-01-01,85.557,85.557,85.557,-7.428,-50.797,NA,FALSE
Malaysia,2020-01-01,0,0,0,0,0,NA,TRUE
Namibia,2020-01-01,4.386,8.145,4.386,-2.197,-9.583,NA,FALSE
New Caledonia,2020-01-01,-0.871,1.447,-0.13,-0.951,-2.184,NA,FALSE
Niger,2020-01-01,119.438,119.438,119.438,-10.621,-75.375,NA,FALSE
Nigeria,2020-01-01,1250.881,1250.881,1250.881,-60.676,-802.06,NA,FALSE
Nicaragua,2020-01-01,0,0,0,0,0,NA,TRUE
Niue,2020-01-01,-0.004,0.012,0.001,-0.004,-0.009,NA,FALSE
Netherlands,2020-01-01,0,0,0,0,0,NA,TRUE
Norway,2020-01-01,0,0,0,0,0,NA,TRUE
Nepal,2020-01-01,61.963,117.675,61.963,-3.595,-78.523,NA,FALSE
Nauru,2020-01-01,-0.003,0.127,0.049,-0.022,-0.082,NA,FALSE
New Zealand,2020-01-01,0,0,0,0,0,NA,TRUE
Oman,2020-01-01,0,0,0,0,0,NA,TRUE
Pakistan,2020-01-01,100.884,700.678,272.062,17.527,-365.91,NA,FALSE
Panama,2020-01-01,0,0,0,0,0,NA,TRUE
Pitcairn,2020-01-01,-0,0,0,-0,-0,NA,FALSE
Peru,2020-01-01,0,0,0,0,0,NA,TRUE
Philippines,2020-01-01,0,0,0,0,0,NA,TRUE
Palau,2020-01-01,0.009,0.224,0.095,-0.037,-0.143,NA,FALSE
Papua New Guinea,2020-01-01,5.667,62.245,12.097,-12.517,-33.014,NA,FALSE
Poland,2020-01-01,0,0,0,0,0,NA,TRUE
North Korea,2020-01-01,-96.154,196.018,12.587,-96.154,-110.38,NA,FALSE
Portugal,2020-01-01,0,0,0,0,0,NA,TRUE
Paraguay,2020-01-01,0,0,0,0,0,NA,TRUE
Palestinian Territories,2020-01-01,23.586,23.586,23.586,-6.208,-17.875,NA,FALSE
French Polynesia,2020-01-01,0,0,0,0,0,NA,TRUE
Qatar,2020-01-01,0,0,0,0,0,NA,TRUE
Romania,2020-01-01,0,0,0,0,0,NA,TRUE
Russia,2020-01-01,0,0,0,0,0,NA,TRUE
Rwanda,2020-01-01,0.916,27.818,9.659,-4.524,-25.484,NA,FALSE
Saudi Arabia,2020-01-01,38.178,40.09,38.178,-13.148,-39.891,NA,FALSE
Sudan,2020-01-01,52.957,101.504,52.957,4.197,-42.081,NA,FALSE
Senegal,2020-01-01,81.317,81.317,81.317,-6.236,-50.164,NA,FALSE
Singapore,2020-01-01,0,0,0,0,0,NA,TRUE
St. Helena Ascension and Tristan da Cunha,2020-01-01,-0.033,0.104,0.014,-0.033,-0.044,NA,FALSE
Solomon Islands,2020-01-01,-0.692,4.837,1.342,-0.871,-2.549,NA,FALSE
Sierra Leone,2020-01-01,41.813,41.813,41.813,-3.72,-38.788,NA,FALSE
El Salvador,2020-01-01,0,0,0,0,0,NA,TRUE
San Marino,2020-01-01,0,0,0,0,0,NA,TRUE
Somalia,2020-01-01,26.069,58.285,26.069,2.392,-25.768,NA,FALSE
Serbia,2020-01-01,0,0,0,0,0,NA,TRUE
South Sudan,2020-01-01,78.075,94.707,78.075,6.812,-35.528,NA,FALSE
São Tomé and Príncipe,2020-01-01,0.703,0.703,0.703,-0.321,-1.332,NA,FALSE
Suriname,2020-01-01,-1.304,0.275,-0.3,-1.304,-1.765,NA,FALSE
Slovakia,2020-01-01,0,0,0,0,0,NA,TRUE
Slovenia,2020-01-01,0,0,0,0,0,NA,TRUE
Sweden,2020-01-01,0,0,0,0,0,NA,TRUE
Eswatini,2020-01-01,1.546,2.319,1.546,-0.193,-1.581,NA,FALSE
Sint Maarten,2020-01-01,-0.026,0.195,0.056,-0.032,-0.158,NA,FALSE
Seychelles,2020-01-01,0,0,0,0,0,NA,TRUE
Syria,2020-01-01,-8.234,80.593,8.578,-13.099,-55.323,NA,FALSE
Turks and Caicos Islands,2020-01-01,-0.044,0.099,0.022,-0.047,-0.163,NA,FALSE
Chad,2020-01-01,9.672,40.078,19.742,-5.784,-32.659,NA,FALSE
Togo,2020-01-01,39.039,39.039,39.039,-6.192,-27.828,NA,FALSE
Thailand,2020-01-01,0,0,0,0,0,NA,TRUE
Tajikistan,2020-01-01,0,0,0,0,0,NA,TRUE
Tokelau,2020-01-01,-0.002,0.011,0.001,-0.002,-0.007,NA,FALSE
Turkmenistan,2020-01-01,2.785,7.297,2.996,-2.198,-9.361,NA,FALSE
Timor-Leste,2020-01-01,7.159,7.159,7.159,-0.848,-6.067,NA,FALSE
Tonga,2020-01-01,-0.116,0.194,0.023,-0.16,-0.58,NA,FALSE
Trinidad and Tobago,2020-01-01,-2.624,-0.238,-0.852,-2.624,-3.616,NA,FALSE
Tunisia,2020-01-01,0,0,0,0,0,NA,TRUE
Turkey,2020-01-01,-34.415,66.372,9.498,-56.207,-178.998,NA,FALSE
Tuvalu,2020-01-01,0.015,0.089,0.033,-0.006,-0.046,NA,FALSE
Taiwan,2020-01-01,0,0,0,0,0,NA,TRUE
Tanzania,2020-01-01,104.147,258.829,105.432,-3.744,-138.016,NA,FALSE
Uganda,2020-01-01,218.347,218.347,218.347,-9.623,-75.349,NA,FALSE
Ukraine,2020-01-01,0,0,0,0,0,NA,TRUE
Uruguay,2020-01-01,0,0,0,0,0,NA,TRUE
United States,2020-01-01,0,0,0,0,0,NA,TRUE
Uzbekistan,2020-01-01,0,0,0,0,0,NA,TRUE
Vatican,2020-01-01,-0.004,0.006,0,-0.004,-0.006,NA,FALSE
Saint Vincent and the Grenadines,2020-01-01,-0.102,0.059,-0.049,-0.161,-0.349,NA,FALSE
Venezuela,2020-01-01,-4.183,50.369,14.987,-6.078,-33.774,NA,FALSE
Virgin Islands (British),2020-01-01,-0.065,0.236,0.018,-0.065,-0.181,NA,FALSE
Vietnam,2020-01-01,74.268,157.083,74.268,-18.132,-172.385,NA,FALSE
Vanuatu,2020-01-01,-0.554,1.96,0.328,-0.554,-1.276,NA,FALSE
Wallis and Futuna,2020-01-01,-0.015,0.192,0.02,-0.015,-0.06,NA,FALSE
Samoa,2020-01-01,-0.136,0.317,0.001,-0.288,-0.955,NA,FALSE
Yemen,2020-01-01,52.516,67.485,52.516,2.921,-35.526,NA,FALSE
South Africa,2020-01-01,0,0,0,0,0,NA,TRUE
Zambia,2020-01-01,100.773,100.773,100.773,-4.493,-34.493,NA,FALSE
Zimbabwe,2020-01-01,6.151,27.262,12.417,-2.949,-25.828,NA,FALSE
European Union,2020-01-01,-0.075,0.148,-0.075,-1.334,-2.24,NA,FALSE
Aruba,2020-01-06,0,0,0,0,0,NA,TRUE
Afghanistan,2020-01-06,-117.172,253.832,61.32,-117.172,-241.609,NA,FALSE
Angola,2020-01-06,30.629,269.749,95.721,-16.969,-119.288,NA,FALSE
Anguilla,2020-01-06,-0.071,0.393,0.048,-0.071,-0.126,NA,FALSE
Albania,2020-01-06,0,0,0,0,0,NA,TRUE
Andorra,2020-01-06,0,0,0,0,0,NA,TRUE
United Arab Emirates,2020-01-06,20.849,26.068,20.849,-7.214,-18.209,NA,FALSE
Argentina,2020-01-06,0,0,0,0,0,NA,TRUE
Armenia,2020-01-06,-5.491,7.639,-1.49,-7.878,-19.32,NA,FALSE
Antigua and Barbuda,2020-01-06,0,0,0,0,0,NA,TRUE
Australia,2020-01-06,0,0,0,0,0,NA,TRUE
Austria,2020-01-06,0,0,0,0,0,NA,TRUE
Azerbaijan,2020-01-06,19.938,19.938,19.938,-8.716,-24.917,NA,FALSE
Burundi,2020-01-06,23.517,67.89,29.583,-5.987,-48.516,NA,FALSE
Belgium,2020-01-06,0,0,0,0,0,NA,TRUE
Benin,2020-01-06,99.479,99.479,99.479,-16.021,-82.196,NA,FALSE
"Caribbean Netherlands (Bonaire, Sint Eustatius and Saba)",2020-01-06,-0.224,0.713,0.072,-0.224,-0.333,NA,FALSE
Burkina Faso,2020-01-06,190.377,190.377,190.377,-20.961,-254.98,NA,FALSE
Bangladesh,2020-01-06,139.67,2025.417,393.947,-107.856,-464.555,NA,FALSE
Bulgaria,2020-01-06,0,0,0,0,0,NA,TRUE
Bahrain,2020-01-06,-0.139,3.225,-0.072,-2.211,-6.509,NA,FALSE
Bahamas,2020-01-06,-1.004,2.108,0.159,-1.094,-2.77,NA,FALSE
Bosnia,2020-01-06,0,0,0,0,0,NA,TRUE
Belarus,2020-01-06,0,0,0,0,0,NA,TRUE
Belize,2020-01-06,0,0,0,0,0,NA,TRUE
Bermuda,2020-01-06,0,0,0,0,0,NA,TRUE
Bolivia,2020-01-06,0,0,0,0,0,NA,TRUE
Brazil,2020-01-06,0,0,0,0,0,NA,TRUE
Barbados,2020-01-06,-0.431,0.466,-0.253,-1.037,-2.366,NA,FALSE
Brunei,2020-01-06,0,0,0,0,0,NA,TRUE
Bhutan,2020-01-06,-1.75,3.411,0.674,-1.75,-4.23,NA,FALSE
Botswana,2020-01-06,1.556,6.315,1.727,-3.791,-14.722,NA,FALSE
Central African Republic,2020-01-06,55.04,55.04,55.04,-4.226,-24.863,NA,FALSE
Canada,2020-01-06,0,0,0,0,0,NA,TRUE
Switzerland,2020-01-06,0,0,0,0,0,NA,TRUE
Chile,2020-01-06,0,0,0,0,0,NA,TRUE
China,2020-01-06,-14125.146,-14125.146,-14125.146,-14125.146,-14125.146,NA,TRUE
Ivory Coast,2020-01-06,241.881,241.881,241.881,-34.89,-161.947,NA,FALSE
Cameroon,2020-01-06,16.131,177.069,76.101,-7.539,-83.807,NA,FALSE
Congo,2020-01-06,189.727,633.182,262.63,-42.975,-291.849,NA,FALSE
Congo-Brazzaville,2020-01-06,14.19,36.221,17.981,-0.946,-20.91,NA,FALSE
Cook Islands,2020-01-06,-0.087,0.273,0.011,-0.087,-0.215,NA,FALSE
Colombia,2020-01-06,0,0,0,0,0,NA,TRUE
Comoros,2020-01-06,7.857,7.857,7.857,-1.174,-5.505,NA,FALSE
Cape Verde,2020-01-06,-2.467,1.58,-0.034,-2.467,-4.468,NA,FALSE
Costa Rica,2020-01-06,0,0,0,0,0,NA,TRUE
Cuba,2020-01-06,0,0,0,0,0,NA,TRUE
Curaçao,2020-01-06,0.568,1.421,0.568,-0.134,-0.693,NA,FALSE
Cayman Islands,2020-01-06,-0.271,0.754,0.308,-0.271,-0.392,NA,FALSE
Cyprus,2020-01-06,-0.075,0.148,-0.075,-1.334,-2.24,NA,FALSE
Czech Republic,2020-01-06,0,0,0,0,0,NA,TRUE
Germany,2020-01-06,0,0,0,0,0,NA,TRUE
Djibouti,2020-01-06,-0.074,5.822,1.581,-0.948,-4,NA,FALSE
Dominica,2020-01-06,-0.209,0.312,0.013,-0.209,-0.418,NA,FALSE
Denmark,2020-01-06,0,0,0,0,0,NA,TRUE
Dominican Republic,2020-01-06,0,0,0,0,0,NA,TRUE
Algeria,2020-01-06,44.664,107.236,44.664,-43.155,-127.162,NA,FALSE
Ecuador,2020-01-06,0,0,0,0,0,NA,TRUE
Egypt,2020-01-06,0,0,0,0,0,NA,TRUE
Eritrea,2020-01-06,0.048,57.869,9.208,-2.863,-15.847,NA,FALSE
Spain,2020-01-06,0,0,0,0,0,NA,TRUE
Estonia,2020-01-06,0,0,0,0,0,NA,TRUE
Ethiopia,2020-01-06,101.114,593.637,257.686,-80.163,-542.275,NA,FALSE
Finland,2020-01-06,0,0,0,0,0,NA,TRUE
Fiji,2020-01-06,-1.009,14.458,1.508,-2.964,-10.276,NA,FALSE
Falkland Islands,2020-01-06,-0.04,0.123,0.013,-0.04,-0.054,NA,FALSE
France,2020-01-06,0,0,0,0,0,NA,TRUE
Faroe Islands,2020-01-06,0,0,0,0,0,NA,TRUE
Micronesia,2020-01-06,0.44,2.072,0.677,-0.106,-1,NA,FALSE
Gabon,2020-01-06,4.104,12.225,4.104,-3.329,-15.827,NA,FALSE
Britain,2020-01-06,0,0,0,0,0,NA,TRUE
Georgia,2020-01-06,0,0,0,0,0,NA,TRUE
Guernsey,2020-01-06,-0.527,0.967,0.015,-0.527,-0.699,NA,FALSE
Ghana,2020-01-06,62.923,326.428,94.795,-56.561,-294.226,NA,FALSE
Gibraltar,2020-01-06,0,0,0,0,0,NA,TRUE
Guinea,2020-01-06,119.031,119.031,119.031,-10.561,-79.552,NA,FALSE
The Gambia,2020-01-06,21.683,21.683,21.683,-3.212,-23.548,NA,FALSE
Guinea-Bissau,2020-01-06,24.98,24.98,24.98,-2.388,-18.578,NA,FALSE
Equatorial Guinea,2020-01-06,-1.411,5.869,0.926,-2.694,-10.87,NA,FALSE
Greece,2020-01-06,0,0,0,0,0,NA,TRUE
Grenada,2020-01-06,-0.219,0.162,-0.091,-0.366,-0.774,NA,FALSE
Greenland,2020-01-06,0,0,0,0,0,NA,TRUE
Guatemala,2020-01-06,0,0,0,0,0,NA,TRUE
Guyana,2020-01-06,-2.038,2.062,-0.184,-2.038,-4.476,NA,FALSE
Hong Kong,2020-01-06,0,0,0,0,0,NA,TRUE
Honduras,2020-01-06,-2.884,41.005,14.092,-3.555,-15.889,NA,FALSE
Croatia,2020-01-06,0,0,0,0,0,NA,TRUE
Haiti,2020-01-06,5.752,35.875,14.165,-6.188,-38.022,NA,FALSE
Hungary,2020-01-06,0,0,0,0,0,NA,TRUE
Indonesia,2020-01-06,1110.52,1885.451,1110.52,-142.151,-1020.157,NA,FALSE
Isle of Man,2020-01-06,-0.778,0.401,-0.024,-0.778,-1.006,NA,FALSE
India,2020-01-06,6746.716,8020.968,6746.716,-577.17,-4463.862,NA,FALSE
Ireland,2020-01-06,0,0,0,0,0,NA,TRUE
Iran,2020-01-06,0,0,0,0,0,NA,TRUE
Iraq,2020-01-06,-42.214,146.884,46.109,-42.214,-150.632,NA,FALSE
Iceland,2020-01-06,0,0,0,0,0,NA,TRUE
Israel,2020-01-06,0,0,0,0,0,NA,TRUE
Italy,2020-01-06,0,0,0,0,0,NA,TRUE
Jamaica,2020-01-06,0,0,0,0,0,NA,TRUE
Jersey,2020-01-06,-0.861,1.542,-0.016,-0.861,-1.351,NA,FALSE
Jordan,2020-01-06,-8.816,21.962,1.229,-14.838,-30.791,NA,FALSE
Japan,2020-01-06,0,0,0,0,0,NA,TRUE
Kazakhstan,2020-01-06,0,0,0,0,0,NA,TRUE
Kenya,2020-01-06,768.273,768.273,768.273,-16.169,-352.882,NA,FALSE
Kyrgyzstan,2020-01-06,0,0,0,0,0,NA,TRUE
Cambodia,2020-01-06,1.596,130.47,26.082,-12.158,-49.855,NA,FALSE
Kiribati,2020-01-06,-0.108,2.432,0.354,-0.43,-1.449,NA,FALSE
Saint Kitts and Nevis,2020-01-06,-0.187,0.416,0.063,-0.187,-0.319,NA,FALSE
South Korea,2020-01-06,0,0,0,0,0,NA,TRUE
Kuwait,2020-01-06,0,0,0,0,0,NA,TRUE
Laos,2020-01-06,22.891,28.991,22.891,-2.65,-21.563,NA,FALSE
Lebanon,2020-01-06,0,0,0,0,0,NA,TRUE
Liberia,2020-01-06,65.52,65.52,65.52,-4.021,-52.5,NA,FALSE
Libya,2020-01-06,-23.872,14.123,1.17,-23.872,-23.872,NA,FALSE
Saint Lucia,2020-01-06,0.098,0.483,0.098,-0.417,-0.991,NA,FALSE
Liechtenstein,2020-01-06,0,0,0,0,0,NA,TRUE
Sri Lanka,2020-01-06,-40.177,214.838,25.696,-40.177,-157.666,NA,FALSE
Lesotho,2020-01-06,9.731,14.83,9.731,0.509,-3.911,NA,FALSE
Lithuania,2020-01-06,0,0,0,0,0,NA,TRUE
Luxembourg,2020-01-06,0,0,0,0,0,NA,TRUE
Latvia,2020-01-06,0,0,0,0,0,NA,TRUE
Macau,2020-01-06,0,0,0,0,0,NA,TRUE
Morocco,2020-01-06,-19.847,57.565,6.3,-56.491,-129.838,NA,FALSE
Monaco,2020-01-06,0,0,0,0,0,NA,TRUE
Moldova,2020-01-06,0,0,0,0,0,NA,TRUE
Madagascar,2020-01-06,403.91,403.91,403.91,-27.864,-149.931,NA,FALSE
Maldives,2020-01-06,-0.714,4.363,0.867,-1,-2.446,NA,FALSE
Mexico,2020-01-06,0,0,0,0,0,NA,TRUE
Marshall Islands,2020-01-06,0.135,1.412,0.707,-0.129,-0.821,NA,FALSE
North Macedonia,2020-01-06,0,0,0,0,0,NA,TRUE
Mali,2020-01-06,171.366,171.366,171.366,-42.991,-151.637,NA,FALSE
Malta,2020-01-06,0,0,0,0,0,NA,TRUE
Myanmar,2020-01-06,115.477,278.859,115.477,-11.212,-199.861,NA,FALSE
Montenegro,2020-01-06,0,0,0,0,0,NA,TRUE
Mongolia,2020-01-06,0,0,0,0,0,NA,TRUE
Mozambique,2020-01-06,43.043,190.826,66.852,-0.95,-94.691,NA,FALSE
Mauritania,2020-01-06,-21.67,25.752,6.805,-21.67,-46.992,NA,FALSE
Montserrat,2020-01-06,-0.026,0.13,0.012,-0.026,-0.054,NA,FALSE
Mauritius,2020-01-06,0,0,0,0,0,NA,TRUE
Malawi,2020-01-06,171.114,171.114,171.114,-15.073,-101.594,NA,FALSE
Malaysia,2020-01-06,0,0,0,0,0,NA,TRUE
Namibia,2020-01-06,8.771,14.254,8.771,-4.442,-19.156,NA,FALSE
New Caledonia,2020-01-06,-1.742,2.875,-0.261,-1.901,-4.36,NA,FALSE
Niger,2020-01-06,238.798,238.798,238.798,-21.242,-150.751,NA,FALSE
