location,date,estimate,estimate_top_95,estimate_top_50,estimate_bot_50,estimate_bot_95,official_covid_deaths,known_excess_deaths
World,2022-01-30,18882305.062,20027127.573,20027127.573,18882305.062,15169834.082,5664114,FALSE
