iso3c,date,estimated_daily_excess_deaths_per_100k,estimated_daily_excess_deaths_ci_95_top_per_100k,estimated_daily_excess_deaths_ci_95_bot_per_100k,cumulative_estimated_daily_excess_deaths_per_100k,cumulative_estimated_daily_excess_deaths_ci_95_top_per_100k,cumulative_estimated_daily_excess_deaths_ci_95_bot_per_100k,daily_covid_deaths_per_100k,cumulative_covid_deaths_per_100k
MAC,2021-12-14,0.9064548700000006,1.804475223999995,-0.049157692000000225,18.5557722969148,84.11067295291467,-1.4193705620852155,NA,NA
MAR,2021-12-14,0.6499945210000028,0.9365217449999992,0.04849590699999986,168.24322571100015,308.7674793750001,89.03540134700012,0.0033471873865554514,39.63605415663503
MCO,2021-12-14,0.9858729879999999,1.4775521059999985,0.023316448000000135,439.13241755796895,451.12139889296884,402.96519564396885,0,91.09311740890688
MDA,2021-12-14,1.1054144029999955,1.7487931000000012,0.6518738099999994,442.89328713645216,477.3449783214521,405.78530681045237,0.4876957772379645,234.83949528146567
MDG,2021-12-14,0.23837077799999956,0.6791323350000008,-0.00785394799999997,116.14781305599992,131.24486000700009,-55.26096868699985,0.0035177411824035693,3.4473863587554976
MDV,2021-12-14,0.27240133599999955,0.8722032240000007,0.044677605999999766,108.86380925400009,289.81444351100004,59.634914643999814,0.09197601265589934,47.64357455575586
MEX,2021-12-14,0.3261150469999999,0.8773253660000008,0.02482934199999894,461.40648965546666,485.9072662274667,451.4318492444668,0.15219301498162707,228.1459658832776
MHL,2021-12-14,1.1716050469999955,1.9439272290000056,-0.08310187999999977,192.33510143099963,263.22134784999946,-70.49822648499989,NA,NA
MKD,2021-12-14,1.2905621910000022,1.784935376000001,0.6702102629999989,770.9074520924544,801.3815525494543,720.0243935794537,0.5401743250581829,373.4645244713374
MLI,2021-12-14,0.36091826599999943,0.8597472140000015,-0.092012939,87.73211464700005,164.90700780099976,-69.10276935499986,0.007791625934443705,3.039932826115267
MLT,2021-12-14,0.14662127699999952,0.5714462700000013,-0.1877043319999999,82.22245710760154,89.65195062460158,72.53244865760155,0.07266033714396435,91.26138345281923
MMR,2021-12-14,0.3174629109999997,0.7414575070000002,0.007913888999999627,201.22377622500005,280.1900532669998,61.993187651999804,0.010035395020699736,35.034476325901025
MNE,2021-12-14,1.1065693250000026,1.798910727999994,0.8360079639999999,587.9939658182498,662.0549709952501,527.9496928242495,0.5572795839828294,376.8802215106735
MNG,2021-12-14,0.189745416,0.6919160889999977,-0.024003355999999972,24.184624649961545,68.60623628196156,19.064782965961523,0.0675821393321443,61.30450950084733
MOZ,2021-12-14,0.4507206009999996,0.8343147419999992,0.00982447900000025,162.9224724910004,229.74044846699985,38.98665272600006,0.002720513558340014,6.056640470452968
MRT,2021-12-14,0.3447433639999998,0.6912529140000009,-0.06776414300000021,151.27378403200018,215.35467575999994,-63.311311623000094,0.02094192594516147,17.842520905277574
MSR,2021-12-14,1.058731731,1.9349882199999981,-0.07872803899999971,367.56072242499977,573.1057613749996,-58.263415838000086,NA,NA
MUS,2021-12-14,0.13005693599999976,0.3917050700000005,-0.02611181200000034,-4.811863692452185,34.96109636554789,-26.492921795452183,0,18.84676636606074
MWI,2021-12-14,0.5738574880000022,0.8331581970000003,0.0049137109999998685,112.22173939300019,173.3057812689997,-53.86673686800006,0.002544829590830592,11.762202368818997
MYS,2021-12-14,0.257444292999999,0.8226446950000006,-0.009074836999999633,82.39894809057324,153.51792642157267,34.32629744857248,0.1067848174566938,94.66016418318235
NAM,2021-12-14,0.6837359970000014,0.9054808130000002,0.02056455699999994,365.7136875560001,423.0719242730004,183.2501906839998,0.02415604573647725,138.32718030536333
NCL,2021-12-14,1.020215017000002,2.1584154829999918,-0.11027434300000026,137.25911128599992,286.5538429379999,-57.80525752100028,NA,NA
NER,2021-12-14,0.39720201599999866,1.6827960730000018,-0.01276950199999999,202.91592414900023,320.09539201299987,-31.3522503790002,0.0029843845065081463,1.0783576016849437
NGA,2021-12-14,0.4571834130000004,1.2931678709999956,-0.013358052000000132,136.69630236600005,149.8980376839999,-57.98083629799988,1.773882455944896e-4,1.4110643642889666
NIC,2021-12-14,0.9323505310000008,1.3139603829999984,0.11713846500000044,313.8536787405466,399.6748605155466,155.91985736854645,0.0018650094242656228,3.207816209736871
NIU,2021-12-14,1.2562420989999932,2.3235784360000094,-0.1074300079999996,263.09969398999976,434.31015931200045,-24.14626058200003,NA,NA
NLD,2021-12-14,0.8387375169999989,1.4646791199999993,0.30791356799999986,182.01837681463624,190.52477381563622,174.85230177463632,0.34428857141293234,120.93336238653326
NOR,2021-12-14,0.538222281000002,0.9115716780000003,0.10621611300000017,28.701015133568447,34.30360904256842,21.1503490745684,0.15551732472145474,21.99197933119866
NPL,2021-12-14,0.14612493099999918,0.6920791090000012,0.012782166999999692,316.0709073210009,380.40261993499985,149.86913441200014,0.008424622543211574,38.97904358293131
NRU,2021-12-14,1.096643327000002,1.8885121200000035,-0.09871462099999995,173.94826302300004,283.09760645899945,-34.03017677499978,NA,NA
NZL,2021-12-14,0.03408990500000027,0.7386082910000014,-0.11667614699999969,-52.58178670493454,-37.75668399493453,-56.70207845193453,0.012200835513215946,0.95654550423613
OMN,2021-12-14,0.6118164239999986,1.032286145000001,-0.12006605600000007,87.18526539523022,110.3404844852302,78.73411025923023,0,78.74217747296002
PAK,2021-12-14,0.504214267999999,0.8911113420000008,0.026336649999999982,376.77343487500053,440.7575932909999,148.3159300970001,0.003330374051760913,12.8166115007967
PAN,2021-12-14,0.20060636199999965,0.39631961599999926,-0.13082604500000053,184.67157225297726,218.03475353597733,164.78319243797722,0.042792753212708735,168.75179586920981
PCN,2021-12-14,0.9351946389999986,2.3233421020000096,-0.12122119700000009,201.31159910499971,449.70786099600025,-31.923617235999995,NA,NA
PER,2021-12-14,0.37565324199999883,0.8619359200000014,0.15130176999999978,624.4406330681159,631.4760116381159,622.4342762801159,0.20309109137555317,605.5022247842176
PHL,2021-12-14,0.6708939580000023,1.2095933460000028,0.12007338000000048,142.02185621738158,222.47131607138135,121.27032922538139,0.08273530528674773,45.47267456609103
PLW,2021-12-14,1.1586343489999944,1.870847226000005,-0.12049544500000062,183.72064255799967,257.5031389589994,-89.35609221899988,NA,NA
PNG,2021-12-14,0.671759844,1.0724626280000056,-0.05585568599999986,55.988284310000054,149.8482914800001,-23.84126853800005,0.019190690212364178,6.437105802661584
POL,2021-12-14,1.667871459000004,2.287860901,1.0957108359999979,404.5455545340102,416.9055927130101,389.33882410001,1.1608064132073974,238.9237241050877
PRK,2021-12-14,0.7044093469999988,1.7080042070000003,-0.14794116100000035,97.60083897699981,290.5363630180003,-24.913261684000013,NA,NA
PRT,2021-12-14,0.44089878599999965,0.9592104770000001,0.09687553499999962,238.75279138042484,247.55452756142486,233.4897343404248,0.1598163164689583,184.07889202150724
PRY,2021-12-14,0.2949527010000003,0.614635585999998,-0.028208545000000144,262.51245922095063,302.6607502939508,252.96847339495065,0.05713580495207449,228.77868858022163
PSE,2021-12-14,0.3753190210000005,1.165665175000001,0.1758577380000007,317.5702373480005,579.7539291880001,197.09009111,0.07658791641807505,92.9585835524386
PYF,2021-12-14,1.3347963979999926,2.432661277,-0.10331669900000026,306.4381108340477,365.4633041030483,190.13147577804813,NA,NA
QAT,2021-12-14,0.07847896799999986,0.6639030350000023,-0.06380926700000045,32.42489251422585,47.584311741225875,29.514340802225874,0.012796346318951834,20.951884372897133
ROU,2021-12-14,0.7827344639999962,1.614784136999996,0.4735235610000007,580.651453634256,601.3013913622565,545.9379958522564,0.43065653438361773,303.32335621733677
RUS,2021-12-14,2.2628639400000035,2.868800089000005,0.7309965390000002,733.8689280703182,741.3489141703182,711.2496577453182,0.7675858264783693,197.54369520011173
RWA,2021-12-14,0.8952468569999995,1.0325015140000045,0.10535229700000008,191.62744647300008,220.37536087800004,13.40370937400011,0,10.123136964310744
