iso3c,location,date,estimate,estimate_top_95,estimate_top_50,estimate_bot_50,estimate_bot_95,official_covid_deaths,known_excess_deaths,demography_adjusted_ifr_percent,aged_65_older_pct
AFG,Afghanistan,2020-08-03,70400.58235138567,132819.23249609713,119.606,67.051,23513.63477715146,3,FALSE,0.133977584914315,2.581
AFG,Afghanistan,2020-10-05,75820.89202829498,132880.43676399946,127.501,75.374,25256.46362534524,1.625,FALSE,0.133977584914315,2.581
AFG,Afghanistan,2020-04-06,22544.069606357578,69019.75435602872,36.522,-13.825,0,0.375,FALSE,0.133977584914315,2.581
AFG,Afghanistan,2020-07-27,71882.91986423914,122440.63072558986,117.666,66.918,20653.45484298505,11,FALSE,0.133977584914315,2.581
AFG,Afghanistan,2021-02-08,18923.314684478337,101131.09598643248,70.25,25.353,0,1.625,FALSE,0.133977584914315,2.581
AFG,Afghanistan,2021-12-13,236107.40572933052,396642.4684695303,316.331,85.077,12578.223447435368,2,FALSE,0.133977584914315,2.581
AFG,Afghanistan,2020-08-24,65251.21351897073,148106.11799496514,116.396,68.001,22467.19107472419,1.5,FALSE,0.133977584914315,2.581
AFG,Afghanistan,2021-08-23,154959.50321300168,236937.39531356667,213.476,139.45,50740.57727154662,6.875,FALSE,0.133977584914315,2.581
AFG,Afghanistan,2020-09-14,61099.77281076782,148323.31850666724,114.29,67.903,17152.869276377416,1.625,FALSE,0.133977584914315,2.581
AFG,Afghanistan,2021-01-25,21028.14438550894,167554.14731767913,82.74,28.173,0,5.75,FALSE,0.133977584914315,2.581
AFG,Afghanistan,2021-08-16,158259.30892514932,248398.26767502943,212.032,125.935,45188.15594318966,14.625,FALSE,0.133977584914315,2.581
AFG,Afghanistan,2021-04-05,127824.36712045997,236392.52805053396,171.256,82.53,12882.005606413899,4.75,FALSE,0.133977584914315,2.581
AFG,Afghanistan,2020-03-30,0,42158.54468202539,12.961,-22.587,0,0.5,FALSE,0.133977584914315,2.581
AFG,Afghanistan,2020-02-10,0,21020.6804503989,9.634,-14.738,0,NA,FALSE,0.133977584914315,2.581
AFG,Afghanistan,2020-06-01,66082.69589022892,129669.45187966127,109.174,43.282,3854.376090823418,5.875,FALSE,0.133977584914315,2.581
AFG,Afghanistan,2021-02-22,14271.7903239029,124710.41339255229,73.829,19.121,0,0.75,FALSE,0.133977584914315,2.581
AFG,Afghanistan,2021-12-06,116270.94196363275,353879.34504359186,216.671,81.934,13614.96403421959,1,FALSE,0.133977584914315,2.581
AFG,Afghanistan,2020-12-07,80723.20460856767,190981.20044755418,174.607,95.285,23458.40165733718,15.375,FALSE,0.133977584914315,2.581
