location,date,estimate,estimate_top_95,estimate_top_50,estimate_bot_50,estimate_bot_95,official_covid_deaths,known_excess_deaths
Latin America and Caribbean,2021-01-04,135.276,138.541,136.216,133.72,131.272,86.832,FALSE
North America,2021-01-04,153.875,153.875,153.875,153.875,153.875,101.409,FALSE
Africa,2021-01-04,39.965,44.538,39.965,10.424,-20.569,4.946,FALSE
Oceania,2021-01-11,-17.142,-3.845,-10.868,-18.157,-21.892,2.186,FALSE
Europe,2021-01-11,161.3,161.374,161.306,161.293,161.278,79.462,FALSE
Asia,2021-01-11,54.448,72.395,55.524,41.769,15.79,7.48,FALSE
Latin America and Caribbean,2021-01-11,142.374,145.755,143.482,140.884,138.372,89.905,FALSE
North America,2021-01-11,160.612,160.612,160.612,160.612,160.612,107.85,FALSE
Africa,2021-01-11,43.349,47.979,43.349,13.162,-19.27,5.343,FALSE
Oceania,2021-01-18,-16.749,-3.236,-10.398,-17.65,-21.547,2.186,FALSE
Europe,2021-01-18,166.899,166.976,166.906,166.892,166.876,84.414,FALSE
Asia,2021-01-18,55.412,73.959,56.659,42.743,15.654,7.658,FALSE
Latin America and Caribbean,2021-01-18,149.896,153.364,151.096,148.42,145.849,93.157,FALSE
North America,2021-01-18,166.748,166.748,166.748,166.748,166.748,114.366,FALSE
Africa,2021-01-18,46.362,51.155,46.362,15.745,-18.284,5.798,FALSE
Oceania,2021-01-25,-16.859,-3.051,-10.429,-17.639,-21.698,2.186,FALSE
Europe,2021-01-25,171.912,171.992,171.92,171.905,171.888,89.654,FALSE
Asia,2021-01-25,56.379,75.389,57.6,43.704,15.56,7.826,FALSE
Latin America and Caribbean,2021-01-25,156.275,159.813,157.551,154.773,152.173,97.067,FALSE
North America,2021-01-25,171.916,171.916,171.916,171.916,171.916,120.554,FALSE
Africa,2021-01-25,48.849,53.778,48.849,17.721,-17.899,6.258,FALSE
Oceania,2021-02-01,-16.526,-2.405,-9.907,-17.176,-21.452,2.186,FALSE
Europe,2021-02-01,175.392,175.473,175.4,175.385,175.367,94.608,FALSE
Asia,2021-02-01,57.249,76.81,58.387,44.315,15.362,8.001,FALSE
Latin America and Caribbean,2021-02-01,161.956,165.529,163.281,160.409,157.824,101.057,FALSE
North America,2021-02-01,176.462,176.462,176.462,176.462,176.462,126.779,FALSE
Africa,2021-02-01,50.974,56.277,50.974,19.329,-17.783,6.66,FALSE
Oceania,2021-02-08,-16.439,-1.999,-9.691,-16.977,-21.485,2.186,FALSE
Europe,2021-02-08,178.228,178.312,178.237,178.221,178.201,99.065,FALSE
Asia,2021-02-08,58.06,78.204,59.124,44.897,15.149,8.144,FALSE
Latin America and Caribbean,2021-02-08,166.781,170.396,168.187,165.246,162.592,104.668,FALSE
North America,2021-02-08,179.442,179.442,179.442,179.442,179.442,132.536,FALSE
Africa,2021-02-08,52.946,58.475,52.946,20.634,-17.829,6.956,FALSE
Oceania,2021-02-15,-16.542,-1.829,-9.807,-17.002,-21.718,2.189,FALSE
Europe,2021-02-15,180.725,180.812,180.735,180.717,180.697,102.93,FALSE
Asia,2021-02-15,58.98,79.505,59.876,45.53,15.098,8.272,FALSE
Latin America and Caribbean,2021-02-15,171.34,174.94,172.743,169.752,167.048,108.582,FALSE
North America,2021-02-15,182.092,182.092,182.092,182.092,182.092,137.242,FALSE
Africa,2021-02-15,54.738,60.433,54.738,21.643,-17.965,7.204,FALSE
Oceania,2021-02-22,-16.408,-1.549,-9.744,-16.892,-21.696,2.191,FALSE
Europe,2021-02-22,182.623,182.714,182.633,182.615,182.594,106.224,FALSE
Asia,2021-02-22,59.929,80.837,60.781,46.425,15.184,8.4,FALSE
Latin America and Caribbean,2021-02-22,175.664,179.233,177.115,174.024,171.275,111.968,FALSE
North America,2021-02-22,184.116,184.116,184.116,184.116,184.116,141.021,FALSE
Africa,2021-02-22,56.39,62.293,56.39,22.403,-18.108,7.402,FALSE
Oceania,2021-03-01,-16.274,-1.253,-9.615,-16.975,-21.672,2.2,FALSE
Europe,2021-03-01,184.45,184.544,184.461,184.441,184.42,109.164,FALSE
Asia,2021-03-01,61.004,82.255,62.187,47.389,15.402,8.544,FALSE
Latin America and Caribbean,2021-03-01,181.309,184.944,182.828,179.609,176.804,115.429,FALSE
North America,2021-03-01,185.438,185.438,185.438,185.438,185.438,144.893,FALSE
Africa,2021-03-01,58.021,64.187,58.021,23.207,-18.167,7.574,FALSE
Oceania,2021-03-08,-15.914,-0.905,-9.413,-17.246,-21.649,2.205,FALSE
Europe,2021-03-08,186.803,186.9,186.815,186.793,186.772,112.083,FALSE
Asia,2021-03-08,62.178,83.653,63.357,48.242,15.588,8.668,FALSE
Latin America and Caribbean,2021-03-08,186.88,190.473,188.451,185.282,182.238,118.955,FALSE
North America,2021-03-08,186.196,186.196,186.196,186.196,186.196,147.965,FALSE
Africa,2021-03-08,59.706,65.989,59.706,24.07,-17.898,7.724,FALSE
Oceania,2021-03-15,-15.523,-0.523,-9.018,-17.305,-21.574,2.228,FALSE
Europe,2021-03-15,189.718,189.817,189.731,189.707,189.687,114.948,FALSE
Asia,2021-03-15,63.448,85.177,64.352,49.017,15.917,8.792,FALSE
Latin America and Caribbean,2021-03-15,192.357,195.946,193.979,190.838,187.626,122.711,FALSE
North America,2021-03-15,186.743,186.743,186.743,186.743,186.743,150.34,FALSE
Africa,2021-03-15,61.423,68.737,61.423,24.963,-17.932,7.869,FALSE
Oceania,2021-03-22,-15.18,-0.436,-8.794,-16.87,-21.634,2.251,FALSE
Europe,2021-03-22,193.323,193.425,193.338,193.312,193.292,117.896,FALSE
Asia,2021-03-22,64.726,86.914,65.25,49.923,16.185,8.981,FALSE
Latin America and Caribbean,2021-03-22,197.911,201.485,199.587,196.435,193.084,126.901,FALSE
North America,2021-03-22,187.525,187.525,187.525,187.525,187.525,152.358,FALSE
Africa,2021-03-22,63.539,71.125,63.539,26.195,-17.849,8.021,FALSE
Oceania,2021-03-29,-14.231,-0.226,-8.015,-16.32,-21.53,2.281,FALSE
Europe,2021-03-29,197.255,197.361,197.272,197.244,197.225,121.126,FALSE
Asia,2021-03-29,66.368,88.89,66.61,51.513,17.156,9.15,FALSE
Latin America and Caribbean,2021-03-29,203.561,207.265,205.31,202.177,198.648,131.646,FALSE
North America,2021-03-29,187.973,187.973,187.973,187.973,187.973,154.274,FALSE
Africa,2021-03-29,65.874,73.356,65.874,27.476,-17.522,8.171,FALSE
Oceania,2021-04-05,-14.034,-0.377,-8.023,-16.174,-21.779,2.323,FALSE
Europe,2021-04-05,201.205,201.288,201.217,201.182,201.147,124.284,FALSE
Asia,2021-04-05,68.887,91.238,69.46,54.166,18.405,9.375,FALSE
Latin America and Caribbean,2021-04-05,209.778,213.657,211.601,208.422,204.85,136.308,FALSE
Africa,2021-04-05,68.643,75.214,68.643,29.121,-16.919,8.306,FALSE
North America,2021-04-05,189.114,189.114,189.114,189.114,189.114,155.831,FALSE
Oceania,2021-04-12,-13.493,-0.064,-7.574,-15.539,-21.447,2.33,FALSE
Europe,2021-04-12,205.058,205.144,205.064,205.017,204.971,127.716,FALSE
Asia,2021-04-12,71.951,93.757,72.549,57.519,20.328,9.697,FALSE
Latin America and Caribbean,2021-04-12,216.425,220.32,218.278,215.135,211.425,142.272,FALSE
Africa,2021-04-12,71.485,77.129,71.485,30.741,-16.259,8.444,FALSE
North America,2021-04-12,189.891,189.891,189.891,189.891,189.891,157.754,FALSE
Europe,2021-04-19,209.041,209.117,209.049,208.972,208.897,130.957,FALSE
Asia,2021-04-19,75.512,97.305,76.764,61.844,22.52,10.125,FALSE
Latin America and Caribbean,2021-04-19,222.987,227.046,224.903,221.811,217.909,147.702,FALSE
Oceania,2021-04-19,-13.084,0.787,-7.145,-14.989,-21.252,2.381,FALSE
Africa,2021-04-19,74.292,79.232,74.292,32.694,-15.606,8.606,FALSE
North America,2021-04-19,191.33,191.33,191.33,191.33,191.33,159.218,FALSE
Europe,2021-04-26,212.642,212.721,212.647,212.555,212.476,133.976,FALSE
Asia,2021-04-26,80.38,102.498,82.918,66.802,25.532,10.748,FALSE
Latin America and Caribbean,2021-04-26,229.432,233.726,231.402,228.222,224.254,152.964,FALSE
Oceania,2021-04-26,-12.428,1.807,-6.558,-14.232,-20.88,2.416,FALSE
Africa,2021-04-26,77.078,81.656,77.078,34.349,-14.783,8.768,FALSE
North America,2021-04-26,192.794,192.794,192.794,192.794,192.794,160.655,FALSE
Europe,2021-05-03,214.935,215.013,214.935,214.822,214.74,136.563,FALSE
Asia,2021-05-03,86.872,109.654,90.872,73.147,29.62,11.518,FALSE
Latin America and Caribbean,2021-05-03,234.661,239.117,236.653,233.437,229.44,158.051,FALSE
Oceania,2021-05-03,-11.621,2.844,-5.731,-13.588,-20.351,2.439,FALSE
Africa,2021-05-03,80.073,83.504,80.073,36.245,-13.184,8.923,FALSE
North America,2021-05-03,194.025,194.025,194.025,194.025,194.025,162.064,FALSE
Europe,2021-05-10,217.053,217.123,217.053,216.917,216.826,138.795,FALSE
Asia,2021-05-10,94.262,118.769,98.828,79.556,33.509,12.35,FALSE
Latin America and Caribbean,2021-05-10,239.771,244.41,241.922,238.556,234.474,162.652,FALSE
Oceania,2021-05-10,-11.261,3.615,-4.906,-13.612,-19.896,2.455,FALSE
Africa,2021-05-10,82.991,85.485,82.991,38.172,-11.691,9.082,FALSE
North America,2021-05-10,195.361,195.361,195.361,195.361,195.361,163.409,FALSE
Europe,2021-05-17,218.724,218.783,218.724,218.563,218.445,140.647,FALSE
Asia,2021-05-17,101.775,127.089,107.239,86.36,36.608,13.189,FALSE
Latin America and Caribbean,2021-05-17,244.715,249.534,246.987,243.67,239.339,167.097,FALSE
Oceania,2021-05-17,-10.73,4.555,-4.249,-13.209,-19.201,2.492,FALSE
North America,2021-05-17,196.873,196.873,196.873,196.873,196.873,164.597,FALSE
Africa,2021-05-17,85.892,87.481,85.892,39.93,-10.261,9.215,FALSE
Europe,2021-05-24,220.073,220.125,220.073,219.888,219.749,142.132,FALSE
Asia,2021-05-24,109.319,138.551,117.428,93.819,39.603,14.015,FALSE
Latin America and Caribbean,2021-05-24,249.57,254.57,251.949,248.613,244.092,171.387,FALSE
Oceania,2021-05-24,-10.179,5.236,-3.764,-12.642,-19.34,2.538,FALSE
North America,2021-05-24,197.985,197.985,197.985,197.985,197.985,165.722,FALSE
Africa,2021-05-24,89.189,89.559,89.189,41.826,-8.343,9.369,FALSE
Europe,2021-05-31,221.592,221.632,221.592,221.386,221.224,143.442,FALSE
Asia,2021-05-31,115.781,148.881,126.027,99.772,42.102,14.737,FALSE
Latin America and Caribbean,2021-05-31,254.397,259.632,257.031,253.513,248.835,175.762,FALSE
Oceania,2021-05-31,-10.055,5.772,-3.66,-12.551,-19.784,2.552,FALSE
North America,2021-05-31,199.285,199.285,199.285,199.285,199.285,166.919,FALSE
Africa,2021-05-31,92.596,92.596,92.596,43.614,-6.254,9.511,FALSE
Europe,2021-06-07,223.884,223.921,223.884,223.665,223.481,144.494,FALSE
Asia,2021-06-07,121.365,158.821,132.9,105.464,44.243,15.343,FALSE
Latin America and Caribbean,2021-06-07,259.373,264.748,262.213,258.551,253.765,180.467,FALSE
Oceania,2021-06-07,-9.626,6.577,-2.872,-12.309,-19.583,2.557,FALSE
North America,2021-06-07,200.291,200.291,200.291,200.291,200.291,167.905,FALSE
Africa,2021-06-07,95.584,95.584,95.584,45.165,-4.69,9.653,FALSE
Europe,2021-06-14,226.471,226.501,226.471,226.236,226.037,145.465,FALSE
Asia,2021-06-14,124.435,163.596,136.925,108.839,46.396,16.073,FALSE
Latin America and Caribbean,2021-06-14,264.292,269.816,267.286,263.537,258.642,184.921,FALSE
Oceania,2021-06-14,-9.167,7.388,-2.409,-12.005,-19.325,2.559,FALSE
North America,2021-06-14,201.588,201.588,201.588,201.588,201.588,168.582,FALSE
Africa,2021-06-14,98.606,98.606,98.606,46.863,-3.104,9.829,FALSE
Europe,2021-06-21,228.823,228.871,228.823,228.572,228.359,146.316,FALSE
Asia,2021-06-21,128.462,167.666,139.74,111.485,48.365,16.517,FALSE
Latin America and Caribbean,2021-06-21,269.13,274.686,272.232,268.409,263.411,189.31,FALSE
Oceania,2021-06-21,-9.025,7.808,-2.229,-11.908,-19.489,2.584,FALSE
North America,2021-06-21,202.807,202.807,202.807,202.807,202.807,169.206,FALSE
Africa,2021-06-21,101.786,101.786,101.786,48.905,-1.424,10.044,FALSE
Europe,2021-06-28,230.933,230.984,230.933,230.669,230.443,147.252,FALSE
Asia,2021-06-28,131.579,172.058,143.01,113.703,49.974,16.89,FALSE
Latin America and Caribbean,2021-06-28,273.927,279.604,277.179,273.217,268.089,193.314,FALSE
Oceania,2021-06-28,-8.742,8.109,-1.854,-11.794,-19.496,2.608,FALSE
North America,2021-06-28,204.462,204.462,204.462,204.462,204.462,169.78,FALSE
Africa,2021-06-28,105.239,105.239,105.239,51.351,0.665,10.312,FALSE
Europe,2021-07-05,233.668,233.727,233.668,233.393,233.136,148.186,FALSE
Asia,2021-07-05,134.744,176.836,145.95,116.283,51.69,17.238,FALSE
Latin America and Caribbean,2021-07-05,277.679,283.493,281.016,276.959,271.741,197.085,FALSE
Oceania,2021-07-05,-8.225,8.69,-0.816,-11.33,-19.414,2.645,FALSE
North America,2021-07-05,205.643,205.643,205.643,205.643,205.643,170.245,FALSE
Africa,2021-07-05,108.619,108.619,108.619,53.868,2.713,10.705,FALSE
Europe,2021-07-12,236.741,236.808,236.741,236.456,236.161,149.079,FALSE
Asia,2021-07-12,137.989,182.42,150.973,119.004,53.536,17.703,FALSE
Latin America and Caribbean,2021-07-12,281.302,287.254,284.73,280.613,275.265,200.287,FALSE
Oceania,2021-07-12,-7.558,9.441,0.566,-10.874,-18.802,2.721,FALSE
North America,2021-07-12,206.958,206.958,206.958,206.958,206.958,170.743,FALSE
Africa,2021-07-12,112.393,112.393,112.393,56.617,5.21,11.096,FALSE
Europe,2021-07-19,239.78,239.859,239.78,239.486,239.169,149.982,FALSE
Asia,2021-07-19,141.307,187.817,156.293,121.855,55.155,18.153,FALSE
Latin America and Caribbean,2021-07-19,285.075,291.086,288.67,284.377,279.025,203.257,FALSE
Oceania,2021-07-19,-6.666,10.29,1.52,-10.378,-18.33,2.874,FALSE
North America,2021-07-19,208.752,208.752,208.752,208.752,208.752,171.249,FALSE
Africa,2021-07-19,116.104,116.104,116.104,59.127,7.628,11.548,FALSE
Europe,2021-07-26,242.881,242.966,242.881,242.582,242.234,150.928,FALSE
Asia,2021-07-26,145.01,193.648,161.618,125.054,57.331,18.754,FALSE
Latin America and Caribbean,2021-07-26,289.021,295.147,292.669,288.345,282.88,207.287,FALSE
Oceania,2021-07-26,-5.919,11.171,2.947,-9.932,-17.683,3.091,FALSE
Africa,2021-07-26,119.738,119.961,119.738,61.618,9.937,12.031,FALSE
North America,2021-07-26,211.152,211.152,211.152,211.152,211.152,171.793,FALSE
Europe,2021-08-02,245.908,245.998,245.908,245.605,245.235,151.946,FALSE
Asia,2021-08-02,149.196,199.997,166.156,128.739,59.683,19.395,FALSE
Latin America and Caribbean,2021-08-02,292.994,299.276,296.557,292.213,286.657,209.954,FALSE
Oceania,2021-08-02,-4.863,12.328,3.825,-9.577,-17.243,3.235,FALSE
Africa,2021-08-02,123.893,123.893,123.893,63.885,12.021,12.513,FALSE
North America,2021-08-02,214.249,214.249,214.249,214.249,214.249,172.549,FALSE
Europe,2021-08-09,249.343,249.439,249.343,249.035,248.622,153.025,FALSE
Asia,2021-08-09,153.143,205.904,169.77,132.43,62.017,20.093,FALSE
Latin America and Caribbean,2021-08-09,297.218,303.649,300.736,296.276,290.668,212.441,FALSE
Oceania,2021-08-09,-3.948,13.409,4.581,-8.781,-16.97,3.422,FALSE
Africa,2021-08-09,127.805,127.805,127.805,66.24,13.87,12.977,FALSE
North America,2021-08-09,218.14,218.14,218.14,218.14,218.14,173.552,FALSE
Europe,2021-08-16,252.731,252.822,252.731,252.406,251.956,154.175,FALSE
Asia,2021-08-16,156.949,212.415,173.709,137.058,64.306,20.817,FALSE
Latin America and Caribbean,2021-08-16,301.591,308.193,305.12,300.538,294.872,214.713,FALSE
Africa,2021-08-16,131.729,131.729,131.729,68.54,15.796,13.428,FALSE
Oceania,2021-08-16,-3.069,14.485,5.411,-8.225,-16.83,3.656,FALSE
North America,2021-08-16,223.009,223.009,223.009,223.009,223.009,174.959,FALSE
Europe,2021-08-23,256.006,256.12,256.006,255.661,255.169,155.48,FALSE
Asia,2021-08-23,160.871,217.628,178.86,141.277,67.043,21.497,FALSE
Latin America and Caribbean,2021-08-23,305.927,312.587,309.451,304.779,299.024,217.052,FALSE
Africa,2021-08-23,136.053,136.053,136.053,71.23,17.885,13.83,FALSE
Oceania,2021-08-23,-2.515,14.822,5.661,-7.603,-16.965,3.811,FALSE
North America,2021-08-23,228.444,228.444,228.444,228.444,228.444,177.025,FALSE
Europe,2021-08-30,259.303,259.415,259.303,258.936,258.402,156.897,FALSE
Asia,2021-08-30,164.427,221.493,183.291,145.187,69.006,22.12,FALSE
Latin America and Caribbean,2021-08-30,309.967,316.776,313.564,308.743,302.884,219.192,FALSE
Africa,2021-08-30,139.887,139.887,139.887,73.864,19.697,14.234,FALSE
Oceania,2021-08-30,-1.406,16.48,7.579,-6.283,-16.339,3.966,FALSE
North America,2021-08-30,234.003,234.003,234.003,234.003,234.003,179.631,FALSE
Europe,2021-09-06,263.833,263.952,263.833,263.422,262.846,158.355,FALSE
Asia,2021-09-06,167.893,225.032,187.19,148.761,70.815,22.693,FALSE
Latin America and Caribbean,2021-09-06,313.461,320.658,317.177,312.082,306.216,221.257,FALSE
Africa,2021-09-06,143.547,143.547,143.547,75.807,21.177,14.547,FALSE
Oceania,2021-09-06,-0.471,18.294,9.206,-5.219,-15.868,4.146,FALSE
North America,2021-09-06,239.607,239.743,239.631,239.58,239.54,182.347,FALSE
Europe,2021-09-13,268.1,268.197,268.1,267.633,267.021,159.865,FALSE
Asia,2021-09-13,171.222,228.314,190.784,151.474,72.526,23.19,FALSE
Latin America and Caribbean,2021-09-13,316.576,323.953,320.312,315.063,309.155,223.046,FALSE
Africa,2021-09-13,146.937,146.937,146.937,77.593,22.582,14.803,FALSE
Oceania,2021-09-13,0.247,19.839,10.309,-5.101,-15.768,4.313,FALSE
North America,2021-09-13,245.041,245.314,245.098,244.989,244.935,186.019,FALSE
Europe,2021-09-20,272.137,272.237,272.137,271.64,270.987,161.468,FALSE
Asia,2021-09-20,174.2,231.248,193.788,153.9,73.863,23.613,FALSE
Latin America and Caribbean,2021-09-20,319.415,327.155,323.071,317.936,311.85,224.77,FALSE
Africa,2021-09-20,150.308,150.308,150.308,79.383,24.041,15.023,FALSE
Oceania,2021-09-20,1.095,21.63,11.501,-4.439,-15.34,4.59,FALSE
North America,2021-09-20,250.151,250.484,250.255,250.083,249.99,189.898,FALSE
Europe,2021-09-27,276.263,276.358,276.263,275.729,275.044,163.153,FALSE
Asia,2021-09-27,177.062,234.03,196.894,156.906,75.223,23.941,FALSE
Latin America and Caribbean,2021-09-27,321.622,329.71,325.383,320.055,314.075,226.379,FALSE
Africa,2021-09-27,153.403,153.403,153.403,80.946,25.355,15.232,FALSE
Oceania,2021-09-27,2.05,23.548,13.054,-3.758,-14.862,4.866,FALSE
North America,2021-09-27,254.922,255.309,255.051,254.839,254.725,193.904,FALSE
Europe,2021-10-04,282.076,282.35,282.076,281.479,280.745,164.957,FALSE
Asia,2021-10-04,179.771,236.442,200.029,159.493,76.697,24.231,FALSE
Latin America and Caribbean,2021-10-04,322.955,331.502,326.778,321.393,315.532,227.842,FALSE
Africa,2021-10-04,156.203,156.203,156.203,82.73,26.58,15.453,FALSE
Oceania,2021-10-04,2.913,25.618,14.436,-3.305,-14.363,5.213,FALSE
North America,2021-10-04,258.993,259.473,259.158,258.9,258.764,197.584,FALSE
Europe,2021-10-11,288.34,288.847,288.519,287.714,286.891,167.017,FALSE
Asia,2021-10-11,182.398,238.848,202.786,162.308,78.422,24.472,FALSE
Latin America and Caribbean,2021-10-11,324.065,333.073,327.994,322.482,316.498,229.148,FALSE
Africa,2021-10-11,159.08,159.08,159.08,84.279,27.669,15.591,FALSE
Oceania,2021-10-11,3.766,27.478,15.615,-2.351,-13.896,5.525,FALSE
North America,2021-10-11,262.615,263.19,262.811,262.513,262.339,200.562,FALSE
Europe,2021-10-18,295.267,296.027,295.548,294.62,293.567,169.282,FALSE
Asia,2021-10-18,184.966,241.105,205.204,164.338,79.386,24.69,FALSE
Latin America and Caribbean,2021-10-18,324.864,334.384,328.866,323.303,317.232,230.166,FALSE
Africa,2021-10-18,161.783,161.783,161.783,85.506,28.798,15.702,FALSE
Oceania,2021-10-18,5.082,29.933,17.372,-1.788,-12.362,5.921,FALSE
North America,2021-10-18,265.892,266.525,266.123,265.78,265.557,203.959,FALSE
Europe,2021-10-25,302.456,303.159,302.528,301.508,300.238,171.912,FALSE
Asia,2021-10-25,187.44,245.201,207.946,166.358,82.116,24.917,FALSE
Latin America and Caribbean,2021-10-25,326.076,336.467,330.162,324.528,318.306,231.121,FALSE
Africa,2021-10-25,164.286,164.286,164.286,86.91,29.933,15.808,FALSE
Oceania,2021-10-25,6.041,31.154,18.349,-0.691,-11.729,6.224,FALSE
North America,2021-10-25,268.679,269.359,268.975,268.583,268.338,207.097,FALSE
Europe,2021-11-01,310.467,311.258,310.467,309.07,307.762,174.903,FALSE
Asia,2021-11-01,189.997,248.888,211.439,168.293,85.992,25.167,FALSE
Latin America and Caribbean,2021-11-01,327.556,339.575,331.941,326.165,319.693,231.987,FALSE
Oceania,2021-11-01,6.945,31.907,19.461,1.022,-10.758,6.546,FALSE
North America,2021-11-01,271.023,271.728,271.343,270.931,270.665,209.607,FALSE
Africa,2021-11-01,166.808,166.808,166.808,88.545,30.882,15.901,FALSE
Europe,2021-11-08,319.178,320.382,319.178,317.439,315.711,178.226,FALSE
Asia,2021-11-08,192.433,252.612,216.542,171.5,89.455,25.381,FALSE
Latin America and Caribbean,2021-11-08,329.089,342.639,333.627,327.34,321.274,232.716,FALSE
Oceania,2021-11-08,7.954,32.741,21.402,2.028,-9.962,6.839,FALSE
North America,2021-11-08,272.872,273.619,273.22,272.817,272.492,211.916,FALSE
Africa,2021-11-08,169.341,169.341,169.341,90.279,31.775,15.992,FALSE
Europe,2021-11-15,327.954,329.723,327.992,325.883,323.958,181.731,FALSE
Asia,2021-11-15,194.731,256.038,219.353,175.649,93.109,25.592,FALSE
Latin America and Caribbean,2021-11-15,330.606,345.873,335.284,328.59,322.601,233.457,FALSE
Oceania,2021-11-15,9.039,34.641,23.036,2.949,-8.958,7.089,FALSE
North America,2021-11-15,275.808,277.444,276.055,275.295,274.552,214.246,FALSE
Africa,2021-11-15,171.613,173.151,171.613,91.811,32.69,16.075,FALSE
Europe,2021-11-22,336.948,339.237,337.061,334.714,332.111,185.39,FALSE
Asia,2021-11-22,196.944,259.545,221.664,177.483,96.843,25.806,FALSE
Latin America and Caribbean,2021-11-22,332.095,348.982,336.668,329.773,323.542,234.114,FALSE
Oceania,2021-11-22,10.05,36.947,24.324,3.994,-8.533,7.48,FALSE
North America,2021-11-22,278.027,281.865,278.75,277.415,276.137,216.381,FALSE
Africa,2021-11-22,174.175,179.073,174.175,93.244,33.764,16.143,FALSE
Europe,2021-11-29,345.478,347.883,345.635,343.025,340.143,189.016,FALSE
Asia,2021-11-29,199.073,262.942,225.899,179.428,99.005,26.024,FALSE
Latin America and Caribbean,2021-11-29,333.678,352.142,338.314,331.374,324.213,234.839,FALSE
Oceania,2021-11-29,10.707,39.884,25.718,4.472,-8.601,7.617,FALSE
North America,2021-11-29,281.036,286.394,281.872,280.022,278.46,218.026,FALSE
Africa,2021-11-29,177.321,183.159,177.321,95.499,35.044,16.217,FALSE
Europe,2021-12-06,353.286,356.74,353.286,350,346.182,192.575,FALSE
Asia,2021-12-06,202.293,267.608,229.323,181.253,100.931,26.279,FALSE
Latin America and Caribbean,2021-12-06,335.435,355.057,340.262,332.881,325.412,235.519,FALSE
Oceania,2021-12-06,12.124,42.878,27.064,5.386,-8.303,7.767,FALSE
Africa,2021-12-06,180.929,187.379,180.929,97.358,36.865,16.282,FALSE
North America,2021-12-06,284.363,292.127,285.404,282.917,280.837,220.97,FALSE
Europe,2021-12-13,361.024,366.621,361.024,356.853,351.594,196.18,FALSE
Asia,2021-12-13,205.439,273.888,234.523,184.855,101.857,26.471,FALSE
Latin America and Caribbean,2021-12-13,337.239,358.239,342.515,334.833,326.792,236.07,FALSE
Oceania,2021-12-13,13.521,46.316,28.231,6.26,-8.022,7.969,FALSE
Africa,2021-12-13,185.235,194.407,185.235,100.594,38.661,16.344,FALSE
North America,2021-12-13,287.543,297.586,289.071,285.793,283.351,223.382,FALSE
Europe,2021-12-14,362.162,368.052,362.265,357.9,352.376,196.771,FALSE
Asia,2021-12-14,205.898,274.72,235.155,184.974,101.948,26.496,FALSE
Latin America and Caribbean,2021-12-14,337.529,358.932,342.813,335.191,326.832,236.198,FALSE
Oceania,2021-12-14,13.762,46.871,28.236,6.575,-7.937,7.98,FALSE
Africa,2021-12-14,185.89,195.465,185.89,101.115,38.896,16.359,FALSE
North America,2021-12-14,288.016,298.364,289.761,286.254,283.739,223.828,FALSE
