location,date,estimate,estimate_top_95,estimate_top_50,estimate_bot_50,estimate_bot_95,official_covid_deaths,known_excess_deaths
Asia,2021-01-11,0.128,0.226,0.168,0.115,-0.002,0.023,FALSE
Oceania,2021-01-11,-0.018,0.047,0.004,-0.02,-0.037,0,FALSE
North America,2021-01-11,0.962,0.962,0.962,0.962,0.962,0.88,FALSE
Europe,2021-01-11,0.716,0.717,0.716,0.716,0.716,0.665,FALSE
Africa,2021-01-11,0.483,0.69,0.483,0.337,0.242,0.056,FALSE
Latin America and Caribbean,2021-01-18,1.075,1.103,1.091,1.075,1.062,0.448,FALSE
Asia,2021-01-18,0.138,0.212,0.151,0.11,-0.019,0.025,FALSE
Oceania,2021-01-18,0.056,0.102,0.073,0.052,0.032,0,FALSE
North America,2021-01-18,0.877,0.877,0.877,0.877,0.877,0.881,FALSE
Europe,2021-01-18,0.8,0.8,0.8,0.8,0.8,0.69,FALSE
Africa,2021-01-18,0.43,0.582,0.447,0.319,0.168,0.063,FALSE
Latin America and Caribbean,2021-01-25,0.911,0.933,0.922,0.908,0.888,0.535,FALSE
Asia,2021-01-25,0.138,0.205,0.147,0.106,-0.014,0.024,FALSE
Oceania,2021-01-25,-0.016,0.028,0.006,-0.017,-0.037,0,FALSE
North America,2021-01-25,0.738,0.738,0.738,0.738,0.738,0.83,FALSE
Europe,2021-01-25,0.716,0.717,0.716,0.716,0.716,0.719,FALSE
Africa,2021-01-25,0.355,0.491,0.364,0.257,0.101,0.064,FALSE
Latin America and Caribbean,2021-02-01,0.812,0.833,0.819,0.803,0.784,0.549,FALSE
Asia,2021-02-01,0.124,0.195,0.137,0.093,-0.024,0.025,FALSE
Oceania,2021-02-01,0.048,0.094,0.066,0.045,0.025,0,FALSE
North America,2021-02-01,0.649,0.649,0.649,0.649,0.649,0.842,FALSE
Europe,2021-02-01,0.497,0.497,0.497,0.497,0.497,0.695,FALSE
Africa,2021-02-01,0.304,0.441,0.304,0.202,0.05,0.057,FALSE
Latin America and Caribbean,2021-02-08,0.689,0.714,0.7,0.681,0.662,0.499,FALSE
Asia,2021-02-08,0.116,0.199,0.124,0.086,-0.037,0.021,FALSE
Oceania,2021-02-08,0.012,0.068,0.032,0.011,-0.01,0,FALSE
North America,2021-02-08,0.426,0.426,0.426,0.426,0.426,0.783,FALSE
Europe,2021-02-08,0.405,0.406,0.405,0.405,0.405,0.632,FALSE
Africa,2021-02-08,0.282,0.38,0.282,0.157,0.005,0.042,FALSE
Latin America and Caribbean,2021-02-15,0.651,0.671,0.658,0.642,0.623,0.528,FALSE
Asia,2021-02-15,0.131,0.192,0.131,0.089,-0.027,0.018,FALSE
Oceania,2021-02-15,-0.015,0.033,-0.002,-0.023,-0.039,0,FALSE
North America,2021-02-15,0.379,0.379,0.379,0.379,0.379,0.639,FALSE
Europe,2021-02-15,0.357,0.357,0.357,0.357,0.357,0.547,FALSE
Africa,2021-02-15,0.256,0.329,0.256,0.153,0.012,0.035,FALSE
Latin America and Caribbean,2021-02-22,0.618,0.636,0.623,0.609,0.593,0.466,FALSE
Asia,2021-02-22,0.136,0.191,0.136,0.097,-0.027,0.018,FALSE
Oceania,2021-02-22,0.019,0.065,0.031,0.01,-0.007,0.001,FALSE
North America,2021-02-22,0.289,0.289,0.289,0.289,0.289,0.506,FALSE
Europe,2021-02-22,0.271,0.272,0.271,0.271,0.271,0.462,FALSE
Africa,2021-02-22,0.236,0.317,0.236,0.135,-0.007,0.029,FALSE
Latin America and Caribbean,2021-03-01,0.806,0.828,0.817,0.8,0.786,0.473,FALSE
Asia,2021-03-01,0.154,0.202,0.154,0.109,-0,0.02,FALSE
Oceania,2021-03-01,0.019,0.061,0.032,0.008,-0.013,0.001,FALSE
North America,2021-03-01,0.189,0.189,0.189,0.189,0.189,0.526,FALSE
Europe,2021-03-01,0.261,0.262,0.261,0.261,0.261,0.415,FALSE
Africa,2021-03-01,0.233,0.329,0.233,0.137,0.013,0.024,FALSE
Latin America and Caribbean,2021-03-08,0.796,0.817,0.803,0.789,0.772,0.489,FALSE
Asia,2021-03-08,0.168,0.219,0.168,0.114,-0.006,0.017,FALSE
Oceania,2021-03-08,0.051,0.067,0.051,0.014,-0.006,0.001,FALSE
North America,2021-03-08,0.108,0.108,0.108,0.108,0.108,0.429,FALSE
Europe,2021-03-08,0.336,0.337,0.336,0.336,0.336,0.411,FALSE
Africa,2021-03-08,0.241,0.335,0.241,0.137,0.034,0.022,FALSE
Latin America and Caribbean,2021-03-15,0.783,0.803,0.794,0.777,0.758,0.513,FALSE
Asia,2021-03-15,0.181,0.23,0.181,0.12,0.028,0.018,FALSE
Oceania,2021-03-15,0.056,0.091,0.058,0.026,-0.001,0.003,FALSE
North America,2021-03-15,0.078,0.078,0.078,0.078,0.078,0.322,FALSE
Europe,2021-03-15,0.416,0.417,0.417,0.416,0.416,0.405,FALSE
Africa,2021-03-15,0.245,0.368,0.245,0.141,0.025,0.022,FALSE
Latin America and Caribbean,2021-03-22,0.793,0.819,0.806,0.792,0.776,0.573,FALSE
Asia,2021-03-22,0.183,0.243,0.185,0.125,0.015,0.026,FALSE
Oceania,2021-03-22,0.049,0.083,0.05,0.015,-0.01,0.004,FALSE
North America,2021-03-22,0.112,0.112,0.112,0.112,0.112,0.277,FALSE
Europe,2021-03-22,0.515,0.516,0.515,0.515,0.515,0.417,FALSE
Africa,2021-03-22,0.302,0.363,0.302,0.156,0.042,0.022,FALSE
Asia,2021-03-29,0.235,0.333,0.257,0.2,0.074,0.024,FALSE
Oceania,2021-03-29,0.136,0.143,0.136,0.051,0.019,0.004,FALSE
Latin America and Caribbean,2021-03-29,0.807,0.836,0.822,0.807,0.789,0.643,FALSE
North America,2021-03-29,0.064,0.064,0.064,0.064,0.064,0.259,FALSE
Europe,2021-03-29,0.562,0.562,0.562,0.562,0.562,0.459,FALSE
Africa,2021-03-29,0.334,0.422,0.334,0.196,0.106,0.021,FALSE
Asia,2021-04-05,0.36,0.519,0.402,0.297,0.155,0.031,FALSE
Oceania,2021-04-05,0.028,0.065,0.034,-0.011,-0.047,0.006,FALSE
Latin America and Caribbean,2021-04-05,0.888,0.915,0.905,0.888,0.868,0.646,FALSE
North America,2021-04-05,0.163,0.163,0.163,0.163,0.163,0.217,FALSE
Europe,2021-04-05,0.564,0.568,0.564,0.561,0.557,0.444,FALSE
Africa,2021-04-05,0.396,0.399,0.396,0.221,0.134,0.02,FALSE
Asia,2021-04-12,0.438,0.671,0.509,0.342,0.248,0.044,FALSE
Oceania,2021-04-12,0.077,0.138,0.09,0.056,0.027,0.003,FALSE
Latin America and Caribbean,2021-04-12,0.949,0.975,0.962,0.944,0.926,0.799,FALSE
North America,2021-04-12,0.111,0.111,0.111,0.111,0.111,0.257,FALSE
Europe,2021-04-12,0.55,0.554,0.55,0.547,0.544,0.473,FALSE
Africa,2021-04-12,0.406,0.431,0.406,0.233,0.144,0.019,FALSE
Asia,2021-04-19,0.509,0.872,0.595,0.447,0.313,0.06,FALSE
Oceania,2021-04-19,0.058,0.126,0.076,0.039,0.015,0.007,FALSE
Latin America and Caribbean,2021-04-19,0.937,0.966,0.952,0.935,0.918,0.747,FALSE
North America,2021-04-19,0.206,0.206,0.206,0.206,0.206,0.2,FALSE
Europe,2021-04-19,0.569,0.571,0.569,0.565,0.562,0.458,FALSE
Africa,2021-04-19,0.401,0.436,0.401,0.229,0.142,0.023,FALSE
Asia,2021-04-26,0.695,1.26,0.844,0.608,0.342,0.087,FALSE
Oceania,2021-04-26,0.094,0.146,0.104,0.068,0.036,0.005,FALSE
Latin America and Caribbean,2021-04-26,0.921,0.954,0.936,0.917,0.898,0.727,FALSE
North America,2021-04-26,0.209,0.209,0.209,0.209,0.209,0.198,FALSE
Europe,2021-04-26,0.514,0.517,0.514,0.511,0.509,0.429,FALSE
Africa,2021-04-26,0.398,0.43,0.398,0.232,0.135,0.023,FALSE
Asia,2021-05-03,0.928,1.684,1.216,0.798,0.415,0.108,FALSE
Latin America and Caribbean,2021-05-03,0.747,0.785,0.764,0.745,0.732,0.703,FALSE
Oceania,2021-05-03,0.115,0.149,0.124,0.088,0.06,0.004,FALSE
North America,2021-05-03,0.176,0.176,0.176,0.176,0.176,0.194,FALSE
Europe,2021-05-03,0.328,0.329,0.328,0.324,0.321,0.37,FALSE
Africa,2021-05-03,0.428,0.445,0.428,0.247,0.154,0.022,FALSE
Asia,2021-05-10,1.056,1.854,1.288,0.79,0.403,0.117,FALSE
Latin America and Caribbean,2021-05-10,0.73,0.768,0.749,0.73,0.714,0.647,FALSE
Oceania,2021-05-10,0.051,0.105,0.06,0.025,-0.003,0.002,FALSE
North America,2021-05-10,0.191,0.191,0.191,0.191,0.191,0.185,FALSE
Europe,2021-05-10,0.303,0.304,0.303,0.3,0.297,0.315,FALSE
Africa,2021-05-10,0.417,0.429,0.417,0.242,0.149,0.022,FALSE
Asia,2021-05-17,1.073,1.865,1.393,0.794,0.344,0.12,FALSE
Latin America and Caribbean,2021-05-17,0.706,0.759,0.732,0.706,0.687,0.608,FALSE
Oceania,2021-05-17,0.076,0.131,0.085,0.049,0.026,0.005,FALSE
North America,2021-05-17,0.216,0.216,0.216,0.216,0.216,0.164,FALSE
Europe,2021-05-17,0.239,0.239,0.239,0.234,0.23,0.265,FALSE
Africa,2021-05-17,0.414,0.422,0.414,0.237,0.143,0.02,FALSE
Asia,2021-05-24,1.078,1.926,1.387,0.806,0.351,0.119,FALSE
Latin America and Caribbean,2021-05-24,0.694,0.744,0.721,0.694,0.678,0.593,FALSE
Oceania,2021-05-24,0.079,0.125,0.092,0.053,0.029,0.006,FALSE
North America,2021-05-24,0.159,0.159,0.159,0.159,0.159,0.155,FALSE
Europe,2021-05-24,0.193,0.194,0.193,0.189,0.187,0.212,FALSE
Africa,2021-05-24,0.471,0.499,0.471,0.252,0.173,0.022,FALSE
Asia,2021-05-31,0.923,1.782,1.344,0.692,0.309,0.103,FALSE
Latin America and Caribbean,2021-05-31,0.69,0.747,0.723,0.69,0.675,0.593,FALSE
Oceania,2021-05-31,0.018,0.071,0.029,-0.008,-0.033,0.002,FALSE
North America,2021-05-31,0.186,0.186,0.186,0.186,0.186,0.165,FALSE
Europe,2021-05-31,0.217,0.218,0.217,0.213,0.21,0.181,FALSE
Africa,2021-05-31,0.487,0.538,0.487,0.276,0.173,0.02,FALSE
Asia,2021-06-07,0.798,1.448,1.037,0.621,0.301,0.087,FALSE
Latin America and Caribbean,2021-06-07,0.711,0.773,0.735,0.711,0.692,0.568,FALSE
Oceania,2021-06-07,0.061,0.113,0.077,0.042,0.018,0.001,FALSE
North America,2021-06-07,0.144,0.144,0.144,0.144,0.144,0.13,FALSE
Europe,2021-06-07,0.327,0.329,0.327,0.324,0.321,0.15,FALSE
Africa,2021-06-07,0.427,0.465,0.427,0.238,0.159,0.021,FALSE
Asia,2021-06-14,0.439,0.888,0.643,0.411,0.258,0.1,FALSE
Latin America and Caribbean,2021-06-14,0.703,0.757,0.732,0.703,0.691,0.618,FALSE
Oceania,2021-06-14,0.066,0.116,0.079,0.048,0.013,0,FALSE
North America,2021-06-14,0.185,0.185,0.185,0.185,0.185,0.096,FALSE
Europe,2021-06-14,0.37,0.371,0.37,0.367,0.364,0.137,FALSE
Africa,2021-06-14,0.432,0.445,0.432,0.241,0.172,0.025,FALSE
Asia,2021-06-21,0.575,0.825,0.575,0.369,0.206,0.066,FALSE
Latin America and Caribbean,2021-06-21,0.691,0.743,0.716,0.691,0.679,0.599,FALSE
Oceania,2021-06-21,0.02,0.083,0.027,-0.001,-0.032,0.003,FALSE
North America,2021-06-21,0.174,0.174,0.174,0.174,0.174,0.085,FALSE
Europe,2021-06-21,0.336,0.338,0.336,0.333,0.33,0.119,FALSE
Africa,2021-06-21,0.454,0.474,0.454,0.283,0.189,0.03,FALSE
Asia,2021-06-28,0.445,0.827,0.584,0.365,0.232,0.053,FALSE
Latin America and Caribbean,2021-06-28,0.685,0.729,0.702,0.684,0.665,0.555,FALSE
Oceania,2021-06-28,0.04,0.122,0.041,0.004,-0.02,0.003,FALSE
North America,2021-06-28,0.236,0.236,0.236,0.236,0.236,0.082,FALSE
Europe,2021-06-28,0.301,0.303,0.301,0.299,0.297,0.13,FALSE
Africa,2021-06-28,0.493,0.565,0.493,0.308,0.224,0.038,FALSE
Asia,2021-07-05,0.452,0.759,0.527,0.364,0.267,0.049,FALSE
Latin America and Caribbean,2021-07-05,0.536,0.573,0.555,0.535,0.515,0.523,FALSE
Oceania,2021-07-05,0.074,0.169,0.083,0.044,0.004,0.005,FALSE
North America,2021-07-05,0.169,0.169,0.169,0.169,0.169,0.064,FALSE
Europe,2021-07-05,0.391,0.392,0.391,0.388,0.385,0.132,FALSE
Africa,2021-07-05,0.483,0.664,0.483,0.33,0.23,0.054,FALSE
Asia,2021-07-12,0.463,0.798,0.577,0.381,0.287,0.064,FALSE
Latin America and Caribbean,2021-07-12,0.518,0.558,0.539,0.518,0.501,0.451,FALSE
Oceania,2021-07-12,0.095,0.193,0.119,0.066,0.029,0.01,FALSE
North America,2021-07-12,0.188,0.188,0.188,0.188,0.188,0.067,FALSE
Europe,2021-07-12,0.439,0.444,0.44,0.436,0.432,0.127,FALSE
Africa,2021-07-12,0.539,0.702,0.539,0.372,0.263,0.063,FALSE
Asia,2021-07-19,0.474,0.771,0.582,0.41,0.258,0.067,FALSE
Latin America and Caribbean,2021-07-19,0.539,0.565,0.552,0.537,0.516,0.414,FALSE
Oceania,2021-07-19,0.127,0.286,0.148,0.078,0.028,0.02,FALSE
North America,2021-07-19,0.256,0.256,0.256,0.256,0.256,0.071,FALSE
Europe,2021-07-19,0.434,0.441,0.436,0.432,0.429,0.127,FALSE
Africa,2021-07-19,0.53,0.729,0.53,0.361,0.261,0.062,FALSE
Asia,2021-07-26,0.529,0.833,0.63,0.457,0.317,0.084,FALSE
Latin America and Caribbean,2021-07-26,0.564,0.594,0.581,0.564,0.543,0.374,FALSE
Oceania,2021-07-26,0.107,0.256,0.135,0.071,0.039,0.034,FALSE
North America,2021-07-26,0.343,0.343,0.343,0.343,0.343,0.075,FALSE
Europe,2021-07-26,0.443,0.446,0.444,0.441,0.437,0.133,FALSE
Africa,2021-07-26,0.519,0.717,0.519,0.352,0.257,0.067,FALSE
Asia,2021-08-02,0.598,0.955,0.736,0.526,0.369,0.09,FALSE
Latin America and Caribbean,2021-08-02,0.568,0.59,0.568,0.55,0.533,0.369,FALSE
Oceania,2021-08-02,0.151,0.284,0.182,0.087,0.039,0.022,FALSE
North America,2021-08-02,0.443,0.443,0.443,0.443,0.443,0.104,FALSE
Europe,2021-08-02,0.432,0.435,0.433,0.43,0.427,0.143,FALSE
Africa,2021-08-02,0.594,0.747,0.594,0.369,0.242,0.068,FALSE
Asia,2021-08-09,0.564,0.911,0.711,0.507,0.343,0.098,FALSE
Latin America and Caribbean,2021-08-09,0.603,0.622,0.603,0.581,0.565,0.341,FALSE
Oceania,2021-08-09,0.131,0.274,0.167,0.074,0.027,0.027,FALSE
North America,2021-08-09,0.556,0.556,0.556,0.556,0.556,0.138,FALSE
Europe,2021-08-09,0.491,0.493,0.491,0.488,0.484,0.154,FALSE
Africa,2021-08-09,0.559,0.673,0.559,0.346,0.257,0.066,FALSE
Asia,2021-08-16,0.544,0.93,0.704,0.499,0.336,0.102,FALSE
Latin America and Caribbean,2021-08-16,0.625,0.649,0.628,0.606,0.588,0.318,FALSE
Oceania,2021-08-16,0.125,0.281,0.173,0.075,0.02,0.036,FALSE
North America,2021-08-16,0.696,0.696,0.696,0.696,0.696,0.193,FALSE
Europe,2021-08-16,0.484,0.486,0.484,0.48,0.476,0.163,FALSE
Africa,2021-08-16,0.561,0.657,0.561,0.346,0.223,0.064,FALSE
Asia,2021-08-23,0.56,0.957,0.695,0.518,0.374,0.099,FALSE
Latin America and Caribbean,2021-08-23,0.62,0.635,0.62,0.593,0.574,0.32,FALSE
Oceania,2021-08-23,0.079,0.277,0.128,0.038,-0.018,0.027,FALSE
North America,2021-08-23,0.777,0.777,0.777,0.777,0.777,0.294,FALSE
Europe,2021-08-23,0.468,0.472,0.468,0.464,0.46,0.185,FALSE
Africa,2021-08-23,0.618,0.682,0.618,0.384,0.292,0.057,FALSE
Asia,2021-08-30,0.508,0.862,0.616,0.449,0.315,0.091,FALSE
Latin America and Caribbean,2021-08-30,0.577,0.598,0.581,0.563,0.547,0.297,FALSE
Oceania,2021-08-30,0.158,0.35,0.233,0.113,0.054,0.021,FALSE
Europe,2021-08-30,0.471,0.473,0.471,0.466,0.462,0.203,FALSE
North America,2021-08-30,0.794,0.794,0.794,0.794,0.794,0.373,FALSE
Africa,2021-08-30,0.548,0.647,0.548,0.338,0.248,0.057,FALSE
Asia,2021-09-06,0.495,0.779,0.585,0.436,0.316,0.083,FALSE
Latin America and Caribbean,2021-09-06,0.499,0.546,0.505,0.481,0.458,0.284,FALSE
Oceania,2021-09-06,0.134,0.315,0.194,0.093,0.024,0.026,FALSE
Europe,2021-09-06,0.647,0.65,0.647,0.64,0.636,0.208,FALSE
North America,2021-09-06,0.801,0.82,0.804,0.797,0.791,0.399,FALSE
Africa,2021-09-06,0.523,0.588,0.523,0.304,0.202,0.045,FALSE
Asia,2021-09-13,0.476,0.69,0.531,0.394,0.282,0.073,FALSE
Latin America and Caribbean,2021-09-13,0.445,0.476,0.45,0.427,0.4,0.245,FALSE
Oceania,2021-09-13,0.102,0.274,0.174,0.051,-0.002,0.027,FALSE
Europe,2021-09-13,0.61,0.612,0.61,0.603,0.599,0.216,FALSE
North America,2021-09-13,0.776,0.795,0.781,0.773,0.767,0.479,FALSE
Africa,2021-09-13,0.484,0.502,0.484,0.276,0.188,0.037,FALSE
Asia,2021-09-20,0.425,0.626,0.48,0.351,0.246,0.063,FALSE
Latin America and Caribbean,2021-09-20,0.406,0.439,0.412,0.383,0.358,0.235,FALSE
Oceania,2021-09-20,0.121,0.268,0.176,0.077,0.028,0.037,FALSE
Europe,2021-09-20,0.577,0.579,0.577,0.57,0.565,0.228,FALSE
North America,2021-09-20,0.73,0.743,0.737,0.728,0.724,0.56,FALSE
Africa,2021-09-20,0.482,0.52,0.482,0.255,0.201,0.031,FALSE
Asia,2021-09-27,0.409,0.663,0.461,0.333,0.241,0.049,FALSE
Latin America and Caribbean,2021-09-27,0.315,0.373,0.336,0.307,0.29,0.218,FALSE
Oceania,2021-09-27,0.136,0.275,0.189,0.091,0.028,0.04,FALSE
Europe,2021-09-27,0.589,0.592,0.589,0.583,0.577,0.24,FALSE
North America,2021-09-27,0.682,0.695,0.687,0.68,0.673,0.581,FALSE
Africa,2021-09-27,0.442,0.476,0.442,0.238,0.169,0.029,FALSE
Asia,2021-10-04,0.387,0.64,0.407,0.295,0.216,0.042,FALSE
Latin America and Caribbean,2021-10-04,0.191,0.269,0.211,0.18,0.159,0.2,FALSE
Oceania,2021-10-04,0.123,0.371,0.203,0.084,0.02,0.047,FALSE
North America,2021-10-04,0.582,0.593,0.586,0.579,0.573,0.542,FALSE
Europe,2021-10-04,0.83,0.871,0.849,0.819,0.803,0.256,FALSE
Africa,2021-10-04,0.4,0.46,0.4,0.218,0.14,0.032,FALSE
Asia,2021-10-11,0.375,0.571,0.405,0.303,0.218,0.035,FALSE
Latin America and Caribbean,2021-10-11,0.158,0.233,0.172,0.143,0.119,0.184,FALSE
Oceania,2021-10-11,0.122,0.347,0.199,0.07,0.029,0.043,FALSE
North America,2021-10-11,0.517,0.529,0.521,0.515,0.509,0.442,FALSE
Europe,2021-10-11,0.895,0.946,0.92,0.887,0.873,0.291,FALSE
Africa,2021-10-11,0.411,0.428,0.411,0.204,0.136,0.019,FALSE
Asia,2021-10-18,0.367,0.559,0.388,0.278,0.2,0.031,FALSE
Latin America and Caribbean,2021-10-18,0.114,0.188,0.125,0.098,0.074,0.142,FALSE
Oceania,2021-10-18,0.188,0.338,0.221,0.137,0.085,0.053,FALSE
North America,2021-10-18,0.468,0.481,0.472,0.466,0.46,0.465,FALSE
Europe,2021-10-18,0.99,1.038,1.01,0.978,0.951,0.319,FALSE
Africa,2021-10-18,0.386,0.457,0.386,0.189,0.124,0.016,FALSE
Asia,2021-10-25,0.353,0.747,0.429,0.299,0.222,0.032,FALSE
Latin America and Caribbean,2021-10-25,0.173,0.334,0.222,0.153,0.118,0.132,FALSE
Oceania,2021-10-25,0.137,0.357,0.187,0.09,0.029,0.055,FALSE
North America,2021-10-25,0.398,0.414,0.405,0.398,0.393,0.456,FALSE
Europe,2021-10-25,1.027,1.037,1.027,0.969,0.936,0.369,FALSE
Africa,2021-10-25,0.358,0.468,0.358,0.163,0.114,0.015,FALSE
Asia,2021-11-01,0.365,0.924,0.477,0.32,0.225,0.035,FALSE
Latin America and Caribbean,2021-11-01,0.211,0.444,0.259,0.189,0.131,0.121,FALSE
Oceania,2021-11-01,0.129,0.352,0.194,0.104,0.034,0.042,FALSE
North America,2021-11-01,0.335,0.347,0.34,0.334,0.326,0.365,FALSE
Europe,2021-11-01,1.144,1.18,1.144,1.077,1.027,0.419,FALSE
Africa,2021-11-01,0.36,0.656,0.36,0.183,0.133,0.013,FALSE
Asia,2021-11-08,0.348,0.865,0.45,0.307,0.198,0.031,FALSE
Latin America and Caribbean,2021-11-08,0.219,0.438,0.264,0.186,0.124,0.098,FALSE
Oceania,2021-11-08,0.144,0.318,0.185,0.109,0.046,0.04,FALSE
North America,2021-11-08,0.264,0.277,0.271,0.264,0.256,0.333,FALSE
Europe,2021-11-08,1.244,1.313,1.255,1.185,1.127,0.464,FALSE
Africa,2021-11-08,0.362,0.68,0.378,0.192,0.114,0.013,FALSE
Asia,2021-11-15,0.328,0.857,0.417,0.299,0.2,0.03,FALSE
Latin America and Caribbean,2021-11-15,0.217,0.423,0.268,0.185,0.135,0.101,FALSE
Oceania,2021-11-15,0.155,0.306,0.197,0.12,0.058,0.036,FALSE
North America,2021-11-15,0.419,0.635,0.433,0.34,0.248,0.335,FALSE
Europe,2021-11-15,1.254,1.318,1.272,1.209,1.135,0.496,FALSE
Africa,2021-11-15,0.325,0.644,0.345,0.168,0.097,0.012,FALSE
Asia,2021-11-22,0.316,0.878,0.445,0.286,0.188,0.03,FALSE
Latin America and Caribbean,2021-11-22,0.213,0.378,0.256,0.178,0.112,0.091,FALSE
Oceania,2021-11-22,0.145,0.329,0.204,0.096,0.02,0.056,FALSE
North America,2021-11-22,0.317,0.634,0.378,0.282,0.214,0.313,FALSE
Europe,2021-11-22,1.285,1.364,1.298,1.246,1.182,0.519,FALSE
Africa,2021-11-22,0.366,0.65,0.366,0.17,0.081,0.01,FALSE
Asia,2021-11-29,0.304,0.979,0.519,0.304,0.205,0.031,FALSE
Latin America and Caribbean,2021-11-29,0.226,0.406,0.255,0.179,0.1,0.1,FALSE
Oceania,2021-11-29,0.094,0.414,0.177,0.05,-0.05,0.035,FALSE
North America,2021-11-29,0.43,0.647,0.464,0.372,0.268,0.248,FALSE
Europe,2021-11-29,1.219,1.323,1.254,1.195,1.092,0.519,FALSE
Africa,2021-11-29,0.449,0.703,0.449,0.222,0.133,0.01,FALSE
Asia,2021-12-06,0.46,1.038,0.7,0.301,0.134,0.035,FALSE
Latin America and Caribbean,2021-12-06,0.251,0.549,0.329,0.191,0.107,0.096,FALSE
Oceania,2021-12-06,0.202,0.534,0.286,0.083,0.001,0.022,FALSE
North America,2021-12-06,0.475,0.833,0.518,0.413,0.324,0.436,FALSE
Europe,2021-12-06,1.115,1.488,1.154,0.941,0.67,0.509,FALSE
Africa,2021-12-06,0.515,0.872,0.515,0.23,0.085,0.01,FALSE
Asia,2021-12-13,0.449,0.974,0.676,0.307,0.116,0.027,FALSE
Latin America and Caribbean,2021-12-13,0.258,0.546,0.348,0.193,0.106,0.081,FALSE
Oceania,2021-12-13,0.2,0.517,0.28,0.084,-0.028,0.028,FALSE
North America,2021-12-13,0.454,0.766,0.512,0.395,0.307,0.349,FALSE
Europe,2021-12-13,1.105,1.477,1.146,0.941,0.676,0.51,FALSE
Africa,2021-12-13,0.615,0.871,0.615,0.255,0.108,0.009,FALSE
Asia,2021-12-14,0.459,0.964,0.537,0.235,0.093,0.027,FALSE
Latin America and Caribbean,2021-12-14,0.29,0.693,0.377,0.202,0.041,0.085,FALSE
Oceania,2021-12-14,0.241,0.554,0.276,0.087,-0.04,0.027,FALSE
North America,2021-12-14,0.473,0.778,0.548,0.414,0.281,0.357,FALSE
Europe,2021-12-14,1.138,1.571,1.238,0.967,0.712,0.524,FALSE
Africa,2021-12-14,0.655,1.016,0.655,0.243,0.053,0.01,FALSE
